landmark_index, pred, ww, wm, mm, mw
1, 0, 43, 0, 0, 34
2, 0, 43, 0, 0, 34
3, 0, 43, 0, 0, 34
4, 1, 43, 0, 34, 0
5, 1, 43, 0, 34, 0
6, 1, 43, 0, 34, 0
7, 0, 43, 0, 0, 34
8, 0, 43, 0, 0, 34
9, 1, 43, 0, 34, 0
10, 1, 43, 0, 34, 0
11, 1, 42, 1, 33, 1
12, 1, 43, 0, 34, 0
13, 1, 42, 1, 34, 0
14, 1, 42, 1, 33, 1
15, 1, 42, 1, 33, 1
16, 0, 43, 0, 0, 34
17, 1, 39, 4, 33, 1
18, 1, 41, 2, 34, 0
19, 1, 22, 21, 33, 1
20, 1, 21, 22, 31, 3
21, 1, 39, 4, 32, 2
22, 1, 41, 2, 31, 3
23, 1, 43, 0, 32, 2
24, 0, 43, 0, 0, 34
25, 1, 28, 15, 31, 3
26, 1, 34, 9, 30, 4
27, 0, 38, 5, 27, 7
28, 1, 37, 6, 27, 7
29, 1, 37, 6, 25, 9
30, 1, 35, 8, 24, 10
31, 1, 40, 3, 26, 8
32, 1, 27, 16, 31, 3
33, 1, 36, 7, 25, 9
34, 0, 39, 4, 26, 8
35, 0, 40, 3, 26, 8
36, 0, 34, 9, 25, 9
37, 0, 36, 7, 27, 7
38, 0, 39, 4, 19, 15
39, 1, 38, 5, 19, 15
40, 1, 31, 12, 28, 6
41, 1, 35, 8, 27, 7
42, 0, 37, 6, 25, 9
43, 1, 43, 0, 14, 20
44, 0, 40, 3, 10, 24
45, 0, 33, 10, 25, 9
46, 0, 35, 8, 26, 8
47, 0, 37, 6, 24, 10
48, 1, 35, 8, 27, 7
49, 0, 33, 10, 26, 8
50, 0, 38, 5, 23, 11
51, 1, 34, 9, 26, 8
52, 1, 35, 8, 24, 10
53, 1, 38, 5, 25, 9
54, 0, 32, 11, 23, 11
55, 0, 31, 12, 25, 9
56, 0, 36, 7, 24, 10
57, 0, 42, 1, 20, 14
58, 1, 35, 8, 25, 9
59, 1, 40, 3, 18, 16
60, 1, 41, 2, 18, 16
61, 1, 35, 8, 26, 8
62, 0, 36, 7, 27, 7
63, 0, 29, 14, 27, 7
64, 0, 33, 10, 25, 9
65, 0, 38, 5, 27, 7
66, 1, 33, 10, 25, 9
67, 1, 39, 4, 15, 19
68, 1, 24, 19, 23, 11
69, 0, 39, 4, 23, 11
70, 0, 33, 10, 24, 10
71, 0, 31, 12, 26, 8
72, 0, 35, 8, 22, 12
73, 0, 36, 7, 23, 11
74, 0, 39, 4, 21, 13
75, 1, 42, 1, 14, 20
76, 0, 43, 0, 0, 34
77, 0, 33, 10, 25, 9
78, 0, 38, 5, 23, 11
79, 0, 37, 6, 22, 12
80, 1, 39, 4, 22, 12
81, 1, 39, 4, 19, 15
82, 0, 38, 5, 18, 16
83, 0, 39, 4, 17, 17
84, 0, 32, 11, 22, 12
85, 0, 29, 14, 28, 6
86, 0, 37, 6, 20, 14
87, 0, 35, 8, 24, 10
88, 1, 39, 4, 23, 11
89, 1, 40, 3, 19, 15
90, 0, 38, 5, 21, 13
91, 1, 35, 8, 23, 11
92, 1, 35, 8, 20, 14
93, 0, 36, 7, 21, 13
94, 0, 35, 8, 26, 8
95, 1, 40, 3, 23, 11
96, 1, 36, 7, 25, 9
97, 0, 40, 3, 21, 13
98, 0, 37, 6, 18, 16
99, 0, 34, 9, 24, 10
100, 1, 40, 3, 20, 14
101, 0, 38, 5, 22, 12
102, 1, 31, 12, 29, 5
103, 1, 40, 3, 20, 14
104, 1, 34, 9, 30, 4
105, 1, 38, 5, 32, 2
106, 0, 37, 6, 28, 6
107, 0, 36, 7, 22, 12
108, 0, 41, 2, 16, 18
109, 1, 36, 7, 26, 8
110, 0, 36, 7, 22, 12
111, 1, 37, 6, 24, 10
112, 1, 38, 5, 27, 7
113, 0, 35, 8, 31, 3
114, 0, 34, 9, 30, 4
115, 0, 38, 5, 29, 5
116, 1, 40, 3, 26, 8
117, 0, 41, 2, 24, 10
118, 0, 39, 4, 22, 12
119, 1, 30, 13, 27, 7
120, 0, 33, 10, 29, 5
121, 0, 37, 6, 32, 2
122, 0, 40, 3, 32, 2
123, 0, 36, 7, 30, 4
124, 0, 38, 5, 30, 4
125, 0, 36, 7, 27, 7
126, 0, 37, 6, 24, 10
127, 0, 29, 14, 30, 4
128, 0, 35, 8, 32, 2
129, 1, 42, 1, 33, 1
130, 1, 41, 2, 34, 0
131, 1, 23, 20, 32, 2
132, 1, 35, 8, 33, 1
133, 1, 22, 21, 32, 2
134, 1, 23, 20, 32, 2
135, 1, 38, 5, 34, 0
136, 1, 43, 0, 33, 1
137, 1, 43, 0, 34, 0
138, 1, 43, 0, 34, 0
139, 1, 43, 0, 34, 0
140, 1, 43, 0, 34, 0
141, 1, 43, 0, 34, 0
142, 1, 43, 0, 34, 0
143, 1, 43, 0, 34, 0
144, 1, 42, 1, 34, 0
145, 0, 43, 0, 0, 34
146, 0, 43, 0, 0, 34
147, 1, 43, 0, 34, 0
148, 1, 43, 0, 34, 0
149, 1, 43, 0, 34, 0
150, 1, 43, 0, 34, 0
151, 1, 43, 0, 34, 0
152, 1, 43, 0, 34, 0
