sample_index,landmark_index,type,pred,type0_0,type0_1,type1_0,type1_1,type0_precision,type0_recall,type0_f1,type0_num,type1_precision,type1_recall,type1_f1,type1_num,overall_precision,overall_recall,overall_f1
317,118,mt-at,1,39,4,13,21,0.75,0.906976744,0.821052632,43,0.84,0.617647059,0.711864407,34,0.78974026,0.779220779,0.772839649
317,119,mt-at,1,27,16,7,27,0.794117647,0.627906977,0.701298701,43,0.627906977,0.794117647,0.701298701,34,0.720725923,0.701298701,0.701298701
317,120,mt-at,1,34,9,7,27,0.829268293,0.790697674,0.80952381,43,0.75,0.794117647,0.771428571,34,0.794266709,0.792207792,0.792702536
317,121,mt-at,1,37,6,3,31,0.925,0.860465116,0.891566265,43,0.837837838,0.911764706,0.873239437,34,0.886512812,0.883116883,0.883473899
317,122,mt-at,1,33,10,2,32,0.942857143,0.76744186,0.846153846,43,0.761904762,0.941176471,0.842105263,34,0.862956092,0.844155844,0.84436616
317,123,mt-at,1,34,9,4,30,0.894736842,0.790697674,0.839506173,43,0.769230769,0.882352941,0.821917808,34,0.839318576,0.831168831,0.831739882
317,124,mt-at,1,39,4,5,29,0.886363636,0.906976744,0.896551724,43,0.878787879,0.852941176,0.865671642,34,0.883018497,0.883116883,0.882916363
317,125,mt-at,1,35,8,7,27,0.833333333,0.813953488,0.823529412,43,0.771428571,0.794117647,0.782608696,34,0.805998763,0.805194805,0.805460524
317,126,mt-at,1,35,8,9,25,0.795454545,0.813953488,0.804597701,43,0.757575758,0.735294118,0.746268657,34,0.778728847,0.779220779,0.778842019
317,127,mt-at,1,40,3,10,24,0.8,0.930232558,0.860215054,43,0.888888889,0.705882353,0.786885246,34,0.839249639,0.831168831,0.827835658
317,128,mt-at,1,23,20,1,33,0.958333333,0.534883721,0.686567164,43,0.622641509,0.970588235,0.75862069,34,0.810105775,0.727272727,0.718383007
317,129,mt-at,1,43,0,1,33,0.977272727,1,0.988505747,43,1,0.970588235,0.985074627,34,0.987308146,0.987012987,0.986990707
317,130,mt-at,1,40,3,1,33,0.975609756,0.930232558,0.952380952,43,0.916666667,0.970588235,0.942857143,34,0.949582937,0.948051948,0.948175634
317,131,mt-at,1,27,16,2,32,0.931034483,0.627906977,0.75,43,0.666666667,0.941176471,0.780487805,34,0.814300642,0.766233766,0.763462148
317,132,mt-at,1,33,10,2,32,0.942857143,0.76744186,0.846153846,43,0.761904762,0.941176471,0.842105263,34,0.862956092,0.844155844,0.84436616
317,133,mt-at,1,41,2,3,31,0.931818182,0.953488372,0.942528736,43,0.939393939,0.911764706,0.925373134,34,0.935163322,0.935064935,0.934953535
317,134,mt-at,1,22,21,2,32,0.916666667,0.511627907,0.656716418,43,0.603773585,0.941176471,0.735632184,34,0.778506085,0.701298701,0.691562341
317,135,mt-at,1,37,6,1,33,0.973684211,0.860465116,0.913580247,43,0.846153846,0.970588235,0.904109589,34,0.917372102,0.909090909,0.909398398
317,136,mt-at,1,43,0,1,33,0.977272727,1,0.988505747,43,1,0.970588235,0.985074627,34,0.987308146,0.987012987,0.986990707
317,137,mt-at,1,42,1,0,34,1,0.976744186,0.988235294,43,0.971428571,1,0.985507246,34,0.987384045,0.987012987,0.987030702
317,138,mt-at,1,43,0,0,34,1,1,1,43,1,1,1,34,1,1,1
317,139,mt-at,1,43,0,0,34,1,1,1,43,1,1,1,34,1,1,1
317,140,mt-at,1,42,1,0,34,1,0.976744186,0.988235294,43,0.971428571,1,0.985507246,34,0.987384045,0.987012987,0.987030702
317,141,mt-at,1,43,0,0,34,1,1,1,43,1,1,1,34,1,1,1
317,142,mt-at,1,43,0,0,34,1,1,1,43,1,1,1,34,1,1,1
317,143,mt-at,1,43,0,0,34,1,1,1,43,1,1,1,34,1,1,1
317,144,mt-at,1,42,1,0,34,1,0.976744186,0.988235294,43,0.971428571,1,0.985507246,34,0.987384045,0.987012987,0.987030702
317,145,mt-at,0,43,0,34,0,0.558441558,1,0.716666667,43,0,0,0,34,0.311856974,0.558441558,0.40021645
317,146,mt-at,0,43,0,34,0,0.558441558,1,0.716666667,43,0,0,0,34,0.311856974,0.558441558,0.40021645
317,147,mt-at,1,43,0,0,34,1,1,1,43,1,1,1,34,1,1,1
317,148,mt-at,1,43,0,0,34,1,1,1,43,1,1,1,34,1,1,1
317,149,mt-at,1,43,0,0,34,1,1,1,43,1,1,1,34,1,1,1
317,150,mt-at,1,43,0,0,34,1,1,1,43,1,1,1,34,1,1,1
317,151,mt-at,1,43,0,0,34,1,1,1,43,1,1,1,34,1,1,1
317,152,mt-at,1,43,0,0,34,1,1,1,43,1,1,1,34,1,1,1
114,1,wt-at,0,42,0,35,0,0.545454545,1,0.705882353,42,0,0,0,35,0.297520661,0.545454545,0.385026738
114,2,wt-at,0,42,0,35,0,0.545454545,1,0.705882353,42,0,0,0,35,0.297520661,0.545454545,0.385026738
114,3,wt-at,0,42,0,35,0,0.545454545,1,0.705882353,42,0,0,0,35,0.297520661,0.545454545,0.385026738
114,4,wt-at,0,42,0,0,35,1,1,1,42,1,1,1,35,1,1,1
114,5,wt-at,0,42,0,0,35,1,1,1,42,1,1,1,35,1,1,1
114,6,wt-at,0,42,0,0,35,1,1,1,42,1,1,1,35,1,1,1
114,7,wt-at,0,42,0,35,0,0.545454545,1,0.705882353,42,0,0,0,35,0.297520661,0.545454545,0.385026738
114,8,wt-at,0,42,0,35,0,0.545454545,1,0.705882353,42,0,0,0,35,0.297520661,0.545454545,0.385026738
114,9,wt-at,0,42,0,0,35,1,1,1,42,1,1,1,35,1,1,1
114,10,wt-at,0,42,0,0,35,1,1,1,42,1,1,1,35,1,1,1
114,11,wt-at,0,40,2,1,34,0.975609756,0.952380952,0.963855422,42,0.944444444,0.971428571,0.957746479,35,0.961443705,0.961038961,0.961078629
114,12,wt-at,0,42,0,0,35,1,1,1,42,1,1,1,35,1,1,1
114,13,wt-at,0,42,0,1,34,0.976744186,1,0.988235294,42,1,0.971428571,0.985507246,35,0.987315011,0.987012987,0.986995272
114,14,wt-at,1,38,4,1,34,0.974358974,0.904761905,0.938271605,42,0.894736842,0.971428571,0.931506849,35,0.938167096,0.935064935,0.935196716
114,15,wt-at,0,42,0,1,34,0.976744186,1,0.988235294,42,1,0.971428571,0.985507246,35,0.987315011,0.987012987,0.986995272
114,16,wt-at,0,42,0,35,0,0.545454545,1,0.705882353,42,0,0,0,35,0.297520661,0.545454545,0.385026738
114,17,wt-at,1,38,4,1,34,0.974358974,0.904761905,0.938271605,42,0.894736842,0.971428571,0.931506849,35,0.938167096,0.935064935,0.935196716
114,18,wt-at,0,39,3,1,34,0.975,0.928571429,0.951219512,42,0.918918919,0.971428571,0.944444444,35,0.9495086,0.948051948,0.948139936
114,19,wt-at,0,27,15,4,31,0.870967742,0.642857143,0.739726027,42,0.673913043,0.885714286,0.765432099,35,0.781397424,0.753246753,0.751410605
114,20,wt-at,0,24,18,3,32,0.888888889,0.571428571,0.695652174,42,0.64,0.914285714,0.752941176,35,0.775757576,0.727272727,0.72169263
114,21,wt-at,0,37,5,3,32,0.925,0.880952381,0.902439024,42,0.864864865,0.914285714,0.888888889,35,0.897665848,0.896103896,0.896279872
114,22,wt-at,0,42,0,4,31,0.913043478,1,0.954545455,42,1,0.885714286,0.939393939,35,0.95256917,0.948051948,0.947658402
114,23,wt-at,0,42,0,2,33,0.954545455,1,0.976744186,42,1,0.942857143,0.970588235,35,0.975206612,0.974025974,0.973946027
114,24,wt-at,0,41,1,1,34,0.976190476,0.976190476,0.976190476,42,0.971428571,0.971428571,0.971428571,35,0.974025974,0.974025974,0.974025974
114,25,wt-at,0,31,11,6,29,0.837837838,0.738095238,0.784810127,42,0.725,0.828571429,0.773333333,35,0.786547912,0.779220779,0.779593402
114,26,wt-at,0,34,8,6,29,0.85,0.80952381,0.829268293,42,0.783783784,0.828571429,0.805555556,35,0.81990172,0.818181818,0.818489776
114,27,wt-at,0,37,5,8,27,0.822222222,0.880952381,0.850574713,42,0.84375,0.771428571,0.805970149,35,0.832007576,0.831168831,0.830299911
114,28,wt-at,0,37,5,9,26,0.804347826,0.880952381,0.840909091,42,0.838709677,0.742857143,0.787878788,35,0.819966849,0.818181818,0.816804408
114,29,wt-at,0,36,6,9,26,0.8,0.857142857,0.827586207,42,0.8125,0.742857143,0.776119403,35,0.805681818,0.805194805,0.804192205
114,30,wt-at,0,33,9,9,26,0.785714286,0.785714286,0.785714286,42,0.742857143,0.742857143,0.742857143,35,0.766233766,0.766233766,0.766233766
114,31,wt-at,0,41,1,9,26,0.82,0.976190476,0.891304348,42,0.962962963,0.742857143,0.838709677,35,0.884983165,0.87012987,0.867397679
114,32,wt-at,0,29,13,4,31,0.878787879,0.69047619,0.773333333,42,0.704545455,0.885714286,0.784810127,35,0.799586777,0.779220779,0.778550058
114,33,wt-at,0,35,7,9,26,0.795454545,0.833333333,0.813953488,42,0.787878788,0.742857143,0.764705882,35,0.792011019,0.792207792,0.791568213
114,34,wt-at,0,38,4,9,26,0.808510638,0.904761905,0.853932584,42,0.866666667,0.742857143,0.8,35,0.834945197,0.831168831,0.829417773
114,35,wt-at,0,38,4,8,27,0.826086957,0.904761905,0.863636364,42,0.870967742,0.771428571,0.818181818,35,0.846487314,0.844155844,0.842975207
114,36,wt-at,0,36,6,12,23,0.75,0.857142857,0.8,42,0.793103448,0.657142857,0.71875,35,0.769592476,0.766233766,0.763068182
114,37,wt-at,1,36,6,8,27,0.818181818,0.857142857,0.837209302,42,0.818181818,0.771428571,0.794117647,35,0.818181818,0.818181818,0.817622186
114,38,wt-at,0,37,5,16,19,0.698113208,0.880952381,0.778947368,42,0.791666667,0.542857143,0.644067797,35,0.740637507,0.727272727,0.717638472
114,39,wt-at,0,37,5,15,20,0.711538462,0.880952381,0.787234043,42,0.8,0.571428571,0.666666667,35,0.751748252,0.74025974,0.73243069
114,40,wt-at,1,31,11,5,30,0.861111111,0.738095238,0.794871795,42,0.731707317,0.857142857,0.789473684,35,0.802291205,0.792207792,0.792418108
114,41,wt-at,0,34,8,7,28,0.829268293,0.80952381,0.819277108,42,0.777777778,0.8,0.788732394,35,0.805863513,0.805194805,0.805393147
114,42,wt-at,0,36,6,10,25,0.782608696,0.857142857,0.818181818,42,0.806451613,0.714285714,0.757575758,35,0.793446385,0.792207792,0.790633609
114,43,wt-at,1,29,13,11,24,0.725,0.69047619,0.707317073,42,0.648648649,0.685714286,0.666666667,35,0.69029484,0.688311688,0.688839616
114,44,wt-at,0,36,6,19,16,0.654545455,0.857142857,0.742268041,42,0.727272727,0.457142857,0.561403509,35,0.687603306,0.675324675,0.66005689
114,45,wt-at,1,33,9,10,25,0.76744186,0.785714286,0.776470588,42,0.735294118,0.714285714,0.724637681,35,0.75282925,0.753246753,0.752910176
114,46,wt-at,0,34,8,10,25,0.772727273,0.80952381,0.790697674,42,0.757575758,0.714285714,0.735294118,35,0.76584022,0.766233766,0.76551424
114,47,wt-at,0,36,6,11,24,0.765957447,0.857142857,0.808988764,42,0.8,0.685714286,0.738461538,35,0.781431335,0.779220779,0.776930934
114,48,wt-at,1,33,9,6,29,0.846153846,0.785714286,0.814814815,42,0.763157895,0.828571429,0.794520548,35,0.808428414,0.805194805,0.805590148
114,49,wt-at,0,36,6,11,24,0.765957447,0.857142857,0.808988764,42,0.8,0.685714286,0.738461538,35,0.781431335,0.779220779,0.776930934
114,50,wt-at,0,36,6,13,22,0.734693878,0.857142857,0.791208791,42,0.785714286,0.628571429,0.698412698,35,0.757884972,0.753246753,0.749028749
114,51,wt-at,1,34,8,11,24,0.755555556,0.80952381,0.781609195,42,0.75,0.685714286,0.71641791,35,0.753030303,0.753246753,0.751976793
114,52,wt-at,1,33,9,10,25,0.76744186,0.785714286,0.776470588,42,0.735294118,0.714285714,0.724637681,35,0.75282925,0.753246753,0.752910176
114,53,wt-at,1,39,3,9,26,0.8125,0.928571429,0.866666667,42,0.896551724,0.742857143,0.8125,35,0.850705329,0.844155844,0.842045455
114,54,wt-at,0,30,12,12,23,0.714285714,0.714285714,0.714285714,42,0.657142857,0.657142857,0.657142857,35,0.688311688,0.688311688,0.688311688
114,55,wt-at,0,38,4,17,18,0.690909091,0.904761905,0.783505155,42,0.818181818,0.514285714,0.631578947,35,0.748760331,0.727272727,0.714447788
114,56,wt-at,1,36,6,7,28,0.837209302,0.857142857,0.847058824,42,0.823529412,0.8,0.811594203,35,0.83099117,0.831168831,0.830938541
114,57,wt-at,0,40,2,15,20,0.727272727,0.952380952,0.824742268,42,0.909090909,0.571428571,0.701754386,35,0.809917355,0.779220779,0.768838685
114,58,wt-at,0,36,6,9,26,0.8,0.857142857,0.827586207,42,0.8125,0.742857143,0.776119403,35,0.805681818,0.805194805,0.804192205
114,59,wt-at,0,38,4,15,20,0.716981132,0.904761905,0.8,42,0.833333333,0.571428571,0.677966102,35,0.769868496,0.753246753,0.744530046
114,60,wt-at,1,28,14,6,29,0.823529412,0.666666667,0.736842105,42,0.674418605,0.828571429,0.743589744,35,0.755751772,0.74025974,0.739909214
114,61,wt-at,0,34,8,8,27,0.80952381,0.80952381,0.80952381,42,0.771428571,0.771428571,0.771428571,35,0.792207792,0.792207792,0.792207792
114,62,wt-at,0,35,7,9,26,0.795454545,0.833333333,0.813953488,42,0.787878788,0.742857143,0.764705882,35,0.792011019,0.792207792,0.791568213
114,63,wt-at,0,28,14,8,27,0.777777778,0.666666667,0.717948718,42,0.658536585,0.771428571,0.710526316,35,0.723577236,0.714285714,0.714574899
114,64,wt-at,1,32,10,10,25,0.761904762,0.761904762,0.761904762,42,0.714285714,0.714285714,0.714285714,35,0.74025974,0.74025974,0.74025974
114,65,wt-at,0,38,4,9,26,0.808510638,0.904761905,0.853932584,42,0.866666667,0.742857143,0.8,35,0.834945197,0.831168831,0.829417773
114,66,wt-at,0,32,10,9,26,0.780487805,0.761904762,0.771084337,42,0.722222222,0.742857143,0.732394366,35,0.754003449,0.753246753,0.753497987
114,67,wt-at,1,29,13,10,25,0.743589744,0.69047619,0.716049383,42,0.657894737,0.714285714,0.684931507,35,0.704637468,0.701298701,0.701904894
114,68,wt-at,0,34,8,21,14,0.618181818,0.80952381,0.701030928,42,0.636363636,0.4,0.49122807,35,0.626446281,0.623376623,0.605665993
114,69,wt-at,0,38,4,12,23,0.76,0.904761905,0.826086957,42,0.851851852,0.657142857,0.741935484,35,0.801750842,0.792207792,0.787836287
114,70,wt-at,0,31,11,12,23,0.720930233,0.738095238,0.729411765,42,0.676470588,0.657142857,0.666666667,35,0.700721303,0.701298701,0.700891266
114,71,wt-at,1,31,11,9,26,0.775,0.738095238,0.756097561,42,0.702702703,0.742857143,0.722222222,35,0.742137592,0.74025974,0.74069968
114,72,wt-at,1,32,10,12,23,0.727272727,0.761904762,0.744186047,42,0.696969697,0.657142857,0.676470588,35,0.713498623,0.714285714,0.713406293
114,73,wt-at,1,37,5,13,22,0.74,0.880952381,0.804347826,42,0.814814815,0.628571429,0.709677419,35,0.774006734,0.766233766,0.761315823
114,74,wt-at,0,38,4,13,22,0.745098039,0.904761905,0.817204301,42,0.846153846,0.628571429,0.721311475,35,0.791032497,0.779220779,0.773616653
114,75,wt-at,0,38,4,21,14,0.644067797,0.904761905,0.752475248,42,0.777777778,0.4,0.528301887,35,0.704845061,0.675324675,0.650578265
114,76,wt-at,0,32,10,21,14,0.603773585,0.761904762,0.673684211,42,0.583333333,0.4,0.474576271,35,0.594482561,0.597402597,0.583180602
114,77,wt-at,1,26,16,7,28,0.787878788,0.619047619,0.693333333,42,0.636363636,0.8,0.708860759,35,0.719008264,0.701298701,0.700391254
114,78,wt-at,1,35,7,12,23,0.744680851,0.833333333,0.786516854,42,0.766666667,0.657142857,0.707692308,35,0.754674404,0.753246753,0.750687515
114,79,wt-at,1,35,7,12,23,0.744680851,0.833333333,0.786516854,42,0.766666667,0.657142857,0.707692308,35,0.754674404,0.753246753,0.750687515
114,80,wt-at,1,34,8,8,27,0.80952381,0.80952381,0.80952381,42,0.771428571,0.771428571,0.771428571,35,0.792207792,0.792207792,0.792207792
114,81,wt-at,0,38,4,15,20,0.716981132,0.904761905,0.8,42,0.833333333,0.571428571,0.677966102,35,0.769868496,0.753246753,0.744530046
114,82,wt-at,0,37,5,17,18,0.685185185,0.880952381,0.770833333,42,0.782608696,0.514285714,0.620689655,35,0.729468599,0.714285714,0.702586207
114,83,wt-at,0,38,4,18,17,0.678571429,0.904761905,0.775510204,42,0.80952381,0.485714286,0.607142857,35,0.738095238,0.714285714,0.698979592
114,84,wt-at,1,37,5,17,18,0.685185185,0.880952381,0.770833333,42,0.782608696,0.514285714,0.620689655,35,0.729468599,0.714285714,0.702586207
114,85,wt-at,1,26,16,6,29,0.8125,0.619047619,0.702702703,42,0.644444444,0.828571429,0.725,35,0.736111111,0.714285714,0.712837838
114,86,wt-at,0,36,6,15,20,0.705882353,0.857142857,0.774193548,42,0.769230769,0.571428571,0.655737705,35,0.734677088,0.727272727,0.720349983
114,87,wt-at,1,35,7,11,24,0.760869565,0.833333333,0.795454545,42,0.774193548,0.685714286,0.727272727,35,0.766925921,0.766233766,0.76446281
114,88,wt-at,1,37,5,12,23,0.755102041,0.880952381,0.813186813,42,0.821428571,0.657142857,0.73015873,35,0.785250464,0.779220779,0.775446775
114,89,wt-at,0,40,2,16,19,0.714285714,0.952380952,0.816326531,42,0.904761905,0.542857143,0.678571429,35,0.800865801,0.766233766,0.753710575
114,90,wt-at,0,32,10,13,22,0.711111111,0.761904762,0.735632184,42,0.6875,0.628571429,0.656716418,35,0.700378788,0.701298701,0.699761381
114,91,wt-at,0,34,8,11,24,0.755555556,0.80952381,0.781609195,42,0.75,0.685714286,0.71641791,35,0.753030303,0.753246753,0.751976793
114,92,wt-at,1,35,7,14,21,0.714285714,0.833333333,0.769230769,42,0.75,0.6,0.666666667,35,0.730519481,0.727272727,0.722610723
114,93,wt-at,0,35,7,14,21,0.714285714,0.833333333,0.769230769,42,0.75,0.6,0.666666667,35,0.730519481,0.727272727,0.722610723
114,94,wt-at,0,34,8,9,26,0.790697674,0.80952381,0.8,42,0.764705882,0.742857143,0.753623188,35,0.778883223,0.779220779,0.778919631
114,95,wt-at,0,39,3,11,24,0.78,0.928571429,0.847826087,42,0.888888889,0.685714286,0.774193548,35,0.829494949,0.818181818,0.814356751
114,96,wt-at,1,34,8,8,27,0.80952381,0.80952381,0.80952381,42,0.771428571,0.771428571,0.771428571,35,0.792207792,0.792207792,0.792207792
114,97,wt-at,0,39,3,12,23,0.764705882,0.928571429,0.838709677,42,0.884615385,0.657142857,0.754098361,35,0.819210202,0.805194805,0.800249988
114,98,wt-at,0,37,5,17,18,0.685185185,0.880952381,0.770833333,42,0.782608696,0.514285714,0.620689655,35,0.729468599,0.714285714,0.702586207
114,99,wt-at,0,36,6,13,22,0.734693878,0.857142857,0.791208791,42,0.785714286,0.628571429,0.698412698,35,0.757884972,0.753246753,0.749028749
114,100,wt-at,0,39,3,14,21,0.735849057,0.928571429,0.821052632,42,0.875,0.6,0.711864407,35,0.799099485,0.779220779,0.77142162
114,101,wt-at,0,37,5,13,22,0.74,0.880952381,0.804347826,42,0.814814815,0.628571429,0.709677419,35,0.774006734,0.766233766,0.761315823
114,102,wt-at,0,34,8,8,27,0.80952381,0.80952381,0.80952381,42,0.771428571,0.771428571,0.771428571,35,0.792207792,0.792207792,0.792207792
114,103,wt-at,0,39,3,14,21,0.735849057,0.928571429,0.821052632,42,0.875,0.6,0.711864407,35,0.799099485,0.779220779,0.77142162
114,104,wt-at,0,33,9,4,31,0.891891892,0.785714286,0.835443038,42,0.775,0.885714286,0.826666667,35,0.838759214,0.831168831,0.831453778
114,105,wt-at,0,37,5,2,33,0.948717949,0.880952381,0.913580247,42,0.868421053,0.942857143,0.904109589,35,0.91221936,0.909090909,0.909275402
114,106,wt-at,0,37,5,9,26,0.804347826,0.880952381,0.840909091,42,0.838709677,0.742857143,0.787878788,35,0.819966849,0.818181818,0.816804408
114,107,wt-at,0,34,8,13,22,0.723404255,0.80952381,0.764044944,42,0.733333333,0.628571429,0.676923077,35,0.727917473,0.727272727,0.724444095
114,108,wt-at,0,40,2,19,16,0.677966102,0.952380952,0.792079208,42,0.888888889,0.457142857,0.603773585,35,0.773840096,0.727272727,0.706485743
114,109,wt-at,1,36,6,8,27,0.818181818,0.857142857,0.837209302,42,0.818181818,0.771428571,0.794117647,35,0.818181818,0.818181818,0.817622186
114,110,wt-at,0,37,5,13,22,0.74,0.880952381,0.804347826,42,0.814814815,0.628571429,0.709677419,35,0.774006734,0.766233766,0.761315823
114,111,wt-at,0,38,4,10,25,0.791666667,0.904761905,0.844444444,42,0.862068966,0.714285714,0.78125,35,0.823667712,0.818181818,0.815719697
114,112,wt-at,0,37,5,7,28,0.840909091,0.880952381,0.860465116,42,0.848484848,0.8,0.823529412,35,0.844352617,0.844155844,0.84367616
114,113,wt-at,0,36,6,4,31,0.9,0.857142857,0.87804878,42,0.837837838,0.885714286,0.861111111,35,0.871744472,0.87012987,0.87034984
114,114,wt-at,0,33,9,2,33,0.942857143,0.785714286,0.857142857,42,0.785714286,0.942857143,0.857142857,35,0.871428571,0.857142857,0.857142857
114,115,wt-at,0,37,5,6,29,0.860465116,0.880952381,0.870588235,42,0.852941176,0.828571429,0.84057971,35,0.857045144,0.857142857,0.856947997
114,116,wt-at,0,39,3,8,27,0.829787234,0.928571429,0.876404494,42,0.9,0.771428571,0.830769231,35,0.861702128,0.857142857,0.855661193
114,117,wt-at,0,40,2,11,24,0.784313725,0.952380952,0.860215054,42,0.923076923,0.685714286,0.786885246,35,0.847387906,0.831168831,0.826883323
114,118,wt-at,0,37,5,13,22,0.74,0.880952381,0.804347826,42,0.814814815,0.628571429,0.709677419,35,0.774006734,0.766233766,0.761315823
114,119,wt-at,0,25,17,7,28,0.78125,0.595238095,0.675675676,42,0.622222222,0.8,0.7,35,0.708964646,0.688311688,0.686732187
114,120,wt-at,0,33,9,7,28,0.825,0.785714286,0.804878049,42,0.756756757,0.8,0.777777778,35,0.793980344,0.792207792,0.792559744
114,121,wt-at,0,36,6,3,32,0.923076923,0.857142857,0.888888889,42,0.842105263,0.914285714,0.876712329,35,0.886271623,0.883116883,0.883354089
114,122,wt-at,0,32,10,2,33,0.941176471,0.761904762,0.842105263,42,0.76744186,0.942857143,0.846153846,35,0.862206193,0.844155844,0.843945528
114,123,wt-at,0,35,7,5,30,0.875,0.833333333,0.853658537,42,0.810810811,0.857142857,0.833333333,35,0.845823096,0.844155844,0.844419808
114,124,wt-at,0,38,4,5,30,0.88372093,0.904761905,0.894117647,42,0.882352941,0.857142857,0.869565217,35,0.883099117,0.883116883,0.882957452
114,125,wt-at,0,34,8,7,28,0.829268293,0.80952381,0.819277108,42,0.777777778,0.8,0.788732394,35,0.805863513,0.805194805,0.805393147
114,126,wt-at,0,34,8,9,26,0.790697674,0.80952381,0.8,42,0.764705882,0.742857143,0.753623188,35,0.778883223,0.779220779,0.778919631
114,127,wt-at,0,39,3,10,25,0.795918367,0.928571429,0.857142857,42,0.892857143,0.714285714,0.793650794,35,0.839981447,0.831168831,0.828282828
114,128,wt-at,0,21,21,1,34,0.954545455,0.5,0.65625,42,0.618181818,0.971428571,0.755555556,35,0.801652893,0.714285714,0.701388889
114,129,wt-at,0,42,0,1,34,0.976744186,1,0.988235294,42,1,0.971428571,0.985507246,35,0.987315011,0.987012987,0.986995272
114,130,wt-at,0,39,3,1,34,0.975,0.928571429,0.951219512,42,0.918918919,0.971428571,0.944444444,35,0.9495086,0.948051948,0.948139936
114,131,wt-at,0,26,16,2,33,0.928571429,0.619047619,0.742857143,42,0.673469388,0.942857143,0.785714286,35,0.812615955,0.766233766,0.762337662
114,132,wt-at,0,32,10,2,33,0.941176471,0.761904762,0.842105263,42,0.76744186,0.942857143,0.846153846,35,0.862206193,0.844155844,0.843945528
114,133,wt-at,0,40,2,3,32,0.930232558,0.952380952,0.941176471,42,0.941176471,0.914285714,0.927536232,35,0.935207064,0.935064935,0.934976362
114,134,wt-at,0,21,21,2,33,0.913043478,0.5,0.646153846,42,0.611111111,0.942857143,0.741573034,35,0.775801493,0.701298701,0.689526204
114,135,wt-at,0,36,6,1,34,0.972972973,0.857142857,0.911392405,42,0.85,0.971428571,0.906666667,35,0.917076167,0.909090909,0.909244342
114,136,wt-at,0,42,0,1,34,0.976744186,1,0.988235294,42,1,0.971428571,0.985507246,35,0.987315011,0.987012987,0.986995272
114,137,wt-at,0,41,1,0,35,1,0.976190476,0.987951807,42,0.972222222,1,0.985915493,35,0.987373737,0.987012987,0.98702621
114,138,wt-at,0,42,0,0,35,1,1,1,42,1,1,1,35,1,1,1
114,139,wt-at,0,42,0,0,35,1,1,1,42,1,1,1,35,1,1,1
114,140,wt-at,0,41,1,0,35,1,0.976190476,0.987951807,42,0.972222222,1,0.985915493,35,0.987373737,0.987012987,0.98702621
114,141,wt-at,0,42,0,0,35,1,1,1,42,1,1,1,35,1,1,1
114,142,wt-at,0,42,0,0,35,1,1,1,42,1,1,1,35,1,1,1
114,143,wt-at,0,42,0,0,35,1,1,1,42,1,1,1,35,1,1,1
114,144,wt-at,0,41,1,0,35,1,0.976190476,0.987951807,42,0.972222222,1,0.985915493,35,0.987373737,0.987012987,0.98702621
114,145,wt-at,0,42,0,35,0,0.545454545,1,0.705882353,42,0,0,0,35,0.297520661,0.545454545,0.385026738
114,146,wt-at,0,42,0,35,0,0.545454545,1,0.705882353,42,0,0,0,35,0.297520661,0.545454545,0.385026738
114,147,wt-at,0,42,0,0,35,1,1,1,42,1,1,1,35,1,1,1
114,148,wt-at,0,42,0,0,35,1,1,1,42,1,1,1,35,1,1,1
114,149,wt-at,0,42,0,0,35,1,1,1,42,1,1,1,35,1,1,1
114,150,wt-at,0,42,0,0,35,1,1,1,42,1,1,1,35,1,1,1
114,151,wt-at,0,42,0,0,35,1,1,1,42,1,1,1,35,1,1,1
114,152,wt-at,0,42,0,0,35,1,1,1,42,1,1,1,35,1,1,1
128,1,wt-at,0,42,0,35,0,0.545454545,1,0.705882353,42,0,0,0,35,0.297520661,0.545454545,0.385026738
128,2,wt-at,0,42,0,35,0,0.545454545,1,0.705882353,42,0,0,0,35,0.297520661,0.545454545,0.385026738
128,3,wt-at,0,42,0,35,0,0.545454545,1,0.705882353,42,0,0,0,35,0.297520661,0.545454545,0.385026738
128,4,wt-at,0,42,0,0,35,1,1,1,42,1,1,1,35,1,1,1
128,5,wt-at,0,42,0,0,35,1,1,1,42,1,1,1,35,1,1,1
128,6,wt-at,0,42,0,0,35,1,1,1,42,1,1,1,35,1,1,1
128,7,wt-at,0,42,0,35,0,0.545454545,1,0.705882353,42,0,0,0,35,0.297520661,0.545454545,0.385026738
128,8,wt-at,0,42,0,35,0,0.545454545,1,0.705882353,42,0,0,0,35,0.297520661,0.545454545,0.385026738
128,9,wt-at,0,42,0,0,35,1,1,1,42,1,1,1,35,1,1,1
128,10,wt-at,0,42,0,0,35,1,1,1,42,1,1,1,35,1,1,1
128,11,wt-at,0,40,2,1,34,0.975609756,0.952380952,0.963855422,42,0.944444444,0.971428571,0.957746479,35,0.961443705,0.961038961,0.961078629
128,12,wt-at,0,42,0,0,35,1,1,1,42,1,1,1,35,1,1,1
128,13,wt-at,0,42,0,1,34,0.976744186,1,0.988235294,42,1,0.971428571,0.985507246,35,0.987315011,0.987012987,0.986995272
128,14,wt-at,0,37,5,1,34,0.973684211,0.880952381,0.925,42,0.871794872,0.971428571,0.918918919,35,0.927370875,0.922077922,0.922235872
128,15,wt-at,0,42,0,1,34,0.976744186,1,0.988235294,42,1,0.971428571,0.985507246,35,0.987315011,0.987012987,0.986995272
128,16,wt-at,0,42,0,35,0,0.545454545,1,0.705882353,42,0,0,0,35,0.297520661,0.545454545,0.385026738
