type0_f1,type0_precision,type0_recall,type0_support,type1_f1,type1_precision,type1_recall,type1_support,f1,landmark_index,type1_1,type1_0,precision,pred,recall,sample_index,type0_1,type0_0
0.80952381,0.80952381,0.80952381,42,0.771428571,0.771428571,0.771428571,35,0.792207792,61,27,8,0.792207792,0,0.792207792,111,8,34
0.813953488,0.795454545,0.833333333,42,0.764705882,0.787878788,0.742857143,35,0.791568213,62,26,9,0.792011019,0,0.792207792,111,7,35
0.734177215,0.783783784,0.69047619,42,0.72,0.675,0.771428571,35,0.727733026,63,27,8,0.734336609,1,0.727272727,111,13,29
0.746987952,0.756097561,0.738095238,42,0.704225352,0.694444444,0.714285714,35,0.727550406,64,25,10,0.728073417,0,0.727272727,111,11,31
0.850574713,0.822222222,0.880952381,42,0.805970149,0.84375,0.771428571,35,0.830299911,65,27,8,0.832007576,0,0.831168831,111,5,37
0.8,0.75,0.857142857,42,0.71875,0.793103448,0.657142857,35,0.763068182,66,23,12,0.769592476,0,0.766233766,111,6,36
0.7,0.736842105,0.666666667,42,0.675675676,0.641025641,0.714285714,35,0.688943489,67,25,10,0.693289167,1,0.688311688,111,14,28
0.75,0.666666667,0.857142857,42,0.586206897,0.739130435,0.485714286,35,0.675548589,68,17,18,0.699604743,1,0.688311688,111,6,36
0.826086957,0.76,0.904761905,42,0.741935484,0.851851852,0.657142857,35,0.787836287,69,23,12,0.801750842,0,0.792207792,111,4,38
0.782608696,0.72,0.857142857,42,0.677419355,0.777777778,0.6,35,0.734795359,70,21,14,0.746262626,0,0.74025974,111,6,36
0.746987952,0.756097561,0.738095238,42,0.704225352,0.694444444,0.714285714,35,0.727550406,71,25,10,0.728073417,0,0.727272727,111,11,31
0.772727273,0.739130435,0.80952381,42,0.696969697,0.741935484,0.657142857,35,0.738292011,72,23,12,0.740405457,0,0.74025974,111,8,34
0.774193548,0.705882353,0.857142857,42,0.655737705,0.769230769,0.571428571,35,0.720349983,73,20,15,0.734677088,0,0.727272727,111,6,36
0.817204301,0.745098039,0.904761905,42,0.721311475,0.846153846,0.628571429,35,0.773616653,74,22,13,0.791032497,0,0.779220779,111,4,38
0.788461538,0.661290323,0.976190476,42,0.56,0.933333333,0.4,35,0.684615385,75,14,21,0.784946237,0,0.714285714,111,1,41
0.6875,0.611111111,0.785714286,42,0.482758621,0.608695652,0.4,35,0.594435737,76,14,21,0.610013175,1,0.61038961,111,9,33
0.675675676,0.78125,0.595238095,42,0.7,0.622222222,0.8,35,0.686732187,77,28,7,0.708964646,0,0.688311688,111,17,25
0.716049383,0.743589744,0.69047619,42,0.684931507,0.657894737,0.714285714,35,0.701904894,78,25,10,0.704637468,0,0.701298701,111,13,29
0.8,0.75,0.857142857,42,0.71875,0.793103448,0.657142857,35,0.763068182,79,23,12,0.769592476,0,0.766233766,111,6,36
0.785714286,0.785714286,0.785714286,42,0.742857143,0.742857143,0.742857143,35,0.766233766,80,26,9,0.766233766,0,0.766233766,111,9,33
0.8,0.716981132,0.904761905,42,0.677966102,0.833333333,0.571428571,35,0.744530046,81,20,15,0.769868496,0,0.753246753,111,4,38
0.770833333,0.685185185,0.880952381,42,0.620689655,0.782608696,0.514285714,35,0.702586207,82,18,17,0.729468599,0,0.714285714,111,5,37
0.775510204,0.678571429,0.904761905,42,0.607142857,0.80952381,0.485714286,35,0.698979592,83,17,18,0.738095238,0,0.714285714,111,4,38
0.742268041,0.654545455,0.857142857,42,0.561403509,0.727272727,0.457142857,35,0.66005689,84,16,19,0.687603306,0,0.675324675,111,6,36
0.684931507,0.806451613,0.595238095,42,0.716049383,0.630434783,0.828571429,35,0.699075996,85,29,6,0.726443963,0,0.701298701,111,17,25
0.774193548,0.705882353,0.857142857,42,0.655737705,0.769230769,0.571428571,35,0.720349983,86,20,15,0.734677088,0,0.727272727,111,6,36
0.790697674,0.772727273,0.80952381,42,0.735294118,0.757575758,0.714285714,35,0.76551424,87,25,10,0.76584022,0,0.766233766,111,8,34
0.781609195,0.755555556,0.80952381,42,0.71641791,0.75,0.685714286,35,0.751976793,88,24,11,0.753030303,0,0.753246753,111,8,34
0.8125,0.722222222,0.928571429,42,0.689655172,0.869565217,0.571428571,35,0.756661442,89,20,15,0.789196311,0,0.766233766,111,3,39
0.782608696,0.72,0.857142857,42,0.677419355,0.777777778,0.6,35,0.734795359,90,21,14,0.746262626,0,0.74025974,111,6,36
0.781609195,0.755555556,0.80952381,42,0.71641791,0.75,0.685714286,35,0.751976793,91,24,11,0.753030303,0,0.753246753,111,8,34
0.755555556,0.708333333,0.80952381,42,0.65625,0.724137931,0.6,35,0.710416667,92,21,14,0.715517241,0,0.714285714,111,8,34
0.769230769,0.714285714,0.833333333,42,0.666666667,0.75,0.6,35,0.722610723,93,21,14,0.730519481,0,0.727272727,111,7,35
0.8,0.790697674,0.80952381,42,0.753623188,0.764705882,0.742857143,35,0.778919631,94,26,9,0.778883223,0,0.779220779,111,8,34
0.847826087,0.78,0.928571429,42,0.774193548,0.888888889,0.685714286,35,0.814356751,95,24,11,0.829494949,0,0.818181818,111,3,39
0.795180723,0.804878049,0.785714286,42,0.76056338,0.75,0.771428571,35,0.779445567,96,27,8,0.779933481,0,0.779220779,111,9,33
0.821052632,0.735849057,0.928571429,42,0.711864407,0.875,0.6,35,0.77142162,97,21,14,0.799099485,0,0.779220779,111,3,39
0.762886598,0.672727273,0.880952381,42,0.596491228,0.772727273,0.485714286,35,0.687252339,98,17,18,0.718181818,0,0.701298701,111,5,37
0.791208791,0.734693878,0.857142857,42,0.698412698,0.785714286,0.628571429,35,0.749028749,99,22,13,0.757884972,0,0.753246753,111,6,36
0.847826087,0.78,0.928571429,42,0.774193548,0.888888889,0.685714286,35,0.814356751,100,24,11,0.829494949,0,0.818181818,111,3,39
0.804347826,0.74,0.880952381,42,0.709677419,0.814814815,0.628571429,35,0.761315823,101,22,13,0.774006734,0,0.766233766,111,5,37
0.80952381,0.80952381,0.80952381,42,0.771428571,0.771428571,0.771428571,35,0.792207792,102,27,8,0.792207792,0,0.792207792,111,8,34
0.808510638,0.730769231,0.904761905,42,0.7,0.84,0.6,35,0.759187621,103,21,14,0.78041958,0,0.766233766,111,4,38
0.85,0.894736842,0.80952381,42,0.837837838,0.794871795,0.885714286,35,0.844471744,104,31,4,0.849343639,1,0.844155844,111,8,34
0.913580247,0.948717949,0.880952381,42,0.904109589,0.868421053,0.942857143,35,0.909275402,105,33,2,0.91221936,0,0.909090909,111,5,37
0.819277108,0.829268293,0.80952381,42,0.788732394,0.777777778,0.8,35,0.805393147,106,28,7,0.805863513,0,0.805194805,111,8,34
0.75,0.717391304,0.785714286,42,0.666666667,0.709677419,0.628571429,35,0.712121212,107,22,13,0.713884993,0,0.714285714,111,9,33
0.787878788,0.684210526,0.928571429,42,0.618181818,0.85,0.485714286,35,0.710743802,108,17,18,0.759569378,0,0.727272727,111,3,39
0.823529412,0.813953488,0.833333333,42,0.782608696,0.794117647,0.771428571,35,0.804929086,109,27,8,0.804937197,0,0.805194805,111,7,35
0.804347826,0.74,0.880952381,42,0.709677419,0.814814815,0.628571429,35,0.761315823,110,22,13,0.774006734,0,0.766233766,111,5,37
0.818181818,0.782608696,0.857142857,42,0.757575758,0.806451613,0.714285714,35,0.790633609,111,25,10,0.793446385,0,0.792207792,111,6,36
0.843373494,0.853658537,0.833333333,42,0.816901408,0.805555556,0.828571429,35,0.831340728,112,29,6,0.831793545,1,0.831168831,111,7,35
0.891566265,0.902439024,0.880952381,42,0.873239437,0.861111111,0.885714286,35,0.883235888,113,31,4,0.883653609,1,0.883116883,111,5,37
0.857142857,0.942857143,0.785714286,42,0.857142857,0.785714286,0.942857143,35,0.857142857,114,33,2,0.871428571,0,0.857142857,111,9,33
0.901098901,0.836734694,0.976190476,42,0.857142857,0.964285714,0.771428571,35,0.881118881,115,27,8,0.89471243,0,0.883116883,111,1,41
0.876404494,0.829787234,0.928571429,42,0.830769231,0.9,0.771428571,35,0.855661193,116,27,8,0.861702128,0,0.857142857,111,3,39
0.860215054,0.784313725,0.952380952,42,0.786885246,0.923076923,0.685714286,35,0.826883323,117,24,11,0.847387906,0,0.831168831,111,2,40
0.817204301,0.745098039,0.904761905,42,0.721311475,0.846153846,0.628571429,35,0.773616653,118,22,13,0.791032497,0,0.779220779,111,4,38
0.770833333,0.685185185,0.880952381,42,0.620689655,0.782608696,0.514285714,35,0.702586207,119,18,17,0.729468599,0,0.714285714,111,5,37
0.819277108,0.829268293,0.80952381,42,0.788732394,0.777777778,0.8,35,0.805393147,120,28,7,0.805863513,1,0.805194805,111,8,34
0.888888889,0.923076923,0.857142857,42,0.876712329,0.842105263,0.914285714,35,0.883354089,121,32,3,0.886271623,0,0.883116883,111,6,36
0.842105263,0.941176471,0.761904762,42,0.846153846,0.76744186,0.942857143,35,0.843945528,122,33,2,0.862206193,0,0.844155844,111,10,32
0.85,0.894736842,0.80952381,42,0.837837838,0.794871795,0.885714286,35,0.844471744,123,31,4,0.849343639,1,0.844155844,111,8,34
0.894117647,0.88372093,0.904761905,42,0.869565217,0.882352941,0.857142857,35,0.882957452,124,30,5,0.883099117,0,0.883116883,111,4,38
0.819277108,0.829268293,0.80952381,42,0.788732394,0.777777778,0.8,35,0.805393147,125,28,7,0.805863513,0,0.805194805,111,8,34
0.813953488,0.795454545,0.833333333,42,0.764705882,0.787878788,0.742857143,35,0.791568213,126,26,9,0.792011019,1,0.792207792,111,7,35
0.866666667,0.8125,0.928571429,42,0.8125,0.896551724,0.742857143,35,0.842045455,127,26,9,0.850705329,0,0.844155844,111,3,39
0.696969697,0.958333333,0.547619048,42,0.772727273,0.641509434,0.971428571,35,0.731404959,128,34,1,0.81432247,1,0.74025974,111,19,23
0.988235294,0.976744186,1,42,0.985507246,1,0.971428571,35,0.986995272,129,34,1,0.987315011,0,0.987012987,111,0,42
0.951219512,0.975,0.928571429,42,0.944444444,0.918918919,0.971428571,35,0.948139936,130,34,1,0.9495086,0,0.948051948,111,3,39
0.76056338,0.931034483,0.642857143,42,0.795180723,0.6875,0.942857143,35,0.776298536,131,33,2,0.820336991,1,0.779220779,111,15,27
0.666666667,0.916666667,0.523809524,42,0.75,0.622641509,0.942857143,35,0.704545455,132,33,2,0.783018868,1,0.714285714,111,20,22
0.941176471,0.930232558,0.952380952,42,0.927536232,0.941176471,0.914285714,35,0.934976362,133,32,3,0.935207064,0,0.935064935,111,2,40
0.646153846,0.913043478,0.5,42,0.741573034,0.611111111,0.942857143,35,0.689526204,134,33,2,0.775801493,1,0.701298701,111,21,21
0.911392405,0.972972973,0.857142857,42,0.906666667,0.85,0.971428571,35,0.909244342,135,34,1,0.917076167,0,0.909090909,111,6,36
0.988235294,0.976744186,1,42,0.985507246,1,0.971428571,35,0.986995272,136,34,1,0.987315011,0,0.987012987,111,0,42
0.987951807,1,0.976190476,42,0.985915493,0.972222222,1,35,0.98702621,137,35,0,0.987373737,0,0.987012987,111,1,41
1,1,1,42,1,1,1,35,1,138,35,0,1,0,1,111,0,42
1,1,1,42,1,1,1,35,1,139,35,0,1,0,1,111,0,42
0.987951807,1,0.976190476,42,0.985915493,0.972222222,1,35,0.98702621,140,35,0,0.987373737,0,0.987012987,111,1,41
1,1,1,42,1,1,1,35,1,141,35,0,1,0,1,111,0,42
1,1,1,42,1,1,1,35,1,142,35,0,1,0,1,111,0,42
1,1,1,42,1,1,1,35,1,143,35,0,1,0,1,111,0,42
0.987951807,1,0.976190476,42,0.985915493,0.972222222,1,35,0.98702621,144,35,0,0.987373737,0,0.987012987,111,1,41
0.705882353,0.545454545,1,42,0,0,0,35,0.385026738,145,0,35,0.297520661,0,0.545454545,111,0,42
0.705882353,0.545454545,1,42,0,0,0,35,0.385026738,146,0,35,0.297520661,0,0.545454545,111,0,42
1,1,1,42,1,1,1,35,1,147,35,0,1,0,1,111,0,42
1,1,1,42,1,1,1,35,1,148,35,0,1,0,1,111,0,42
1,1,1,42,1,1,1,35,1,149,35,0,1,0,1,111,0,42
1,1,1,42,1,1,1,35,1,150,35,0,1,0,1,111,0,42
1,1,1,42,1,1,1,35,1,151,35,0,1,0,1,111,0,42
1,1,1,42,1,1,1,35,1,152,35,0,1,0,1,111,0,42
0.705882353,0.545454545,1,42,0,0,0,35,0.385026738,1,0,35,0.297520661,0,0.545454545,105,0,42
0.705882353,0.545454545,1,42,0,0,0,35,0.385026738,2,0,35,0.297520661,0,0.545454545,105,0,42
0.705882353,0.545454545,1,42,0,0,0,35,0.385026738,3,0,35,0.297520661,0,0.545454545,105,0,42
1,1,1,42,1,1,1,35,1,4,35,0,1,0,1,105,0,42
1,1,1,42,1,1,1,35,1,5,35,0,1,0,1,105,0,42
1,1,1,42,1,1,1,35,1,6,35,0,1,0,1,105,0,42
0.705882353,0.545454545,1,42,0,0,0,35,0.385026738,7,0,35,0.297520661,0,0.545454545,105,0,42
0.705882353,0.545454545,1,42,0,0,0,35,0.385026738,8,0,35,0.297520661,0,0.545454545,105,0,42
1,1,1,42,1,1,1,35,1,9,35,0,1,0,1,105,0,42
1,1,1,42,1,1,1,35,1,10,35,0,1,0,1,105,0,42
0.963855422,0.975609756,0.952380952,42,0.957746479,0.944444444,0.971428571,35,0.961078629,11,34,1,0.961443705,0,0.961038961,105,2,40
1,1,1,42,1,1,1,35,1,12,35,0,1,0,1,105,0,42
0.987951807,1,0.976190476,42,0.985915493,0.972222222,1,35,0.98702621,13,35,0,0.987373737,0,0.987012987,105,1,41
0.938271605,0.974358974,0.904761905,42,0.931506849,0.894736842,0.971428571,35,0.935196716,14,34,1,0.938167096,1,0.935064935,105,4,38
0.988235294,0.976744186,1,42,0.985507246,1,0.971428571,35,0.986995272,15,34,1,0.987315011,0,0.987012987,105,0,42
0.705882353,0.545454545,1,42,0,0,0,35,0.385026738,16,0,35,0.297520661,0,0.545454545,105,0,42
0.925,0.973684211,0.880952381,42,0.918918919,0.871794872,0.971428571,35,0.922235872,17,34,1,0.927370875,0,0.922077922,105,5,37
0.951219512,0.975,0.928571429,42,0.944444444,0.918918919,0.971428571,35,0.948139936,18,34,1,0.9495086,0,0.948051948,105,3,39
0.739726027,0.870967742,0.642857143,42,0.765432099,0.673913043,0.885714286,35,0.751410605,19,31,4,0.781397424,0,0.753246753,105,15,27
0.695652174,0.888888889,0.571428571,42,0.752941176,0.64,0.914285714,35,0.72169263,20,32,3,0.775757576,0,0.727272727,105,18,24
0.915662651,0.926829268,0.904761905,42,0.901408451,0.888888889,0.914285714,35,0.909183469,21,32,3,0.909583641,0,0.909090909,105,4,38
0.954545455,0.913043478,1,42,0.939393939,1,0.885714286,35,0.947658402,22,31,4,0.95256917,0,0.948051948,105,0,42
0.976744186,0.954545455,1,42,0.970588235,1,0.942857143,35,0.973946027,23,33,2,0.975206612,0,0.974025974,105,0,42
0.976190476,0.976190476,0.976190476,42,0.971428571,0.971428571,0.971428571,35,0.974025974,24,34,1,0.974025974,0,0.974025974,105,1,41
0.784810127,0.837837838,0.738095238,42,0.773333333,0.725,0.828571429,35,0.779593402,25,29,6,0.786547912,0,0.779220779,105,11,31
0.829268293,0.85,0.80952381,42,0.805555556,0.783783784,0.828571429,35,0.818489776,26,29,6,0.81990172,0,0.818181818,105,8,34
0.850574713,0.822222222,0.880952381,42,0.805970149,0.84375,0.771428571,35,0.830299911,27,27,8,0.832007576,0,0.831168831,105,5,37
0.840909091,0.804347826,0.880952381,42,0.787878788,0.838709677,0.742857143,35,0.816804408,28,26,9,0.819966849,0,0.818181818,105,5,37
0.827586207,0.8,0.857142857,42,0.776119403,0.8125,0.742857143,35,0.804192205,29,26,9,0.805681818,0,0.805194805,105,6,36
0.785714286,0.785714286,0.785714286,42,0.742857143,0.742857143,0.742857143,35,0.766233766,30,26,9,0.766233766,0,0.766233766,105,9,33
0.891304348,0.82,0.976190476,42,0.838709677,0.962962963,0.742857143,35,0.867397679,31,26,9,0.884983165,0,0.87012987,105,1,41
0.773333333,0.878787879,0.69047619,42,0.784810127,0.704545455,0.885714286,35,0.778550058,32,31,4,0.799586777,0,0.779220779,105,13,29
0.813953488,0.795454545,0.833333333,42,0.764705882,0.787878788,0.742857143,35,0.791568213,33,26,9,0.792011019,0,0.792207792,105,7,35
0.853932584,0.808510638,0.904761905,42,0.8,0.866666667,0.742857143,35,0.829417773,34,26,9,0.834945197,0,0.831168831,105,4,38
0.866666667,0.8125,0.928571429,42,0.8125,0.896551724,0.742857143,35,0.842045455,35,26,9,0.850705329,0,0.844155844,105,3,39
0.787234043,0.711538462,0.880952381,42,0.666666667,0.8,0.571428571,35,0.73243069,36,20,15,0.751748252,0,0.74025974,105,5,37
0.823529412,0.813953488,0.833333333,42,0.782608696,0.794117647,0.771428571,35,0.804929086,37,27,8,0.804937197,0,0.805194805,105,7,35
0.778947368,0.698113208,0.880952381,42,0.644067797,0.791666667,0.542857143,35,0.717638472,38,19,16,0.740637507,0,0.727272727,105,5,37
0.795698925,0.725490196,0.880952381,42,0.68852459,0.807692308,0.6,35,0.746983318,39,21,14,0.762854792,0,0.753246753,105,5,37
0.847826087,0.78,0.928571429,42,0.774193548,0.888888889,0.685714286,35,0.814356751,40,24,11,0.829494949,0,0.818181818,105,3,39
0.819277108,0.829268293,0.80952381,42,0.788732394,0.777777778,0.8,35,0.805393147,41,28,7,0.805863513,0,0.805194805,105,8,34
0.781609195,0.755555556,0.80952381,42,0.71641791,0.75,0.685714286,35,0.751976793,42,24,11,0.753030303,1,0.753246753,105,8,34
0.807692308,0.677419355,1,42,0.6,1,0.428571429,35,0.713286713,43,15,20,0.824046921,0,0.74025974,105,0,42
0.735849057,0.609375,0.928571429,42,0.416666667,0.769230769,0.285714286,35,0.590766152,44,10,25,0.682036713,0,0.636363636,105,3,39
0.756097561,0.775,0.738095238,42,0.722222222,0.702702703,0.742857143,35,0.74069968,45,26,9,0.742137592,1,0.74025974,105,11,31
0.8,0.790697674,0.80952381,42,0.753623188,0.764705882,0.742857143,35,0.778919631,46,26,9,0.778883223,0,0.779220779,105,8,34
0.808988764,0.765957447,0.857142857,42,0.738461538,0.8,0.685714286,35,0.776930934,47,24,11,0.781431335,0,0.779220779,105,6,36
0.819277108,0.829268293,0.80952381,42,0.788732394,0.777777778,0.8,35,0.805393147,48,28,7,0.805863513,0,0.805194805,105,8,34
0.822222222,0.770833333,0.880952381,42,0.75,0.827586207,0.685714286,35,0.789393939,49,24,11,0.796630094,0,0.792207792,105,5,37
0.808988764,0.765957447,0.857142857,42,0.738461538,0.8,0.685714286,35,0.776930934,50,24,11,0.781431335,0,0.779220779,105,6,36
0.790697674,0.772727273,0.80952381,42,0.735294118,0.757575758,0.714285714,35,0.76551424,51,25,10,0.76584022,0,0.766233766,105,8,34
0.776470588,0.76744186,0.785714286,42,0.724637681,0.735294118,0.714285714,35,0.752910176,52,25,10,0.75282925,1,0.753246753,105,9,33
0.840909091,0.804347826,0.880952381,42,0.787878788,0.838709677,0.742857143,35,0.816804408,53,26,9,0.819966849,0,0.818181818,105,5,37
0.729411765,0.720930233,0.738095238,42,0.666666667,0.676470588,0.657142857,35,0.700891266,54,23,12,0.700721303,0,0.701298701,105,11,31
0.75862069,0.733333333,0.785714286,42,0.686567164,0.71875,0.657142857,35,0.725869087,55,23,12,0.726704545,0,0.727272727,105,9,33
0.833333333,0.833333333,0.833333333,42,0.8,0.8,0.8,35,0.818181818,56,28,7,0.818181818,0,0.818181818,105,7,35
0.808510638,0.730769231,0.904761905,42,0.7,0.84,0.6,35,0.759187621,57,21,14,0.78041958,1,0.766233766,105,4,38
0.818181818,0.782608696,0.857142857,42,0.757575758,0.806451613,0.714285714,35,0.790633609,58,25,10,0.793446385,1,0.792207792,105,6,36
0.804123711,0.709090909,0.928571429,42,0.666666667,0.863636364,0.542857143,35,0.741643236,59,19,16,0.779338843,0,0.753246753,105,3,39
0.816326531,0.714285714,0.952380952,42,0.678571429,0.904761905,0.542857143,35,0.753710575,60,19,16,0.800865801,0,0.766233766,105,2,40
0.80952381,0.80952381,0.80952381,42,0.771428571,0.771428571,0.771428571,35,0.792207792,61,27,8,0.792207792,0,0.792207792,105,8,34
0.813953488,0.795454545,0.833333333,42,0.764705882,0.787878788,0.742857143,35,0.791568213,62,26,9,0.792011019,0,0.792207792,105,7,35
0.717948718,0.777777778,0.666666667,42,0.710526316,0.658536585,0.771428571,35,0.714574899,63,27,8,0.723577236,0,0.714285714,105,14,28
0.746987952,0.756097561,0.738095238,42,0.704225352,0.694444444,0.714285714,35,0.727550406,64,25,10,0.728073417,0,0.727272727,105,11,31
0.863636364,0.826086957,0.904761905,42,0.818181818,0.870967742,0.771428571,35,0.842975207,65,27,8,0.846487314,1,0.844155844,105,4,38
0.785714286,0.785714286,0.785714286,42,0.742857143,0.742857143,0.742857143,35,0.766233766,66,26,9,0.766233766,1,0.766233766,105,9,33
0.7,0.736842105,0.666666667,42,0.675675676,0.641025641,0.714285714,35,0.688943489,67,25,10,0.693289167,1,0.688311688,105,14,28
0.732673267,0.627118644,0.880952381,42,0.490566038,0.722222222,0.371428571,35,0.622624527,68,13,22,0.670347543,0,0.649350649,105,5,37
0.826086957,0.76,0.904761905,42,0.741935484,0.851851852,0.657142857,35,0.787836287,69,23,12,0.801750842,0,0.792207792,105,4,38
0.752941176,0.744186047,0.761904762,42,0.695652174,0.705882353,0.685714286,35,0.726900721,70,24,11,0.726775277,0,0.727272727,105,10,32
0.746987952,0.756097561,0.738095238,42,0.704225352,0.694444444,0.714285714,35,0.727550406,71,25,10,0.728073417,0,0.727272727,105,11,31
0.786516854,0.744680851,0.833333333,42,0.707692308,0.766666667,0.657142857,35,0.750687515,72,23,12,0.754674404,1,0.753246753,105,7,35
0.774193548,0.705882353,0.857142857,42,0.655737705,0.769230769,0.571428571,35,0.720349983,73,20,15,0.734677088,0,0.727272727,105,6,36
0.817204301,0.745098039,0.904761905,42,0.721311475,0.846153846,0.628571429,35,0.773616653,74,22,13,0.791032497,1,0.779220779,105,4,38
0.788461538,0.661290323,0.976190476,42,0.56,0.933333333,0.4,35,0.684615385,75,14,21,0.784946237,0,0.714285714,105,1,41
0.6875,0.611111111,0.785714286,42,0.482758621,0.608695652,0.4,35,0.594435737,76,14,21,0.610013175,0,0.61038961,105,9,33
0.771084337,0.780487805,0.761904762,42,0.732394366,0.722222222,0.742857143,35,0.753497987,77,26,9,0.754003449,0,0.753246753,105,10,32
0.772727273,0.739130435,0.80952381,42,0.696969697,0.741935484,0.657142857,35,0.738292011,78,23,12,0.740405457,0,0.74025974,105,8,34
0.774193548,0.705882353,0.857142857,42,0.655737705,0.769230769,0.571428571,35,0.720349983,79,20,15,0.734677088,0,0.727272727,105,6,36
0.8,0.790697674,0.80952381,42,0.753623188,0.764705882,0.742857143,35,0.778919631,80,26,9,0.778883223,1,0.779220779,105,8,34
0.8,0.716981132,0.904761905,42,0.677966102,0.833333333,0.571428571,35,0.744530046,81,20,15,0.769868496,0,0.753246753,105,4,38
0.770833333,0.685185185,0.880952381,42,0.620689655,0.782608696,0.514285714,35,0.702586207,82,18,17,0.729468599,0,0.714285714,105,5,37
0.767676768,0.666666667,0.904761905,42,0.581818182,0.8,0.457142857,35,0.683195592,83,16,19,0.727272727,0,0.701298701,105,4,38
0.765957447,0.692307692,0.857142857,42,0.633333333,0.76,0.542857143,35,0.705673759,84,19,16,0.723076923,0,0.714285714,105,6,36
0.72,0.818181818,0.642857143,42,0.734177215,0.659090909,0.828571429,35,0.726444189,85,29,6,0.745867769,1,0.727272727,105,15,27
0.774193548,0.705882353,0.857142857,42,0.655737705,0.769230769,0.571428571,35,0.720349983,86,20,15,0.734677088,0,0.727272727,105,6,36
0.790697674,0.772727273,0.80952381,42,0.735294118,0.757575758,0.714285714,35,0.76551424,87,25,10,0.76584022,0,0.766233766,105,8,34
0.819277108,0.829268293,0.80952381,42,0.788732394,0.777777778,0.8,35,0.805393147,88,28,7,0.805863513,1,0.805194805,105,8,34
0.8125,0.722222222,0.928571429,42,0.689655172,0.869565217,0.571428571,35,0.756661442,89,20,15,0.789196311,0,0.766233766,105,3,39
0.75,0.717391304,0.785714286,42,0.666666667,0.709677419,0.628571429,35,0.712121212,90,22,13,0.713884993,0,0.714285714,105,9,33
0.76744186,0.75,0.785714286,42,0.705882353,0.727272727,0.685714286,35,0.739460266,91,24,11,0.739669421,0,0.74025974,105,9,33
0.755555556,0.708333333,0.80952381,42,0.65625,0.724137931,0.6,35,0.710416667,92,21,14,0.715517241,0,0.714285714,105,8,34
0.782608696,0.72,0.857142857,42,0.677419355,0.777777778,0.6,35,0.734795359,93,21,14,0.746262626,1,0.74025974,105,6,36
0.785714286,0.785714286,0.785714286,42,0.742857143,0.742857143,0.742857143,35,0.766233766,94,26,9,0.766233766,0,0.766233766,105,9,33
0.847826087,0.78,0.928571429,42,0.774193548,0.888888889,0.685714286,35,0.814356751,95,24,11,0.829494949,0,0.818181818,105,3,39
0.80952381,0.80952381,0.80952381,42,0.771428571,0.771428571,0.771428571,35,0.792207792,96,27,8,0.792207792,1,0.792207792,105,8,34
0.821052632,0.735849057,0.928571429,42,0.711864407,0.875,0.6,35,0.77142162,97,21,14,0.799099485,0,0.779220779,105,3,39
0.752688172,0.68627451,0.833333333,42,0.62295082,0.730769231,0.542857143,35,0.693716648,98,19,16,0.706499383,0,0.701298701,105,7,35
0.764044944,0.723404255,0.80952381,42,0.676923077,0.733333333,0.628571429,35,0.724444095,99,22,13,0.727917473,0,0.727272727,105,8,34
0.821052632,0.735849057,0.928571429,42,0.711864407,0.875,0.6,35,0.77142162,100,21,14,0.799099485,0,0.779220779,105,3,39
0.804347826,0.74,0.880952381,42,0.709677419,0.814814815,0.628571429,35,0.761315823,101,22,13,0.774006734,0,0.766233766,105,5,37
0.823529412,0.813953488,0.833333333,42,0.782608696,0.794117647,0.771428571,35,0.804929086,102,27,8,0.804937197,1,0.805194805,105,7,35
0.795698925,0.725490196,0.880952381,42,0.68852459,0.807692308,0.6,35,0.746983318,103,21,14,0.762854792,0,0.753246753,105,5,37
0.85,0.894736842,0.80952381,42,0.837837838,0.794871795,0.885714286,35,0.844471744,104,31,4,0.849343639,1,0.844155844,105,8,34
0.913580247,0.948717949,0.880952381,42,0.904109589,0.868421053,0.942857143,35,0.909275402,105,33,2,0.91221936,0,0.909090909,105,5,37
0.813953488,0.795454545,0.833333333,42,0.764705882,0.787878788,0.742857143,35,0.791568213,106,26,9,0.792011019,0,0.792207792,105,7,35
0.761904762,0.761904762,0.761904762,42,0.714285714,0.714285714,0.714285714,35,0.74025974,107,25,10,0.74025974,0,0.74025974,105,10,32
0.714285714,0.714285714,0.714285714,42,0.657142857,0.657142857,0.657142857,35,0.688311688,108,23,12,0.688311688,1,0.688311688,105,12,30
0.823529412,0.813953488,0.833333333,42,0.782608696,0.794117647,0.771428571,35,0.804929086,109,27,8,0.804937197,0,0.805194805,105,7,35
0.764044944,0.723404255,0.80952381,42,0.676923077,0.733333333,0.628571429,35,0.724444095,110,22,13,0.727917473,1,0.727272727,105,8,34
0.818181818,0.782608696,0.857142857,42,0.757575758,0.806451613,0.714285714,35,0.790633609,111,25,10,0.793446385,0,0.792207792,105,6,36
0.860465116,0.840909091,0.880952381,42,0.823529412,0.848484848,0.8,35,0.84367616,112,28,7,0.844352617,0,0.844155844,105,5,37
0.87804878,0.9,0.857142857,42,0.861111111,0.837837838,0.885714286,35,0.87034984,113,31,4,0.871744472,0,0.87012987,105,6,36
0.857142857,0.942857143,0.785714286,42,0.857142857,0.785714286,0.942857143,35,0.857142857,114,33,2,0.871428571,0,0.857142857,105,9,33
0.901098901,0.836734694,0.976190476,42,0.857142857,0.964285714,0.771428571,35,0.881118881,115,27,8,0.89471243,0,0.883116883,105,1,41
