type0_f1,type0_precision,type0_recall,type0_support,type1_f1,type1_precision,type1_recall,type1_support,f1,landmark_index,type1_1,type1_0,precision,pred,recall,sample_index,type0_1,type0_0
0.787878788,0.696428571,0.906976744,43,0.631578947,0.818181818,0.514285714,35,0.717744244,107,18,17,0.751061439,0,0.730769231,330,4,39
0.803921569,0.694915254,0.953488372,43,0.62962963,0.894736842,0.485714286,35,0.725713647,108,17,18,0.784578787,0,0.743589744,330,2,41
0.827586207,0.818181818,0.837209302,43,0.782608696,0.794117647,0.771428571,35,0.80740399,109,27,8,0.807383793,1,0.807692308,330,7,36
0.815533981,0.7,0.976744186,43,0.641509434,0.944444444,0.485714286,35,0.737446043,110,17,18,0.80968661,0,0.756410256,330,1,42
0.822222222,0.787234043,0.860465116,43,0.757575758,0.806451613,0.714285714,35,0.793214193,111,25,10,0.795857311,1,0.794871795,330,6,37
0.863636364,0.844444444,0.88372093,43,0.823529412,0.848484848,0.8,35,0.845639654,112,28,7,0.846257446,1,0.846153846,330,5,38
0.839506173,0.894736842,0.790697674,43,0.826666667,0.775,0.885714286,35,0.833744856,113,31,4,0.841008772,1,0.833333333,330,9,34
0.847058824,0.857142857,0.837209302,43,0.816901408,0.805555556,0.828571429,35,0.83352665,114,29,6,0.833994709,1,0.833333333,330,7,36
0.886363636,0.866666667,0.906976744,43,0.852941176,0.878787879,0.828571429,35,0.871366379,115,29,6,0.872105672,0,0.871794872,330,4,39
0.850574713,0.840909091,0.860465116,43,0.811594203,0.823529412,0.8,35,0.833083458,116,28,7,0.833110517,1,0.833333333,330,6,37
0.847826087,0.795918367,0.906976744,43,0.78125,0.862068966,0.714285714,35,0.817952202,117,25,10,0.825601328,1,0.820512821,330,4,39
0.8125,0.735849057,0.906976744,43,0.7,0.84,0.6,35,0.762019231,118,21,14,0.782583454,1,0.769230769,330,4,39
0.701298701,0.794117647,0.627906977,43,0.708860759,0.636363636,0.8,35,0.704691933,119,28,7,0.723330591,1,0.705128205,330,16,27
0.789473684,0.909090909,0.697674419,43,0.8,0.711111111,0.914285714,35,0.794197031,120,32,3,0.82025382,1,0.794871795,330,13,30
0.891566265,0.925,0.860465116,43,0.876712329,0.842105263,0.914285714,35,0.884901037,121,32,3,0.887803644,1,0.884615385,330,6,37
0.846153846,0.942857143,0.76744186,43,0.846153846,0.76744186,0.942857143,35,0.846153846,122,33,2,0.864145157,1,0.846153846,330,10,33
0.857142857,0.87804878,0.837209302,43,0.833333333,0.810810811,0.857142857,35,0.846459096,123,30,5,0.847877897,1,0.846153846,330,7,36
0.896551724,0.886363636,0.906976744,43,0.869565217,0.882352941,0.857142857,35,0.884442394,124,30,5,0.884563965,1,0.884615385,330,4,39
0.823529412,0.833333333,0.813953488,43,0.788732394,0.777777778,0.8,35,0.807915365,125,28,7,0.808404558,1,0.807692308,330,8,35
0.8,0.80952381,0.790697674,43,0.76056338,0.75,0.771428571,35,0.782304081,126,27,8,0.782814408,1,0.782051282,330,9,34
0.860215054,0.8,0.930232558,43,0.793650794,0.892857143,0.714285714,35,0.830346476,127,25,10,0.841666667,1,0.833333333,330,3,40
0.686567164,0.958333333,0.534883721,43,0.764044944,0.62962963,0.971428571,35,0.721332835,128,34,1,0.810838082,1,0.730769231,330,20,23
0.988505747,0.977272727,1,43,0.985507246,1,0.971428571,35,0.987160266,129,34,1,0.987470862,1,0.987179487,330,0,43
0.952380952,0.975609756,0.930232558,43,0.944444444,0.918918919,0.971428571,35,0.948819699,130,34,1,0.95017156,1,0.948717949,330,3,40
0.75,0.931034483,0.627906977,43,0.785714286,0.673469388,0.942857143,35,0.766025641,131,33,2,0.815460402,1,0.769230769,330,16,27
0.846153846,0.942857143,0.76744186,43,0.846153846,0.76744186,0.942857143,35,0.846153846,132,33,2,0.864145157,1,0.846153846,330,10,33
0.942528736,0.931818182,0.953488372,43,0.927536232,0.941176471,0.914285714,35,0.93580133,133,32,3,0.936017414,1,0.935897436,330,2,41
0.656716418,0.916666667,0.511627907,43,0.741573034,0.611111111,0.942857143,35,0.694793104,134,33,2,0.779558405,1,0.705128205,330,21,22
0.913580247,0.973684211,0.860465116,43,0.906666667,0.85,0.971428571,35,0.910477999,135,34,1,0.918184885,1,0.91025641,330,6,37
0.988505747,0.977272727,1,43,0.985507246,1,0.971428571,35,0.987160266,136,34,1,0.987470862,1,0.987179487,330,0,43
0.988235294,1,0.976744186,43,0.985915493,0.972222222,1,35,0.987194358,137,35,0,0.987535613,1,0.987179487,330,1,42
1,1,1,43,1,1,1,35,1,138,35,0,1,1,1,330,0,43
1,1,1,43,1,1,1,35,1,139,35,0,1,1,1,330,0,43
0.988235294,1,0.976744186,43,0.985915493,0.972222222,1,35,0.987194358,140,35,0,0.987535613,1,0.987179487,330,1,42
1,1,1,43,1,1,1,35,1,141,35,0,1,1,1,330,0,43
1,1,1,43,1,1,1,35,1,142,35,0,1,1,1,330,0,43
1,1,1,43,1,1,1,35,1,143,35,0,1,1,1,330,0,43
0.988235294,1,0.976744186,43,0.985915493,0.972222222,1,35,0.987194358,144,35,0,0.987535613,1,0.987179487,330,1,42
0.710743802,0.551282051,1,43,0,0,0,35,0.391820301,145,0,35,0.3039119,0,0.551282051,330,0,43
0.710743802,0.551282051,1,43,0,0,0,35,0.391820301,146,0,35,0.3039119,0,0.551282051,330,0,43
1,1,1,43,1,1,1,35,1,147,35,0,1,1,1,330,0,43
1,1,1,43,1,1,1,35,1,148,35,0,1,1,1,330,0,43
1,1,1,43,1,1,1,35,1,149,35,0,1,1,1,330,0,43
1,1,1,43,1,1,1,35,1,150,35,0,1,1,1,330,0,43
1,1,1,43,1,1,1,35,1,151,35,0,1,1,1,330,0,43
1,1,1,43,1,1,1,35,1,152,35,0,1,1,1,330,0,43
0.716666667,0.558441558,1,43,0,0,0,34,0.40021645,1,0,34,0.311856974,0,0.558441558,324,0,43
0.716666667,0.558441558,1,43,0,0,0,34,0.40021645,2,0,34,0.311856974,0,0.558441558,324,0,43
0.716666667,0.558441558,1,43,0,0,0,34,0.40021645,3,0,34,0.311856974,0,0.558441558,324,0,43
1,1,1,43,1,1,1,34,1,4,34,0,1,1,1,324,0,43
1,1,1,43,1,1,1,34,1,5,34,0,1,1,1,324,0,43
1,1,1,43,1,1,1,34,1,6,34,0,1,1,1,324,0,43
0.716666667,0.558441558,1,43,0,0,0,34,0.40021645,7,0,34,0.311856974,0,0.558441558,324,0,43
0.716666667,0.558441558,1,43,0,0,0,34,0.40021645,8,0,34,0.311856974,0,0.558441558,324,0,43
1,1,1,43,1,1,1,34,1,9,34,0,1,1,1,324,0,43
1,1,1,43,1,1,1,34,1,10,34,0,1,1,1,324,0,43
0.964705882,0.976190476,0.953488372,43,0.956521739,0.942857143,0.970588235,34,0.961092105,11,33,1,0.961471861,1,0.961038961,324,2,41
1,1,1,43,1,1,1,34,1,12,34,0,1,1,1,324,0,43
0.988505747,0.977272727,1,43,0.985074627,1,0.970588235,34,0.986990707,13,33,1,0.987308146,1,0.987012987,324,0,43
0.926829268,0.974358974,0.88372093,43,0.916666667,0.868421053,0.970588235,34,0.922341886,14,33,1,0.927581191,1,0.922077922,324,5,38
0.988505747,0.977272727,1,43,0.985074627,1,0.970588235,34,0.986990707,15,33,1,0.987308146,1,0.987012987,324,0,43
0.716666667,0.558441558,1,43,0,0,0,34,0.40021645,16,0,34,0.311856974,0,0.558441558,324,0,43
0.926829268,0.974358974,0.88372093,43,0.916666667,0.868421053,0.970588235,34,0.922341886,17,33,1,0.927581191,1,0.922077922,324,5,38
0.952380952,0.975609756,0.930232558,43,0.942857143,0.916666667,0.970588235,34,0.948175634,18,33,1,0.949582937,1,0.948051948,324,3,40
0.746666667,0.875,0.651162791,43,0.759493671,0.666666667,0.882352941,34,0.752330539,19,30,4,0.783008658,1,0.753246753,324,15,28
0.704225352,0.892857143,0.581395349,43,0.746987952,0.632653061,0.911764706,34,0.723107539,20,31,3,0.777961834,1,0.727272727,324,18,25
0.917647059,0.928571429,0.906976744,43,0.898550725,0.885714286,0.911764706,34,0.909214911,21,31,3,0.909647495,1,0.909090909,324,4,39
0.955555556,0.914893617,1,43,0.9375,1,0.882352941,34,0.947582973,22,30,4,0.952473059,1,0.948051948,324,0,43
0.977272727,0.955555556,1,43,0.96969697,1,0.941176471,34,0.973927588,23,32,2,0.975180375,1,0.974025974,324,0,43
0.976744186,0.976744186,0.976744186,43,0.970588235,0.970588235,0.970588235,34,0.974025974,24,33,1,0.974025974,1,0.974025974,324,1,42
0.790123457,0.842105263,0.744186047,43,0.767123288,0.717948718,0.823529412,34,0.779967538,25,28,6,0.787282893,1,0.779220779,324,11,32
0.833333333,0.853658537,0.813953488,43,0.8,0.777777778,0.823529412,34,0.818614719,26,28,6,0.820152747,1,0.818181818,324,8,35
0.853932584,0.826086957,0.88372093,43,0.8,0.838709677,0.764705882,34,0.830118196,27,26,8,0.831660625,1,0.831168831,324,5,38
0.844444444,0.808510638,0.88372093,43,0.78125,0.833333333,0.735294118,34,0.816540404,28,25,9,0.819471309,1,0.818181818,324,5,38
0.831460674,0.804347826,0.860465116,43,0.769230769,0.806451613,0.735294118,34,0.803982534,29,25,9,0.805276771,1,0.805194805,324,6,37
0.790697674,0.790697674,0.790697674,43,0.735294118,0.735294118,0.735294118,34,0.766233766,30,25,9,0.766233766,1,0.766233766,324,9,34
0.893617021,0.823529412,0.976744186,43,0.833333333,0.961538462,0.735294118,34,0.86699825,31,25,9,0.884468473,1,0.87012987,324,1,42
0.779220779,0.882352941,0.697674419,43,0.779220779,0.697674419,0.882352941,34,0.779220779,32,30,4,0.800806581,1,0.779220779,324,13,30
0.818181818,0.8,0.837209302,43,0.757575758,0.78125,0.735294118,34,0.791420701,33,25,9,0.791720779,1,0.792207792,324,7,36
0.857142857,0.8125,0.906976744,43,0.793650794,0.862068966,0.735294118,34,0.829107401,34,25,9,0.834387595,1,0.831168831,324,4,39
0.869565217,0.816326531,0.930232558,43,0.806451613,0.892857143,0.735294118,34,0.841696873,35,25,9,0.850119268,1,0.844155844,324,3,40
0.791666667,0.716981132,0.88372093,43,0.655172414,0.791666667,0.558823529,34,0.731396477,36,19,15,0.74995916,1,0.74025974,324,5,38
0.827586207,0.818181818,0.837209302,43,0.776119403,0.787878788,0.764705882,34,0.804860605,37,26,8,0.804801259,1,0.805194805,324,7,36
0.783505155,0.703703704,0.88372093,43,0.631578947,0.782608696,0.529411765,34,0.716420855,38,18,16,0.738544869,1,0.727272727,324,5,38
0.791666667,0.716981132,0.88372093,43,0.655172414,0.791666667,0.558823529,34,0.731396477,39,19,15,0.74995916,1,0.74025974,324,5,38
0.85106383,0.784313725,0.930232558,43,0.766666667,0.884615385,0.676470588,34,0.81379755,40,23,11,0.82860277,1,0.818181818,324,3,40
0.823529412,0.833333333,0.813953488,43,0.782608696,0.771428571,0.794117647,34,0.805460524,41,27,7,0.805998763,1,0.805194805,324,8,35
0.822222222,0.787234043,0.860465116,43,0.75,0.8,0.705882353,34,0.79033189,42,24,10,0.792870959,1,0.792207792,324,6,37
0.819047619,0.693548387,1,43,0.612244898,1,0.441176471,34,0.727732132,43,15,19,0.828864684,0,0.753246753,324,0,43
0.718446602,0.616666667,0.860465116,43,0.431372549,0.647058824,0.323529412,34,0.591686631,44,11,23,0.63008658,0,0.623376623,324,6,37
0.772727273,0.755555556,0.790697674,43,0.696969697,0.71875,0.676470588,34,0.739275876,45,23,11,0.739303752,1,0.74025974,324,9,34
0.813953488,0.813953488,0.813953488,43,0.764705882,0.764705882,0.764705882,34,0.792207792,46,26,8,0.792207792,0,0.792207792,324,8,35
0.826086957,0.775510204,0.88372093,43,0.741935484,0.821428571,0.676470588,34,0.788929163,47,23,11,0.795785847,1,0.792207792,324,5,38
0.823529412,0.833333333,0.813953488,43,0.782608696,0.771428571,0.794117647,34,0.805460524,48,27,7,0.805998763,1,0.805194805,324,8,35
0.785714286,0.804878049,0.76744186,43,0.742857143,0.722222222,0.764705882,34,0.766790353,49,26,8,0.768380671,1,0.766233766,324,10,33
0.813186813,0.770833333,0.860465116,43,0.73015873,0.793103448,0.676470588,34,0.776525062,50,23,11,0.780666891,1,0.779220779,324,6,37
0.759493671,0.833333333,0.697674419,43,0.746666667,0.682926829,0.823529412,34,0.753829799,51,28,6,0.766920072,0,0.753246753,324,13,30
0.777777778,0.744680851,0.813953488,43,0.6875,0.733333333,0.647058824,34,0.737914863,52,22,12,0.739670259,1,0.74025974,324,8,35
0.844444444,0.808510638,0.88372093,43,0.78125,0.833333333,0.735294118,34,0.816540404,53,25,9,0.819471309,1,0.818181818,324,5,38
0.729411765,0.738095238,0.720930233,43,0.666666667,0.657142857,0.676470588,34,0.701706137,54,23,11,0.702350031,0,0.701298701,324,12,31
0.787878788,0.696428571,0.906976744,43,0.618181818,0.80952381,0.5,34,0.712947658,55,17,17,0.746366729,0,0.727272727,324,4,39
0.808988764,0.782608696,0.837209302,43,0.738461538,0.774193548,0.705882353,34,0.777846872,56,24,10,0.778892916,0,0.779220779,324,7,36
0.8125,0.735849057,0.906976744,43,0.689655172,0.833333333,0.588235294,34,0.758256829,57,20,14,0.778894062,1,0.766233766,324,4,39
0.818181818,0.8,0.837209302,43,0.757575758,0.78125,0.735294118,34,0.791420701,58,25,9,0.791720779,0,0.792207792,324,7,36
0.8125,0.735849057,0.906976744,43,0.689655172,0.833333333,0.588235294,34,0.758256829,59,20,14,0.778894062,0,0.766233766,324,4,39
0.804123711,0.722222222,0.906976744,43,0.666666667,0.826086957,0.558823529,34,0.743428393,60,19,15,0.768084572,0,0.753246753,324,4,39
0.813953488,0.813953488,0.813953488,43,0.764705882,0.764705882,0.764705882,34,0.792207792,61,26,8,0.792207792,1,0.792207792,324,8,35
0.795454545,0.777777778,0.813953488,43,0.727272727,0.75,0.705882353,34,0.765348288,62,24,10,0.765512266,0,0.766233766,324,8,35
0.735632184,0.727272727,0.744186047,43,0.656716418,0.666666667,0.647058824,34,0.700786261,63,22,12,0.70051161,0,0.701298701,324,11,32
0.761904762,0.780487805,0.744186047,43,0.714285714,0.694444444,0.735294118,34,0.740878169,64,25,9,0.742494633,0,0.74025974,324,11,32
0.853932584,0.826086957,0.88372093,43,0.8,0.838709677,0.764705882,34,0.830118196,65,26,8,0.831660625,1,0.831168831,324,5,38
0.813186813,0.770833333,0.860465116,43,0.73015873,0.793103448,0.676470588,34,0.776525062,66,23,11,0.780666891,0,0.779220779,324,6,37
0.78,0.684210526,0.906976744,43,0.592592593,0.8,0.470588235,34,0.697248677,67,16,18,0.735338346,0,0.714285714,324,4,39
0.765957447,0.705882353,0.837209302,43,0.633333333,0.730769231,0.558823529,34,0.70739615,68,19,15,0.716871364,0,0.714285714,324,7,36
0.829787234,0.764705882,0.906976744,43,0.733333333,0.846153846,0.647058824,34,0.7871972,69,22,12,0.800669918,1,0.792207792,324,4,39
0.75862069,0.75,0.76744186,43,0.686567164,0.696969697,0.676470588,34,0.726804847,70,23,11,0.726584022,0,0.727272727,324,10,33
0.776470588,0.785714286,0.76744186,43,0.724637681,0.714285714,0.735294118,34,0.753583331,71,25,9,0.754174397,0,0.753246753,324,10,33
0.76744186,0.76744186,0.76744186,43,0.705882353,0.705882353,0.705882353,34,0.74025974,72,24,10,0.74025974,0,0.74025974,324,10,33
0.787234043,0.725490196,0.860465116,43,0.666666667,0.769230769,0.588235294,34,0.7339965,73,20,14,0.744804215,0,0.74025974,324,6,37
0.821052632,0.75,0.906976744,43,0.711864407,0.84,0.617647059,34,0.772839649,74,21,13,0.78974026,0,0.779220779,324,4,39
0.807692308,0.68852459,0.976744186,43,0.6,0.9375,0.441176471,34,0.715984016,75,15,19,0.798461784,0,0.74025974,324,1,42
0.701030928,0.62962963,0.790697674,43,0.49122807,0.608695652,0.411764706,34,0.608390705,76,14,20,0.620386055,0,0.623376623,324,9,34
0.804597701,0.795454545,0.813953488,43,0.746268657,0.757575758,0.735294118,34,0.778842019,77,25,9,0.778728847,1,0.779220779,324,8,35
0.786516854,0.760869565,0.813953488,43,0.707692308,0.741935484,0.676470588,34,0.75171121,78,23,11,0.752509062,0,0.753246753,324,8,35
0.787234043,0.725490196,0.860465116,43,0.666666667,0.769230769,0.588235294,34,0.7339965,79,20,14,0.744804215,0,0.74025974,324,6,37
0.826086957,0.775510204,0.88372093,43,0.741935484,0.821428571,0.676470588,34,0.788929163,80,23,11,0.795785847,0,0.792207792,324,5,38
0.8125,0.735849057,0.906976744,43,0.689655172,0.833333333,0.588235294,34,0.758256829,81,20,14,0.778894062,0,0.766233766,324,4,39
0.783505155,0.703703704,0.88372093,43,0.631578947,0.782608696,0.529411765,34,0.716420855,82,18,16,0.738544869,0,0.727272727,324,5,38
0.78,0.684210526,0.906976744,43,0.592592593,0.8,0.470588235,34,0.697248677,83,16,18,0.735338346,0,0.714285714,324,4,39
0.787234043,0.725490196,0.860465116,43,0.666666667,0.769230769,0.588235294,34,0.7339965,84,20,14,0.744804215,0,0.74025974,324,6,37
0.727272727,0.823529412,0.651162791,43,0.727272727,0.651162791,0.823529412,34,0.727272727,85,28,6,0.747419475,1,0.727272727,324,15,28
0.774193548,0.72,0.837209302,43,0.655737705,0.740740741,0.588235294,34,0.721888371,86,20,14,0.729158249,0,0.727272727,324,7,36
0.795698925,0.74,0.860465116,43,0.68852459,0.777777778,0.617647059,34,0.748375193,87,21,13,0.756681097,0,0.753246753,324,6,37
0.786516854,0.760869565,0.813953488,43,0.707692308,0.741935484,0.676470588,34,0.75171121,88,23,11,0.752509062,0,0.753246753,324,8,35
0.826086957,0.775510204,0.88372093,43,0.741935484,0.821428571,0.676470588,34,0.788929163,89,23,11,0.795785847,0,0.792207792,324,5,38
0.764044944,0.739130435,0.790697674,43,0.676923077,0.709677419,0.647058824,34,0.725575548,90,22,12,0.726125207,0,0.727272727,324,9,34
0.790697674,0.790697674,0.790697674,43,0.735294118,0.735294118,0.735294118,34,0.766233766,91,25,9,0.766233766,0,0.766233766,324,9,34
0.760869565,0.714285714,0.813953488,43,0.64516129,0.714285714,0.588235294,34,0.7097776,92,20,14,0.714285714,0,0.714285714,324,8,35
0.774193548,0.72,0.837209302,43,0.655737705,0.740740741,0.588235294,34,0.721888371,93,20,14,0.729158249,1,0.727272727,324,7,36
0.824742268,0.740740741,0.930232558,43,0.701754386,0.869565217,0.588235294,34,0.770435931,94,20,14,0.797624276,1,0.779220779,324,3,40
0.85106383,0.784313725,0.930232558,43,0.766666667,0.884615385,0.676470588,34,0.81379755,95,23,11,0.82860277,0,0.818181818,324,3,40
0.813953488,0.813953488,0.813953488,43,0.764705882,0.764705882,0.764705882,34,0.792207792,96,26,8,0.792207792,0,0.792207792,324,8,35
0.835164835,0.791666667,0.88372093,43,0.761904762,0.827586207,0.705882353,34,0.802816231,97,24,10,0.807527243,1,0.805194805,324,5,38
0.762886598,0.685185185,0.860465116,43,0.596491228,0.739130435,0.5,34,0.689413318,98,17,17,0.709005166,0,0.701298701,324,6,37
0.813186813,0.770833333,0.860465116,43,0.73015873,0.793103448,0.676470588,34,0.776525062,99,23,11,0.780666891,0,0.779220779,324,6,37
0.824742268,0.740740741,0.930232558,43,0.701754386,0.869565217,0.588235294,34,0.770435931,100,20,14,0.797624276,1,0.779220779,324,3,40
0.8125,0.735849057,0.906976744,43,0.689655172,0.833333333,0.588235294,34,0.758256829,101,20,14,0.778894062,1,0.766233766,324,4,39
0.823529412,0.833333333,0.813953488,43,0.782608696,0.771428571,0.794117647,34,0.805460524,102,27,7,0.805998763,0,0.805194805,324,8,35
0.824742268,0.740740741,0.930232558,43,0.701754386,0.869565217,0.588235294,34,0.770435931,103,20,14,0.797624276,0,0.779220779,324,3,40
0.839506173,0.894736842,0.790697674,43,0.821917808,0.769230769,0.882352941,34,0.831739882,104,30,4,0.839318576,1,0.831168831,324,9,34
0.904761905,0.926829268,0.88372093,43,0.885714286,0.861111111,0.911764706,34,0.896351268,105,31,3,0.897810861,1,0.896103896,324,5,38
0.823529412,0.833333333,0.813953488,43,0.782608696,0.771428571,0.794117647,34,0.805460524,106,27,7,0.805998763,1,0.805194805,324,8,35
0.764044944,0.739130435,0.790697674,43,0.676923077,0.709677419,0.647058824,34,0.725575548,107,22,12,0.726125207,1,0.727272727,324,9,34
0.803921569,0.694915254,0.953488372,43,0.615384615,0.888888889,0.470588235,34,0.720671485,108,16,18,0.78056595,0,0.74025974,324,2,41
0.827586207,0.818181818,0.837209302,43,0.776119403,0.787878788,0.764705882,34,0.804860605,109,26,8,0.804801259,1,0.805194805,324,7,36
0.817204301,0.76,0.88372093,43,0.721311475,0.814814815,0.647058824,34,0.774862014,110,22,12,0.784203944,0,0.779220779,324,5,38
0.822222222,0.787234043,0.860465116,43,0.75,0.8,0.705882353,34,0.79033189,111,24,10,0.792870959,1,0.792207792,324,6,37
0.863636364,0.844444444,0.88372093,43,0.818181818,0.84375,0.794117647,34,0.843565525,112,27,7,0.844137807,1,0.844155844,324,5,38
0.880952381,0.902439024,0.860465116,43,0.857142857,0.833333333,0.882352941,34,0.870439085,113,30,4,0.871924823,1,0.87012987,324,6,37
0.860759494,0.944444444,0.790697674,43,0.853333333,0.780487805,0.941176471,34,0.85748041,114,32,2,0.872048006,1,0.857142857,324,9,34
0.903225806,0.84,0.976744186,43,0.852459016,0.962962963,0.764705882,34,0.880809302,115,26,8,0.894295334,1,0.883116883,324,1,42
0.879120879,0.833333333,0.930232558,43,0.825396825,0.896551724,0.764705882,34,0.85539857,116,26,8,0.861247947,1,0.857142857,324,3,40
0.863157895,0.788461538,0.953488372,43,0.779661017,0.92,0.676470588,34,0.826289144,117,23,11,0.846543457,1,0.831168831,324,2,41
0.821052632,0.75,0.906976744,43,0.711864407,0.84,0.617647059,34,0.772839649,118,21,13,0.78974026,1,0.779220779,324,4,39
0.762886598,0.685185185,0.860465116,43,0.596491228,0.739130435,0.5,34,0.689413318,119,17,17,0.709005166,1,0.701298701,324,6,37
0.80952381,0.829268293,0.790697674,43,0.771428571,0.75,0.794117647,34,0.792702536,120,27,7,0.794266709,1,0.792207792,324,9,34
0.891566265,0.925,0.860465116,43,0.873239437,0.837837838,0.911764706,34,0.883473899,121,31,3,0.886512812,1,0.883116883,324,6,37
0.846153846,0.942857143,0.76744186,43,0.842105263,0.761904762,0.941176471,34,0.84436616,122,32,2,0.862956092,1,0.844155844,324,10,33
0.839506173,0.894736842,0.790697674,43,0.821917808,0.769230769,0.882352941,34,0.831739882,123,30,4,0.839318576,1,0.831168831,324,9,34
0.896551724,0.886363636,0.906976744,43,0.865671642,0.878787879,0.852941176,34,0.882916363,124,29,5,0.883018497,1,0.883116883,324,4,39
0.823529412,0.833333333,0.813953488,43,0.782608696,0.771428571,0.794117647,34,0.805460524,125,27,7,0.805998763,1,0.805194805,324,8,35
0.804597701,0.795454545,0.813953488,43,0.746268657,0.757575758,0.735294118,34,0.778842019,126,25,9,0.778728847,1,0.779220779,324,8,35
0.860215054,0.8,0.930232558,43,0.786885246,0.888888889,0.705882353,34,0.827835658,127,24,10,0.839249639,1,0.831168831,324,3,40
0.686567164,0.958333333,0.534883721,43,0.75862069,0.622641509,0.970588235,34,0.718383007,128,33,1,0.810105775,1,0.727272727,324,20,23
0.988505747,0.977272727,1,43,0.985074627,1,0.970588235,34,0.986990707,129,33,1,0.987308146,1,0.987012987,324,0,43
0.952380952,0.975609756,0.930232558,43,0.942857143,0.916666667,0.970588235,34,0.948175634,130,33,1,0.949582937,1,0.948051948,324,3,40
0.75,0.931034483,0.627906977,43,0.780487805,0.666666667,0.941176471,34,0.763462148,131,32,2,0.814300642,1,0.766233766,324,16,27
0.846153846,0.942857143,0.76744186,43,0.842105263,0.761904762,0.941176471,34,0.84436616,132,32,2,0.862956092,1,0.844155844,324,10,33
0.942528736,0.931818182,0.953488372,43,0.925373134,0.939393939,0.911764706,34,0.934953535,133,31,3,0.935163322,1,0.935064935,324,2,41
0.656716418,0.916666667,0.511627907,43,0.735632184,0.603773585,0.941176471,34,0.691562341,134,32,2,0.778506085,1,0.701298701,324,21,22
0.913580247,0.973684211,0.860465116,43,0.904109589,0.846153846,0.970588235,34,0.909398398,135,33,1,0.917372102,1,0.909090909,324,6,37
0.988505747,0.977272727,1,43,0.985074627,1,0.970588235,34,0.986990707,136,33,1,0.987308146,1,0.987012987,324,0,43
0.988235294,1,0.976744186,43,0.985507246,0.971428571,1,34,0.987030702,137,34,0,0.987384045,1,0.987012987,324,1,42
1,1,1,43,1,1,1,34,1,138,34,0,1,1,1,324,0,43
1,1,1,43,1,1,1,34,1,139,34,0,1,1,1,324,0,43
0.988235294,1,0.976744186,43,0.985507246,0.971428571,1,34,0.987030702,140,34,0,0.987384045,1,0.987012987,324,1,42
1,1,1,43,1,1,1,34,1,141,34,0,1,1,1,324,0,43
1,1,1,43,1,1,1,34,1,142,34,0,1,1,1,324,0,43
1,1,1,43,1,1,1,34,1,143,34,0,1,1,1,324,0,43
0.988235294,1,0.976744186,43,0.985507246,0.971428571,1,34,0.987030702,144,34,0,0.987384045,1,0.987012987,324,1,42
0.716666667,0.558441558,1,43,0,0,0,34,0.40021645,145,0,34,0.311856974,0,0.558441558,324,0,43
0.716666667,0.558441558,1,43,0,0,0,34,0.40021645,146,0,34,0.311856974,0,0.558441558,324,0,43
1,1,1,43,1,1,1,34,1,147,34,0,1,1,1,324,0,43
1,1,1,43,1,1,1,34,1,148,34,0,1,1,1,324,0,43
1,1,1,43,1,1,1,34,1,149,34,0,1,1,1,324,0,43
1,1,1,43,1,1,1,34,1,150,34,0,1,1,1,324,0,43
1,1,1,43,1,1,1,34,1,151,34,0,1,1,1,324,0,43
1,1,1,43,1,1,1,34,1,152,34,0,1,1,1,324,0,43
0.716666667,0.558441558,1,43,0,0,0,34,0.40021645,1,0,34,0.311856974,0,0.558441558,318,0,43
0.716666667,0.558441558,1,43,0,0,0,34,0.40021645,2,0,34,0.311856974,0,0.558441558,318,0,43
0.716666667,0.558441558,1,43,0,0,0,34,0.40021645,3,0,34,0.311856974,0,0.558441558,318,0,43
1,1,1,43,1,1,1,34,1,4,34,0,1,1,1,318,0,43
1,1,1,43,1,1,1,34,1,5,34,0,1,1,1,318,0,43
1,1,1,43,1,1,1,34,1,6,34,0,1,1,1,318,0,43
0.716666667,0.558441558,1,43,0,0,0,34,0.40021645,7,0,34,0.311856974,0,0.558441558,318,0,43
0.716666667,0.558441558,1,43,0,0,0,34,0.40021645,8,0,34,0.311856974,0,0.558441558,318,0,43
1,1,1,43,1,1,1,34,1,9,34,0,1,1,1,318,0,43
1,1,1,43,1,1,1,34,1,10,34,0,1,1,1,318,0,43
0.964705882,0.976190476,0.953488372,43,0.956521739,0.942857143,0.970588235,34,0.961092105,11,33,1,0.961471861,1,0.961038961,318,2,41
1,1,1,43,1,1,1,34,1,12,34,0,1,1,1,318,0,43
0.988505747,0.977272727,1,43,0.985074627,1,0.970588235,34,0.986990707,13,33,1,0.987308146,1,0.987012987,318,0,43
0.926829268,0.974358974,0.88372093,43,0.916666667,0.868421053,0.970588235,34,0.922341886,14,33,1,0.927581191,1,0.922077922,318,5,38
0.988505747,0.977272727,1,43,0.985074627,1,0.970588235,34,0.986990707,15,33,1,0.987308146,1,0.987012987,318,0,43
0.716666667,0.558441558,1,43,0,0,0,34,0.40021645,16,0,34,0.311856974,0,0.558441558,318,0,43
0.926829268,0.974358974,0.88372093,43,0.916666667,0.868421053,0.970588235,34,0.922341886,17,33,1,0.927581191,1,0.922077922,318,5,38
0.952380952,0.975609756,0.930232558,43,0.942857143,0.916666667,0.970588235,34,0.948175634,18,33,1,0.949582937,1,0.948051948,318,3,40
0.746666667,0.875,0.651162791,43,0.759493671,0.666666667,0.882352941,34,0.752330539,19,30,4,0.783008658,1,0.753246753,318,15,28
