landmark_index, pred, ww, wm, mm, mw
1, 1, 41, 5, 8, 2
2, 1, 35, 7, 11, 3
3, 0, 44, 2, 7, 3
4, 1, 40, 2, 13, 1
5, 1, 43, 3, 9, 1
6, 1, 36, 6, 9, 5
7, 1, 40, 6, 8, 2
8, 1, 35, 7, 13, 1
9, 1, 43, 3, 8, 2
10, 1, 39, 3, 10, 4
11, 0, 43, 3, 6, 4
12, 1, 40, 2, 14, 0
13, 1, 42, 4, 8, 2
14, 1, 35, 7, 11, 3
15, 1, 41, 5, 7, 3
16, 1, 38, 4, 13, 1
17, 1, 45, 1, 7, 3
18, 1, 41, 1, 8, 6
19, 1, 42, 4, 7, 3
20, 1, 42, 0, 12, 2
21, 1, 46, 0, 7, 3
22, 0, 42, 0, 0, 14
23, 1, 41, 5, 8, 2
24, 1, 38, 4, 13, 1
25, 0, 44, 2, 9, 1
26, 0, 42, 0, 9, 5
27, 0, 43, 3, 9, 1
28, 0, 41, 1, 13, 1
29, 1, 44, 2, 9, 1
30, 0, 42, 0, 0, 14
31, 1, 42, 4, 10, 0
32, 0, 41, 1, 13, 1
33, 0, 46, 0, 0, 10
34, 1, 40, 2, 11, 3
35, 0, 43, 3, 5, 5
36, 1, 37, 5, 13, 1
37, 1, 42, 4, 4, 6
38, 1, 39, 3, 10, 4
39, 1, 43, 3, 8, 2
40, 1, 41, 1, 11, 3
41, 1, 43, 3, 8, 2
42, 1, 41, 1, 9, 5
43, 0, 46, 0, 0, 10
44, 1, 35, 7, 13, 1
45, 1, 43, 3, 8, 2
46, 1, 42, 0, 7, 7
47, 0, 46, 0, 0, 10
48, 1, 36, 6, 13, 1
49, 1, 41, 5, 9, 1
50, 1, 36, 6, 10, 4
51, 0, 46, 0, 1, 9
52, 0, 42, 0, 0, 14
53, 1, 39, 7, 9, 1
54, 1, 35, 7, 9, 5
55, 0, 46, 0, 0, 10
56, 0, 42, 0, 0, 14
57, 0, 46, 0, 0, 10
58, 0, 42, 0, 0, 14
59, 0, 46, 0, 0, 10
60, 0, 42, 0, 0, 14
61, 0, 46, 0, 0, 10
62, 0, 42, 0, 0, 14
63, 0, 46, 0, 0, 10
64, 0, 42, 0, 0, 14
65, 0, 46, 0, 0, 10
66, 0, 41, 1, 1, 13
67, 0, 46, 0, 0, 10
68, 0, 42, 0, 0, 14
69, 0, 46, 0, 0, 10
70, 0, 42, 0, 0, 14
71, 0, 46, 0, 0, 10
72, 0, 42, 0, 0, 14
73, 0, 46, 0, 0, 10
74, 0, 42, 0, 4, 10
75, 0, 46, 0, 0, 10
76, 0, 42, 0, 2, 12
77, 0, 46, 0, 0, 10
78, 1, 42, 0, 4, 10
79, 0, 46, 0, 0, 10
80, 0, 42, 0, 2, 12
81, 1, 42, 4, 8, 2
82, 1, 34, 8, 12, 2
83, 1, 39, 7, 7, 3
84, 1, 42, 0, 14, 0
85, 1, 39, 7, 9, 1
86, 1, 39, 3, 10, 4
87, 1, 43, 3, 9, 1
88, 1, 42, 0, 13, 1
89, 1, 43, 3, 8, 2
90, 1, 38, 4, 11, 3
91, 1, 43, 3, 9, 1
92, 1, 40, 2, 12, 2
93, 1, 42, 4, 10, 0
94, 1, 40, 2, 8, 6
95, 1, 41, 5, 10, 0
96, 1, 41, 1, 12, 2
97, 1, 44, 2, 9, 1
98, 1, 39, 3, 11, 3
99, 1, 41, 5, 5, 5
100, 1, 41, 1, 12, 2
101, 1, 40, 6, 9, 1
102, 1, 39, 3, 11, 3
103, 1, 42, 4, 7, 3
104, 1, 39, 3, 12, 2
105, 1, 43, 3, 10, 0
106, 1, 38, 4, 12, 2
107, 1, 43, 3, 10, 0
108, 1, 40, 2, 12, 2
109, 1, 44, 2, 8, 2
110, 0, 39, 3, 10, 4
111, 1, 42, 4, 9, 1
112, 1, 41, 1, 14, 0
113, 1, 44, 2, 10, 0
114, 1, 38, 4, 11, 3
115, 1, 46, 0, 4, 6
116, 1, 37, 5, 13, 1
117, 1, 42, 4, 9, 1
118, 1, 38, 4, 12, 2
119, 1, 43, 3, 4, 6
120, 1, 37, 5, 13, 1
121, 1, 41, 5, 9, 1
122, 1, 37, 5, 12, 2
123, 0, 46, 0, 0, 10
124, 0, 42, 0, 0, 14
125, 1, 41, 5, 9, 1
126, 1, 34, 8, 12, 2
127, 0, 46, 0, 0, 10
128, 0, 42, 0, 0, 14
129, 0, 46, 0, 0, 10
130, 0, 42, 0, 0, 14
131, 0, 46, 0, 0, 10
132, 0, 42, 0, 0, 14
133, 0, 46, 0, 0, 10
134, 0, 42, 0, 0, 14
135, 0, 46, 0, 0, 10
136, 0, 42, 0, 0, 14
137, 0, 46, 0, 0, 10
138, 0, 42, 0, 1, 13
139, 0, 46, 0, 0, 10
140, 0, 42, 0, 1, 13
141, 0, 46, 0, 0, 10
142, 0, 42, 0, 0, 14
143, 0, 46, 0, 0, 10
144, 0, 42, 0, 0, 14
145, 0, 46, 0, 0, 10
146, 0, 42, 0, 2, 12
147, 0, 46, 0, 0, 10
148, 0, 42, 0, 2, 12
149, 0, 46, 0, 0, 10
150, 0, 42, 0, 2, 12
151, 0, 46, 0, 0, 10
152, 0, 42, 0, 2, 12
