sample_index, landmark_index, pred, ww, wm, mm, mw
6, 1, 1, 0, 35, 43, 0
6, 2, 1, 0, 35, 43, 0
6, 3, 1, 0, 35, 43, 0
6, 4, 1, 0, 35, 43, 0
6, 5, 1, 0, 35, 43, 0
6, 6, 1, 0, 35, 43, 0
6, 7, 1, 0, 35, 43, 0
6, 8, 1, 0, 35, 43, 0
6, 9, 1, 0, 35, 43, 0
6, 10, 1, 0, 35, 43, 0
6, 11, 0, 35, 0, 43, 0
6, 12, 0, 35, 0, 43, 0
6, 13, 0, 35, 0, 43, 0
6, 14, 0, 35, 0, 43, 0
6, 15, 0, 35, 0, 43, 0
6, 16, 0, 35, 0, 43, 0
6, 17, 0, 35, 0, 42, 1
6, 18, 0, 33, 2, 43, 0
6, 19, 0, 34, 1, 37, 6
6, 20, 0, 33, 2, 33, 10
6, 21, 0, 34, 1, 36, 7
6, 22, 0, 34, 1, 37, 6
6, 23, 0, 32, 3, 42, 1
6, 24, 0, 35, 0, 42, 1
6, 25, 0, 33, 2, 37, 6
6, 26, 0, 29, 6, 36, 7
6, 27, 1, 23, 12, 31, 12
6, 28, 1, 25, 10, 25, 18
6, 29, 1, 23, 12, 25, 18
6, 30, 1, 28, 7, 25, 18
6, 31, 1, 27, 8, 23, 20
6, 32, 1, 4, 31, 31, 12
6, 33, 1, 25, 10, 34, 9
6, 34, 1, 24, 11, 26, 17
6, 35, 1, 11, 24, 38, 5
6, 36, 0, 32, 3, 5, 38
6, 37, 1, 14, 21, 29, 14
6, 38, 0, 7, 28, 40, 3
6, 39, 1, 15, 20, 36, 7
6, 40, 1, 29, 6, 25, 18
6, 41, 0, 25, 10, 33, 10
6, 42, 1, 15, 20, 34, 9
6, 43, 0, 27, 8, 23, 20
6, 44, 0, 19, 16, 32, 11
6, 45, 0, 24, 11, 28, 15
6, 46, 0, 22, 13, 31, 12
6, 47, 0, 28, 7, 28, 15
6, 48, 0, 24, 11, 28, 15
6, 49, 0, 26, 9, 35, 8
6, 50, 0, 23, 12, 33, 10
6, 51, 0, 18, 17, 36, 7
6, 52, 0, 15, 20, 38, 5
6, 53, 0, 26, 9, 33, 10
6, 54, 0, 26, 9, 31, 12
6, 55, 0, 24, 11, 34, 9
6, 56, 0, 18, 17, 37, 6
6, 57, 0, 24, 11, 30, 13
6, 58, 0, 23, 12, 35, 8
6, 59, 1, 16, 19, 36, 7
6, 60, 0, 14, 21, 39, 4
6, 61, 0, 24, 11, 29, 14
6, 62, 0, 27, 8, 32, 11
6, 63, 0, 28, 7, 34, 9
6, 64, 0, 20, 15, 35, 8
6, 65, 0, 21, 14, 35, 8
6, 66, 0, 12, 23, 40, 3
6, 67, 0, 13, 22, 40, 3
6, 68, 1, 13, 22, 40, 3
6, 69, 0, 21, 14, 34, 9
6, 70, 0, 22, 13, 31, 12
6, 71, 0, 21, 14, 32, 11
6, 72, 0, 22, 13, 36, 7
6, 73, 0, 18, 17, 32, 11
6, 74, 0, 14, 21, 38, 5
6, 75, 1, 11, 24, 39, 4
6, 76, 1, 11, 24, 42, 1
6, 77, 0, 13, 22, 36, 7
6, 78, 0, 18, 17, 30, 13
6, 79, 0, 25, 10, 33, 10
6, 80, 1, 12, 23, 40, 3
6, 81, 0, 20, 15, 34, 9
6, 82, 0, 19, 16, 36, 7
6, 83, 0, 21, 14, 32, 11
6, 84, 1, 11, 24, 41, 2
6, 85, 0, 21, 14, 32, 11
6, 86, 0, 20, 15, 35, 8
6, 87, 0, 25, 10, 32, 11
6, 88, 0, 21, 14, 34, 9
6, 89, 0, 21, 14, 30, 13
6, 90, 0, 20, 15, 32, 11
6, 91, 1, 19, 16, 39, 4
6, 92, 0, 15, 20, 36, 7
6, 93, 0, 18, 17, 32, 11
6, 94, 0, 20, 15, 29, 14
6, 95, 0, 24, 11, 32, 11
6, 96, 1, 17, 18, 37, 6
6, 97, 0, 23, 12, 28, 15
6, 98, 0, 28, 7, 28, 15
6, 99, 1, 13, 22, 40, 3
6, 100, 0, 24, 11, 30, 13
6, 101, 0, 21, 14, 32, 11
6, 102, 0, 25, 10, 29, 14
6, 103, 0, 28, 7, 29, 14
6, 104, 0, 16, 19, 37, 6
