sample_index, landmark_index, pred, ww, wm, mm, mw
339, 1, 1, 0, 35, 43, 0
339, 2, 1, 0, 35, 43, 0
339, 3, 1, 0, 35, 43, 0
339, 4, 1, 0, 35, 43, 0
339, 5, 1, 0, 35, 43, 0
339, 6, 1, 0, 35, 43, 0
339, 7, 1, 0, 35, 43, 0
339, 8, 1, 0, 35, 43, 0
339, 9, 1, 0, 35, 43, 0
339, 10, 1, 0, 35, 43, 0
339, 11, 0, 35, 0, 43, 0
339, 12, 0, 35, 0, 43, 0
339, 13, 0, 35, 0, 43, 0
339, 14, 0, 35, 0, 43, 0
339, 15, 0, 35, 0, 43, 0
339, 16, 0, 35, 0, 43, 0
339, 17, 0, 35, 0, 42, 1
339, 18, 0, 33, 2, 43, 0
339, 19, 0, 34, 1, 37, 6
339, 20, 0, 33, 2, 33, 10
339, 21, 0, 34, 1, 36, 7
339, 22, 0, 34, 1, 37, 6
339, 23, 0, 32, 3, 42, 1
339, 24, 0, 35, 0, 42, 1
339, 25, 0, 33, 2, 37, 6
339, 26, 0, 29, 6, 36, 7
339, 27, 0, 23, 12, 31, 12
339, 28, 0, 25, 10, 25, 18
339, 29, 0, 23, 12, 25, 18
339, 30, 0, 28, 7, 25, 18
339, 31, 0, 27, 8, 23, 20
339, 32, 1, 4, 31, 31, 12
339, 33, 0, 25, 10, 34, 9
339, 34, 0, 24, 11, 26, 17
339, 35, 1, 11, 24, 38, 5
339, 36, 0, 32, 3, 5, 38
339, 37, 1, 14, 21, 29, 14
339, 38, 1, 7, 28, 40, 3
339, 39, 0, 15, 20, 36, 7
339, 40, 0, 29, 6, 25, 18
339, 41, 1, 25, 10, 33, 10
339, 42, 1, 15, 20, 34, 9
339, 43, 0, 27, 8, 23, 20
339, 44, 1, 19, 16, 32, 11
339, 45, 1, 24, 11, 28, 15
339, 46, 1, 22, 13, 31, 12
339, 47, 0, 28, 7, 28, 15
339, 48, 1, 24, 11, 28, 15
339, 49, 1, 26, 9, 35, 8
339, 50, 1, 23, 12, 33, 10
339, 51, 1, 18, 17, 36, 7
339, 52, 1, 15, 20, 38, 5
339, 53, 1, 26, 9, 33, 10
339, 54, 0, 26, 9, 31, 12
339, 55, 0, 24, 11, 34, 9
339, 56, 0, 18, 17, 37, 6
339, 57, 1, 24, 11, 30, 13
339, 58, 1, 23, 12, 35, 8
339, 59, 1, 16, 19, 36, 7
339, 60, 1, 14, 21, 39, 4
339, 61, 1, 24, 11, 29, 14
339, 62, 0, 27, 8, 32, 11
339, 63, 0, 28, 7, 34, 9
339, 64, 1, 20, 15, 35, 8
339, 65, 1, 21, 14, 35, 8
339, 66, 1, 12, 23, 40, 3
339, 67, 1, 13, 22, 40, 3
339, 68, 1, 13, 22, 40, 3
339, 69, 1, 21, 14, 34, 9
339, 70, 0, 22, 13, 31, 12
339, 71, 0, 21, 14, 32, 11
339, 72, 1, 22, 13, 36, 7
339, 73, 1, 18, 17, 32, 11
339, 74, 1, 14, 21, 38, 5
339, 75, 1, 11, 24, 39, 4
339, 76, 1, 11, 24, 42, 1
339, 77, 1, 13, 22, 36, 7
339, 78, 0, 18, 17, 30, 13
339, 79, 0, 25, 10, 33, 10
339, 80, 1, 12, 23, 40, 3
339, 81, 1, 20, 15, 34, 9
339, 82, 1, 19, 16, 36, 7
339, 83, 1, 21, 14, 32, 11
339, 84, 1, 11, 24, 41, 2
339, 85, 1, 21, 14, 32, 11
339, 86, 0, 20, 15, 35, 8
339, 87, 0, 25, 10, 32, 11
339, 88, 0, 21, 14, 34, 9
339, 89, 1, 21, 14, 30, 13
339, 90, 1, 20, 15, 32, 11
339, 91, 1, 19, 16, 39, 4
339, 92, 1, 15, 20, 36, 7
339, 93, 0, 18, 17, 32, 11
339, 94, 0, 20, 15, 29, 14
339, 95, 0, 24, 11, 32, 11
339, 96, 1, 17, 18, 37, 6
339, 97, 0, 23, 12, 28, 15
339, 98, 0, 28, 7, 28, 15
339, 99, 1, 13, 22, 40, 3
339, 100, 0, 24, 11, 30, 13
339, 101, 1, 21, 14, 32, 11
339, 102, 1, 25, 10, 29, 14
339, 103, 0, 28, 7, 29, 14
339, 104, 1, 16, 19, 37, 6
339, 105, 0, 26, 9, 28, 15
339, 106, 0, 25, 10, 27, 16
339, 107, 1, 24, 11, 28, 15
339, 108, 0, 24, 11, 30, 13
339, 109, 1, 21, 14, 34, 9
339, 110, 1, 18, 17, 39, 4
339, 111, 1, 22, 13, 31, 12
339, 112, 1, 25, 10, 24, 19
339, 113, 1, 25, 10, 36, 7
339, 114, 0, 20, 15, 37, 6
339, 115, 0, 18, 17, 23, 20
339, 116, 1, 16, 19, 28, 15
339, 117, 0, 21, 14, 26, 17
339, 118, 1, 10, 25, 40, 3
339, 119, 0, 24, 11, 19, 24
339, 120, 1, 19, 16, 25, 18
339, 121, 0, 8, 27, 29, 14
339, 122, 0, 4, 31, 38, 5
339, 123, 0, 25, 10, 27, 16
339, 124, 1, 32, 3, 34, 9
339, 125, 1, 0, 35, 43, 0
339, 126, 1, 3, 32, 41, 2
339, 127, 1, 28, 7, 32, 11
339, 128, 0, 30, 5, 31, 12
339, 129, 0, 33, 2, 42, 1
339, 130, 0, 31, 4, 42, 1
339, 131, 0, 34, 1, 40, 3
339, 132, 0, 34, 1, 38, 5
339, 133, 0, 34, 1, 37, 6
339, 134, 1, 1, 34, 43, 0
339, 135, 0, 35, 0, 36, 7
339, 136, 0, 34, 1, 38, 5
339, 137, 0, 35, 0, 43, 0
339, 138, 0, 35, 0, 43, 0
339, 139, 0, 34, 1, 43, 0
339, 140, 0, 34, 1, 43, 0
339, 141, 0, 34, 1, 43, 0
339, 142, 0, 35, 0, 43, 0
339, 143, 0, 35, 0, 43, 0
339, 144, 0, 35, 0, 43, 0
339, 145, 1, 0, 35, 43, 0
339, 146, 1, 0, 35, 43, 0
339, 147, 0, 35, 0, 43, 0
339, 148, 0, 35, 0, 43, 0
339, 149, 0, 35, 0, 43, 0
339, 150, 0, 35, 0, 43, 0
339, 151, 0, 35, 0, 43, 0
339, 152, 0, 35, 0, 43, 0
