,landmark_index,pred,ww,wm,mm,mw,w_support,m_support,w_precision,w_recall,m_precision,m_recall,w_f1,m_f1,precision,recall,f1
0,1,0,44,0,0,35,44,35,0.5569620253164557,1.0,0.0,0.0,0.7154471544715447,0.0,0.31020669764460823,0.5569620253164557,0.39847689616136667
1,2,0,44,0,0,35,44,35,0.5569620253164557,1.0,0.0,0.0,0.7154471544715447,0.0,0.31020669764460823,0.5569620253164557,0.39847689616136667
2,3,0,44,0,0,35,44,35,0.5569620253164557,1.0,0.0,0.0,0.7154471544715447,0.0,0.31020669764460823,0.5569620253164557,0.39847689616136667
3,4,1,44,0,35,0,44,35,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4,5,1,44,0,35,0,44,35,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5,6,1,44,0,35,0,44,35,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6,7,0,44,0,0,35,44,35,0.5569620253164557,1.0,0.0,0.0,0.7154471544715447,0.0,0.31020669764460823,0.5569620253164557,0.39847689616136667
7,8,0,44,0,0,35,44,35,0.5569620253164557,1.0,0.0,0.0,0.7154471544715447,0.0,0.31020669764460823,0.5569620253164557,0.39847689616136667
8,9,1,44,0,35,0,44,35,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9,10,1,44,0,35,0,44,35,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10,11,1,42,2,34,1,44,35,0.9767441860465116,0.9545454545454546,0.9444444444444444,0.9714285714285714,0.9655172413793104,0.9577464788732395,0.9624341739443298,0.9620253164556962,0.962074498496874
11,12,1,44,0,35,0,44,35,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12,13,1,44,0,34,1,44,35,0.9777777777777777,1.0,1.0,0.9714285714285714,0.9887640449438202,0.9855072463768115,0.9876230661040786,0.9873417721518988,0.9873211595027405
13,14,1,39,5,34,1,44,35,0.975,0.8863636363636364,0.8717948717948718,0.9714285714285714,0.9285714285714285,0.9189189189189189,0.9292762090230445,0.9240506329113924,0.9242950002443674
14,15,1,44,0,34,1,44,35,0.9777777777777777,1.0,1.0,0.9714285714285714,0.9887640449438202,0.9855072463768115,0.9876230661040786,0.9873417721518988,0.9873211595027405
15,16,0,44,0,0,35,44,35,0.5569620253164557,1.0,0.0,0.0,0.7154471544715447,0.0,0.31020669764460823,0.5569620253164557,0.39847689616136667
16,17,1,39,5,34,1,44,35,0.975,0.8863636363636364,0.8717948717948718,0.9714285714285714,0.9285714285714285,0.9189189189189189,0.9292762090230445,0.9240506329113924,0.9242950002443674
17,18,1,40,4,35,0,44,35,1.0,0.9090909090909091,0.8974358974358975,1.0,0.9523809523809523,0.945945945945946,0.9545602077247647,0.9493670886075949,0.9495300001629117
18,19,1,27,17,31,4,44,35,0.8709677419354839,0.6136363636363636,0.6458333333333334,0.8857142857142857,0.72,0.7469879518072288,0.7712246495168096,0.7341772151898734,0.7319566875095317
19,20,1,21,23,32,3,44,35,0.875,0.4772727272727273,0.5818181818181818,0.9142857142857143,0.6176470588235294,0.7111111111111111,0.7451093210586881,0.6708860759493671,0.6590551832547366
20,21,1,26,18,31,4,44,35,0.8666666666666667,0.5909090909090909,0.6326530612244898,0.8857142857142857,0.7027027027027029,0.7380952380952381,0.7629897528631706,0.7215189873417721,0.7183829399019274
21,22,1,43,1,31,4,44,35,0.9148936170212766,0.9772727272727273,0.96875,0.8857142857142857,0.945054945054945,0.9253731343283582,0.9387540398599514,0.9367088607594937,0.9363351554925333
22,23,1,44,0,32,3,44,35,0.9361702127659575,1.0,1.0,0.9142857142857143,0.967032967032967,0.955223880597015,0.9644492324266092,0.9620253164556962,0.9618010932955199
23,24,1,37,7,34,1,44,35,0.9736842105263158,0.8409090909090909,0.8292682926829268,0.9714285714285714,0.9024390243902439,0.8947368421052632,0.9097024747729157,0.8987341772151899,0.8990266651500626
24,25,1,31,13,28,7,44,35,0.8157894736842105,0.7045454545454546,0.6829268292682927,0.8,0.7560975609756098,0.736842105263158,0.7569262767910824,0.7468354430379747,0.7475666628751564
25,26,1,36,8,28,7,44,35,0.8372093023255814,0.8181818181818182,0.7777777777777778,0.8,0.8275862068965518,0.7887323943661971,0.8108788800575671,0.810126582278481,0.8103724924843694
26,27,1,38,6,25,10,44,35,0.7916666666666666,0.8636363636363636,0.8064516129032258,0.7142857142857143,0.8260869565217391,0.7575757575757576,0.7982169593031168,0.7974683544303798,0.7957338936975701
27,28,1,39,5,25,10,44,35,0.7959183673469388,0.8863636363636364,0.8333333333333334,0.7142857142857143,0.8387096774193548,0.7692307692307692,0.8124946181004047,0.810126582278481,0.8079278826522599
