sample_index, landmark_index, pred, ww, wm, mm, mw
328, 1, 1, 0, 35, 43, 0
328, 2, 1, 0, 35, 43, 0
328, 3, 1, 0, 35, 43, 0
328, 4, 0, 35, 0, 43, 0
328, 5, 0, 35, 0, 43, 0
328, 6, 0, 35, 0, 43, 0
328, 7, 1, 0, 35, 43, 0
328, 8, 1, 0, 35, 43, 0
328, 9, 0, 35, 0, 43, 0
328, 10, 0, 35, 0, 43, 0
328, 11, 0, 34, 1, 41, 2
328, 12, 0, 35, 0, 43, 0
328, 13, 0, 34, 1, 43, 0
328, 14, 0, 34, 1, 38, 5
328, 15, 0, 34, 1, 43, 0
328, 16, 1, 0, 35, 43, 0
328, 17, 0, 34, 1, 38, 5
328, 18, 0, 34, 1, 40, 3
328, 19, 0, 31, 4, 28, 15
328, 20, 0, 32, 3, 25, 18
328, 21, 0, 32, 3, 39, 4
328, 22, 0, 31, 4, 43, 0
328, 23, 0, 33, 2, 43, 0
328, 24, 0, 34, 1, 42, 1
328, 25, 0, 29, 6, 32, 11
328, 26, 0, 29, 6, 35, 8
328, 27, 0, 26, 9, 38, 5
328, 28, 0, 26, 9, 38, 5
328, 29, 0, 26, 9, 37, 6
328, 30, 0, 24, 11, 35, 8
328, 31, 0, 26, 9, 42, 1
328, 32, 0, 31, 4, 30, 13
328, 33, 0, 26, 9, 36, 7
328, 34, 0, 26, 9, 39, 4
328, 35, 0, 26, 9, 40, 3
328, 36, 0, 20, 15, 38, 5
328, 37, 0, 27, 8, 36, 7
328, 38, 1, 19, 16, 42, 1
328, 39, 0, 20, 15, 38, 5
328, 40, 0, 24, 11, 40, 3
328, 41, 0, 28, 7, 35, 8
328, 42, 0, 24, 11, 39, 4
328, 43, 0, 29, 6, 23, 20
328, 44, 1, 10, 25, 40, 3
328, 45, 0, 21, 14, 35, 8
328, 46, 1, 26, 9, 33, 10
328, 47, 0, 24, 11, 36, 7
328, 48, 0, 28, 7, 35, 8
328, 49, 0, 23, 12, 38, 5
328, 50, 1, 24, 11, 36, 7
328, 51, 0, 25, 10, 35, 8
328, 52, 0, 20, 15, 36, 7
328, 53, 0, 26, 9, 39, 4
328, 54, 0, 27, 8, 26, 17
328, 55, 1, 17, 18, 39, 4
328, 56, 1, 28, 7, 36, 7
328, 57, 1, 21, 14, 38, 5
328, 58, 1, 28, 7, 34, 9
328, 59, 1, 20, 15, 37, 6
328, 60, 0, 20, 15, 40, 3
328, 61, 1, 24, 11, 35, 8
328, 62, 0, 26, 9, 36, 7
328, 63, 1, 22, 13, 32, 11
328, 64, 0, 25, 10, 32, 11
328, 65, 0, 26, 9, 40, 3
328, 66, 0, 26, 9, 33, 10
328, 67, 1, 17, 18, 36, 7
328, 68, 1, 14, 21, 36, 7
328, 69, 1, 23, 12, 39, 4
328, 70, 1, 20, 15, 37, 6
328, 71, 1, 25, 10, 33, 10
328, 72, 1, 19, 16, 36, 7
328, 73, 1, 22, 13, 37, 6
328, 74, 1, 15, 20, 42, 1
328, 75, 1, 14, 21, 42, 1
328, 76, 0, 14, 21, 34, 9
328, 77, 1, 26, 9, 33, 10
328, 78, 1, 23, 12, 35, 8
328, 79, 1, 20, 15, 37, 6
328, 80, 1, 23, 12, 38, 5
328, 81, 1, 20, 15, 39, 4
328, 82, 1, 18, 17, 38, 5
328, 83, 1, 16, 19, 39, 4
328, 84, 0, 21, 14, 35, 8
328, 85, 1, 29, 6, 26, 17
328, 86, 1, 20, 15, 36, 7
328, 87, 1, 25, 10, 35, 8
328, 88, 0, 28, 7, 34, 9
328, 89, 0, 20, 15, 40, 3
328, 90, 1, 22, 13, 35, 8
328, 91, 1, 24, 11, 34, 9
328, 92, 1, 21, 14, 35, 8
328, 93, 1, 21, 14, 36, 7
328, 94, 1, 26, 9, 35, 8
328, 95, 1, 25, 10, 36, 7
328, 96, 1, 22, 13, 39, 4
328, 97, 0, 25, 10, 37, 6
328, 98, 1, 17, 18, 42, 1
328, 99, 0, 23, 12, 36, 7
328, 100, 1, 21, 14, 40, 3
328, 101, 1, 22, 13, 38, 5
328, 102, 0, 27, 8, 35, 8
328, 103, 1, 21, 14, 36, 7
328, 104, 0, 31, 4, 34, 9
328, 105, 0, 32, 3, 38, 5
328, 106, 1, 26, 9, 36, 7
328, 107, 1, 18, 17, 39, 4
328, 108, 1, 17, 18, 41, 2
328, 109, 1, 27, 8, 36, 7
328, 110, 1, 17, 18, 42, 1
328, 111, 0, 25, 10, 37, 6
328, 112, 0, 28, 7, 38, 5
328, 113, 0, 31, 4, 34, 9
328, 114, 1, 29, 6, 36, 7
328, 115, 0, 29, 6, 39, 4
328, 116, 0, 28, 7, 37, 6
328, 117, 0, 25, 10, 39, 4
328, 118, 1, 21, 14, 39, 4
328, 119, 0, 28, 7, 27, 16
328, 120, 0, 32, 3, 30, 13
328, 121, 0, 32, 3, 37, 6
328, 122, 0, 33, 2, 33, 10
328, 123, 0, 30, 5, 36, 7
328, 124, 0, 30, 5, 39, 4
328, 125, 0, 28, 7, 35, 8
328, 126, 0, 27, 8, 34, 9
328, 127, 0, 25, 10, 40, 3
328, 128, 0, 34, 1, 23, 20
328, 129, 0, 34, 1, 43, 0
328, 130, 0, 34, 1, 40, 3
328, 131, 0, 33, 2, 27, 16
328, 132, 0, 33, 2, 33, 10
328, 133, 0, 32, 3, 41, 2
328, 134, 0, 33, 2, 22, 21
328, 135, 0, 34, 1, 37, 6
328, 136, 0, 34, 1, 43, 0
328, 137, 0, 35, 0, 42, 1
328, 138, 0, 35, 0, 43, 0
328, 139, 0, 35, 0, 43, 0
328, 140, 0, 35, 0, 42, 1
328, 141, 0, 35, 0, 43, 0
328, 142, 0, 35, 0, 43, 0
328, 143, 0, 35, 0, 43, 0
328, 144, 0, 35, 0, 42, 1
328, 145, 1, 0, 35, 43, 0
328, 146, 1, 0, 35, 43, 0
328, 147, 0, 35, 0, 43, 0
328, 148, 0, 35, 0, 43, 0
328, 149, 0, 35, 0, 43, 0
328, 150, 0, 35, 0, 43, 0
328, 151, 0, 35, 0, 43, 0
328, 152, 0, 35, 0, 43, 0
