sample_index,pts,r,stype,landmark_index
102,1191,1.989140754,wt-at,41
103,7808,3.876873159,wt-at,41
104,2778,2.438713722,wt-at,41
105,2100,2.717125374,wt-at,41
106,4382,2.870416504,wt-at,41
107,2602,2.155673773,wt-at,41
108,2917,2.801419072,wt-at,41
109,5930,3.644189973,wt-at,41
110,3781,2.483498367,wt-at,41
111,2944,3.091786696,wt-at,41
112_1,2428,2.398716269,wt-at,41
112_2,743,1.109258337,mt-at,41
113,5514,5.800325348,wt-at,41
114,4783,3.482228746,wt-at,41
115,2986,2.191008552,wt-at,41
116,3558,2.576208049,wt-at,41
117,1735,1.74424027,wt-at,41
118,8300,4.098498645,wt-at,41
119,6524,3.112173538,wt-at,41
120,11161,4.96313481,wt-at,41
121,5198,3.077295637,wt-at,41
122,185,5.621014901,wt-at,41
123,1,1.129750179,wt-at,41
124,2768,2.673269509,wt-at,41
125,1194,4.125765824,wt-at,41
126,11414,5.216267074,wt-at,41
127,5023,4.454882695,wt-at,41
128,7448,3.539027212,wt-at,41
129,3471,3.085003522,wt-at,41
130,2817,2.392293829,wt-at,41
131,14236,5.223428582,wt-at,41
132,7967,3.618060427,wt-at,41
133,7561,21.40639394,wt-at,41
134,5300,2.866077321,wt-at,41
135,713,1.483505391,wt-at,41
136,3521,2.975746235,wt-at,41
137,3597,3.151517107,wt-at,41
138,91,3.923354625,wt-at,41
139,518,1.019224209,wt-at,41
140,4041,3.283748644,wt-at,41
141,7566,4.471354493,wt-at,41
142,2025,3.393017163,wt-at,41
143,3513,2.58696078,wt-at,41
152,432,1.21739954,mt-at,41
172,392,1.470707577,mt-at,41
19,10,4.246297055,mt-at,41
2,401,4.636958172,mt-at,41
21,0,2.814730512,mt-at,41
24,51,2.763455128,mt-at,41
3,88,3.110506315,mt-at,41
317,4104,6.036805684,mt-at,41
318,1472,2.018664654,mt-at,41
319,14,0.27365592,mt-at,41
320,1833,3.87518084,mt-at,41
321,1917,2.438296419,mt-at,41
323,242,1.083839395,mt-at,41
324,12,1.086712558,mt-at,41
325,0,2.814730512,mt-at,41
326,0,2.814730512,mt-at,41
327,754,0.952255277,mt-at,41
328,69,0.710723948,mt-at,41
329,455,1.010274537,mt-at,41
330,890,2.814730512,mt-at,41
331,2169,1.976073189,mt-at,41
332,0,2.814730512,mt-at,41
333,474,1.175755397,mt-at,41
334,543,2.963145263,mt-at,41
335,16,17.2420596,mt-at,41
336,2982,3.025095276,mt-at,41
337,5496,5.764315395,mt-at,41
338,1976,2.815645555,mt-at,41
339,1076,8.035944359,mt-at,41
340,9361,5.952811152,mt-at,41
4,86,2.359073944,mt-at,41
5,418,3.958536496,mt-at,41
6,954,3.067833954,mt-at,41
1,0,2.981006044,mt-at,42
101,4167,5.838463632,wt-at,42
102,4271,4.064984373,wt-at,42
103,4226,4.015574528,wt-at,42
104,12362,6.514820352,wt-at,42
105,1447,2.799840927,wt-at,42
106,9392,3.89575886,wt-at,42
107,8563,4.766843239,wt-at,42
108,1149,1.541785081,wt-at,42
109,6470,3.456772957,wt-at,42
110,12399,6.512368484,wt-at,42
111,11070,4.933836473,wt-at,42
112_1,1329,2.130468072,wt-at,42
112_2,1746,1.781870239,mt-at,42
113,1000,4.911693854,wt-at,42
114,2865,3.479966379,wt-at,42
115,5432,4.29947103,wt-at,42
116,2088,1.862542968,wt-at,42
117,561,0.907467401,wt-at,42
118,10405,6.491123034,wt-at,42
119,10906,6.240105635,wt-at,42
120,12357,7.566712325,wt-at,42
121,1730,1.833735396,wt-at,42
122,7,0.292568387,wt-at,42
123,142,5.169467142,wt-at,42
124,8828,5.622632488,wt-at,42
125,12786,4.486170672,wt-at,42
126,5477,3.087531089,wt-at,42
127,789,3.404527337,wt-at,42
128,13889,6.327765932,wt-at,42
129,12726,5.65714687,wt-at,42
130,1649,1.775815187,wt-at,42
131,5252,6.214923543,wt-at,42
132,4980,2.860775304,wt-at,42
133,6486,4.617530541,wt-at,42
134,3698,2.354060417,wt-at,42
135,7342,6.219083297,wt-at,42
136,2634,3.234227974,wt-at,42
137,5599,5.415666622,wt-at,42
138,10679,15.57622806,wt-at,42
139,689,1.440147554,wt-at,42
140,2943,2.918570125,wt-at,42
141,6469,3.536332611,wt-at,42
142,2093,2.115586382,wt-at,42
143,2393,1.912206401,wt-at,42
152,393,1.535905862,mt-at,42
172,216,1.322865993,mt-at,42
19,0,2.981006044,mt-at,42
2,2,4.470822943,mt-at,42
21,0,2.981006044,mt-at,42
24,0,2.981006044,mt-at,42
3,844,4.873039686,mt-at,42
317,694,1.271334622,mt-at,42
318,2878,2.764475194,mt-at,42
319,20,0.440996113,mt-at,42
320,6350,5.182335494,mt-at,42
321,3902,2.981006044,mt-at,42
323,258,0.98714563,mt-at,42
324,15,1.499842055,mt-at,42
325,2348,9.597331621,mt-at,42
326,1,9.493353455,mt-at,42
327,3676,2.353107589,mt-at,42
328,1899,4.310240978,mt-at,42
329,1553,3.851316094,mt-at,42
330,6693,3.565496199,mt-at,42
331,4712,3.257849979,mt-at,42
332,0,2.981006044,mt-at,42
333,304,0.805567867,mt-at,42
334,725,2.118084644,mt-at,42
335,0,2.981006044,mt-at,42
336,1973,2.025772071,mt-at,42
337,116,3.865120156,mt-at,42
338,894,2.258841396,mt-at,42
339,3823,8.116494978,mt-at,42
340,3743,5.147069537,mt-at,42
4,289,2.536418772,mt-at,42
5,1048,3.86429784,mt-at,42
6,90,3.424826005,mt-at,42
1,197,7.755235484,mt-at,43
101,1284,3.433539105,wt-at,43
102,6463,4.523184957,wt-at,43
103,4529,5.645160678,wt-at,43
104,2847,4.366204771,wt-at,43
105,5913,4.00492703,wt-at,43
106,5827,5.635199538,wt-at,43
107,1195,5.445277293,wt-at,43
108,16488,9.787314793,wt-at,43
109,12681,6.127549936,wt-at,43
110,1157,5.487821433,wt-at,43
111,3012,4.079069113,wt-at,43
112_1,12225,6.635747929,wt-at,43
112_2,1593,2.107592908,mt-at,43
113,1295,2.157715071,wt-at,43
114,834,5.359826229,wt-at,43
115,4947,9.300325934,wt-at,43
116,3458,2.226508951,wt-at,43
117,2513,2.121619515,wt-at,43
118,4727,5.807867594,wt-at,43
119,1662,3.006348571,wt-at,43
120,6806,6.808879725,wt-at,43
121,1204,2.392567696,wt-at,43
122,297,5.500740634,wt-at,43
123,8405,8.81553492,wt-at,43
124,1587,3.979660157,wt-at,43
125,1427,1.796824578,wt-at,43
126,7555,3.683382988,wt-at,43
127,4624,4.732981543,wt-at,43
128,2521,6.272248279,wt-at,43
129,1800,6.176826771,wt-at,43
130,8944,4.508885508,wt-at,43
131,1066,3.00635928,wt-at,43
132,5585,4.152342117,wt-at,43
133,7188,5.942386578,wt-at,43
134,7487,4.099053934,wt-at,43
135,990,4.582515752,wt-at,43
136,11390,6.326499209,wt-at,43
137,10829,4.80874022,wt-at,43
138,12546,10.43466686,wt-at,43
139,12721,7.23073395,wt-at,43
140,461,5.175236188,wt-at,43
141,4880,6.225349688,wt-at,43
142,12775,5.536769013,wt-at,43
143,1381,1.647370777,wt-at,43
152,252,1.563800564,mt-at,43
172,90,0.833625151,mt-at,43
19,0,2.86316848,mt-at,43
2,928,4.085075654,mt-at,43
21,0,2.86316848,mt-at,43
24,0,2.86316848,mt-at,43
3,485,2.614501462,mt-at,43
317,1603,2.034330207,mt-at,43
318,5343,9.709414438,mt-at,43
319,2996,4.762337253,mt-at,43
320,599,1.687616342,mt-at,43
321,3160,3.811674556,mt-at,43
323,1310,2.34170138,mt-at,43
324,1033,3.196020873,mt-at,43
325,7923,6.918879788,mt-at,43
326,0,2.86316848,mt-at,43
327,1019,1.863259707,mt-at,43
328,2849,3.918477436,mt-at,43
329,19700,7.240134106,mt-at,43
330,3980,2.633239615,mt-at,43
331,1854,3.003414577,mt-at,43
332,0,2.86316848,mt-at,43
333,944,1.387693126,mt-at,43
334,410,1.302900776,mt-at,43
335,97,2.606037183,mt-at,43
336,16773,5.474222067,mt-at,43
337,517,4.295351958,mt-at,43
338,2023,3.764993043,mt-at,43
339,7754,7.416057402,mt-at,43
340,15266,8.068211556,mt-at,43
4,632,2.722922384,mt-at,43
5,646,2.363832618,mt-at,43
6,23,0.755694666,mt-at,43
1,0,2.021891451,mt-at,44
101,136,4.265243976,wt-at,44
102,1173,1.455159466,wt-at,44
103,1158,6.954226841,wt-at,44
104,631,3.813590893,wt-at,44
105,2208,3.084081106,wt-at,44
106,1360,2.645116849,wt-at,44
107,310,2.551381445,wt-at,44
108,14261,8.348702245,wt-at,44
109,1862,4.518994691,wt-at,44
110,538,0.93259628,wt-at,44
111,2189,4.114580213,wt-at,44
112_1,1716,1.629753289,wt-at,44
112_2,399,1.470622628,mt-at,44
113,2125,5.943279418,wt-at,44
114,546,3.135817786,wt-at,44
115,693,5.5950348,wt-at,44
116,3220,2.230424404,wt-at,44
117,10206,6.403925518,wt-at,44
118,1135,4.598817337,wt-at,44
119,994,3.119415238,wt-at,44
120,8151,7.441853378,wt-at,44
121,704,2.32983275,wt-at,44
122,9895,6.373588377,wt-at,44
123,9464,6.213978573,wt-at,44
124,884,3.715036636,wt-at,44
125,193,1.339313934,wt-at,44
126,15018,9.018853935,wt-at,44
127,2455,2.22903229,wt-at,44
128,781,4.562310692,wt-at,44
129,165,0.804013647,wt-at,44
130,11958,9.009598894,wt-at,44
131,4297,5.307994705,wt-at,44
132,8810,7.643463545,wt-at,44
133,11433,4.351353543,wt-at,44
134,1707,6.279142787,wt-at,44
135,69,1.337936561,wt-at,44
136,1060,3.504664428,wt-at,44
137,5000,2.858195471,wt-at,44
138,3323,9.325805216,wt-at,44
139,1629,2.249208979,wt-at,44
140,42,1.238800986,wt-at,44
141,751,3.311426692,wt-at,44
142,3049,3.265088382,wt-at,44
143,1697,2.143787017,wt-at,44
152,334,1.56504669,mt-at,44
172,57,0.824533764,mt-at,44
19,0,2.021891451,mt-at,44
2,694,6.093145171,mt-at,44
21,0,2.021891451,mt-at,44
24,29,3.034576314,mt-at,44
3,147,2.021891451,mt-at,44
317,7740,5.041726781,mt-at,44
318,803,1.03922734,mt-at,44
319,493,1.145959782,mt-at,44
320,398,1.624975473,mt-at,44
321,2637,3.595067865,mt-at,44
323,1252,1.804505235,mt-at,44
324,747,1.764515948,mt-at,44
325,4239,5.755850966,mt-at,44
326,164,7.320000694,mt-at,44
327,204,1.860414008,mt-at,44
328,337,1.029360952,mt-at,44
329,1563,1.837410488,mt-at,44
330,890,1.20188869,mt-at,44
331,106,0.617620083,mt-at,44
332,0,2.021891451,mt-at,44
333,2950,1.864290015,mt-at,44
334,493,5.014105956,mt-at,44
335,4380,7.591838243,mt-at,44
336,10787,11.26747588,mt-at,44
337,5759,4.748918595,mt-at,44
338,4753,11.92711017,mt-at,44
339,8754,13.01524025,mt-at,44
340,2165,5.94694119,mt-at,44
4,1343,2.786181561,mt-at,44
5,749,2.853335334,mt-at,44
6,17,0.705644752,mt-at,44
1,0,1.971622789,mt-at,45
101,2111,5.613315202,wt-at,45
102,1681,2.018930438,wt-at,45
103,198,1.18076284,wt-at,45
104,866,2.616605141,wt-at,45
105,767,2.283775008,wt-at,45
106,2172,3.907753114,wt-at,45
107,201,2.69246556,wt-at,45
108,473,1.360464663,wt-at,45
109,2204,6.338326696,wt-at,45
110,1849,3.64954508,wt-at,45
111,3800,5.48997616,wt-at,45
112_1,1887,1.757640142,wt-at,45
112_2,57,0.462001567,mt-at,45
113,2821,3.497226577,wt-at,45
114,216,1.646566691,wt-at,45
115,853,3.624680378,wt-at,45
116,1382,1.70521099,wt-at,45
117,411,2.398089058,wt-at,45
118,3425,4.215593707,wt-at,45
119,2780,9.525462208,wt-at,45
120,8841,7.097598477,wt-at,45
121,1446,2.238001084,wt-at,45
122,4660,3.415833795,wt-at,45
123,13359,5.820889833,wt-at,45
124,2232,5.958279242,wt-at,45
125,3827,7.01003435,wt-at,45
126,1798,5.50046087,wt-at,45
127,2276,1.82812154,wt-at,45
128,1889,3.53997907,wt-at,45
129,3226,4.013560415,wt-at,45
130,944,5.115131866,wt-at,45
131,5601,10.40935978,wt-at,45
132,914,4.495054957,wt-at,45
133,5352,2.860967334,wt-at,45
134,606,5.620120763,wt-at,45
135,76,1.115453996,wt-at,45
136,1088,2.83324992,wt-at,45
137,7500,3.725403452,wt-at,45
138,2849,12.8764919,wt-at,45
139,415,0.977178254,wt-at,45
140,405,10.69006702,wt-at,45
141,1399,7.086194336,wt-at,45
142,2515,2.133606526,wt-at,45
143,8868,5.240671093,wt-at,45
152,558,1.632635016,mt-at,45
172,297,1.792212626,mt-at,45
19,0,1.971622789,mt-at,45
2,328,4.433220339,mt-at,45
21,0,1.971622789,mt-at,45
24,29,2.370420482,mt-at,45
3,299,1.603763492,mt-at,45
317,558,7.113862897,mt-at,45
318,794,1.007278767,mt-at,45
319,542,1.09845342,mt-at,45
320,3894,4.159098236,mt-at,45
321,1786,2.866002547,mt-at,45
323,1315,1.61491271,mt-at,45
324,489,1.596254151,mt-at,45
325,156,7.440281305,mt-at,45
326,64,10.30895307,mt-at,45
327,134,0.961786428,mt-at,45
328,315,1.504761795,mt-at,45
329,573,1.198135605,mt-at,45
330,1954,2.204502313,mt-at,45
331,360,3.983875246,mt-at,45
332,0,1.971622789,mt-at,45
333,2172,1.747996082,mt-at,45
334,464,1.971622789,mt-at,45
335,2716,3.844465786,mt-at,45
336,1348,1.558521763,mt-at,45
337,1003,3.461423555,mt-at,45
338,841,1.441669473,mt-at,45
339,142,11.30317445,mt-at,45
340,2206,9.489394137,mt-at,45
4,540,7.817885955,mt-at,45
5,632,3.25325592,mt-at,45
6,75,1.325888017,mt-at,45
1,91,3.113202202,mt-at,46
101,2699,4.291856114,wt-at,46
102,2534,3.084321198,wt-at,46
103,210,0.971621168,wt-at,46
104,5191,6.380392994,wt-at,46
105,1813,3.468704602,wt-at,46
106,4825,5.327402393,wt-at,46
107,3771,3.959769638,wt-at,46
108,973,3.054985456,wt-at,46
109,6349,6.413160263,wt-at,46
110,6618,3.569236603,wt-at,46
111,3638,3.47989541,wt-at,46
112_1,1337,3.1505245,wt-at,46
112_2,200,1.122792702,mt-at,46
113,15690,5.377284334,wt-at,46
114,3041,11.2154671,wt-at,46
115,2129,5.590013695,wt-at,46
116,2958,3.873868413,wt-at,46
117,249,0.962274228,wt-at,46
118,10527,6.736169009,wt-at,46
119,9830,8.09797639,wt-at,46
120,5184,8.290751471,wt-at,46
121,3299,2.913533403,wt-at,46
122,5442,3.698159724,wt-at,46
123,10998,6.523524896,wt-at,46
124,1557,5.206530389,wt-at,46
125,4067,10.07359156,wt-at,46
126,1761,4.384216751,wt-at,46
127,1284,1.427140007,wt-at,46
128,4718,6.614887207,wt-at,46
129,4213,5.435841925,wt-at,46
130,1422,3.976818633,wt-at,46
131,20010,7.462369663,wt-at,46
132,3163,7.577449732,wt-at,46
133,11634,5.06719147,wt-at,46
134,169,5.628634456,wt-at,46
135,5869,10.87591628,wt-at,46
136,3132,5.017224023,wt-at,46
137,8734,5.448362179,wt-at,46
138,688,27.05149957,wt-at,46
139,1224,2.044127487,wt-at,46
140,4600,5.841266915,wt-at,46
141,5169,8.500931529,wt-at,46
142,2299,5.780146351,wt-at,46
143,2941,5.064260036,wt-at,46
152,774,1.691238357,mt-at,46
172,278,1.843367351,mt-at,46
19,24,2.450482098,mt-at,46
2,5,2.995314293,mt-at,46
21,0,2.264802012,mt-at,46
24,98,1.521486751,mt-at,46
3,210,1.587549277,mt-at,46
317,281,4.216466281,mt-at,46
318,1432,1.584714453,mt-at,46
319,4732,7.723455529,mt-at,46
320,14415,5.616356867,mt-at,46
321,969,3.691869901,mt-at,46
323,1652,2.079121925,mt-at,46
324,2069,2.797006495,mt-at,46
325,0,2.264802012,mt-at,46
326,866,14.36696466,mt-at,46
327,4508,3.406223339,mt-at,46
328,5689,4.175679882,mt-at,46
329,1333,1.895953123,mt-at,46
330,6122,12.9711612,mt-at,46
331,7423,5.123930095,mt-at,46
332,0,2.264802012,mt-at,46
333,1306,1.312087242,mt-at,46
334,236,1.064008815,mt-at,46
335,11111,5.877012839,mt-at,46
336,1561,2.000071353,mt-at,46
337,155,5.584794967,mt-at,46
338,920,1.8089834,mt-at,46
339,13,1.530228956,mt-at,46
340,26,1.342028698,mt-at,46
4,193,6.90724675,mt-at,46
5,29,1.31885406,mt-at,46
6,151,1.574156478,mt-at,46
1,244,2.227558424,mt-at,47
101,3542,2.575166559,wt-at,47
102,1953,2.976656984,wt-at,47
103,900,2.847952308,wt-at,47
104,6812,5.265795341,wt-at,47
105,5881,4.54333808,wt-at,47
106,2121,3.221269222,wt-at,47
107,3782,2.582970951,wt-at,47
108,17641,6.950172755,wt-at,47
109,2768,4.393055179,wt-at,47
110,4402,2.339836521,wt-at,47
111,2214,2.40338669,wt-at,47
112_1,3645,5.182391564,wt-at,47
112_2,483,1.278325791,mt-at,47
113,2605,2.00126565,wt-at,47
114,7079,5.170536825,wt-at,47
115,5546,6.925163686,wt-at,47
116,3947,4.431411938,wt-at,47
117,2196,4.670715714,wt-at,47
118,7519,3.62054721,wt-at,47
119,7020,7.907518857,wt-at,47
120,1959,4.767920955,wt-at,47
121,1021,1.919378828,wt-at,47
122,11332,5.183846071,wt-at,47
123,10116,10.80243928,wt-at,47
124,5898,3.393058136,wt-at,47
125,550,2.943236669,wt-at,47
126,1836,5.416523031,wt-at,47
127,2066,1.930080169,wt-at,47
128,9213,6.897015738,wt-at,47
129,6009,3.871455179,wt-at,47
130,2418,6.388113032,wt-at,47
131,1560,1.926059345,wt-at,47
132,3653,6.561013677,wt-at,47
133,9059,14.79181366,wt-at,47
134,2324,5.482736677,wt-at,47
135,2961,2.785722121,wt-at,47
136,7755,4.755724374,wt-at,47
137,877,1.657819181,wt-at,47
138,11,0.386104706,wt-at,47
139,12444,6.024300668,wt-at,47
140,1444,2.016884822,wt-at,47
141,4159,5.579983129,wt-at,47
142,3398,6.070340946,wt-at,47
143,776,2.00745291,wt-at,47
152,2612,3.637361727,mt-at,47
172,593,2.509378239,mt-at,47
19,0,2.719935106,mt-at,47
2,335,3.871614292,mt-at,47
21,14,3.285103516,mt-at,47
24,72,0.943288595,mt-at,47
3,7,0.888044694,mt-at,47
317,380,3.136612407,mt-at,47
318,1759,2.571537995,mt-at,47
319,4775,5.440718707,mt-at,47
320,4680,5.78033778,mt-at,47
321,288,1.590811403,mt-at,47
323,607,2.719935106,mt-at,47
324,779,4.609728254,mt-at,47
325,0,2.719935106,mt-at,47
326,0,2.719935106,mt-at,47
327,2763,1.794010594,mt-at,47
328,798,1.694524224,mt-at,47
329,10680,7.889913156,mt-at,47
330,88,3.020227732,mt-at,47
331,6012,3.119569477,mt-at,47
332,0,2.719935106,mt-at,47
333,1666,1.533317473,mt-at,47
334,137,1.05735947,mt-at,47
335,5897,7.809394397,mt-at,47
336,11462,5.616265301,mt-at,47
337,391,3.192081655,mt-at,47
338,15792,7.335346965,mt-at,47
339,229,12.45030856,mt-at,47
340,14,0.42218054,mt-at,47
4,58,0.798947615,mt-at,47
5,3,0.947883871,mt-at,47
6,86,1.658408543,mt-at,47
1,138,2.431482862,mt-at,48
101,4644,4.142551149,wt-at,48
102,1947,2.569512677,wt-at,48
103,3205,4.292037791,wt-at,48
104,5147,3.202995045,wt-at,48
105,6948,3.181727714,wt-at,48
106,1335,1.970360134,wt-at,48
107,2340,3.630804814,wt-at,48
108,11861,4.628083883,wt-at,48
109,796,2.202042634,wt-at,48
110,2989,2.110116873,wt-at,48
111,3418,4.028579742,wt-at,48
112_1,4589,2.635217208,wt-at,48
112_2,490,0.999675454,mt-at,48
113,4420,2.651349042,wt-at,48
114,1483,1.942551748,wt-at,48
115,4142,2.616914072,wt-at,48
116,4858,4.48912379,wt-at,48
117,8846,4.567073815,wt-at,48
118,6373,3.478020559,wt-at,48
119,8848,3.637516592,wt-at,48
120,2855,4.343618354,wt-at,48
121,937,1.852174376,wt-at,48
122,6439,5.881268869,wt-at,48
123,281,5.451313334,wt-at,48
124,3050,3.28477737,wt-at,48
125,607,3.248296768,wt-at,48
126,9264,7.850544158,wt-at,48
127,3380,2.340174169,wt-at,48
128,7973,3.674931877,wt-at,48
129,5056,3.124204247,wt-at,48
130,11332,5.385330302,wt-at,48
131,3286,2.626433772,wt-at,48
132,3989,3.656081659,wt-at,48
133,2654,13.50233549,wt-at,48
134,7237,5.167547401,wt-at,48
135,405,1.366921627,wt-at,48
136,2642,4.336098651,wt-at,48
137,1040,1.673884545,wt-at,48
138,14,18.76550401,wt-at,48
139,3554,4.632688974,wt-at,48
140,1579,3.121293534,wt-at,48
141,5998,3.874008772,wt-at,48
142,6153,3.821040932,wt-at,48
143,2634,2.574574299,wt-at,48
152,1154,1.840763266,mt-at,48
172,477,1.530000924,mt-at,48
19,2,4.716437954,mt-at,48
2,870,3.777851679,mt-at,48
21,0,1.979261356,mt-at,48
24,121,1.218287033,mt-at,48
3,22,0.493714541,mt-at,48
317,964,1.979261356,mt-at,48
318,1530,1.959276434,mt-at,48
319,47,0.503505897,mt-at,48
320,916,1.572125255,mt-at,48
321,596,1.498456482,mt-at,48
323,201,1.205049767,mt-at,48
324,1,2.057102203,mt-at,48
325,0,1.979261356,mt-at,48
326,0,1.979261356,mt-at,48
327,789,1.018314837,mt-at,48
328,73,1.685479728,mt-at,48
329,940,2.429826422,mt-at,48
330,58,0.456713473,mt-at,48
331,2538,2.242937709,mt-at,48
332,0,1.979261356,mt-at,48
333,1873,2.005946071,mt-at,48
334,41,3.670307537,mt-at,48
335,1205,27.8976433,mt-at,48
336,6129,3.41579563,mt-at,48
337,6288,5.916154548,mt-at,48
338,5601,4.028796345,mt-at,48
339,1079,17.54601137,mt-at,48
340,2668,7.024987454,mt-at,48
4,64,1.038835286,mt-at,48
5,21,0.704550263,mt-at,48
6,341,2.760988617,mt-at,48
1,4,4.298865326,mt-at,49
101,6082,3.933155175,wt-at,49
102,1565,1.476927356,wt-at,49
103,9584,4.687770676,wt-at,49
104,3778,2.935961006,wt-at,49
105,1866,1.671224603,wt-at,49
106,7270,3.658197754,wt-at,49
107,846,1.340738999,wt-at,49
108,9980,4.237087854,wt-at,49
109,3393,2.469974162,wt-at,49
110,3422,3.287142908,wt-at,49
111,5082,3.001025716,wt-at,49
112_1,6377,3.154061149,wt-at,49
112_2,312,1.357010992,mt-at,49
113,3531,2.398137677,wt-at,49
114,6646,4.098834344,wt-at,49
115,2170,2.309267738,wt-at,49
116,2957,3.366350847,wt-at,49
117,2663,2.058059382,wt-at,49
118,8449,5.339572935,wt-at,49
119,8521,3.83526433,wt-at,49
120,15700,6.463912048,wt-at,49
121,3414,4.016802969,wt-at,49
122,7494,5.206973511,wt-at,49
123,2408,22.52072778,wt-at,49
124,3313,2.810535818,wt-at,49
125,8956,3.605546248,wt-at,49
126,11299,6.446765532,wt-at,49
127,1205,2.772440304,wt-at,49
128,5958,3.574856699,wt-at,49
129,4424,2.795200454,wt-at,49
130,4042,2.789610371,wt-at,49
131,11612,5.222186039,wt-at,49
132,9031,4.135248838,wt-at,49
133,10276,19.5173887,wt-at,49
134,6024,2.966262108,wt-at,49
135,1318,1.693079771,wt-at,49
136,5098,3.939250696,wt-at,49
137,12446,5.184463575,wt-at,49
138,9338,9.648692731,wt-at,49
139,1220,1.491157578,wt-at,49
140,5068,3.680866982,wt-at,49
141,5755,3.359259624,wt-at,49
142,6521,3.813836827,wt-at,49
143,3448,2.835516371,wt-at,49
152,310,0.768545189,mt-at,49
172,56,1.999312149,mt-at,49
19,9,7.221282712,mt-at,49
2,515,2.684442834,mt-at,49
21,1,1.02965453,mt-at,49
24,26,3.478937455,mt-at,49
3,583,5.358287297,mt-at,49
317,3376,9.705819612,mt-at,49
318,3552,4.454661349,mt-at,49
319,2,0.740295009,mt-at,49
320,4695,4.280152504,mt-at,49
321,4018,2.824080786,mt-at,49
323,1325,1.692310568,mt-at,49
324,700,0.988536813,mt-at,49
325,2094,4.246113739,mt-at,49
326,186,0.841921567,mt-at,49
327,1022,1.038096506,mt-at,49
328,1292,1.380746192,mt-at,49
329,1230,1.461823551,mt-at,49
330,4595,4.886724839,mt-at,49
331,386,1.329914962,mt-at,49
332,12,10.53362425,mt-at,49
333,719,4.480763606,mt-at,49
334,74,7.040929351,mt-at,49
335,1558,2.088183605,mt-at,49
336,13566,5.494448446,mt-at,49
337,6418,4.464073187,mt-at,49
338,4334,3.797148065,mt-at,49
339,560,3.537280747,mt-at,49
340,9407,8.155499067,mt-at,49
4,2164,3.159945234,mt-at,49
5,728,5.814949528,mt-at,49
6,1580,4.025920396,mt-at,49
1,9,7.225858741,mt-at,50
101,1921,2.847661073,wt-at,50
102,5775,3.550941568,wt-at,50
103,1440,4.643126423,wt-at,50
104,13960,6.8839573,wt-at,50
105,2079,2.003512035,wt-at,50
106,10421,5.058255611,wt-at,50
107,5554,3.578839139,wt-at,50
108,6597,3.617351486,wt-at,50
109,4727,2.71700554,wt-at,50
110,12566,6.538699664,wt-at,50
111,7374,5.794598855,wt-at,50
112_1,2961,2.180651053,wt-at,50
112_2,921,1.856630168,mt-at,50
113,2960,4.960822936,wt-at,50
114,2621,4.186572341,wt-at,50
115,6554,4.392354518,wt-at,50
116,5039,3.091886085,wt-at,50
117,1048,1.407208604,wt-at,50
118,6813,7.49597269,wt-at,50
119,9627,5.076266867,wt-at,50
120,7481,7.508115078,wt-at,50
121,2365,2.229941598,wt-at,50
122,1275,1.668654193,wt-at,50
123,2037,5.949524634,wt-at,50
124,10928,5.630515672,wt-at,50
125,10841,5.814441777,wt-at,50
126,6832,3.943042606,wt-at,50
127,977,2.048785924,wt-at,50
128,10583,6.019246064,wt-at,50
129,10871,5.670326337,wt-at,50
130,3033,2.323449278,wt-at,50
131,3171,6.170673582,wt-at,50
132,1302,1.76914259,wt-at,50
133,2870,4.795122988,wt-at,50
134,2532,1.908206045,wt-at,50
135,7312,5.345740487,wt-at,50
136,6979,3.4502702,wt-at,50
137,7338,3.442350262,wt-at,50
138,16503,7.609728153,wt-at,50
139,2608,2.068976889,wt-at,50
140,2104,4.229418829,wt-at,50
141,5617,3.374856486,wt-at,50
142,3047,2.018899678,wt-at,50
143,786,1.50970265,wt-at,50
152,667,1.638977335,mt-at,50
172,14,0.857294708,mt-at,50
19,5,6.593844941,mt-at,50
2,593,1.909375419,mt-at,50
21,15,3.103523577,mt-at,50
24,5,3.025164659,mt-at,50
3,200,2.696258785,mt-at,50
317,1258,2.513272753,mt-at,50
318,2159,4.419154736,mt-at,50
319,257,1.897277476,mt-at,50
320,8462,9.944861621,mt-at,50
321,5893,3.007662305,mt-at,50
323,1019,1.389508449,mt-at,50
324,803,1.222514514,mt-at,50
325,12457,7.833824957,mt-at,50
326,495,1.224329862,mt-at,50
327,4372,3.012755143,mt-at,50
328,2661,2.73909776,mt-at,50
329,6259,3.900307453,mt-at,50
330,4573,4.112822469,mt-at,50
331,2983,3.224359216,mt-at,50
332,0,3.018959901,mt-at,50
333,38,0.396129613,mt-at,50
334,1,0.208276701,mt-at,50
335,826,1.916812219,mt-at,50
336,8521,3.478664512,mt-at,50
337,552,3.968275663,mt-at,50
338,4092,3.884082209,mt-at,50
339,4750,7.793265185,mt-at,50
340,2011,8.443196008,mt-at,50
4,955,2.888734394,mt-at,50
5,686,5.400681269,mt-at,50
6,461,4.079036954,mt-at,50
1,18,3.95739324,mt-at,51
101,1290,3.870912728,wt-at,51
102,6793,6.857275676,wt-at,51
103,400,8.438170038,wt-at,51
104,4130,7.998499027,wt-at,51
105,3879,3.604387105,wt-at,51
106,6911,7.385798827,wt-at,51
107,3119,5.19375827,wt-at,51
108,16495,7.26574467,wt-at,51
109,13088,6.369359108,wt-at,51
110,3530,6.271327974,wt-at,51
111,2016,5.267011509,wt-at,51
