sample_index,pts,r,stype,landmark_index
127,6099,6.528117059,wt-zrf,43
128,15,16.93932301,wt-zrf,43
129,1438,6.612382669,wt-zrf,43
130,4827,6.626641896,wt-zrf,43
131,151,3.537700408,wt-zrf,43
132,116,14.40157382,wt-zrf,43
133,597,6.683704934,wt-zrf,43
134,34,17.12428257,wt-zrf,43
135,5294,5.162747979,wt-zrf,43
136,3391,8.657250901,wt-zrf,43
137,89,12.41429633,wt-zrf,43
138,1806,8.832341913,wt-zrf,43
139,7779,8.030115471,wt-zrf,43
140,457,3.110881852,wt-zrf,43
141,935,8.314971173,wt-zrf,43
142,6345,7.774356948,wt-zrf,43
143,300,5.088741011,wt-zrf,43
152,2266,4.038220162,mt-zrf,43
172,15458,8.457662027,mt-zrf,43
19,2425,4.912363344,mt-zrf,43
2,707,2.290594802,mt-zrf,43
21,3385,5.242322608,mt-zrf,43
24,1830,15.10358978,mt-zrf,43
3,3184,3.443436099,mt-zrf,43
317,1019,4.255559286,mt-zrf,43
318,3594,8.060146739,mt-zrf,43
319,2304,7.183319375,mt-zrf,43
320,0,13.56395717,mt-zrf,43
321,165,2.671573744,mt-zrf,43
323,1563,3.814362175,mt-zrf,43
324,2376,3.210902639,mt-zrf,43
325,7738,7.947852967,mt-zrf,43
326,677,4.707056049,mt-zrf,43
327,5421,6.645155118,mt-zrf,43
328,4078,6.91880205,mt-zrf,43
329,19473,13.59251051,mt-zrf,43
330,2294,4.564452994,mt-zrf,43
331,8075,8.701852465,mt-zrf,43
332,2310,4.77123023,mt-zrf,43
333,71,7.603369469,mt-zrf,43
334,622,10.19999858,mt-zrf,43
335,4886,8.171966545,mt-zrf,43
336,539,10.89102329,mt-zrf,43
337,237,10.72028696,mt-zrf,43
338,4025,3.910739772,mt-zrf,43
339,953,10.88296379,mt-zrf,43
340,2252,7.076628619,mt-zrf,43
4,2416,8.385907302,mt-zrf,43
5,5631,8.232186636,mt-zrf,43
6,7887,5.314184074,mt-zrf,43
1,1412,2.943459273,mt-zrf,44
101,1134,9.018573896,wt-zrf,44
102,211,20.49004398,wt-zrf,44
103,131,12.06152234,wt-zrf,44
104,25,13.34529994,wt-zrf,44
105,210,3.025613211,wt-zrf,44
106,255,4.47187304,wt-zrf,44
107,965,6.721345726,wt-zrf,44
108,296,2.790774839,wt-zrf,44
109,1311,8.651134473,wt-zrf,44
110,804,5.345024303,wt-zrf,44
111,2705,9.213523675,wt-zrf,44
112_1,1763,3.128772221,wt-zrf,44
112_2,2576,3.572032997,mt-zrf,44
113,185,10.24196612,wt-zrf,44
114,830,6.186934086,wt-zrf,44
115,69,8.760975782,wt-zrf,44
116,44,15.11552545,wt-zrf,44
117,14,15.89992518,wt-zrf,44
118,384,7.476193083,wt-zrf,44
119,325,4.062490916,wt-zrf,44
120,4559,5.330559611,wt-zrf,44
121,211,11.53546343,wt-zrf,44
122,7529,6.436036198,wt-zrf,44
123,6531,5.591158436,wt-zrf,44
124,264,8.537680413,wt-zrf,44
125,46,7.147432113,wt-zrf,44
126,1074,12.04877472,wt-zrf,44
127,3808,4.008657246,wt-zrf,44
128,270,10.55875035,wt-zrf,44
129,828,6.31163052,wt-zrf,44
130,4533,10.87195418,wt-zrf,44
131,445,7.035994496,wt-zrf,44
132,91,21.95543489,wt-zrf,44
133,649,5.852439822,wt-zrf,44
134,76,7.715771618,wt-zrf,44
135,2293,3.662107893,wt-zrf,44
136,2728,9.193867339,wt-zrf,44
137,20,5.671986346,wt-zrf,44
138,761,4.092481591,wt-zrf,44
139,2949,7.456009192,wt-zrf,44
140,22,5.037045826,wt-zrf,44
141,1037,12.68430251,wt-zrf,44
142,2721,5.866065142,wt-zrf,44
143,367,7.059624061,wt-zrf,44
152,4210,4.489025383,mt-zrf,44
172,5131,5.199172845,mt-zrf,44
19,3028,5.67135063,mt-zrf,44
2,2214,2.825860616,mt-zrf,44
21,2042,4.932170002,mt-zrf,44
24,91,1.313459706,mt-zrf,44
3,1894,3.707996132,mt-zrf,44
317,1894,5.654637985,mt-zrf,44
318,2052,5.435202955,mt-zrf,44
319,518,3.207594269,mt-zrf,44
320,0,9.544457374,mt-zrf,44
321,383,3.460401639,mt-zrf,44
323,322,3.752355597,mt-zrf,44
324,607,1.658395455,mt-zrf,44
325,7672,9.176288938,mt-zrf,44
326,1083,3.951681494,mt-zrf,44
327,1099,2.252350389,mt-zrf,44
328,1182,2.761766661,mt-zrf,44
329,21571,11.18906347,mt-zrf,44
330,2358,4.753813288,mt-zrf,44
331,2761,4.767324317,mt-zrf,44
332,5117,6.049581756,mt-zrf,44
333,19,17.49900793,mt-zrf,44
334,319,8.43234783,mt-zrf,44
335,2468,4.777133057,mt-zrf,44
336,15,6.763340808,mt-zrf,44
337,141,20.21485534,mt-zrf,44
338,1566,4.567406162,mt-zrf,44
339,831,15.84982535,mt-zrf,44
340,5387,10.70341578,mt-zrf,44
4,138,9.161165675,mt-zrf,44
5,711,6.961213647,mt-zrf,44
6,3131,4.674454582,mt-zrf,44
1,282,3.178861572,mt-zrf,45
101,5011,10.26664245,wt-zrf,45
102,961,16.40994561,wt-zrf,45
103,269,13.8928508,wt-zrf,45
104,438,10.80300448,wt-zrf,45
105,156,11.60534581,wt-zrf,45
106,651,4.894577013,wt-zrf,45
107,3510,9.40151793,wt-zrf,45
108,628,10.83897018,wt-zrf,45
109,569,7.780766338,wt-zrf,45
110,1448,6.017850652,wt-zrf,45
111,382,6.783782686,wt-zrf,45
112_1,1776,4.995140844,wt-zrf,45
112_2,3246,5.399624625,mt-zrf,45
113,19,10.76728958,wt-zrf,45
114,4,0.340112281,wt-zrf,45
115,388,11.62569327,wt-zrf,45
116,112,2.36653783,wt-zrf,45
117,93,19.78390304,wt-zrf,45
118,37,3.453558686,wt-zrf,45
119,79,4.319215967,wt-zrf,45
120,622,4.732350818,wt-zrf,45
121,241,14.07344537,wt-zrf,45
122,5415,4.497926711,wt-zrf,45
123,2522,3.857227851,wt-zrf,45
124,544,5.582069913,wt-zrf,45
125,828,4.737087512,wt-zrf,45
126,178,3.60757143,wt-zrf,45
127,4154,4.380266544,wt-zrf,45
128,350,14.01403052,wt-zrf,45
129,2080,5.617556287,wt-zrf,45
130,946,9.101700955,wt-zrf,45
131,1116,8.671917972,wt-zrf,45
132,185,18.14168984,wt-zrf,45
133,276,8.368378778,wt-zrf,45
134,356,11.4092558,wt-zrf,45
135,1400,2.901896041,wt-zrf,45
136,1661,4.189966381,wt-zrf,45
137,76,5.978513436,wt-zrf,45
138,2690,9.927204552,wt-zrf,45
139,941,5.632969855,wt-zrf,45
140,34,4.633405979,wt-zrf,45
141,1717,8.754538009,wt-zrf,45
142,730,11.07923648,wt-zrf,45
143,1271,10.53554897,wt-zrf,45
152,6457,5.889574061,mt-zrf,45
172,2072,2.838599979,mt-zrf,45
19,2910,4.415030058,mt-zrf,45
2,2597,3.438023436,mt-zrf,45
21,998,4.34523875,mt-zrf,45
24,279,1.354183813,mt-zrf,45
3,6430,5.759335888,mt-zrf,45
317,2219,4.25361869,mt-zrf,45
318,3386,3.733637314,mt-zrf,45
319,169,1.924708519,mt-zrf,45
320,0,8.664498096,mt-zrf,45
321,1170,3.52752729,mt-zrf,45
323,186,4.307000449,mt-zrf,45
324,593,1.87443717,mt-zrf,45
325,2211,6.742365101,mt-zrf,45
326,1384,3.895604016,mt-zrf,45
327,3437,3.93106694,mt-zrf,45
328,930,2.189348719,mt-zrf,45
329,8027,6.916246818,mt-zrf,45
330,1832,3.805280361,mt-zrf,45
331,2071,4.033111173,mt-zrf,45
332,4032,4.332249048,mt-zrf,45
333,60,25.88705939,mt-zrf,45
334,476,6.989907127,mt-zrf,45
335,1405,7.791339768,mt-zrf,45
336,26,9.661252103,mt-zrf,45
337,137,10.49227829,mt-zrf,45
338,1026,5.052749578,mt-zrf,45
339,204,12.15912663,mt-zrf,45
340,1075,6.726729876,mt-zrf,45
4,0,8.664498096,mt-zrf,45
5,86,7.422420443,mt-zrf,45
6,2501,3.786510781,mt-zrf,45
1,778,3.924322365,mt-zrf,46
101,347,9.734145911,wt-zrf,46
102,371,23.4466377,wt-zrf,46
103,53,4.219846845,wt-zrf,46
104,437,10.61270443,wt-zrf,46
105,402,23.36411588,wt-zrf,46
106,1654,7.573225848,wt-zrf,46
107,601,17.08278595,wt-zrf,46
108,909,10.18976333,wt-zrf,46
109,347,7.716862357,wt-zrf,46
110,2279,10.87392146,wt-zrf,46
111,1333,20.89833523,wt-zrf,46
112_1,198,7.897989433,wt-zrf,46
112_2,17681,9.508578541,mt-zrf,46
113,1734,15.30715686,wt-zrf,46
114,192,9.238994301,wt-zrf,46
115,191,20.14319842,wt-zrf,46
116,21,2.01388911,wt-zrf,46
117,201,16.35760883,wt-zrf,46
118,27,6.308037597,wt-zrf,46
119,285,12.35491833,wt-zrf,46
120,1057,6.023189362,wt-zrf,46
121,208,9.88944918,wt-zrf,46
122,3756,4.432709093,wt-zrf,46
123,2609,3.960265323,wt-zrf,46
124,1085,11.49671372,wt-zrf,46
125,1914,19.83761571,wt-zrf,46
126,198,11.4172467,wt-zrf,46
127,2809,3.161565936,wt-zrf,46
128,722,18.90930032,wt-zrf,46
129,2007,5.218984775,wt-zrf,46
130,515,15.17051667,wt-zrf,46
131,5888,9.935168548,wt-zrf,46
132,285,5.233326932,wt-zrf,46
133,315,10.04260718,wt-zrf,46
134,129,4.006531912,wt-zrf,46
135,4373,6.413077148,wt-zrf,46
136,3092,6.486970617,wt-zrf,46
137,87,4.462838538,wt-zrf,46
138,5195,12.83085095,wt-zrf,46
139,3140,4.888139532,wt-zrf,46
140,188,19.25276885,wt-zrf,46
141,472,14.47022668,wt-zrf,46
142,1141,9.055459131,wt-zrf,46
143,6652,6.8557773,wt-zrf,46
152,16758,9.676514665,mt-zrf,46
172,4564,4.239351798,mt-zrf,46
19,4178,4.0030707,mt-zrf,46
2,1077,3.039821515,mt-zrf,46
21,1215,2.158691998,mt-zrf,46
24,1749,3.226500202,mt-zrf,46
3,2657,6.798159264,mt-zrf,46
317,2519,4.596474693,mt-zrf,46
318,4063,5.765989799,mt-zrf,46
319,1665,3.651432667,mt-zrf,46
320,0,10.45737329,mt-zrf,46
321,1144,3.947034225,mt-zrf,46
323,119,4.714123352,mt-zrf,46
324,674,2.640887777,mt-zrf,46
325,1424,6.319405443,mt-zrf,46
326,1923,3.850066446,mt-zrf,46
327,6343,4.590369349,mt-zrf,46
328,4021,5.403464046,mt-zrf,46
329,20954,11.47158797,mt-zrf,46
330,11601,7.866699142,mt-zrf,46
331,8751,7.345738423,mt-zrf,46
332,3430,5.053909247,mt-zrf,46
333,38,16.85550703,mt-zrf,46
334,493,6.462065374,mt-zrf,46
335,1119,4.431592516,mt-zrf,46
336,4,7.634991135,mt-zrf,46
337,109,10.33409617,mt-zrf,46
338,1177,3.345086132,mt-zrf,46
339,93,6.05205919,mt-zrf,46
340,877,7.831550127,mt-zrf,46
4,27,37.0988688,mt-zrf,46
5,66,26.74395885,mt-zrf,46
6,6179,5.04486936,mt-zrf,46
1,3154,3.653475711,mt-zrf,47
101,168,4.398643953,wt-zrf,47
102,374,10.76761909,wt-zrf,47
103,113,24.38171993,wt-zrf,47
104,633,28.16002652,wt-zrf,47
105,473,31.83285156,wt-zrf,47
106,1484,5.395375199,wt-zrf,47
107,614,27.24237663,wt-zrf,47
108,1088,9.624140378,wt-zrf,47
109,371,13.36996934,wt-zrf,47
110,1760,5.516663095,wt-zrf,47
111,1362,30.52105225,wt-zrf,47
112_1,844,10.34168785,wt-zrf,47
112_2,11493,6.899732331,mt-zrf,47
113,535,8.797281506,wt-zrf,47
114,666,9.133823721,wt-zrf,47
115,571,24.32407937,wt-zrf,47
116,156,4.203172522,wt-zrf,47
117,326,20.16660749,wt-zrf,47
118,233,10.78751729,wt-zrf,47
119,56,18.51237397,wt-zrf,47
120,548,3.038022927,wt-zrf,47
121,210,6.457445213,wt-zrf,47
122,3249,4.771380329,wt-zrf,47
123,3063,5.5035941,wt-zrf,47
124,1041,11.8121247,wt-zrf,47
125,808,5.815722596,wt-zrf,47
126,991,19.61578605,wt-zrf,47
127,2064,3.03717851,wt-zrf,47
128,210,6.917777554,wt-zrf,47
129,668,8.418620102,wt-zrf,47
130,1636,23.61637441,wt-zrf,47
131,4906,6.632731952,wt-zrf,47
132,138,14.53843345,wt-zrf,47
133,1523,10.4190385,wt-zrf,47
134,506,18.07251465,wt-zrf,47
135,2631,3.119069978,wt-zrf,47
136,3826,19.07595645,wt-zrf,47
137,17,2.310192949,wt-zrf,47
138,1189,16.95662823,wt-zrf,47
139,6105,17.5327042,wt-zrf,47
140,1151,9.176801376,wt-zrf,47
141,1476,18.29451351,wt-zrf,47
142,1890,19.96253507,wt-zrf,47
143,935,3.088582421,wt-zrf,47
152,20155,9.270644807,mt-zrf,47
172,13224,7.017900799,mt-zrf,47
19,5559,4.148944286,mt-zrf,47
2,2731,4.350790728,mt-zrf,47
21,6280,4.592730276,mt-zrf,47
24,4047,5.234870514,mt-zrf,47
3,83,1.308597052,mt-zrf,47
317,3139,5.655770978,mt-zrf,47
318,1275,3.869863244,mt-zrf,47
319,3404,6.500143174,mt-zrf,47
320,0,10.07347261,mt-zrf,47
321,392,2.727518669,mt-zrf,47
323,647,2.860284165,mt-zrf,47
324,1453,2.70268216,mt-zrf,47
325,1507,6.441165263,mt-zrf,47
326,1262,6.594564906,mt-zrf,47
327,1194,4.338801648,mt-zrf,47
328,2110,5.036736307,mt-zrf,47
329,23351,15.87222915,mt-zrf,47
330,4507,3.560136918,mt-zrf,47
331,21379,7.256013098,mt-zrf,47
332,8761,6.791271678,mt-zrf,47
333,45,16.02052597,mt-zrf,47
334,532,4.604813756,mt-zrf,47
335,876,15.24570046,mt-zrf,47
336,141,16.75278206,mt-zrf,47
337,160,11.62693181,mt-zrf,47
338,1079,3.274755974,mt-zrf,47
339,48,3.180625406,mt-zrf,47
340,420,3.030105767,mt-zrf,47
4,0,10.07347261,mt-zrf,47
5,18,17.38778007,mt-zrf,47
6,2822,3.677976839,mt-zrf,47
1,1950,2.463814418,mt-zrf,48
101,616,12.70685516,wt-zrf,48
102,435,10.96508282,wt-zrf,48
103,71,20.13561541,wt-zrf,48
104,270,6.497947098,wt-zrf,48
105,156,11.98901652,wt-zrf,48
106,402,2.264177522,wt-zrf,48
107,313,7.955313526,wt-zrf,48
108,1797,6.139642628,wt-zrf,48
109,170,7.361311512,wt-zrf,48
110,2144,6.999364218,wt-zrf,48
111,575,9.529523051,wt-zrf,48
112_1,723,6.418084036,wt-zrf,48
112_2,2531,2.842695048,mt-zrf,48
113,50,8.110820614,wt-zrf,48
114,1971,11.86193063,wt-zrf,48
115,60,9.083541664,wt-zrf,48
116,2276,7.73316594,wt-zrf,48
117,74,19.76991171,wt-zrf,48
118,1129,11.9488298,wt-zrf,48
119,351,10.17599786,wt-zrf,48
120,1730,6.104055378,wt-zrf,48
121,2110,5.876740131,wt-zrf,48
122,8025,7.899413057,wt-zrf,48
123,1657,3.80869704,wt-zrf,48
124,1005,10.66819921,wt-zrf,48
125,2066,8.936117032,wt-zrf,48
126,454,28.96511014,wt-zrf,48
127,5794,5.167414177,wt-zrf,48
128,393,10.72108076,wt-zrf,48
129,2609,8.148131895,wt-zrf,48
130,1289,15.56223778,wt-zrf,48
131,819,9.191052887,wt-zrf,48
132,228,16.41228102,wt-zrf,48
133,383,5.837317026,wt-zrf,48
134,99,24.96388,wt-zrf,48
135,1262,2.006444818,wt-zrf,48
136,1209,11.69233343,wt-zrf,48
137,80,4.289116522,wt-zrf,48
138,1658,18.0598707,wt-zrf,48
139,2762,9.307171663,wt-zrf,48
140,455,7.070616571,wt-zrf,48
141,1301,6.232640494,wt-zrf,48
142,588,8.146804808,wt-zrf,48
143,1341,6.229585428,wt-zrf,48
152,3895,3.814383971,mt-zrf,48
172,4504,4.398042999,mt-zrf,48
19,2413,3.614486297,mt-zrf,48
2,1325,3.123826793,mt-zrf,48
21,4517,3.681828634,mt-zrf,48
24,1273,3.0342706,mt-zrf,48
3,465,2.202817811,mt-zrf,48
317,2014,6.102345221,mt-zrf,48
318,1030,3.959187517,mt-zrf,48
319,699,2.108995152,mt-zrf,48
320,0,7.363657268,mt-zrf,48
321,390,3.643360864,mt-zrf,48
323,777,2.308463793,mt-zrf,48
324,254,1.137570204,mt-zrf,48
325,4150,6.67635494,mt-zrf,48
326,72,5.730782019,mt-zrf,48
327,55,0.928226681,mt-zrf,48
328,307,1.705623149,mt-zrf,48
329,1876,8.797553704,mt-zrf,48
330,4937,3.576045401,mt-zrf,48
331,2882,3.356596866,mt-zrf,48
332,3276,6.299603424,mt-zrf,48
333,62,36.40094984,mt-zrf,48
334,848,8.847373734,mt-zrf,48
335,762,3.460376207,mt-zrf,48
336,9,38.4675514,mt-zrf,48
337,405,12.95313784,mt-zrf,48
338,4484,4.842027434,mt-zrf,48
339,3684,18.89213762,mt-zrf,48
340,1368,8.456256001,mt-zrf,48
4,0,7.363657268,mt-zrf,48
5,5,8.486588263,mt-zrf,48
6,3839,3.347122545,mt-zrf,48
1,3101,2.833826731,mt-zrf,49
101,5063,14.45795117,wt-zrf,49
102,1698,9.408815476,wt-zrf,49
103,171,10.50655815,wt-zrf,49
104,82,18.84869798,wt-zrf,49
105,510,10.46280397,wt-zrf,49
106,885,8.487404878,wt-zrf,49
107,917,13.10596891,wt-zrf,49
108,330,6.307952235,wt-zrf,49
109,848,8.663281671,wt-zrf,49
110,2554,11.81310506,wt-zrf,49
111,1182,13.44504398,wt-zrf,49
112_1,1120,7.943182719,wt-zrf,49
112_2,3292,3.688369266,mt-zrf,49
113,48,30.51491556,wt-zrf,49
114,90,16.22415327,wt-zrf,49
115,236,11.66163755,wt-zrf,49
116,514,10.89205561,wt-zrf,49
117,60,20.4975232,wt-zrf,49
118,37,9.180024479,wt-zrf,49
119,244,10.70615828,wt-zrf,49
120,1367,9.921948126,wt-zrf,49
121,1054,8.144575896,wt-zrf,49
122,2765,8.313220081,wt-zrf,49
123,874,6.052025579,wt-zrf,49
124,598,16.98404085,wt-zrf,49
125,193,16.47836588,wt-zrf,49
126,350,14.5961584,wt-zrf,49
127,1509,4.738890513,wt-zrf,49
128,343,21.93277026,wt-zrf,49
129,3830,10.40512733,wt-zrf,49
130,1385,8.766986664,wt-zrf,49
131,656,16.30883995,wt-zrf,49
132,100,17.06516935,wt-zrf,49
133,432,7.92444478,wt-zrf,49
134,203,9.775514172,wt-zrf,49
135,2227,7.410900569,wt-zrf,49
136,1164,12.906092,wt-zrf,49
137,352,5.747521002,wt-zrf,49
138,76,5.739703965,wt-zrf,49
139,1632,4.830639257,wt-zrf,49
140,528,8.264263439,wt-zrf,49
141,547,13.14788361,wt-zrf,49
142,2816,8.151641304,wt-zrf,49
143,751,5.542999539,wt-zrf,49
152,4198,4.395219217,mt-zrf,49
172,1508,2.433300592,mt-zrf,49
19,1550,3.182588615,mt-zrf,49
2,653,2.645781831,mt-zrf,49
21,3878,6.269764996,mt-zrf,49
24,150,3.485939803,mt-zrf,49
3,3922,6.712438015,mt-zrf,49
317,532,11.07908483,mt-zrf,49
318,727,3.630680906,mt-zrf,49
319,330,4.917237004,mt-zrf,49
320,110,4.819438311,mt-zrf,49
321,302,5.534877354,mt-zrf,49
323,1056,2.602467649,mt-zrf,49
324,158,1.397861968,mt-zrf,49
325,1194,8.697507628,mt-zrf,49
326,1654,6.871799209,mt-zrf,49
327,3618,5.201672891,mt-zrf,49
328,1635,4.30722176,mt-zrf,49
329,11289,9.02161177,mt-zrf,49
330,985,9.482342089,mt-zrf,49
331,2111,3.14455614,mt-zrf,49
332,3866,4.279431441,mt-zrf,49
333,82,6.733971437,mt-zrf,49
334,937,20.65037161,mt-zrf,49
335,280,6.283623187,mt-zrf,49
336,11,5.278339288,mt-zrf,49
337,56,13.66449647,mt-zrf,49
338,1966,4.590622793,mt-zrf,49
339,618,9.679483572,mt-zrf,49
340,774,16.34412423,mt-zrf,49
4,1018,15.73958484,mt-zrf,49
5,874,3.665580934,mt-zrf,49
6,7210,5.499437355,mt-zrf,49
1,2789,3.167263096,mt-zrf,50
101,2090,5.8088414,wt-zrf,50
102,1228,14.38518282,wt-zrf,50
103,482,8.482719375,wt-zrf,50
104,0,20.71202668,wt-zrf,50
105,204,12.0808675,wt-zrf,50
106,1128,8.153437192,wt-zrf,50
107,361,8.5333934,wt-zrf,50
108,1073,5.918649877,wt-zrf,50
109,1035,10.35601334,wt-zrf,50
110,896,8.358998675,wt-zrf,50
111,274,5.951803902,wt-zrf,50
112_1,1617,8.965982465,wt-zrf,50
112_2,9144,7.097379354,mt-zrf,50
113,625,23.92479883,wt-zrf,50
114,5,33.0540959,wt-zrf,50
115,155,15.49457996,wt-zrf,50
116,57,4.150663594,wt-zrf,50
117,100,11.4716434,wt-zrf,50
118,272,14.12279097,wt-zrf,50
119,33,11.8022284,wt-zrf,50
120,342,9.112530971,wt-zrf,50
121,323,11.20835381,wt-zrf,50
122,793,3.52291689,wt-zrf,50
123,5936,9.022996983,wt-zrf,50
124,32,17.73045603,wt-zrf,50
125,0,20.71202668,wt-zrf,50
126,1877,9.033935464,wt-zrf,50
127,1002,5.905557672,wt-zrf,50
128,98,19.43458391,wt-zrf,50
129,1362,11.8169722,wt-zrf,50
130,1760,7.135952869,wt-zrf,50
131,526,19.58365192,wt-zrf,50
132,361,12.6670353,wt-zrf,50
133,876,28.37436125,wt-zrf,50
134,107,9.379250162,wt-zrf,50
135,1804,5.532067858,wt-zrf,50
136,513,12.36752498,wt-zrf,50
137,1542,17.85828092,wt-zrf,50
138,208,6.212609672,wt-zrf,50
139,5199,7.626686356,wt-zrf,50
140,513,11.27217761,wt-zrf,50
141,371,13.75199779,wt-zrf,50
142,3720,8.433138679,wt-zrf,50
143,45,13.24192781,wt-zrf,50
152,6166,6.046040383,mt-zrf,50
172,3200,5.551859856,mt-zrf,50
19,1621,2.634490038,mt-zrf,50
2,86,1.197706577,mt-zrf,50
21,1290,4.720365708,mt-zrf,50
24,808,5.212907545,mt-zrf,50
3,9162,5.680907906,mt-zrf,50
317,494,8.349427173,mt-zrf,50
318,1661,11.0675086,mt-zrf,50
319,273,5.979975056,mt-zrf,50
320,9495,17.04836651,mt-zrf,50
321,342,12.28159115,mt-zrf,50
323,254,2.545290064,mt-zrf,50
324,337,4.574765047,mt-zrf,50
325,29,3.94294617,mt-zrf,50
326,1078,8.979919226,mt-zrf,50
327,4887,6.369360889,mt-zrf,50
328,620,5.652343577,mt-zrf,50
329,15490,10.46867612,mt-zrf,50
330,2599,11.47681873,mt-zrf,50
331,4248,6.290129177,mt-zrf,50
332,3833,5.475233978,mt-zrf,50
333,66,3.896353462,mt-zrf,50
334,285,7.47036926,mt-zrf,50
335,1600,9.839666142,mt-zrf,50
336,289,10.57391354,mt-zrf,50
337,94,12.46260251,mt-zrf,50
338,3905,5.307886627,mt-zrf,50
339,186,11.70002914,mt-zrf,50
340,132,13.5106577,mt-zrf,50
4,4916,7.573839985,mt-zrf,50
5,22287,11.33820647,mt-zrf,50
6,7657,8.323750203,mt-zrf,50
1,2781,4.590785669,mt-zrf,51
101,572,6.548260667,wt-zrf,51
102,102,9.300240334,wt-zrf,51
103,5,10.70046395,wt-zrf,51
104,0,20.4017112,wt-zrf,51
105,11,3.354277034,wt-zrf,51
106,35,10.2438228,wt-zrf,51
107,598,6.482740275,wt-zrf,51
108,1252,10.28819741,wt-zrf,51
109,73,8.794752212,wt-zrf,51
110,632,11.81901604,wt-zrf,51
111,223,4.566485474,wt-zrf,51
112_1,1204,6.615747769,wt-zrf,51
112_2,4108,8.70664738,mt-zrf,51
113,26,15.17881473,wt-zrf,51
114,8,13.41031509,wt-zrf,51
115,137,17.56985849,wt-zrf,51
116,213,21.4056395,wt-zrf,51
117,138,17.74436811,wt-zrf,51
118,43,13.57066967,wt-zrf,51
119,0,20.4017112,wt-zrf,51
120,31,10.56739316,wt-zrf,51
121,192,6.554501845,wt-zrf,51
122,3936,6.492470476,wt-zrf,51
123,3201,6.049567654,wt-zrf,51
124,0,20.4017112,wt-zrf,51
125,0,20.4017112,wt-zrf,51
126,536,9.165609719,wt-zrf,51
127,356,7.682829379,wt-zrf,51
128,121,7.604777585,wt-zrf,51
129,211,2.121508421,wt-zrf,51
130,3549,12.02276075,wt-zrf,51
131,377,8.350708958,wt-zrf,51
132,118,13.39469286,wt-zrf,51
133,584,11.15584214,wt-zrf,51
134,41,10.37102031,wt-zrf,51
135,685,10.2008556,wt-zrf,51
136,360,15.98778785,wt-zrf,51
137,507,15.7181556,wt-zrf,51
138,967,13.07677519,wt-zrf,51
139,11696,9.361280529,wt-zrf,51
140,119,2.578598026,wt-zrf,51
141,49,1.274005296,wt-zrf,51
142,1221,12.49527559,wt-zrf,51
143,538,6.89561653,wt-zrf,51
152,4753,6.511028309,mt-zrf,51
172,3090,7.094466782,mt-zrf,51
19,3861,4.811603465,mt-zrf,51
2,49,3.424140604,mt-zrf,51
21,1148,6.220654941,mt-zrf,51
24,721,8.829914482,mt-zrf,51
3,5315,4.76340797,mt-zrf,51
317,461,9.981699324,mt-zrf,51
318,283,4.323771813,mt-zrf,51
319,567,14.04656903,mt-zrf,51
320,9844,11.99216642,mt-zrf,51
321,102,6.911742432,mt-zrf,51
323,676,3.602982074,mt-zrf,51
324,255,4.873812826,mt-zrf,51
325,90,10.28046314,mt-zrf,51
326,262,8.848184215,mt-zrf,51
327,2865,4.728589185,mt-zrf,51
328,55,6.300286816,mt-zrf,51
329,23246,12.4593159,mt-zrf,51
330,1811,6.378081003,mt-zrf,51
331,3130,7.983583719,mt-zrf,51
332,4709,7.958830838,mt-zrf,51
333,144,6.501251861,mt-zrf,51
334,167,11.71814174,mt-zrf,51
335,1908,12.42501794,mt-zrf,51
336,75,14.87168341,mt-zrf,51
337,144,12.62898825,mt-zrf,51
338,1423,7.205926299,mt-zrf,51
339,254,11.57711131,mt-zrf,51
340,467,10.95633658,mt-zrf,51
4,6363,6.717900166,mt-zrf,51
5,13830,7.904981619,mt-zrf,51
6,1975,6.786344846,mt-zrf,51
1,552,2.248771461,mt-zrf,52
101,466,7.864500386,wt-zrf,52
102,374,18.64685083,wt-zrf,52
103,23,15.53877476,wt-zrf,52
104,10,16.14259466,wt-zrf,52
105,115,11.00010846,wt-zrf,52
106,49,8.048574298,wt-zrf,52
107,118,13.04803695,wt-zrf,52
108,41,14.45111389,wt-zrf,52
109,232,12.15709908,wt-zrf,52
110,511,9.553579866,wt-zrf,52
111,661,9.755277026,wt-zrf,52
112_1,694,4.936443884,wt-zrf,52
112_2,1513,4.181229205,mt-zrf,52
113,151,12.5254931,wt-zrf,52
114,185,12.3533519,wt-zrf,52
115,101,25.52736414,wt-zrf,52
116,71,14.11265312,wt-zrf,52
117,17,13.97853586,wt-zrf,52
118,79,16.41898602,wt-zrf,52
119,23,13.68731904,wt-zrf,52
120,52,5.572245507,wt-zrf,52
121,394,10.46024661,wt-zrf,52
122,2417,6.70502385,wt-zrf,52
123,1719,6.672372354,wt-zrf,52
124,175,13.8556525,wt-zrf,52
125,34,8.419243564,wt-zrf,52
126,422,12.88924341,wt-zrf,52
127,219,8.586219697,wt-zrf,52
128,211,4.947667214,wt-zrf,52
129,817,8.801863952,wt-zrf,52
130,1020,16.37332865,wt-zrf,52
131,1263,5.637396917,wt-zrf,52
132,18,11.712181,wt-zrf,52
133,364,16.22531464,wt-zrf,52
134,6,6.43013582,wt-zrf,52
135,301,5.249968113,wt-zrf,52
136,525,15.40868324,wt-zrf,52
137,44,5.211712697,wt-zrf,52
138,288,4.378315233,wt-zrf,52
139,3202,11.29296318,wt-zrf,52
140,146,11.97462944,wt-zrf,52
141,1019,20.02266959,wt-zrf,52
