Index,-14.29_-4.76_-0.79_0.0_50_pts,-14.29_-4.76_-0.79_0.0_50_r,-14.29_-4.76_-1.57_-0.79_50_pts,-14.29_-4.76_-1.57_-0.79_50_r,-14.29_-4.76_-2.36_-1.57_50_pts,-14.29_-4.76_-2.36_-1.57_50_r,-14.29_-4.76_-3.14_-2.36_50_pts,-14.29_-4.76_-3.14_-2.36_50_r,-14.29_-4.76_0.0_0.79_50_pts,-14.29_-4.76_0.0_0.79_50_r,-14.29_-4.76_0.79_1.57_50_pts,-14.29_-4.76_0.79_1.57_50_r,-14.29_-4.76_1.57_2.36_50_pts,-14.29_-4.76_1.57_2.36_50_r,-14.29_-4.76_2.36_3.14_50_pts,-14.29_-4.76_2.36_3.14_50_r,-23.82_-14.29_-0.79_0.0_50_pts,-23.82_-14.29_-0.79_0.0_50_r,-23.82_-14.29_-1.57_-0.79_50_pts,-23.82_-14.29_-1.57_-0.79_50_r,-23.82_-14.29_-2.36_-1.57_50_pts,-23.82_-14.29_-2.36_-1.57_50_r,-23.82_-14.29_-3.14_-2.36_50_pts,-23.82_-14.29_-3.14_-2.36_50_r,-23.82_-14.29_0.0_0.79_50_pts,-23.82_-14.29_0.0_0.79_50_r,-23.82_-14.29_0.79_1.57_50_pts,-23.82_-14.29_0.79_1.57_50_r,-23.82_-14.29_1.57_2.36_50_pts,-23.82_-14.29_1.57_2.36_50_r,-23.82_-14.29_2.36_3.14_50_pts,-23.82_-14.29_2.36_3.14_50_r,-33.35_-23.82_-0.79_0.0_50_pts,-33.35_-23.82_-0.79_0.0_50_r,-33.35_-23.82_-1.57_-0.79_50_pts,-33.35_-23.82_-1.57_-0.79_50_r,-33.35_-23.82_-2.36_-1.57_50_pts,-33.35_-23.82_-2.36_-1.57_50_r,-33.35_-23.82_-3.14_-2.36_50_pts,-33.35_-23.82_-3.14_-2.36_50_r,-33.35_-23.82_0.0_0.79_50_pts,-33.35_-23.82_0.0_0.79_50_r,-33.35_-23.82_0.79_1.57_50_pts,-33.35_-23.82_0.79_1.57_50_r,-33.35_-23.82_1.57_2.36_50_pts,-33.35_-23.82_1.57_2.36_50_r,-33.35_-23.82_2.36_3.14_50_pts,-33.35_-23.82_2.36_3.14_50_r,-4.76_4.76_-0.79_0.0_50_pts,-4.76_4.76_-0.79_0.0_50_r,-4.76_4.76_-1.57_-0.79_50_pts,-4.76_4.76_-1.57_-0.79_50_r,-4.76_4.76_-2.36_-1.57_50_pts,-4.76_4.76_-2.36_-1.57_50_r,-4.76_4.76_-3.14_-2.36_50_pts,-4.76_4.76_-3.14_-2.36_50_r,-4.76_4.76_0.0_0.79_50_pts,-4.76_4.76_0.0_0.79_50_r,-4.76_4.76_0.79_1.57_50_pts,-4.76_4.76_0.79_1.57_50_r,-4.76_4.76_1.57_2.36_50_pts,-4.76_4.76_1.57_2.36_50_r,-4.76_4.76_2.36_3.14_50_pts,-4.76_4.76_2.36_3.14_50_r,-42.88_-33.35_-0.79_0.0_50_pts,-42.88_-33.35_-0.79_0.0_50_r,-42.88_-33.35_-1.57_-0.79_50_pts,-42.88_-33.35_-1.57_-0.79_50_r,-42.88_-33.35_-2.36_-1.57_50_pts,-42.88_-33.35_-2.36_-1.57_50_r,-42.88_-33.35_-3.14_-2.36_50_pts,-42.88_-33.35_-3.14_-2.36_50_r,-42.88_-33.35_0.0_0.79_50_pts,-42.88_-33.35_0.0_0.79_50_r,-42.88_-33.35_0.79_1.57_50_pts,-42.88_-33.35_0.79_1.57_50_r,-42.88_-33.35_1.57_2.36_50_pts,-42.88_-33.35_1.57_2.36_50_r,-42.88_-33.35_2.36_3.14_50_pts,-42.88_-33.35_2.36_3.14_50_r,-52.4_-42.88_-0.79_0.0_50_pts,-52.4_-42.88_-0.79_0.0_50_r,-52.4_-42.88_-1.57_-0.79_50_pts,-52.4_-42.88_-1.57_-0.79_50_r,-52.4_-42.88_-2.36_-1.57_50_pts,-52.4_-42.88_-2.36_-1.57_50_r,-52.4_-42.88_-3.14_-2.36_50_pts,-52.4_-42.88_-3.14_-2.36_50_r,-52.4_-42.88_0.0_0.79_50_pts,-52.4_-42.88_0.0_0.79_50_r,-52.4_-42.88_0.79_1.57_50_pts,-52.4_-42.88_0.79_1.57_50_r,-52.4_-42.88_1.57_2.36_50_pts,-52.4_-42.88_1.57_2.36_50_r,-52.4_-42.88_2.36_3.14_50_pts,-52.4_-42.88_2.36_3.14_50_r,-61.93_-52.4_-0.79_0.0_50_pts,-61.93_-52.4_-0.79_0.0_50_r,-61.93_-52.4_-1.57_-0.79_50_pts,-61.93_-52.4_-1.57_-0.79_50_r,-61.93_-52.4_-2.36_-1.57_50_pts,-61.93_-52.4_-2.36_-1.57_50_r,-61.93_-52.4_-3.14_-2.36_50_pts,-61.93_-52.4_-3.14_-2.36_50_r,-61.93_-52.4_0.0_0.79_50_pts,-61.93_-52.4_0.0_0.79_50_r,-61.93_-52.4_0.79_1.57_50_pts,-61.93_-52.4_0.79_1.57_50_r,-61.93_-52.4_1.57_2.36_50_pts,-61.93_-52.4_1.57_2.36_50_r,-61.93_-52.4_2.36_3.14_50_pts,-61.93_-52.4_2.36_3.14_50_r,-71.46_-61.93_-0.79_0.0_50_pts,-71.46_-61.93_-0.79_0.0_50_r,-71.46_-61.93_-1.57_-0.79_50_pts,-71.46_-61.93_-1.57_-0.79_50_r,-71.46_-61.93_-2.36_-1.57_50_pts,-71.46_-61.93_-2.36_-1.57_50_r,-71.46_-61.93_-3.14_-2.36_50_pts,-71.46_-61.93_-3.14_-2.36_50_r,-71.46_-61.93_0.0_0.79_50_pts,-71.46_-61.93_0.0_0.79_50_r,-71.46_-61.93_0.79_1.57_50_pts,-71.46_-61.93_0.79_1.57_50_r,-71.46_-61.93_1.57_2.36_50_pts,-71.46_-61.93_1.57_2.36_50_r,-71.46_-61.93_2.36_3.14_50_pts,-71.46_-61.93_2.36_3.14_50_r,-80.99_-71.46_-0.79_0.0_50_pts,-80.99_-71.46_-0.79_0.0_50_r,-80.99_-71.46_-1.57_-0.79_50_pts,-80.99_-71.46_-1.57_-0.79_50_r,-80.99_-71.46_-2.36_-1.57_50_pts,-80.99_-71.46_-2.36_-1.57_50_r,-80.99_-71.46_-3.14_-2.36_50_pts,-80.99_-71.46_-3.14_-2.36_50_r,-80.99_-71.46_0.0_0.79_50_pts,-80.99_-71.46_0.0_0.79_50_r,-80.99_-71.46_0.79_1.57_50_pts,-80.99_-71.46_0.79_1.57_50_r,-80.99_-71.46_1.57_2.36_50_pts,-80.99_-71.46_1.57_2.36_50_r,-80.99_-71.46_2.36_3.14_50_pts,-80.99_-71.46_2.36_3.14_50_r,-90.51_-80.99_-0.79_0.0_50_pts,-90.51_-80.99_-0.79_0.0_50_r,-90.51_-80.99_-1.57_-0.79_50_pts,-90.51_-80.99_-1.57_-0.79_50_r,-90.51_-80.99_-2.36_-1.57_50_pts,-90.51_-80.99_-2.36_-1.57_50_r,-90.51_-80.99_-3.14_-2.36_50_pts,-90.51_-80.99_-3.14_-2.36_50_r,-90.51_-80.99_0.0_0.79_50_pts,-90.51_-80.99_0.0_0.79_50_r,-90.51_-80.99_0.79_1.57_50_pts,-90.51_-80.99_0.79_1.57_50_r,-90.51_-80.99_1.57_2.36_50_pts,-90.51_-80.99_1.57_2.36_50_r,-90.51_-80.99_2.36_3.14_50_pts,-90.51_-80.99_2.36_3.14_50_r,14.29_23.82_-0.79_0.0_50_pts,14.29_23.82_-0.79_0.0_50_r,14.29_23.82_-1.57_-0.79_50_pts,14.29_23.82_-1.57_-0.79_50_r,14.29_23.82_-2.36_-1.57_50_pts,14.29_23.82_-2.36_-1.57_50_r,14.29_23.82_-3.14_-2.36_50_pts,14.29_23.82_-3.14_-2.36_50_r,14.29_23.82_0.0_0.79_50_pts,14.29_23.82_0.0_0.79_50_r,14.29_23.82_0.79_1.57_50_pts,14.29_23.82_0.79_1.57_50_r,14.29_23.82_1.57_2.36_50_pts,14.29_23.82_1.57_2.36_50_r,14.29_23.82_2.36_3.14_50_pts,14.29_23.82_2.36_3.14_50_r,23.82_33.35_-0.79_0.0_50_pts,23.82_33.35_-0.79_0.0_50_r,23.82_33.35_-1.57_-0.79_50_pts,23.82_33.35_-1.57_-0.79_50_r,23.82_33.35_-2.36_-1.57_50_pts,23.82_33.35_-2.36_-1.57_50_r,23.82_33.35_-3.14_-2.36_50_pts,23.82_33.35_-3.14_-2.36_50_r,23.82_33.35_0.0_0.79_50_pts,23.82_33.35_0.0_0.79_50_r,23.82_33.35_0.79_1.57_50_pts,23.82_33.35_0.79_1.57_50_r,23.82_33.35_1.57_2.36_50_pts,23.82_33.35_1.57_2.36_50_r,23.82_33.35_2.36_3.14_50_pts,23.82_33.35_2.36_3.14_50_r,33.35_42.88_-0.79_0.0_50_pts,33.35_42.88_-0.79_0.0_50_r,33.35_42.88_-1.57_-0.79_50_pts,33.35_42.88_-1.57_-0.79_50_r,33.35_42.88_-2.36_-1.57_50_pts,33.35_42.88_-2.36_-1.57_50_r,33.35_42.88_-3.14_-2.36_50_pts,33.35_42.88_-3.14_-2.36_50_r,33.35_42.88_0.0_0.79_50_pts,33.35_42.88_0.0_0.79_50_r,33.35_42.88_0.79_1.57_50_pts,33.35_42.88_0.79_1.57_50_r,33.35_42.88_1.57_2.36_50_pts,33.35_42.88_1.57_2.36_50_r,33.35_42.88_2.36_3.14_50_pts,33.35_42.88_2.36_3.14_50_r,4.76_14.29_-0.79_0.0_50_pts,4.76_14.29_-0.79_0.0_50_r,4.76_14.29_-1.57_-0.79_50_pts,4.76_14.29_-1.57_-0.79_50_r,4.76_14.29_-2.36_-1.57_50_pts,4.76_14.29_-2.36_-1.57_50_r,4.76_14.29_-3.14_-2.36_50_pts,4.76_14.29_-3.14_-2.36_50_r,4.76_14.29_0.0_0.79_50_pts,4.76_14.29_0.0_0.79_50_r,4.76_14.29_0.79_1.57_50_pts,4.76_14.29_0.79_1.57_50_r,4.76_14.29_1.57_2.36_50_pts,4.76_14.29_1.57_2.36_50_r,4.76_14.29_2.36_3.14_50_pts,4.76_14.29_2.36_3.14_50_r,42.88_52.4_-0.79_0.0_50_pts,42.88_52.4_-0.79_0.0_50_r,42.88_52.4_-1.57_-0.79_50_pts,42.88_52.4_-1.57_-0.79_50_r,42.88_52.4_-2.36_-1.57_50_pts,42.88_52.4_-2.36_-1.57_50_r,42.88_52.4_-3.14_-2.36_50_pts,42.88_52.4_-3.14_-2.36_50_r,42.88_52.4_0.0_0.79_50_pts,42.88_52.4_0.0_0.79_50_r,42.88_52.4_0.79_1.57_50_pts,42.88_52.4_0.79_1.57_50_r,42.88_52.4_1.57_2.36_50_pts,42.88_52.4_1.57_2.36_50_r,42.88_52.4_2.36_3.14_50_pts,42.88_52.4_2.36_3.14_50_r,52.4_61.93_-0.79_0.0_50_pts,52.4_61.93_-0.79_0.0_50_r,52.4_61.93_-1.57_-0.79_50_pts,52.4_61.93_-1.57_-0.79_50_r,52.4_61.93_-2.36_-1.57_50_pts,52.4_61.93_-2.36_-1.57_50_r,52.4_61.93_-3.14_-2.36_50_pts,52.4_61.93_-3.14_-2.36_50_r,52.4_61.93_0.0_0.79_50_pts,52.4_61.93_0.0_0.79_50_r,52.4_61.93_0.79_1.57_50_pts,52.4_61.93_0.79_1.57_50_r,52.4_61.93_1.57_2.36_50_pts,52.4_61.93_1.57_2.36_50_r,52.4_61.93_2.36_3.14_50_pts,52.4_61.93_2.36_3.14_50_r,61.93_71.46_-0.79_0.0_50_pts,61.93_71.46_-0.79_0.0_50_r,61.93_71.46_-1.57_-0.79_50_pts,61.93_71.46_-1.57_-0.79_50_r,61.93_71.46_-2.36_-1.57_50_pts,61.93_71.46_-2.36_-1.57_50_r,61.93_71.46_-3.14_-2.36_50_pts,61.93_71.46_-3.14_-2.36_50_r,61.93_71.46_0.0_0.79_50_pts,61.93_71.46_0.0_0.79_50_r,61.93_71.46_0.79_1.57_50_pts,61.93_71.46_0.79_1.57_50_r,61.93_71.46_1.57_2.36_50_pts,61.93_71.46_1.57_2.36_50_r,61.93_71.46_2.36_3.14_50_pts,61.93_71.46_2.36_3.14_50_r,71.46_80.99_-0.79_0.0_50_pts,71.46_80.99_-0.79_0.0_50_r,71.46_80.99_-1.57_-0.79_50_pts,71.46_80.99_-1.57_-0.79_50_r,71.46_80.99_-2.36_-1.57_50_pts,71.46_80.99_-2.36_-1.57_50_r,71.46_80.99_-3.14_-2.36_50_pts,71.46_80.99_-3.14_-2.36_50_r,71.46_80.99_0.0_0.79_50_pts,71.46_80.99_0.0_0.79_50_r,71.46_80.99_0.79_1.57_50_pts,71.46_80.99_0.79_1.57_50_r,71.46_80.99_1.57_2.36_50_pts,71.46_80.99_1.57_2.36_50_r,71.46_80.99_2.36_3.14_50_pts,71.46_80.99_2.36_3.14_50_r,80.99_90.51_-0.79_0.0_50_pts,80.99_90.51_-0.79_0.0_50_r,80.99_90.51_-1.57_-0.79_50_pts,80.99_90.51_-1.57_-0.79_50_r,80.99_90.51_-2.36_-1.57_50_pts,80.99_90.51_-2.36_-1.57_50_r,80.99_90.51_-3.14_-2.36_50_pts,80.99_90.51_-3.14_-2.36_50_r,80.99_90.51_0.0_0.79_50_pts,80.99_90.51_0.0_0.79_50_r,80.99_90.51_0.79_1.57_50_pts,80.99_90.51_0.79_1.57_50_r,80.99_90.51_1.57_2.36_50_pts,80.99_90.51_1.57_2.36_50_r,80.99_90.51_2.36_3.14_50_pts,80.99_90.51_2.36_3.14_50_r,stype
135,101,8.407921276,191,3.976034146,2382,5.391593792,4388,6.084963092,3271,4.411193661,863,2.405124338,59,1.907579373,0,3.52896755,501,7.268805244,1072,5.135128338,5068,6.254428887,3161,6.225264977,2020,4.383140825,2707,4.710502101,87,2.940571138,98,1.655142555,160,0.955689871,803,3.248573817,7312,5.345740487,1318,1.693079771,714,6.436125699,9175,8.418676939,1792,3.598080159,727,1.728994946,78,1.407041325,107,3.237595237,2863,3.120618434,7635,4.075227303,2484,6.754036564,1384,6.402162074,632,1.504625442,652,2.113401898,69,1.337936561,990,4.582515752,7342,6.219083297,713,1.483505391,76,1.115453996,5869,10.87591628,2961,2.785722121,405,1.366921627,292,0.954456576,1685,2.445357423,3527,6.421530838,42,0.840881307,306,0.866808174,2195,2.793440422,598,2.952352113,30,0.50957307,25,2.389988033,99,1.377200343,409,2.378585574,35,0.591935776,38,0.945360634,72,1.021787088,41,0.843608883,19,0.348006636,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,502,2.813224652,176,4.832191074,1143,3.679997581,5897,3.340791449,4932,4.665600401,1949,2.438310439,679,2.314953391,2995,3.042816909,1138,4.567822098,962,5.498992119,3565,3.170647953,6117,3.262470039,5061,4.032538681,2507,2.744534716,550,1.350341573,737,2.452693791,854,2.277785908,2059,2.858603232,4292,3.79351504,2061,4.653713814,1494,2.531782196,3930,4.48181498,165,1.379894009,158,2.720904995,151,8.497333191,60,1.916637502,2057,2.376915831,4796,2.797118314,1343,5.670629335,3232,4.074196026,1611,2.578223864,3552,2.957079315,1359,2.221043545,3208,5.116158208,364,5.553317969,0,,271,2.169486163,162,3.438113375,0,,0,,13,4.363940863,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,wt-at
131,292,3.359984779,392,4.761527748,11755,13.89449377,7766,6.364889408,3397,5.435870333,9542,7.815387003,5428,3.744262479,8465,4.402755255,2312,4.760419405,1862,4.175839957,8013,8.316290011,11313,5.327827538,6213,7.30399493,12456,8.049165761,6002,4.039065318,8134,4.413259606,5882,5.761492075,3209,8.039664692,3171,6.170673582,11612,5.222186039,6079,6.692060756,15057,7.406028353,3853,3.37151278,9413,3.882633908,1710,5.529793573,1323,5.207706434,2242,7.368271086,5682,5.635693117,2793,7.92957456,6666,8.684351546,6477,3.456553625,7545,3.867206589,4297,5.307994705,1066,3.00635928,5252,6.214923543,14236,5.223428582,5601,10.40935978,20010,7.462369663,1560,1.926059345,3286,2.626433772,2363,2.719469992,6428,4.668292693,11459,5.351838059,3910,5.116114353,3087,2.489487001,9468,5.660822339,579,1.265299767,528,1.013703401,2119,2.846632928,11740,6.130860665,8823,7.41906978,106,1.116830446,1537,2.441671409,1439,3.772587076,316,24.2113818,52,0.985850025,79,2.946229453,731,6.259291525,0,,0,,143,4.297301267,35,5.808709652,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3209,4.420366997,2506,9.067081222,6300,6.377463283,5765,3.918390853,3427,10.65892867,17591,11.2134694,9935,4.911641992,7575,3.761811862,3006,5.820787455,5048,5.596541251,4368,6.282467196,5046,4.051866746,2676,4.289920601,7778,11.58878483,10838,5.030545384,9375,4.487147312,1544,5.147138558,3234,4.761970101,4708,4.353298297,6585,3.865335563,1581,3.283761102,3125,4.946658944,2373,3.443755209,4657,3.522450939,1166,3.689427675,3565,5.954933314,9136,9.347001798,6666,5.06007109,4179,13.98372991,11110,6.852258173,6617,3.385261313,8204,3.726892847,1565,3.098032819,8051,6.546317977,9406,7.651670353,1782,6.896730205,202,2.748341591,381,17.10944012,190,4.464573303,323,2.13926109,276,7.125388942,17015,10.93816445,4031,9.925255407,0,3.280060532,12,8.193852189,106,20.9349306,73,20.7928711,0,,32,7.419203743,1360,10.96709556,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,wt-at
118,887,14.19765086,2117,11.02080619,1901,13.67761463,4947,6.888916252,1952,17.26612138,2160,4.121569843,6029,3.767677966,9494,4.931327761,1280,4.602826382,757,11.42417607,4396,8.80870152,7462,5.941464683,1976,14.79645287,3844,6.013444968,6851,4.768055938,13153,4.992345335,400,6.976863157,2935,4.827609206,6813,7.49597269,8449,5.339572935,3308,8.310459622,2790,6.646557084,7928,5.543259045,11617,4.513177539,401,20.59054931,1303,14.9000566,5445,9.62351393,6549,5.974281963,2953,19.36429137,5383,6.682746718,7774,4.534730902,8801,5.158011844,1135,4.598817337,4727,5.807867594,10405,6.491123034,8300,4.098498645,3425,4.215593707,10527,6.736169009,7519,3.62054721,6373,3.478020559,2465,3.169521339,19274,7.397955299,5634,5.450696377,646,2.057384339,3149,3.232477561,9094,6.207236947,814,1.928962351,522,1.369893416,3815,4.869803191,5830,8.596749398,0,,0,,973,3.75382068,276,6.490570702,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1872,6.01702353,5153,5.263036959,5308,6.842208612,3583,5.188380732,5627,6.638357541,18349,7.361499466,7546,3.746375311,5946,3.970296922,2859,5.765670374,3617,3.247192587,3415,7.541594087,4012,3.625906309,4630,6.232485371,18435,6.354138292,3798,2.581771752,4601,2.713819158,2153,1.949453933,6251,3.62679118,6681,4.248790689,4105,3.349169825,3392,2.27951943,10948,5.523941928,1090,1.702926909,732,1.434950591,609,3.524617878,5108,7.090174492,4884,7.142166231,6512,7.91492246,4016,16.58907616,11989,7.943336402,9265,3.97572776,6783,4.830026595,581,1.42689114,7296,5.531879644,17550,6.19977249,1030,1.72193236,1169,3.693029033,3677,4.260765842,492,1.650845809,248,0.816844018,507,1.835733438,1145,7.518745988,10225,7.060418151,909,1.572589075,603,1.508075037,1000,2.175543444,368,1.308968915,544,1.244540501,0,,146,3.452733718,131,3.176951012,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,wt-at
102,796,3.450529069,2184,5.456750205,1128,1.969883164,1569,1.947309326,106,2.69666126,2563,4.377783399,7909,3.660662244,2057,2.188161739,1010,5.055211395,4819,6.223988849,4470,3.038380048,1012,1.358990418,882,4.412426066,3511,4.494251986,5274,2.960847459,1480,1.490250402,654,4.156266887,6793,6.857275676,5775,3.550941568,1565,1.476927356,1141,3.036477314,4046,5.52598601,2708,2.738989243,2303,2.060906592,380,2.801556536,1513,5.001342937,2163,2.014540862,938,1.372294303,177,2.094391917,1412,2.971358045,7937,3.891095899,1039,2.000874047,1173,1.455159466,6463,4.523184957,4271,4.064984373,1191,1.989140754,1681,2.018930438,2534,3.084321198,1953,2.976656984,1947,2.569512677,1075,1.816395823,5104,3.603342192,4007,3.557548674,1002,2.444458313,613,1.491525911,2906,2.747242543,2549,1.872524358,1160,1.754811629,782,1.309356048,2565,2.46368232,5381,3.740361517,1717,2.834637601,1411,2.353518017,4039,3.100558675,3324,2.916078238,1853,2.686056486,251,0.818937682,240,0.715381835,1493,2.02630643,971,2.428490759,1066,2.337869973,6311,4.420550643,4453,4.367453533,893,2.706024056,29,3.069329443,1,4.594254617,0,,0,,187,4.257682045,423,6.528570275,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,196,3.971263896,2710,7.494146825,3552,5.179422177,1727,1.644795718,74,5.775230104,3643,5.502395145,6635,3.218473649,1677,1.665117001,819,3.436684843,3274,4.426797048,4103,2.75535913,1917,1.592531629,398,2.273740446,2862,2.915135238,4587,2.766895631,1795,1.620529729,830,3.002929134,3387,6.133732883,5312,3.298254311,2721,2.187965214,353,4.299354972,1842,5.73822764,5202,3.058713501,3475,2.314792616,336,0.762226648,945,2.075846335,775,1.390058816,472,0.89440048,337,0.732156792,2054,2.829130193,7920,3.662335025,736,1.152089881,1650,2.922175639,3695,3.798123953,6184,4.147619952,5537,3.848866796,1389,2.521728751,2547,3.93887977,1026,2.550314864,1412,2.580161088,3207,2.998731622,2730,3.239649803,4291,3.88810006,4650,3.560363482,4056,3.558601139,3294,4.982111539,1716,2.797778468,1985,2.474208393,1695,3.125924241,983,3.630992194,447,2.623232564,250,1.112374098,2532,3.643583309,4819,4.098405698,1249,3.668133557,323,1.963266872,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,wt-at
107,637,8.04574011,3656,11.42489424,4689,3.644415048,1551,1.86282125,609,10.82258215,7613,8.425755827,6101,3.726545697,3000,3.291847556,230,2.308186073,2095,5.759872397,2176,2.814289565,1260,1.566023214,882,3.783082221,6280,5.235886306,5585,3.427025288,1364,1.418853116,182,5.332917274,3119,5.19375827,5554,3.578839139,846,1.340738999,833,6.395815852,5789,3.930001721,3161,2.288010588,2330,3.004194511,1103,11.22049692,3673,6.601434624,5183,3.634521066,2022,1.982209514,251,5.674936026,2351,9.686858611,9509,4.978386313,3260,2.478167504,310,2.551381445,1195,5.445277293,8563,4.766843239,2602,2.155673773,201,2.69246556,3771,3.959769638,3782,2.582970951,2340,3.630804814,699,1.244745504,3301,4.073492688,7174,4.906723855,2094,2.774285441,1089,1.40964849,2588,3.409954639,1147,4.096150966,2603,3.30270323,2593,1.814852575,3058,3.665359845,2688,5.69727686,329,1.104688506,1681,2.195214058,3591,4.430289321,1177,4.348667541,627,2.0117247,399,3.609527445,46,4.017016883,0,,0,,408,2.696784848,68,3.60431921,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1441,7.389735799,12826,9.439270917,7914,4.952238099,2078,1.790288304,649,6.450321334,7631,9.873974956,11859,6.572444452,8871,3.670914669,625,5.021747383,2818,6.249563072,11864,6.808964628,2926,2.820543066,707,6.194959464,2491,8.815905475,4805,3.74205458,7798,3.680578277,673,2.23901708,1870,4.874799402,11519,5.197465509,2028,1.83157304,904,4.213778517,3955,6.654758762,6580,3.340519,3220,3.395795353,2503,8.316175342,7735,6.784340053,4170,3.084484044,1500,1.635971506,502,6.410633927,4458,11.28136332,9891,4.208733604,3488,2.720896439,1139,2.390599765,1848,2.743430166,4423,4.235661794,1635,1.61647188,2089,3.956650671,5828,4.071566942,2890,3.746327499,394,1.543565683,1243,2.01994993,1027,2.393315707,1884,3.17443012,378,1.45415955,2972,3.199226822,8302,4.338246441,1296,3.294733539,418,1.084456054,125,1.196436746,50,0.86910023,24,1.396763825,16,0.401537225,465,1.755489656,1201,3.364017702,261,1.749997749,19,0.500391145,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,wt-at
142,5932,9.371539572,5466,4.10716247,3728,2.952417313,7818,4.572532057,696,14.08884748,34,3.644973778,3465,10.45691328,1899,5.332803387,5341,8.704411125,6020,4.10982269,4372,2.567137998,8291,3.725146593,1104,6.397295369,1898,4.85763516,7257,7.870533325,4328,6.825549643,4627,7.680059314,12372,4.999470129,3047,2.018899678,6521,3.813836827,1633,5.960069829,1994,4.890195189,4204,6.786499053,3975,3.00989516,1577,11.11439797,5718,4.302399451,5825,3.199207549,7345,5.091257253,200,11.99898861,774,8.184343653,3317,16.01323251,631,4.759362428,3049,3.265088382,12775,5.536769013,2093,2.115586382,2025,3.393017163,2515,2.133606526,2299,5.780146351,3398,6.070340946,6153,3.821040932,1545,2.242640759,4781,4.764554112,327,1.42320807,388,1.967199776,2488,1.95724714,2104,2.565990711,4004,3.936953712,3064,4.027001108,1721,2.279401673,4159,4.338761308,364,1.536030114,144,1.101449215,1586,1.671496347,4084,2.581204647,5302,4.599651797,1448,2.376087528,1476,2.305180194,1793,3.267086042,97,1.004371077,24,0.463438908,2331,2.395840934,2260,2.275382,3533,5.929004329,274,3.203152537,467,2.427861405,6,0.601126235,24,0.633603791,179,1.521398588,345,2.809126796,271,1.260806386,513,4.503777637,238,1.235830256,0,,0,,0,,0,,0,,0,,0,,0,,2963,6.375286569,6130,4.115287328,3814,2.358607845,8224,4.203597514,1696,5.787284091,1530,5.908465192,4656,9.782118785,3299,6.260318905,5580,6.274365656,6482,4.749249108,2688,2.102817607,7138,3.595364141,3263,4.292795953,2856,5.882771117,7910,7.489721238,6310,6.588143453,5405,2.814841682,7155,5.53239884,920,1.939511653,1334,2.579613685,1627,2.535970551,2617,6.091717357,6446,7.028206057,8917,4.574664698,2445,11.74120674,5343,3.492998412,3686,2.753195975,7067,4.753349594,1625,9.328353773,1460,4.393767255,1524,4.810369338,1302,6.053294777,4448,3.000651545,6008,5.813321015,251,1.118926539,436,0.933776352,2707,2.1252127,3752,2.557655867,5183,3.045264238,2674,3.317227934,3867,2.984309224,5527,5.50975952,174,3.817975129,371,0.908227934,2383,2.33944694,3579,2.757854606,4323,3.868536029,836,2.218345731,2409,2.436272112,2769,3.665347698,329,2.102015922,247,0.884743784,1159,1.8632683,1725,2.290613009,3558,4.851396839,724,1.848089119,684,1.897287435,1407,3.908645654,119,2.163881739,41,0.504455591,141,1.341134384,86,0.958228162,31,5.259988839,10,0.238995885,0,,0,,0,,0,,0,,0,,0,,0,,wt-at
