landmark_index, pred, ww, wm, mm, mw
1, 0, 44, 0, 0, 35
2, 0, 44, 0, 0, 35
3, 0, 44, 0, 0, 35
4, 1, 44, 0, 35, 0
5, 1, 44, 0, 35, 0
6, 1, 44, 0, 35, 0
7, 0, 44, 0, 0, 35
8, 0, 44, 0, 0, 35
9, 1, 44, 0, 35, 0
10, 1, 44, 0, 35, 0
11, 1, 42, 2, 34, 1
12, 1, 44, 0, 35, 0
13, 1, 44, 0, 34, 1
14, 1, 39, 5, 34, 1
15, 1, 44, 0, 34, 1
16, 0, 44, 0, 0, 35
17, 1, 39, 5, 34, 1
18, 1, 40, 4, 35, 0
19, 1, 27, 17, 31, 4
20, 1, 21, 23, 32, 3
21, 1, 26, 18, 31, 4
22, 1, 43, 1, 31, 4
23, 1, 44, 0, 32, 3
24, 1, 37, 7, 34, 1
25, 0, 31, 13, 29, 6
26, 1, 36, 8, 28, 7
27, 1, 38, 6, 25, 10
28, 0, 39, 5, 26, 9
29, 0, 40, 4, 25, 10
30, 0, 36, 8, 25, 10
31, 0, 43, 1, 25, 10
32, 0, 30, 14, 31, 4
33, 0, 37, 7, 26, 9
34, 1, 40, 4, 23, 12
35, 0, 40, 4, 25, 10
36, 0, 39, 5, 20, 15
37, 1, 36, 8, 26, 9
38, 1, 36, 8, 19, 16
39, 0, 39, 5, 21, 14
40, 0, 39, 5, 24, 11
41, 1, 35, 9, 27, 8
42, 1, 38, 6, 23, 12
43, 1, 23, 21, 28, 7
44, 0, 41, 3, 10, 25
45, 1, 35, 9, 21, 14
46, 1, 36, 8, 25, 10
47, 1, 37, 7, 23, 12
48, 1, 35, 9, 27, 8
49, 1, 38, 6, 23, 12
50, 1, 37, 7, 23, 12
51, 1, 34, 10, 25, 10
52, 1, 35, 9, 20, 15
53, 0, 39, 5, 26, 9
54, 1, 33, 11, 22, 13
55, 1, 40, 4, 17, 18
56, 1, 36, 8, 28, 7
57, 1, 40, 4, 20, 15
58, 1, 34, 10, 27, 8
59, 1, 37, 7, 20, 15
60, 1, 39, 5, 21, 14
61, 1, 35, 9, 27, 8
62, 1, 36, 8, 20, 15
63, 1, 32, 12, 20, 15
64, 1, 37, 7, 20, 15
65, 1, 40, 4, 26, 9
66, 1, 38, 6, 22, 13
67, 1, 38, 6, 16, 19
68, 1, 36, 8, 12, 23
69, 1, 39, 5, 22, 13
70, 1, 32, 12, 23, 12
71, 1, 31, 13, 25, 10
72, 1, 34, 10, 22, 13
73, 1, 37, 7, 19, 16
74, 1, 40, 4, 16, 19
75, 1, 38, 6, 18, 17
76, 1, 23, 21, 21, 14
77, 1, 33, 11, 25, 10
78, 1, 30, 14, 24, 11
79, 1, 36, 8, 22, 13
80, 1, 35, 9, 25, 10
81, 1, 39, 5, 18, 17
82, 1, 38, 6, 17, 18
83, 1, 38, 6, 16, 19
84, 1, 40, 4, 14, 21
85, 1, 27, 17, 28, 7
86, 1, 38, 6, 19, 16
87, 1, 35, 9, 23, 12
88, 1, 40, 4, 20, 15
89, 1, 42, 2, 18, 17
90, 1, 39, 5, 18, 17
91, 1, 35, 9, 23, 12
92, 1, 36, 8, 18, 17
93, 1, 36, 8, 20, 15
94, 1, 35, 9, 25, 10
95, 1, 40, 4, 21, 14
96, 1, 37, 7, 23, 12
97, 1, 37, 7, 24, 11
98, 1, 37, 7, 18, 17
99, 1, 35, 9, 20, 15
100, 1, 38, 6, 23, 12
101, 1, 38, 6, 21, 14
102, 1, 35, 9, 26, 9
103, 1, 40, 4, 20, 15
104, 1, 35, 9, 30, 5
105, 1, 38, 6, 31, 4
106, 1, 37, 7, 27, 8
107, 1, 37, 7, 17, 18
108, 0, 41, 3, 16, 19
109, 1, 37, 7, 26, 9
110, 1, 30, 14, 27, 8
111, 1, 40, 4, 21, 14
112, 1, 38, 6, 27, 8
113, 0, 37, 7, 29, 6
114, 1, 33, 11, 32, 3
115, 1, 38, 6, 27, 8
116, 1, 41, 3, 26, 9
117, 1, 41, 3, 23, 12
