landmark_index, pred, ww, wm, mm, mw
1, 0, 43, 0, 0, 34
2, 0, 43, 0, 0, 34
3, 0, 43, 0, 0, 34
4, 1, 43, 0, 34, 0
5, 1, 43, 0, 34, 0
6, 1, 43, 0, 34, 0
7, 0, 43, 0, 0, 34
8, 0, 43, 0, 0, 34
9, 1, 43, 0, 34, 0
10, 1, 43, 0, 34, 0
11, 1, 41, 2, 33, 1
12, 1, 43, 0, 34, 0
13, 1, 43, 0, 33, 1
14, 1, 38, 5, 33, 1
15, 1, 43, 0, 33, 1
16, 0, 43, 0, 0, 34
17, 1, 38, 5, 33, 1
18, 1, 40, 3, 33, 1
19, 1, 28, 15, 30, 4
20, 1, 25, 18, 31, 3
21, 1, 39, 4, 31, 3
22, 1, 43, 0, 30, 4
23, 1, 43, 0, 32, 2
24, 1, 42, 1, 33, 1
25, 0, 32, 11, 29, 5
26, 0, 35, 8, 29, 5
27, 0, 38, 5, 27, 7
28, 0, 39, 4, 25, 9
29, 0, 36, 7, 28, 6
30, 0, 34, 9, 26, 8
31, 0, 42, 1, 26, 8
32, 1, 30, 13, 30, 4
33, 0, 36, 7, 26, 8
34, 0, 37, 6, 27, 7
35, 0, 39, 4, 27, 7
36, 0, 39, 4, 21, 13
37, 1, 36, 7, 25, 9
38, 1, 38, 5, 18, 16
39, 1, 38, 5, 19, 15
40, 0, 31, 12, 30, 4
41, 1, 35, 8, 27, 7
42, 0, 37, 6, 22, 12
43, 0, 31, 12, 21, 13
44, 0, 29, 14, 21, 13
45, 1, 33, 10, 24, 10
46, 1, 35, 8, 25, 9
47, 0, 37, 6, 22, 12
48, 1, 36, 7, 27, 7
49, 1, 38, 5, 23, 11
50, 0, 38, 5, 23, 11
51, 0, 36, 7, 26, 8
52, 0, 36, 7, 21, 13
53, 1, 36, 7, 25, 9
54, 1, 35, 8, 17, 17
55, 1, 40, 3, 17, 17
56, 1, 36, 7, 27, 7
57, 1, 38, 5, 20, 14
58, 1, 34, 9, 27, 7
59, 0, 40, 3, 19, 15
60, 0, 39, 4, 20, 14
61, 1, 35, 8, 26, 8
62, 1, 36, 7, 25, 9
63, 1, 32, 11, 20, 14
64, 0, 37, 6, 22, 12
65, 1, 38, 5, 26, 8
66, 0, 37, 6, 23, 11
67, 0, 39, 4, 16, 18
68, 0, 36, 7, 14, 20
69, 0, 39, 4, 23, 11
70, 1, 33, 10, 23, 11
71, 1, 33, 10, 24, 10
72, 1, 33, 10, 23, 11
73, 1, 37, 6, 19, 15
74, 0, 39, 4, 22, 12
75, 0, 37, 6, 14, 20
76, 0, 34, 9, 14, 20
77, 0, 34, 9, 26, 8
78, 1, 35, 8, 22, 12
79, 1, 37, 6, 19, 15
80, 1, 34, 9, 25, 9
81, 0, 38, 5, 17, 17
82, 0, 38, 5, 18, 16
83, 0, 39, 4, 17, 17
84, 0, 37, 6, 18, 16
85, 1, 26, 17, 28, 6
86, 1, 37, 6, 19, 15
87, 1, 37, 6, 20, 14
88, 1, 34, 9, 27, 7
89, 0, 39, 4, 22, 12
90, 0, 37, 6, 22, 12
91, 0, 34, 9, 24, 10
92, 0, 35, 8, 21, 13
93, 0, 36, 7, 21, 13
94, 1, 39, 4, 23, 11
95, 1, 40, 3, 23, 11
96, 1, 36, 7, 26, 8
97, 0, 39, 4, 24, 10
98, 0, 37, 6, 17, 17
99, 1, 38, 5, 20, 14
100, 0, 41, 2, 20, 14
101, 0, 38, 5, 23, 11
102, 1, 31, 12, 29, 5
103, 1, 39, 4, 20, 14
104, 0, 34, 9, 31, 3
105, 1, 38, 5, 31, 3
106, 1, 37, 6, 27, 7
107, 1, 29, 14, 26, 8
108, 1, 41, 2, 15, 19
109, 0, 39, 4, 26, 8
110, 0, 40, 3, 21, 13
111, 0, 39, 4, 25, 9
112, 0, 38, 5, 29, 5
113, 1, 37, 6, 30, 4
114, 1, 34, 9, 32, 2
115, 1, 38, 5, 28, 6
116, 1, 40, 3, 26, 8
117, 0, 36, 7, 25, 9
118, 0, 40, 3, 20, 14
119, 0, 29, 14, 26, 8
120, 0, 33, 10, 28, 6
121, 1, 37, 6, 31, 3
122, 1, 33, 10, 32, 2
123, 1, 34, 9, 30, 4
124, 1, 39, 4, 29, 5
125, 1, 35, 8, 27, 7
126, 1, 35, 8, 25, 9
127, 1, 40, 3, 24, 10
128, 1, 23, 20, 33, 1
129, 1, 43, 0, 33, 1
130, 1, 40, 3, 33, 1
131, 1, 27, 16, 32, 2
132, 1, 33, 10, 32, 2
133, 1, 41, 2, 31, 3
134, 1, 22, 21, 32, 2
135, 1, 37, 6, 33, 1
136, 1, 43, 0, 33, 1
137, 1, 42, 1, 34, 0
138, 1, 43, 0, 34, 0
139, 1, 43, 0, 34, 0
140, 1, 42, 1, 34, 0
141, 1, 43, 0, 34, 0
142, 1, 43, 0, 34, 0
143, 1, 43, 0, 34, 0
144, 1, 42, 1, 34, 0
145, 0, 43, 0, 0, 34
146, 0, 43, 0, 0, 34
147, 1, 43, 0, 34, 0
148, 1, 43, 0, 34, 0
149, 1, 43, 0, 34, 0
150, 1, 43, 0, 34, 0
151, 1, 43, 0, 34, 0
152, 1, 43, 0, 34, 0
