landmark_index, pred, ww, wm, mm, mw
1, 0, 42, 0, 0, 35
2, 0, 42, 0, 0, 35
3, 0, 42, 0, 0, 35
4, 0, 42, 0, 35, 0
5, 0, 42, 0, 35, 0
17, 0, 37, 5, 34, 1
6, 0, 42, 0, 35, 0
7, 0, 42, 0, 0, 35
8, 0, 42, 0, 0, 35
9, 0, 42, 0, 35, 0
10, 0, 42, 0, 35, 0
11, 0, 40, 2, 34, 1
12, 0, 42, 0, 35, 0
13, 0, 42, 0, 34, 1
18, 0, 39, 3, 34, 1
14, 0, 37, 5, 34, 1
15, 0, 42, 0, 34, 1
16, 0, 42, 0, 0, 35
17, 0, 37, 5, 34, 1
18, 0, 39, 3, 34, 1
19, 0, 27, 15, 31, 4
19, 0, 27, 15, 31, 4
20, 1, 25, 17, 32, 3
20, 1, 25, 17, 32, 3
21, 0, 38, 4, 32, 3
21, 0, 38, 4, 32, 3
22, 0, 42, 0, 31, 4
22, 0, 42, 0, 31, 4
23, 0, 42, 0, 33, 2
24, 0, 41, 1, 34, 1
23, 0, 42, 0, 33, 2
24, 0, 41, 1, 34, 1
25, 1, 31, 11, 29, 6
25, 1, 31, 11, 29, 6
26, 0, 34, 8, 29, 6
26, 0, 34, 8, 29, 6
27, 0, 37, 5, 27, 8
27, 0, 37, 5, 27, 8
28, 0, 37, 5, 26, 9
28, 0, 37, 5, 26, 9
29, 0, 36, 6, 26, 9
29, 0, 36, 6, 26, 9
30, 1, 34, 8, 26, 9
30, 1, 34, 8, 26, 9
31, 0, 41, 1, 26, 9
31, 0, 41, 1, 26, 9
32, 1, 30, 12, 31, 4
32, 1, 30, 12, 31, 4
33, 0, 35, 7, 26, 9
33, 0, 35, 7, 26, 9
34, 0, 38, 4, 26, 9
34, 0, 38, 4, 26, 9
35, 0, 39, 3, 26, 9
35, 0, 39, 3, 26, 9
36, 0, 37, 5, 20, 15
36, 0, 37, 5, 20, 15
37, 0, 35, 7, 27, 8
37, 0, 35, 7, 27, 8
38, 1, 35, 7, 20, 15
38, 1, 35, 7, 20, 15
39, 0, 37, 5, 20, 15
39, 0, 37, 5, 20, 15
40, 0, 39, 3, 24, 11
40, 0, 39, 3, 24, 11
41, 0, 34, 8, 28, 7
41, 0, 34, 8, 28, 7
42, 0, 36, 6, 25, 10
42, 0, 36, 6, 25, 10
43, 1, 37, 5, 19, 16
43, 1, 37, 5, 19, 16
44, 0, 39, 3, 10, 25
44, 0, 39, 3, 10, 25
45, 0, 32, 10, 25, 10
45, 0, 32, 10, 25, 10
46, 0, 34, 8, 26, 9
46, 0, 34, 8, 26, 9
47, 1, 37, 5, 24, 11
47, 1, 37, 5, 24, 11
48, 0, 34, 8, 28, 7
48, 0, 34, 8, 28, 7
49, 0, 37, 5, 24, 11
49, 0, 37, 5, 24, 11
50, 1, 37, 5, 22, 13
50, 1, 37, 5, 22, 13
51, 1, 35, 7, 23, 12
51, 1, 35, 7, 23, 12
52, 0, 34, 8, 25, 10
52, 0, 34, 8, 25, 10
53, 0, 35, 7, 27, 8
53, 0, 35, 7, 27, 8
54, 0, 34, 8, 17, 18
54, 0, 34, 8, 17, 18
55, 0, 39, 3, 18, 17
55, 0, 39, 3, 18, 17
56, 0, 34, 8, 30, 5
56, 0, 34, 8, 30, 5
57, 1, 38, 4, 21, 14
57, 1, 38, 4, 21, 14
58, 1, 34, 8, 28, 7
58, 1, 34, 8, 28, 7
59, 1, 36, 6, 21, 14
59, 1, 36, 6, 21, 14
60, 1, 39, 3, 21, 14
60, 1, 39, 3, 21, 14
61, 0, 34, 8, 27, 8
61, 0, 34, 8, 27, 8
62, 0, 34, 8, 27, 8
62, 0, 34, 8, 27, 8
63, 0, 28, 14, 27, 8
63, 0, 28, 14, 27, 8
64, 0, 31, 11, 25, 10
64, 0, 31, 11, 25, 10
65, 0, 37, 5, 27, 8
65, 0, 37, 5, 27, 8
66, 1, 33, 9, 26, 9
66, 1, 33, 9, 26, 9
67, 1, 28, 14, 25, 10
67, 1, 28, 14, 25, 10
68, 0, 34, 8, 17, 18
