,landmark_index,sample_index,min_alpha,max_alpha,min_theta,max_theta,num,pts,r,stype
327,24,3,-33.35,-23.82,2.36,3.14,50,14,0.801141549,mt-at
328,25,3,-4.76,4.76,-0.79,0.0,50,0,7.983814496,mt-at
329,26,3,-4.76,4.76,-1.57,-0.79,50,2,9.181442946,mt-at
330,27,3,-4.76,4.76,-2.36,-1.57,50,0,5.566183675,mt-at
331,28,3,-4.76,4.76,-3.14,-2.36,50,1,9.407760691,mt-at
332,29,3,-4.76,4.76,0.0,0.79,50,34,10.84416199,mt-at
333,30,3,-4.76,4.76,0.79,1.57,50,0,8.233002365,mt-at
334,31,3,-4.76,4.76,1.57,2.36,50,0,6.496393749,mt-at
335,32,3,-4.76,4.76,2.36,3.14,50,0,4.887929261,mt-at
336,33,3,-42.88,-33.35,-0.79,0.0,50,147,2.021891451,mt-at
337,34,3,-42.88,-33.35,-1.57,-0.79,50,485,2.6145014619999998,mt-at
338,35,3,-42.88,-33.35,-2.36,-1.57,50,844,4.873039686,mt-at
339,36,3,-42.88,-33.35,-3.14,-2.36,50,88,3.110506315,mt-at
340,37,3,-42.88,-33.35,0.0,0.79,50,299,1.603763492,mt-at
341,38,3,-42.88,-33.35,0.79,1.57,50,210,1.587549277,mt-at
342,39,3,-42.88,-33.35,1.57,2.36,50,7,0.8880446940000001,mt-at
343,40,3,-42.88,-33.35,2.36,3.14,50,22,0.493714541,mt-at
344,41,3,-52.4,-42.88,-0.79,0.0,50,86,2.529521325,mt-at
