,landmark_index,sample_index,min_alpha,max_alpha,min_theta,max_theta,num,pts,r,stype
1274,59,24,-71.46,-61.93,-2.36,-1.57,50,0,6.158859893076922,mt-zrf
1275,60,24,-71.46,-61.93,-3.14,-2.36,50,0,4.685663,mt-zrf
1276,61,24,-71.46,-61.93,0.0,0.79,50,0,7.54188176757143,mt-zrf
1277,62,24,-71.46,-61.93,0.79,1.57,50,0,9.371338572047621,mt-zrf
1278,63,24,-71.46,-61.93,1.57,2.36,50,0,6.53121312817647,mt-zrf
1279,64,24,-71.46,-61.93,2.36,3.14,50,0,6.071621147214286,mt-zrf
1280,65,24,-80.99,-71.46,-0.79,0.0,50,0,10.3128461528,mt-zrf
1281,66,24,-80.99,-71.46,-1.57,-0.79,50,0,11.3182055094,mt-zrf
1282,67,24,-80.99,-71.46,-2.36,-1.57,50,0,5.815648733333333,mt-zrf
1283,68,24,-80.99,-71.46,-3.14,-2.36,50,0,5.815648733333333,mt-zrf
1284,69,24,-80.99,-71.46,0.0,0.79,50,0,10.684059734200002,mt-zrf
1285,70,24,-80.99,-71.46,0.79,1.57,50,0,12.2509807665,mt-zrf
1286,71,24,-80.99,-71.46,1.57,2.36,50,0,8.217831928,mt-zrf
1287,72,24,-80.99,-71.46,2.36,3.14,50,0,10.4099061955,mt-zrf
1288,73,24,-90.51,-80.99,-0.79,0.0,50,0,10.584386488333333,mt-zrf
1289,74,24,-90.51,-80.99,-1.57,-0.79,50,0,10.584386488333333,mt-zrf
1290,75,24,-90.51,-80.99,-2.36,-1.57,50,0,6.6317259075,mt-zrf
1291,76,24,-90.51,-80.99,-3.14,-2.36,50,0,6.6317259075,mt-zrf
1292,77,24,-90.51,-80.99,0.0,0.79,50,0,9.276694040333334,mt-zrf
1293,78,24,-90.51,-80.99,0.79,1.57,50,0,9.276694040333334,mt-zrf
1294,79,24,-90.51,-80.99,1.57,2.36,50,0,3.91015801,mt-zrf
1295,80,24,-90.51,-80.99,2.36,3.14,50,0,3.91015801,mt-zrf
1296,81,24,14.29,23.82,-0.79,0.0,50,156,7.251469776,mt-zrf
1297,82,24,14.29,23.82,-1.57,-0.79,50,16,8.859961497,mt-zrf
1298,83,24,14.29,23.82,-2.36,-1.57,50,0,10.883893578924525,mt-zrf
1299,84,24,14.29,23.82,-3.14,-2.36,50,86,2.3217526719999997,mt-zrf
1300,85,24,14.29,23.82,0.0,0.79,50,219,7.38373216,mt-zrf
1301,86,24,14.29,23.82,0.79,1.57,50,1633,12.86562822,mt-zrf
1302,87,24,14.29,23.82,1.57,2.36,50,3224,10.43375484,mt-zrf
1303,88,24,14.29,23.82,2.36,3.14,50,357,2.328132284,mt-zrf
1304,89,24,23.82,33.35,-0.79,0.0,50,953,3.412990663,mt-zrf
1305,90,24,23.82,33.35,-1.57,-0.79,50,907,5.042100243999999,mt-zrf
1306,91,24,23.82,33.35,-2.36,-1.57,50,1963,4.787112598,mt-zrf
1307,92,24,23.82,33.35,-3.14,-2.36,50,1796,2.630848834,mt-zrf
1308,93,24,23.82,33.35,0.0,0.79,50,1477,4.8153120519999995,mt-zrf
1309,94,24,23.82,33.35,0.79,1.57,50,2869,5.511158401,mt-zrf
1310,95,24,23.82,33.35,1.57,2.36,50,4180,4.403168991,mt-zrf
1311,96,24,23.82,33.35,2.36,3.14,50,1838,3.2240171089999996,mt-zrf
1312,97,24,33.35,42.88,-0.79,0.0,50,1595,2.974396633,mt-zrf
1313,98,24,33.35,42.88,-1.57,-0.79,50,6557,5.733602502,mt-zrf
1314,99,24,33.35,42.88,-2.36,-1.57,50,9354,7.1652319989999995,mt-zrf
1315,100,24,33.35,42.88,-3.14,-2.36,50,361,2.619173552,mt-zrf
1316,101,24,33.35,42.88,0.0,0.79,50,1529,3.156800497,mt-zrf
1317,102,24,33.35,42.88,0.79,1.57,50,4998,4.346282238,mt-zrf
1318,103,24,33.35,42.88,1.57,2.36,50,3425,5.092221137,mt-zrf
1319,104,24,33.35,42.88,2.36,3.14,50,960,2.34786217,mt-zrf
1320,105,24,4.76,14.29,-0.79,0.0,50,144,7.905659199,mt-zrf
1321,106,24,4.76,14.29,-1.57,-0.79,50,28,5.926122385,mt-zrf
1322,107,24,4.76,14.29,-2.36,-1.57,50,0,13.38341623416,mt-zrf
1323,108,24,4.76,14.29,-3.14,-2.36,50,3,1.582422805,mt-zrf
1324,109,24,4.76,14.29,0.0,0.79,50,423,9.750334045,mt-zrf
1325,110,24,4.76,14.29,0.79,1.57,50,1942,13.05637871,mt-zrf
1326,111,24,4.76,14.29,1.57,2.36,50,3428,13.27850747,mt-zrf
1327,112,24,4.76,14.29,2.36,3.14,50,44,1.241400227,mt-zrf
1328,113,24,42.88,52.4,-0.79,0.0,50,103,2.3865880809999998,mt-zrf
1329,114,24,42.88,52.4,-1.57,-0.79,50,4032,8.117124027000001,mt-zrf
1330,115,24,42.88,52.4,-2.36,-1.57,50,1254,9.505835795,mt-zrf
1331,116,24,42.88,52.4,-3.14,-2.36,50,14,3.015548398,mt-zrf
1332,117,24,42.88,52.4,0.0,0.79,50,52,1.5952015609999999,mt-zrf
1333,118,24,42.88,52.4,0.79,1.57,50,309,2.145423304,mt-zrf
1334,119,24,42.88,52.4,1.57,2.36,50,429,2.226883494,mt-zrf
1335,120,24,42.88,52.4,2.36,3.14,50,132,2.384121043,mt-zrf
1336,121,24,52.4,61.93,-0.79,0.0,50,0,7.732970884675001,mt-zrf
1337,122,24,52.4,61.93,-1.57,-0.79,50,0,7.754738862707319,mt-zrf
1338,123,24,52.4,61.93,-2.36,-1.57,50,0,6.569701020212119,mt-zrf
1339,124,24,52.4,61.93,-3.14,-2.36,50,0,5.1814678814374995,mt-zrf
1340,125,24,52.4,61.93,0.0,0.79,50,0,6.688967162820512,mt-zrf
1341,126,24,52.4,61.93,0.79,1.57,50,0,8.702008207210525,mt-zrf
1342,127,24,52.4,61.93,1.57,2.36,50,0,8.648175480764703,mt-zrf
1343,128,24,52.4,61.93,2.36,3.14,50,0,6.969733379593749,mt-zrf
1344,129,24,61.93,71.46,-0.79,0.0,50,0,7.600197435739131,mt-zrf
1345,130,24,61.93,71.46,-1.57,-0.79,50,0,7.827794362454545,mt-zrf
1346,131,24,61.93,71.46,-2.36,-1.57,50,0,5.940535763647058,mt-zrf
1347,132,24,61.93,71.46,-3.14,-2.36,50,0,5.973802553133334,mt-zrf
1348,133,24,61.93,71.46,0.0,0.79,50,0,7.1845207087727285,mt-zrf
1349,134,24,61.93,71.46,0.79,1.57,50,0,8.661729118458334,mt-zrf
1350,135,24,61.93,71.46,1.57,2.36,50,0,8.143087029631578,mt-zrf
1351,136,24,61.93,71.46,2.36,3.14,50,0,5.907005426312501,mt-zrf
1352,137,24,71.46,80.99,-0.79,0.0,50,0,9.940457303272726,mt-zrf
1353,138,24,71.46,80.99,-1.57,-0.79,50,0,9.3633622756,mt-zrf
1354,139,24,71.46,80.99,-2.36,-1.57,50,0,5.3614083615000006,mt-zrf
1355,140,24,71.46,80.99,-3.14,-2.36,50,0,7.00319746275,mt-zrf
1356,141,24,71.46,80.99,0.0,0.79,50,0,9.0752873962,mt-zrf
1357,142,24,71.46,80.99,0.79,1.57,50,0,14.529684476571429,mt-zrf
1358,143,24,71.46,80.99,1.57,2.36,50,0,11.4490653566,mt-zrf
1359,144,24,71.46,80.99,2.36,3.14,50,0,3.6453054280000003,mt-zrf
1360,145,24,80.99,90.51,-0.79,0.0,50,0,4.884112899000001,mt-zrf
1361,146,24,80.99,90.51,-1.57,-0.79,50,0,4.470987876000001,mt-zrf
1362,147,24,80.99,90.51,-2.36,-1.57,50,0,3.7555405865000004,mt-zrf
1363,148,24,80.99,90.51,-3.14,-2.36,50,0,3.7555405865000004,mt-zrf
1364,149,24,80.99,90.51,0.0,0.79,50,0,5.344322461333333,mt-zrf
1365,150,24,80.99,90.51,0.79,1.57,50,0,10.239756931,mt-zrf
1366,151,24,80.99,90.51,1.57,2.36,50,0,8.501807839333333,mt-zrf
1367,152,24,80.99,90.51,2.36,3.14,50,0,7.763095025999999,mt-zrf
1368,1,101,-14.29,-4.76,-0.79,0.0,50,663,14.68459525,wt-zrf
1369,2,101,-14.29,-4.76,-1.57,-0.79,50,456,8.17566957,wt-zrf
1370,3,101,-14.29,-4.76,-2.36,-1.57,50,820,9.043584504,wt-zrf
1371,4,101,-14.29,-4.76,-3.14,-2.36,50,2327,14.74120014,wt-zrf
1372,5,101,-14.29,-4.76,0.0,0.79,50,70,18.79067568,wt-zrf
1373,6,101,-14.29,-4.76,0.79,1.57,50,0,13.61233011928846,wt-zrf
1374,7,101,-14.29,-4.76,1.57,2.36,50,0,15.667547974351852,wt-zrf
1375,8,101,-14.29,-4.76,2.36,3.14,50,18,9.61172643,wt-zrf
1376,9,101,-23.82,-14.29,-0.79,0.0,50,437,9.98204158,wt-zrf
1377,10,101,-23.82,-14.29,-1.57,-0.79,50,1093,8.971020438,wt-zrf
1378,11,101,-23.82,-14.29,-2.36,-1.57,50,881,8.86571694,wt-zrf
1379,12,101,-23.82,-14.29,-3.14,-2.36,50,1936,13.80937072,wt-zrf
1380,13,101,-23.82,-14.29,0.0,0.79,50,391,5.592823662000001,wt-zrf
1381,14,101,-23.82,-14.29,0.79,1.57,50,41,5.829859081,wt-zrf
1382,15,101,-23.82,-14.29,1.57,2.36,50,7,3.6247300389999997,wt-zrf
1383,16,101,-23.82,-14.29,2.36,3.14,50,62,10.63010178,wt-zrf
1384,17,101,-33.35,-23.82,-0.79,0.0,50,466,7.8645003860000005,wt-zrf
1385,18,101,-33.35,-23.82,-1.57,-0.79,50,572,6.548260667,wt-zrf
1386,19,101,-33.35,-23.82,-2.36,-1.57,50,2090,5.8088414,wt-zrf
1387,20,101,-33.35,-23.82,-3.14,-2.36,50,5063,14.45795117,wt-zrf
1388,21,101,-33.35,-23.82,0.0,0.79,50,467,9.714192437000001,wt-zrf
1389,22,101,-33.35,-23.82,0.79,1.57,50,29,9.811301599,wt-zrf
1390,23,101,-33.35,-23.82,1.57,2.36,50,76,6.880036877,wt-zrf
1391,24,101,-33.35,-23.82,2.36,3.14,50,355,11.80327825,wt-zrf
1392,25,101,-4.76,4.76,-0.79,0.0,50,387,9.444666807,wt-zrf
1393,26,101,-4.76,4.76,-1.57,-0.79,50,450,6.870341235,wt-zrf
1394,27,101,-4.76,4.76,-2.36,-1.57,50,437,6.127701265,wt-zrf
1395,28,101,-4.76,4.76,-3.14,-2.36,50,1517,15.11623185,wt-zrf
1396,29,101,-4.76,4.76,0.0,0.79,50,160,17.06655153,wt-zrf
1397,30,101,-4.76,4.76,0.79,1.57,50,1,8.591838258,wt-zrf
1398,31,101,-4.76,4.76,1.57,2.36,50,1,2.57298765,wt-zrf
1399,32,101,-4.76,4.76,2.36,3.14,50,3,7.451647625,wt-zrf
1400,33,101,-42.88,-33.35,-0.79,0.0,50,1134,9.018573896,wt-zrf
1401,34,101,-42.88,-33.35,-1.57,-0.79,50,375,6.253312748,wt-zrf
1402,35,101,-42.88,-33.35,-2.36,-1.57,50,2275,5.049002303,wt-zrf
1403,36,101,-42.88,-33.35,-3.14,-2.36,50,7390,11.14968136,wt-zrf
1404,37,101,-42.88,-33.35,0.0,0.79,50,5011,10.26664245,wt-zrf
1405,38,101,-42.88,-33.35,0.79,1.57,50,347,9.734145911,wt-zrf
1406,39,101,-42.88,-33.35,1.57,2.36,50,168,4.3986439530000006,wt-zrf
1407,40,101,-42.88,-33.35,2.36,3.14,50,616,12.70685516,wt-zrf
1408,41,101,-52.4,-42.88,-0.79,0.0,50,2647,4.891687095,wt-zrf
1409,42,101,-52.4,-42.88,-1.57,-0.79,50,679,4.232333851,wt-zrf
1410,43,101,-52.4,-42.88,-2.36,-1.57,50,3717,5.685714494,wt-zrf
1411,44,101,-52.4,-42.88,-3.14,-2.36,50,7128,6.467605859,wt-zrf
1412,45,101,-52.4,-42.88,0.0,0.79,50,7881,9.006369111,wt-zrf
1413,46,101,-52.4,-42.88,0.79,1.57,50,8523,11.63516521,wt-zrf
1414,47,101,-52.4,-42.88,1.57,2.36,50,576,8.307208558,wt-zrf
1415,48,101,-52.4,-42.88,2.36,3.14,50,1136,4.392910924,wt-zrf
1416,49,101,-61.93,-52.4,-0.79,0.0,50,2389,3.21663131,wt-zrf
1417,50,101,-61.93,-52.4,-1.57,-0.79,50,941,4.019637461,wt-zrf
1418,51,101,-61.93,-52.4,-2.36,-1.57,50,4277,5.082608883,wt-zrf
1419,52,101,-61.93,-52.4,-3.14,-2.36,50,2157,2.570537844,wt-zrf
1420,53,101,-61.93,-52.4,0.0,0.79,50,5090,5.16801725,wt-zrf
1421,54,101,-61.93,-52.4,0.79,1.57,50,11233,8.394687989,wt-zrf
1422,55,101,-61.93,-52.4,1.57,2.36,50,595,1.39831051,wt-zrf
1423,56,101,-61.93,-52.4,2.36,3.14,50,382,1.401697121,wt-zrf
1424,57,101,-71.46,-61.93,-0.79,0.0,50,92,1.77974662,wt-zrf
1425,58,101,-71.46,-61.93,-1.57,-0.79,50,307,9.186239342,wt-zrf
1426,59,101,-71.46,-61.93,-2.36,-1.57,50,184,3.2332435680000002,wt-zrf
1427,60,101,-71.46,-61.93,-3.14,-2.36,50,26,0.9431400329999999,wt-zrf
1428,61,101,-71.46,-61.93,0.0,0.79,50,845,3.617043128,wt-zrf
1429,62,101,-71.46,-61.93,0.79,1.57,50,1935,5.65831298,wt-zrf
1430,63,101,-71.46,-61.93,1.57,2.36,50,2,0.7766800620000001,wt-zrf
1431,64,101,-71.46,-61.93,2.36,3.14,50,6,0.887642845,wt-zrf
1432,65,101,-80.99,-71.46,-0.79,0.0,50,0,10.3128461528,wt-zrf
1433,66,101,-80.99,-71.46,-1.57,-0.79,50,3,8.309288783,wt-zrf
1434,67,101,-80.99,-71.46,-2.36,-1.57,50,0,5.815648733333333,wt-zrf
1435,68,101,-80.99,-71.46,-3.14,-2.36,50,0,5.815648733333333,wt-zrf
1436,69,101,-80.99,-71.46,0.0,0.79,50,0,10.684059734200002,wt-zrf
1437,70,101,-80.99,-71.46,0.79,1.57,50,0,12.2509807665,wt-zrf
1438,71,101,-80.99,-71.46,1.57,2.36,50,0,8.217831928,wt-zrf
1439,72,101,-80.99,-71.46,2.36,3.14,50,0,10.4099061955,wt-zrf
1440,73,101,-90.51,-80.99,-0.79,0.0,50,0,10.584386488333333,wt-zrf
1441,74,101,-90.51,-80.99,-1.57,-0.79,50,0,10.584386488333333,wt-zrf
1442,75,101,-90.51,-80.99,-2.36,-1.57,50,0,6.6317259075,wt-zrf
1443,76,101,-90.51,-80.99,-3.14,-2.36,50,0,6.6317259075,wt-zrf
1444,77,101,-90.51,-80.99,0.0,0.79,50,0,9.276694040333334,wt-zrf
1445,78,101,-90.51,-80.99,0.79,1.57,50,0,9.276694040333334,wt-zrf
1446,79,101,-90.51,-80.99,1.57,2.36,50,0,3.91015801,wt-zrf
1447,80,101,-90.51,-80.99,2.36,3.14,50,0,3.91015801,wt-zrf
1448,81,101,14.29,23.82,-0.79,0.0,50,546,5.997366601,wt-zrf
1449,82,101,14.29,23.82,-1.57,-0.79,50,815,2.268224995,wt-zrf
1450,83,101,14.29,23.82,-2.36,-1.57,50,1286,4.398350568,wt-zrf
1451,84,101,14.29,23.82,-3.14,-2.36,50,5998,6.473105264,wt-zrf
1452,85,101,14.29,23.82,0.0,0.79,50,1457,9.91202438,wt-zrf
1453,86,101,14.29,23.82,0.79,1.57,50,228,1.741877558,wt-zrf
1454,87,101,14.29,23.82,1.57,2.36,50,228,1.755921922,wt-zrf
1455,88,101,14.29,23.82,2.36,3.14,50,919,2.663221856,wt-zrf
1456,89,101,23.82,33.35,-0.79,0.0,50,288,11.5035262,wt-zrf
1457,90,101,23.82,33.35,-1.57,-0.79,50,375,3.223944129,wt-zrf
1458,91,101,23.82,33.35,-2.36,-1.57,50,1603,4.668861988,wt-zrf
1459,92,101,23.82,33.35,-3.14,-2.36,50,8010,9.414984055,wt-zrf
1460,93,101,23.82,33.35,0.0,0.79,50,1594,8.857349478,wt-zrf
1461,94,101,23.82,33.35,0.79,1.57,50,1360,2.368153061,wt-zrf
1462,95,101,23.82,33.35,1.57,2.36,50,277,1.451847006,wt-zrf
1463,96,101,23.82,33.35,2.36,3.14,50,1578,3.0998795219999997,wt-zrf
1464,97,101,33.35,42.88,-0.79,0.0,50,504,11.62748929,wt-zrf
1465,98,101,33.35,42.88,-1.57,-0.79,50,395,10.17642936,wt-zrf
1466,99,101,33.35,42.88,-2.36,-1.57,50,1735,7.339118345,wt-zrf
1467,100,101,33.35,42.88,-3.14,-2.36,50,6632,5.9789775789999995,wt-zrf
1468,101,101,33.35,42.88,0.0,0.79,50,1796,5.798445742,wt-zrf
1469,102,101,33.35,42.88,0.79,1.57,50,1556,3.7821405560000003,wt-zrf
1470,103,101,33.35,42.88,1.57,2.36,50,610,2.066817536,wt-zrf
1471,104,101,33.35,42.88,2.36,3.14,50,2183,3.287648225,wt-zrf
1472,105,101,4.76,14.29,-0.79,0.0,50,412,7.690667111000001,wt-zrf
1473,106,101,4.76,14.29,-1.57,-0.79,50,438,4.3424604239999995,wt-zrf
1474,107,101,4.76,14.29,-2.36,-1.57,50,1491,5.274106819,wt-zrf
1475,108,101,4.76,14.29,-3.14,-2.36,50,1754,9.573613807000001,wt-zrf
1476,109,101,4.76,14.29,0.0,0.79,50,859,11.29656423,wt-zrf
1477,110,101,4.76,14.29,0.79,1.57,50,55,6.656848796,wt-zrf
1478,111,101,4.76,14.29,1.57,2.36,50,12,3.333077902,wt-zrf
1479,112,101,4.76,14.29,2.36,3.14,50,195,3.9609948360000002,wt-zrf
1480,113,101,42.88,52.4,-0.79,0.0,50,1016,2.979048728,wt-zrf
1481,114,101,42.88,52.4,-1.57,-0.79,50,1228,5.121708900000001,wt-zrf
1482,115,101,42.88,52.4,-2.36,-1.57,50,3632,5.818214294,wt-zrf
1483,116,101,42.88,52.4,-3.14,-2.36,50,5286,5.620782963,wt-zrf
1484,117,101,42.88,52.4,0.0,0.79,50,3732,5.42741504,wt-zrf
1485,118,101,42.88,52.4,0.79,1.57,50,4357,10.55430756,wt-zrf
1486,119,101,42.88,52.4,1.57,2.36,50,425,3.61443267,wt-zrf
1487,120,101,42.88,52.4,2.36,3.14,50,1462,2.721984755,wt-zrf
1488,121,101,52.4,61.93,-0.79,0.0,50,2217,4.275639732,wt-zrf
1489,122,101,52.4,61.93,-1.57,-0.79,50,4306,4.530277863999999,wt-zrf
1490,123,101,52.4,61.93,-2.36,-1.57,50,4001,6.863092637,wt-zrf
1491,124,101,52.4,61.93,-3.14,-2.36,50,243,2.499527165,wt-zrf
1492,125,101,52.4,61.93,0.0,0.79,50,2471,5.009302834,wt-zrf
1493,126,101,52.4,61.93,0.79,1.57,50,7628,10.0714942,wt-zrf
1494,127,101,52.4,61.93,1.57,2.36,50,165,6.622329274,wt-zrf
1495,128,101,52.4,61.93,2.36,3.14,50,250,6.915047513999999,wt-zrf
1496,129,101,61.93,71.46,-0.79,0.0,50,745,4.126996202,wt-zrf
1497,130,101,61.93,71.46,-1.57,-0.79,50,570,7.232666572,wt-zrf
1498,131,101,61.93,71.46,-2.36,-1.57,50,97,4.721868784,wt-zrf
1499,132,101,61.93,71.46,-3.14,-2.36,50,0,5.973802553133334,wt-zrf
1500,133,101,61.93,71.46,0.0,0.79,50,2696,6.007487683,wt-zrf
1501,134,101,61.93,71.46,0.79,1.57,50,3490,9.607644298,wt-zrf
1502,135,101,61.93,71.46,1.57,2.36,50,10,3.9002858560000004,wt-zrf
1503,136,101,61.93,71.46,2.36,3.14,50,0,5.907005426312501,wt-zrf
1504,137,101,71.46,80.99,-0.79,0.0,50,134,9.282076442000001,wt-zrf
1505,138,101,71.46,80.99,-1.57,-0.79,50,5,12.41487539,wt-zrf
1506,139,101,71.46,80.99,-2.36,-1.57,50,0,5.3614083615000006,wt-zrf
1507,140,101,71.46,80.99,-3.14,-2.36,50,0,7.00319746275,wt-zrf
1508,141,101,71.46,80.99,0.0,0.79,50,9,6.45872129,wt-zrf
1509,142,101,71.46,80.99,0.79,1.57,50,0,14.529684476571429,wt-zrf
1510,143,101,71.46,80.99,1.57,2.36,50,0,11.4490653566,wt-zrf
1511,144,101,71.46,80.99,2.36,3.14,50,0,3.6453054280000003,wt-zrf
1512,145,101,80.99,90.51,-0.79,0.0,50,0,4.884112899000001,wt-zrf
1513,146,101,80.99,90.51,-1.57,-0.79,50,0,4.470987876000001,wt-zrf
1514,147,101,80.99,90.51,-2.36,-1.57,50,0,3.7555405865000004,wt-zrf
1515,148,101,80.99,90.51,-3.14,-2.36,50,0,3.7555405865000004,wt-zrf
1516,149,101,80.99,90.51,0.0,0.79,50,0,5.344322461333333,wt-zrf
1517,150,101,80.99,90.51,0.79,1.57,50,0,10.239756931,wt-zrf
1518,151,101,80.99,90.51,1.57,2.36,50,0,8.501807839333333,wt-zrf
1519,152,101,80.99,90.51,2.36,3.14,50,0,7.763095025999999,wt-zrf
1520,1,102,-14.29,-4.76,-0.79,0.0,50,54,15.042155800000002,wt-zrf
1521,2,102,-14.29,-4.76,-1.57,-0.79,50,54,15.9361353,wt-zrf
1522,3,102,-14.29,-4.76,-2.36,-1.57,50,220,13.38843774,wt-zrf
1523,4,102,-14.29,-4.76,-3.14,-2.36,50,887,12.87632164,wt-zrf
1524,5,102,-14.29,-4.76,0.0,0.79,50,207,18.17010182,wt-zrf
1525,6,102,-14.29,-4.76,0.79,1.57,50,522,20.87115134,wt-zrf
1526,7,102,-14.29,-4.76,1.57,2.36,50,374,27.623338699999998,wt-zrf
1527,8,102,-14.29,-4.76,2.36,3.14,50,268,16.37014133,wt-zrf
1528,9,102,-23.82,-14.29,-0.79,0.0,50,624,21.94160347,wt-zrf
1529,10,102,-23.82,-14.29,-1.57,-0.79,50,137,13.36767861,wt-zrf
1530,11,102,-23.82,-14.29,-2.36,-1.57,50,908,14.20786097,wt-zrf
1531,12,102,-23.82,-14.29,-3.14,-2.36,50,429,11.61561913,wt-zrf
1532,13,102,-23.82,-14.29,0.0,0.79,50,172,11.97351739,wt-zrf
1533,14,102,-23.82,-14.29,0.79,1.57,50,271,18.91618401,wt-zrf
1534,15,102,-23.82,-14.29,1.57,2.36,50,320,15.13845806,wt-zrf
1535,16,102,-23.82,-14.29,2.36,3.14,50,402,16.74345933,wt-zrf
1536,17,102,-33.35,-23.82,-0.79,0.0,50,374,18.64685083,wt-zrf
1537,18,102,-33.35,-23.82,-1.57,-0.79,50,102,9.300240334,wt-zrf
1538,19,102,-33.35,-23.82,-2.36,-1.57,50,1228,14.38518282,wt-zrf
1539,20,102,-33.35,-23.82,-3.14,-2.36,50,1698,9.408815476000001,wt-zrf
1540,21,102,-33.35,-23.82,0.0,0.79,50,434,18.21597528,wt-zrf
1541,22,102,-33.35,-23.82,0.79,1.57,50,480,30.60807632,wt-zrf
1542,23,102,-33.35,-23.82,1.57,2.36,50,400,20.15329655,wt-zrf
1543,24,102,-33.35,-23.82,2.36,3.14,50,625,12.59143156,wt-zrf
1544,25,102,-4.76,4.76,-0.79,0.0,50,112,17.77251719,wt-zrf
1545,26,102,-4.76,4.76,-1.57,-0.79,50,95,16.39692975,wt-zrf
1546,27,102,-4.76,4.76,-2.36,-1.57,50,138,12.13808628,wt-zrf
1547,28,102,-4.76,4.76,-3.14,-2.36,50,357,13.00784531,wt-zrf
1548,29,102,-4.76,4.76,0.0,0.79,50,729,16.59727116,wt-zrf
1549,30,102,-4.76,4.76,0.79,1.57,50,200,21.43605761,wt-zrf
1550,31,102,-4.76,4.76,1.57,2.36,50,347,22.9226645,wt-zrf
1551,32,102,-4.76,4.76,2.36,3.14,50,268,19.77795111,wt-zrf
1552,33,102,-42.88,-33.35,-0.79,0.0,50,211,20.49004398,wt-zrf
1553,34,102,-42.88,-33.35,-1.57,-0.79,50,564,14.22981798,wt-zrf
1554,35,102,-42.88,-33.35,-2.36,-1.57,50,2484,8.327573645,wt-zrf
1555,36,102,-42.88,-33.35,-3.14,-2.36,50,1289,6.44971486,wt-zrf
1556,37,102,-42.88,-33.35,0.0,0.79,50,961,16.40994561,wt-zrf
1557,38,102,-42.88,-33.35,0.79,1.57,50,371,23.446637699999997,wt-zrf
1558,39,102,-42.88,-33.35,1.57,2.36,50,374,10.76761909,wt-zrf
1559,40,102,-42.88,-33.35,2.36,3.14,50,435,10.96508282,wt-zrf
1560,41,102,-52.4,-42.88,-0.79,0.0,50,280,19.6340047,wt-zrf
1561,42,102,-52.4,-42.88,-1.57,-0.79,50,1665,7.503679592,wt-zrf
1562,43,102,-52.4,-42.88,-2.36,-1.57,50,1598,4.759395027,wt-zrf
1563,44,102,-52.4,-42.88,-3.14,-2.36,50,811,6.3671826,wt-zrf
1564,45,102,-52.4,-42.88,0.0,0.79,50,197,6.430121016,wt-zrf
1565,46,102,-52.4,-42.88,0.79,1.57,50,210,24.38627524,wt-zrf
1566,47,102,-52.4,-42.88,1.57,2.36,50,446,17.486659699999997,wt-zrf
1567,48,102,-52.4,-42.88,2.36,3.14,50,257,16.20629237,wt-zrf
1568,49,102,-61.93,-52.4,-0.79,0.0,50,289,6.011518224,wt-zrf
1569,50,102,-61.93,-52.4,-1.57,-0.79,50,1112,6.128804595,wt-zrf
1570,51,102,-61.93,-52.4,-2.36,-1.57,50,424,4.74454358,wt-zrf
1571,52,102,-61.93,-52.4,-3.14,-2.36,50,778,5.446751738,wt-zrf
1572,53,102,-61.93,-52.4,0.0,0.79,50,316,5.828272562,wt-zrf
1573,54,102,-61.93,-52.4,0.79,1.57,50,271,15.19065684,wt-zrf
1574,55,102,-61.93,-52.4,1.57,2.36,50,682,12.04653714,wt-zrf
1575,56,102,-61.93,-52.4,2.36,3.14,50,210,4.0225903789999995,wt-zrf
1576,57,102,-71.46,-61.93,-0.79,0.0,50,808,10.71564828,wt-zrf
1577,58,102,-71.46,-61.93,-1.57,-0.79,50,91,9.204624107999999,wt-zrf
1578,59,102,-71.46,-61.93,-2.36,-1.57,50,0,6.158859893076922,wt-zrf
1579,60,102,-71.46,-61.93,-3.14,-2.36,50,0,4.685663,wt-zrf
1580,61,102,-71.46,-61.93,0.0,0.79,50,675,9.792102938,wt-zrf
1581,62,102,-71.46,-61.93,0.79,1.57,50,38,14.27089105,wt-zrf
1582,63,102,-71.46,-61.93,1.57,2.36,50,0,6.53121312817647,wt-zrf
1583,64,102,-71.46,-61.93,2.36,3.14,50,0,6.071621147214286,wt-zrf
1584,65,102,-80.99,-71.46,-0.79,0.0,50,0,10.3128461528,wt-zrf
1585,66,102,-80.99,-71.46,-1.57,-0.79,50,0,11.3182055094,wt-zrf
1586,67,102,-80.99,-71.46,-2.36,-1.57,50,0,5.815648733333333,wt-zrf
1587,68,102,-80.99,-71.46,-3.14,-2.36,50,0,5.815648733333333,wt-zrf
1588,69,102,-80.99,-71.46,0.0,0.79,50,0,10.684059734200002,wt-zrf
1589,70,102,-80.99,-71.46,0.79,1.57,50,0,12.2509807665,wt-zrf
1590,71,102,-80.99,-71.46,1.57,2.36,50,0,8.217831928,wt-zrf
1591,72,102,-80.99,-71.46,2.36,3.14,50,0,10.4099061955,wt-zrf
1592,73,102,-90.51,-80.99,-0.79,0.0,50,0,10.584386488333333,wt-zrf
1593,74,102,-90.51,-80.99,-1.57,-0.79,50,0,10.584386488333333,wt-zrf
1594,75,102,-90.51,-80.99,-2.36,-1.57,50,0,6.6317259075,wt-zrf
1595,76,102,-90.51,-80.99,-3.14,-2.36,50,0,6.6317259075,wt-zrf
1596,77,102,-90.51,-80.99,0.0,0.79,50,0,9.276694040333334,wt-zrf
1597,78,102,-90.51,-80.99,0.79,1.57,50,0,9.276694040333334,wt-zrf
