,Unnamed: 0,sample_index,min_alpha,max_alpha,min_theta,max_theta,num,pts,r,stype,unique_key,landmark_index
5035,7595,135,23.82,33.35,-0.79,0.0,50,1138,4.567822098,wt-at,23.82/-0.79,96
5036,7675,135,23.82,33.35,0.0,0.79,50,5061,4.032538681,wt-at,23.82/0.0,97
5037,7755,135,23.82,33.35,0.79,1.57,50,2507,2.7445347160000004,wt-at,23.82/0.79,98
5038,7835,135,23.82,33.35,1.57,2.36,50,550,1.3503415730000001,wt-at,23.82/1.57,99
5039,7915,135,23.82,33.35,2.36,3.14,50,737,2.4526937909999997,wt-at,23.82/2.36,100
5040,7995,135,33.35,42.88,-3.14,-2.36,50,2061,4.653713814,wt-at,33.35/-3.14,101
5041,8075,135,33.35,42.88,-2.36,-1.57,50,4292,3.79351504,wt-at,33.35/-2.36,102
5042,8155,135,33.35,42.88,-1.57,-0.79,50,2059,2.8586032319999997,wt-at,33.35/-1.57,103
5043,8235,135,33.35,42.88,-0.79,0.0,50,854,2.2777859080000002,wt-at,33.35/-0.79,104
5044,8315,135,33.35,42.88,0.0,0.79,50,1494,2.531782196,wt-at,33.35/0.0,105
5045,8395,135,33.35,42.88,0.79,1.57,50,3930,4.48181498,wt-at,33.35/0.79,106
5046,8475,135,33.35,42.88,1.57,2.36,50,165,1.379894009,wt-at,33.35/1.57,107
5047,8555,135,33.35,42.88,2.36,3.14,50,158,2.720904995,wt-at,33.35/2.36,108
5048,47,136,-90.51,-80.99,-3.14,-2.36,50,0,0.0,wt-at,28.82484076,1
5049,127,136,-90.51,-80.99,-2.36,-1.57,50,0,0.0,wt-at,38.35169492,2
5050,207,136,-90.51,-80.99,-1.57,-0.79,50,0,0.0,wt-at,57.64968153,3
5051,287,136,-90.51,-80.99,-0.79,0.0,50,0,7.063969395,wt-at,114.5696203,4
5052,367,136,-90.51,-80.99,0.0,0.79,50,0,7.188516933,wt-at,#DIV/0!,5
5053,447,136,-90.51,-80.99,0.79,1.57,50,0,8.238536689,wt-at,-114.5696203,6
5054,527,136,-90.51,-80.99,1.57,2.36,50,0,0.0,wt-at,-57.64968153,7
5055,607,136,-90.51,-80.99,2.36,3.14,50,0,0.0,wt-at,-38.35169492,8
5056,687,136,-80.99,-71.46,-3.14,-2.36,50,0,1.804991465,wt-at,25.79299363,9
5057,767,136,-80.99,-71.46,-2.36,-1.57,50,0,2.9775515980000002,wt-at,34.31779661,10
5058,847,136,-80.99,-71.46,-1.57,-0.79,50,0,4.616573777,wt-at,51.58598726,11
5059,927,136,-80.99,-71.46,-0.79,0.0,50,0,3.069329443,wt-at,102.5189873,12
5060,1007,136,-80.99,-71.46,0.0,0.79,50,0,3.193147737,wt-at,#DIV/0!,13
5061,1087,136,-80.99,-71.46,0.79,1.57,50,0,5.593540193,wt-at,-102.5189873,14
5062,1167,136,-80.99,-71.46,1.57,2.36,50,0,2.525775453,wt-at,-51.58598726,15
5063,1247,136,-80.99,-71.46,2.36,3.14,50,0,1.224732521,wt-at,-34.31779661,16
5064,1327,136,-71.46,-61.93,-3.14,-2.36,50,0,1.373868771,wt-at,22.75796178,17
5065,1407,136,-71.46,-61.93,-2.36,-1.57,50,0,2.770861299,wt-at,30.27966102,18
5066,1487,136,-71.46,-61.93,-1.57,-0.79,50,52,2.894169914,wt-at,45.51592357,19
5067,1567,136,-71.46,-61.93,-0.79,0.0,50,90,2.1330158359999998,wt-at,90.4556962,20
5068,1647,136,-71.46,-61.93,0.0,0.79,50,56,2.1064833640000002,wt-at,#DIV/0!,21
5069,1727,136,-71.46,-61.93,0.79,1.57,50,1001,5.075215095,wt-at,-90.4556962,22
5070,1807,136,-71.46,-61.93,1.57,2.36,50,276,8.19591235,wt-at,-45.51592357,23
5071,1887,136,-71.46,-61.93,2.36,3.14,50,0,1.930789773,wt-at,-30.27966102,24
5072,1967,136,-61.93,-52.4,-3.14,-2.36,50,1,0.6867275909999999,wt-at,19.72292994,25
5073,2047,136,-61.93,-52.4,-2.36,-1.57,50,18,2.383081673,wt-at,26.24152542,26
5074,2127,136,-61.93,-52.4,-1.57,-0.79,50,1688,4.301184686,wt-at,39.44585987,27
5075,2207,136,-61.93,-52.4,-0.79,0.0,50,1045,1.8586738440000001,wt-at,78.39240506,28
5076,2287,136,-61.93,-52.4,0.0,0.79,50,1363,1.931173819,wt-at,#DIV/0!,29
5077,2367,136,-61.93,-52.4,0.79,1.57,50,10068,6.145396047,wt-at,-78.39240506,30
5078,2447,136,-61.93,-52.4,1.57,2.36,50,5629,6.396909021,wt-at,-39.44585987,31
5079,2527,136,-61.93,-52.4,2.36,3.14,50,97,2.656577001,wt-at,-26.24152542,32
5080,2607,136,-52.4,-42.88,-3.14,-2.36,50,528,1.389959406,wt-at,16.68789809,33
5081,2687,136,-52.4,-42.88,-2.36,-1.57,50,381,1.882643563,wt-at,22.20338983,34
5082,2767,136,-52.4,-42.88,-1.57,-0.79,50,7199,5.941321564,wt-at,33.37579618,35
5083,2847,136,-52.4,-42.88,-0.79,0.0,50,2169,2.425810998,wt-at,66.32911392,36
5084,2927,136,-52.4,-42.88,0.0,0.79,50,1360,1.725503681,wt-at,#DIV/0!,37
5085,3007,136,-52.4,-42.88,0.79,1.57,50,5143,4.186695283,wt-at,-66.32911392,38
5086,3087,136,-52.4,-42.88,1.57,2.36,50,6268,4.21075721,wt-at,-33.37579618,39
5087,3167,136,-52.4,-42.88,2.36,3.14,50,1969,2.90285508,wt-at,-22.20338983,40
5088,3247,136,-42.88,-33.35,-3.14,-2.36,50,3521,2.975746235,wt-at,13.65605096,41
5089,3327,136,-42.88,-33.35,-2.36,-1.57,50,2634,3.234227974,wt-at,18.16949153,42
5090,3407,136,-42.88,-33.35,-1.57,-0.79,50,11390,6.326499209,wt-at,27.31210191,43
5091,3487,136,-42.88,-33.35,-0.79,0.0,50,1060,3.5046644280000003,wt-at,54.27848101,44
5092,3567,136,-42.88,-33.35,0.0,0.79,50,1088,2.83324992,wt-at,#DIV/0!,45
5093,3647,136,-42.88,-33.35,0.79,1.57,50,3132,5.017224023,wt-at,-54.27848101,46
5094,3727,136,-42.88,-33.35,1.57,2.36,50,7755,4.755724374,wt-at,-27.31210191,47
5095,3807,136,-42.88,-33.35,2.36,3.14,50,2642,4.336098651,wt-at,-18.16949153,48
5096,3887,136,-33.35,-23.82,-3.14,-2.36,50,5098,3.939250696,wt-at,10.62101911,49
5097,3967,136,-33.35,-23.82,-2.36,-1.57,50,6979,3.4502702000000003,wt-at,14.13135593,50
5098,4047,136,-33.35,-23.82,-1.57,-0.79,50,7753,6.617641122,wt-at,21.24203822,51
5099,4127,136,-33.35,-23.82,-0.79,0.0,50,1061,5.9376134039999995,wt-at,42.21518987,52
5100,4207,136,-33.35,-23.82,0.0,0.79,50,976,2.394610594,wt-at,#DIV/0!,53
5101,4287,136,-33.35,-23.82,0.79,1.57,50,754,3.696064386,wt-at,-42.21518987,54
5102,4367,136,-33.35,-23.82,1.57,2.36,50,6983,8.016192819,wt-at,-21.24203822,55
5103,4447,136,-33.35,-23.82,2.36,3.14,50,1977,5.682607865,wt-at,-14.13135593,56
5104,4527,136,-23.82,-14.29,-3.14,-2.36,50,4301,3.6825472130000003,wt-at,7.585987261,57
5105,4607,136,-23.82,-14.29,-2.36,-1.57,50,5918,3.474753902,wt-at,10.09322034,58
5106,4687,136,-23.82,-14.29,-1.57,-0.79,50,8977,5.194651086,wt-at,15.17197452,59
5107,4767,136,-23.82,-14.29,-0.79,0.0,50,532,5.041310537,wt-at,30.15189873,60
5108,4847,136,-23.82,-14.29,0.0,0.79,50,210,7.628719405,wt-at,#DIV/0!,61
5109,4927,136,-23.82,-14.29,0.79,1.57,50,62,5.071866057,wt-at,-30.15189873,62
5110,5007,136,-23.82,-14.29,1.57,2.36,50,6204,10.87892981,wt-at,-15.17197452,63
5111,5087,136,-23.82,-14.29,2.36,3.14,50,1637,3.2776573260000004,wt-at,-10.09322034,64
5112,5167,136,-14.29,-4.76,-3.14,-2.36,50,5120,4.089212466,wt-at,4.550955414,65
5113,5247,136,-14.29,-4.76,-2.36,-1.57,50,3513,2.913229856,wt-at,6.055084746,66
5114,5327,136,-14.29,-4.76,-1.57,-0.79,50,9864,5.3780257879999995,wt-at,9.101910828,67
5115,5407,136,-14.29,-4.76,-0.79,0.0,50,1575,8.799355745,wt-at,18.08860759,68
5116,5487,136,-14.29,-4.76,0.0,0.79,50,1252,12.92775344,wt-at,#DIV/0!,69
5117,5567,136,-14.29,-4.76,0.79,1.57,50,1278,8.390625101,wt-at,-18.08860759,70
5118,5647,136,-14.29,-4.76,1.57,2.36,50,10164,12.15946333,wt-at,-9.101910828,71
5119,5727,136,-14.29,-4.76,2.36,3.14,50,1725,5.062161856,wt-at,-6.055084746,72
5120,5807,136,-4.76,4.76,-3.14,-2.36,50,7209,4.3450898360000005,wt-at,1.515923567,73
5121,5887,136,-4.76,4.76,-2.36,-1.57,50,2201,2.372444555,wt-at,2.016949153,74
5122,5967,136,-4.76,4.76,-1.57,-0.79,50,9520,5.0926453789999995,wt-at,3.031847134,75
5123,6047,136,-4.76,4.76,-0.79,0.0,50,1774,7.100218409,wt-at,6.025316456,76
5124,6127,136,-4.76,4.76,0.0,0.79,50,1162,7.297721538999999,wt-at,#DIV/0!,77
5125,6207,136,-4.76,4.76,0.79,1.57,50,1063,19.78514171,wt-at,-6.025316456,78
5126,6287,136,-4.76,4.76,1.57,2.36,50,3246,6.24244504,wt-at,-3.031847134,79
5127,6367,136,-4.76,4.76,2.36,3.14,50,3114,5.095592197,wt-at,-2.016949153,80
5128,6423,136,4.76,14.29,-3.14,-2.36,50,4242,,wt-at,4.76/-3.14,81
5129,6476,136,4.76,14.29,-2.36,-1.57,50,1768,2.177896552,wt-at,4.76/-2.36,82
5130,6556,136,4.76,14.29,-1.57,-0.79,50,12600,5.634496017000001,wt-at,4.76/-1.57,83
5131,6636,136,4.76,14.29,-0.79,0.0,50,3226,7.516262365,wt-at,4.76/-0.79,84
5132,6716,136,14.29,23.82,-3.14,-2.36,50,6903,3.2834311730000003,wt-at,14.29/-3.14,85
5133,6796,136,14.29,23.82,-2.36,-1.57,50,3204,2.69466729,wt-at,14.29/-2.36,86
5134,6876,136,14.29,23.82,-1.57,-0.79,50,10817,6.077873814,wt-at,14.29/-1.57,87
5135,6956,136,14.29,23.82,-0.79,0.0,50,1283,9.294727377000001,wt-at,14.29/-0.79,88
5136,7036,136,14.29,23.82,0.0,0.79,50,399,5.883629986,wt-at,14.29/0.0,89
5137,7116,136,14.29,23.82,0.79,1.57,50,1732,6.384209665,wt-at,14.29/0.79,90
5138,7196,136,14.29,23.82,1.57,2.36,50,3868,6.8129391560000006,wt-at,14.29/1.57,91
5139,7276,136,14.29,23.82,2.36,3.14,50,6342,6.379403231,wt-at,14.29/2.36,92
5140,7356,136,23.82,33.35,-3.14,-2.36,50,8320,4.120708691,wt-at,23.82/-3.14,93
5141,7436,136,23.82,33.35,-2.36,-1.57,50,4812,3.585302182,wt-at,23.82/-2.36,94
5142,7516,136,23.82,33.35,-1.57,-0.79,50,12601,7.262850082000001,wt-at,23.82/-1.57,95
5143,7596,136,23.82,33.35,-0.79,0.0,50,1599,6.214546257,wt-at,23.82/-0.79,96
5144,7676,136,23.82,33.35,0.0,0.79,50,788,3.283979348,wt-at,23.82/0.0,97
5145,7756,136,23.82,33.35,0.79,1.57,50,2822,8.123300352000001,wt-at,23.82/0.79,98
5146,7836,136,23.82,33.35,1.57,2.36,50,3580,6.2644720089999995,wt-at,23.82/1.57,99
5147,7916,136,23.82,33.35,2.36,3.14,50,4767,3.911698442,wt-at,23.82/2.36,100
5148,7996,136,33.35,42.88,-3.14,-2.36,50,3213,3.374779885,wt-at,33.35/-3.14,101
5149,8076,136,33.35,42.88,-2.36,-1.57,50,5875,4.226836055,wt-at,33.35/-2.36,102
5150,8156,136,33.35,42.88,-1.57,-0.79,50,14255,8.54338323,wt-at,33.35/-1.57,103
5151,8236,136,33.35,42.88,-0.79,0.0,50,649,1.589272992,wt-at,33.35/-0.79,104
5152,8316,136,33.35,42.88,0.0,0.79,50,1512,3.65292894,wt-at,33.35/0.0,105
5153,8396,136,33.35,42.88,0.79,1.57,50,5551,5.982075731,wt-at,33.35/0.79,106
5154,8476,136,33.35,42.88,1.57,2.36,50,7164,3.92928286,wt-at,33.35/1.57,107
5155,8556,136,33.35,42.88,2.36,3.14,50,5455,3.718877565,wt-at,33.35/2.36,108
5156,48,137,-90.51,-80.99,-3.14,-2.36,50,0,0.0,wt-at,28.82484076,1
5157,128,137,-90.51,-80.99,-2.36,-1.57,50,0,0.0,wt-at,38.35169492,2
5158,208,137,-90.51,-80.99,-1.57,-0.79,50,0,0.0,wt-at,57.64968153,3
5159,288,137,-90.51,-80.99,-0.79,0.0,50,0,7.063969395,wt-at,114.5696203,4
5160,368,137,-90.51,-80.99,0.0,0.79,50,0,7.188516933,wt-at,#DIV/0!,5
5161,448,137,-90.51,-80.99,0.79,1.57,50,0,8.238536689,wt-at,-114.5696203,6
5162,528,137,-90.51,-80.99,1.57,2.36,50,0,0.0,wt-at,-57.64968153,7
5163,608,137,-90.51,-80.99,2.36,3.14,50,0,0.0,wt-at,-38.35169492,8
5164,688,137,-80.99,-71.46,-3.14,-2.36,50,0,1.804991465,wt-at,25.79299363,9
5165,768,137,-80.99,-71.46,-2.36,-1.57,50,0,2.9775515980000002,wt-at,34.31779661,10
5166,848,137,-80.99,-71.46,-1.57,-0.79,50,0,4.616573777,wt-at,51.58598726,11
5167,928,137,-80.99,-71.46,-0.79,0.0,50,0,3.069329443,wt-at,102.5189873,12
5168,1008,137,-80.99,-71.46,0.0,0.79,50,0,3.193147737,wt-at,#DIV/0!,13
5169,1088,137,-80.99,-71.46,0.79,1.57,50,0,5.593540193,wt-at,-102.5189873,14
5170,1168,137,-80.99,-71.46,1.57,2.36,50,0,2.525775453,wt-at,-51.58598726,15
5171,1248,137,-80.99,-71.46,2.36,3.14,50,0,1.224732521,wt-at,-34.31779661,16
5172,1328,137,-71.46,-61.93,-3.14,-2.36,50,0,1.373868771,wt-at,22.75796178,17
5173,1408,137,-71.46,-61.93,-2.36,-1.57,50,0,2.770861299,wt-at,30.27966102,18
5174,1488,137,-71.46,-61.93,-1.57,-0.79,50,0,4.408687318,wt-at,45.51592357,19
5175,1568,137,-71.46,-61.93,-0.79,0.0,50,0,2.717241398,wt-at,90.4556962,20
5176,1648,137,-71.46,-61.93,0.0,0.79,50,0,2.392335002,wt-at,#DIV/0!,21
5177,1728,137,-71.46,-61.93,0.79,1.57,50,0,4.52396853,wt-at,-90.4556962,22
5178,1808,137,-71.46,-61.93,1.57,2.36,50,0,4.367453533,wt-at,-45.51592357,23
5179,1888,137,-71.46,-61.93,2.36,3.14,50,0,1.930789773,wt-at,-30.27966102,24
5180,1968,137,-61.93,-52.4,-3.14,-2.36,50,8,0.995489725,wt-at,19.72292994,25
5181,2048,137,-61.93,-52.4,-2.36,-1.57,50,1331,6.660941672000001,wt-at,26.24152542,26
5182,2128,137,-61.93,-52.4,-1.57,-0.79,50,6250,7.458969109,wt-at,39.44585987,27
5183,2208,137,-61.93,-52.4,-0.79,0.0,50,546,2.036928913,wt-at,78.39240506,28
5184,2288,137,-61.93,-52.4,0.0,0.79,50,475,2.1325265669999998,wt-at,#DIV/0!,29
5185,2368,137,-61.93,-52.4,0.79,1.57,50,255,2.644479392,wt-at,-78.39240506,30
5186,2448,137,-61.93,-52.4,1.57,2.36,50,158,3.364408964,wt-at,-39.44585987,31
5187,2528,137,-61.93,-52.4,2.36,3.14,50,0,2.3760875280000002,wt-at,-26.24152542,32
5188,2608,137,-52.4,-42.88,-3.14,-2.36,50,3639,3.776724852,wt-at,16.68789809,33
5189,2688,137,-52.4,-42.88,-2.36,-1.57,50,15352,8.169254583999999,wt-at,22.20338983,34
5190,2768,137,-52.4,-42.88,-1.57,-0.79,50,9603,5.1398434889999995,wt-at,33.37579618,35
5191,2848,137,-52.4,-42.88,-0.79,0.0,50,3815,2.734961251,wt-at,66.32911392,36
5192,2928,137,-52.4,-42.88,0.0,0.79,50,3842,2.780942428,wt-at,#DIV/0!,37
5193,3008,137,-52.4,-42.88,0.79,1.57,50,7107,3.886349661,wt-at,-66.32911392,38
5194,3088,137,-52.4,-42.88,1.57,2.36,50,2828,3.720550065,wt-at,-33.37579618,39
5195,3168,137,-52.4,-42.88,2.36,3.14,50,1328,2.8983302089999996,wt-at,-22.20338983,40
5196,3248,137,-42.88,-33.35,-3.14,-2.36,50,3597,3.151517107,wt-at,13.65605096,41
5197,3328,137,-42.88,-33.35,-2.36,-1.57,50,5599,5.415666622000001,wt-at,18.16949153,42
5198,3408,137,-42.88,-33.35,-1.57,-0.79,50,10829,4.80874022,wt-at,27.31210191,43
5199,3488,137,-42.88,-33.35,-0.79,0.0,50,5000,2.858195471,wt-at,54.27848101,44
5200,3568,137,-42.88,-33.35,0.0,0.79,50,7500,3.7254034519999997,wt-at,#DIV/0!,45
5201,3648,137,-42.88,-33.35,0.79,1.57,50,8734,5.448362179,wt-at,-54.27848101,46
5202,3728,137,-42.88,-33.35,1.57,2.36,50,877,1.657819181,wt-at,-27.31210191,47
5203,3808,137,-42.88,-33.35,2.36,3.14,50,1040,1.673884545,wt-at,-18.16949153,48
5204,3888,137,-33.35,-23.82,-3.14,-2.36,50,12446,5.184463575,wt-at,10.62101911,49
5205,3968,137,-33.35,-23.82,-2.36,-1.57,50,7338,3.4423502619999997,wt-at,14.13135593,50
5206,4048,137,-33.35,-23.82,-1.57,-0.79,50,8423,4.065703059,wt-at,21.24203822,51
5207,4128,137,-33.35,-23.82,-0.79,0.0,50,5226,3.369743699,wt-at,42.21518987,52
5208,4208,137,-33.35,-23.82,0.0,0.79,50,4931,3.1532453719999998,wt-at,#DIV/0!,53
5209,4288,137,-33.35,-23.82,0.79,1.57,50,17093,7.001007785,wt-at,-42.21518987,54
5210,4368,137,-33.35,-23.82,1.57,2.36,50,3229,2.505606874,wt-at,-21.24203822,55
5211,4448,137,-33.35,-23.82,2.36,3.14,50,7266,4.1549265019999995,wt-at,-14.13135593,56
5212,4528,137,-23.82,-14.29,-3.14,-2.36,50,20057,5.9219792710000005,wt-at,7.585987261,57
5213,4608,137,-23.82,-14.29,-2.36,-1.57,50,5599,4.5123942260000005,wt-at,10.09322034,58
5214,4688,137,-23.82,-14.29,-1.57,-0.79,50,2640,4.511910489,wt-at,15.17197452,59
5215,4768,137,-23.82,-14.29,-0.79,0.0,50,2229,4.979787427,wt-at,30.15189873,60
5216,4848,137,-23.82,-14.29,0.0,0.79,50,4448,5.109422607,wt-at,#DIV/0!,61
5217,4928,137,-23.82,-14.29,0.79,1.57,50,15054,7.234745995,wt-at,-30.15189873,62
5218,5008,137,-23.82,-14.29,1.57,2.36,50,2377,2.664877574,wt-at,-15.17197452,63
5219,5088,137,-23.82,-14.29,2.36,3.14,50,5201,3.29819559,wt-at,-10.09322034,64
5220,5168,137,-14.29,-4.76,-3.14,-2.36,50,9937,5.7241214860000005,wt-at,4.550955414,65
5221,5248,137,-14.29,-4.76,-2.36,-1.57,50,4377,5.557728106,wt-at,6.055084746,66
5222,5328,137,-14.29,-4.76,-1.57,-0.79,50,1348,2.988693273,wt-at,9.101910828,67
5223,5408,137,-14.29,-4.76,-0.79,0.0,50,2013,5.354694202,wt-at,18.08860759,68
5224,5488,137,-14.29,-4.76,0.0,0.79,50,4341,9.916764537999999,wt-at,#DIV/0!,69
5225,5568,137,-14.29,-4.76,0.79,1.57,50,8327,5.749694933,wt-at,-18.08860759,70
5226,5648,137,-14.29,-4.76,1.57,2.36,50,2608,4.078911241,wt-at,-9.101910828,71
5227,5728,137,-14.29,-4.76,2.36,3.14,50,6310,4.468017762,wt-at,-6.055084746,72
5228,5808,137,-4.76,4.76,-3.14,-2.36,50,4014,4.693667243999999,wt-at,1.515923567,73
5229,5888,137,-4.76,4.76,-2.36,-1.57,50,1551,5.186416997,wt-at,2.016949153,74
5230,5968,137,-4.76,4.76,-1.57,-0.79,50,1573,5.261971953,wt-at,3.031847134,75
5231,6048,137,-4.76,4.76,-0.79,0.0,50,490,1.6885077080000002,wt-at,6.025316456,76
5232,6128,137,-4.76,4.76,0.0,0.79,50,1241,18.32336545,wt-at,#DIV/0!,77
5233,6208,137,-4.76,4.76,0.79,1.57,50,2493,9.282711686,wt-at,-6.025316456,78
5234,6288,137,-4.76,4.76,1.57,2.36,50,4026,3.8943971989999997,wt-at,-3.031847134,79
5235,6368,137,-4.76,4.76,2.36,3.14,50,6761,4.156480007,wt-at,-2.016949153,80
5236,6477,137,4.76,14.29,-2.36,-1.57,50,2056,12.55853868,wt-at,4.76/-2.36,82
5237,6557,137,4.76,14.29,-1.57,-0.79,50,1771,5.2870497169999995,wt-at,4.76/-1.57,83
5238,6637,137,4.76,14.29,-0.79,0.0,50,1810,6.080457974,wt-at,4.76/-0.79,84
5239,6717,137,14.29,23.82,-3.14,-2.36,50,3588,5.82510766,wt-at,14.29/-3.14,85
5240,6797,137,14.29,23.82,-2.36,-1.57,50,182,4.04456709,wt-at,14.29/-2.36,86
5241,6877,137,14.29,23.82,-1.57,-0.79,50,192,7.067955036,wt-at,14.29/-1.57,87
5242,6957,137,14.29,23.82,-0.79,0.0,50,836,6.737672592999999,wt-at,14.29/-0.79,88
5243,7037,137,14.29,23.82,0.0,0.79,50,2763,19.41999999,wt-at,14.29/0.0,89
5244,7117,137,14.29,23.82,0.79,1.57,50,4934,6.5086127629999995,wt-at,14.29/0.79,90
5245,7197,137,14.29,23.82,1.57,2.36,50,6526,4.610122383,wt-at,14.29/1.57,91
5246,7277,137,14.29,23.82,2.36,3.14,50,8777,4.651368505,wt-at,14.29/2.36,92
5247,7357,137,23.82,33.35,-3.14,-2.36,50,4943,5.629286851,wt-at,23.82/-3.14,93
5248,7437,137,23.82,33.35,-2.36,-1.57,50,798,4.495975123,wt-at,23.82/-2.36,94
5249,7517,137,23.82,33.35,-1.57,-0.79,50,120,1.481861689,wt-at,23.82/-1.57,95
5250,7597,137,23.82,33.35,-0.79,0.0,50,406,2.058345579,wt-at,23.82/-0.79,96
5251,7677,137,23.82,33.35,0.0,0.79,50,3023,6.9678493679999995,wt-at,23.82/0.0,97
5252,7757,137,23.82,33.35,0.79,1.57,50,9640,6.459682527000001,wt-at,23.82/0.79,98
5253,7837,137,23.82,33.35,1.57,2.36,50,6094,4.096446844,wt-at,23.82/1.57,99
5254,7917,137,23.82,33.35,2.36,3.14,50,6031,4.092714853,wt-at,23.82/2.36,100
5255,7997,137,33.35,42.88,-3.14,-2.36,50,7100,3.61233251,wt-at,33.35/-3.14,101
5256,8077,137,33.35,42.88,-2.36,-1.57,50,3722,3.6087039310000004,wt-at,33.35/-2.36,102
5257,8157,137,33.35,42.88,-1.57,-0.79,50,1238,8.343680624,wt-at,33.35/-1.57,103
5258,8237,137,33.35,42.88,-0.79,0.0,50,687,5.6662806429999995,wt-at,33.35/-0.79,104
5259,8317,137,33.35,42.88,0.0,0.79,50,3676,4.8614679160000005,wt-at,33.35/0.0,105
5260,8397,137,33.35,42.88,0.79,1.57,50,8481,4.7039944789999995,wt-at,33.35/0.79,106
5261,8477,137,33.35,42.88,1.57,2.36,50,2745,2.979422071,wt-at,33.35/1.57,107
5262,8557,137,33.35,42.88,2.36,3.14,50,5302,3.03327617,wt-at,33.35/2.36,108
5263,49,138,-90.51,-80.99,-3.14,-2.36,50,0,0.0,wt-at,28.82484076,1
5264,129,138,-90.51,-80.99,-2.36,-1.57,50,0,0.0,wt-at,38.35169492,2
5265,209,138,-90.51,-80.99,-1.57,-0.79,50,0,0.0,wt-at,57.64968153,3
5266,289,138,-90.51,-80.99,-0.79,0.0,50,0,7.063969395,wt-at,114.5696203,4
5267,369,138,-90.51,-80.99,0.0,0.79,50,0,7.188516933,wt-at,#DIV/0!,5
5268,449,138,-90.51,-80.99,0.79,1.57,50,0,8.238536689,wt-at,-114.5696203,6
5269,529,138,-90.51,-80.99,1.57,2.36,50,0,0.0,wt-at,-57.64968153,7
5270,609,138,-90.51,-80.99,2.36,3.14,50,0,0.0,wt-at,-38.35169492,8
5271,689,138,-80.99,-71.46,-3.14,-2.36,50,0,1.804991465,wt-at,25.79299363,9
5272,769,138,-80.99,-71.46,-2.36,-1.57,50,0,2.9775515980000002,wt-at,34.31779661,10
5273,849,138,-80.99,-71.46,-1.57,-0.79,50,0,4.616573777,wt-at,51.58598726,11
5274,929,138,-80.99,-71.46,-0.79,0.0,50,0,3.069329443,wt-at,102.5189873,12
5275,1009,138,-80.99,-71.46,0.0,0.79,50,0,3.193147737,wt-at,#DIV/0!,13
5276,1089,138,-80.99,-71.46,0.79,1.57,50,0,5.593540193,wt-at,-102.5189873,14
5277,1169,138,-80.99,-71.46,1.57,2.36,50,0,2.525775453,wt-at,-51.58598726,15
5278,1249,138,-80.99,-71.46,2.36,3.14,50,0,1.224732521,wt-at,-34.31779661,16
5279,1329,138,-71.46,-61.93,-3.14,-2.36,50,0,1.373868771,wt-at,22.75796178,17
5280,1409,138,-71.46,-61.93,-2.36,-1.57,50,0,2.770861299,wt-at,30.27966102,18
5281,1489,138,-71.46,-61.93,-1.57,-0.79,50,0,4.408687318,wt-at,45.51592357,19
5282,1569,138,-71.46,-61.93,-0.79,0.0,50,0,2.717241398,wt-at,90.4556962,20
5283,1649,138,-71.46,-61.93,0.0,0.79,50,0,2.392335002,wt-at,#DIV/0!,21
5284,1729,138,-71.46,-61.93,0.79,1.57,50,0,4.52396853,wt-at,-90.4556962,22
5285,1809,138,-71.46,-61.93,1.57,2.36,50,0,4.367453533,wt-at,-45.51592357,23
5286,1889,138,-71.46,-61.93,2.36,3.14,50,0,1.930789773,wt-at,-30.27966102,24
5287,1969,138,-61.93,-52.4,-3.14,-2.36,50,0,1.767464736,wt-at,19.72292994,25
5288,2049,138,-61.93,-52.4,-2.36,-1.57,50,0,3.51160845,wt-at,26.24152542,26
5289,2129,138,-61.93,-52.4,-1.57,-0.79,50,0,4.278358247,wt-at,39.44585987,27
5290,2209,138,-61.93,-52.4,-0.79,0.0,50,0,2.702015873,wt-at,78.39240506,28
5291,2289,138,-61.93,-52.4,0.0,0.79,50,426,25.82776072,wt-at,#DIV/0!,29
5292,2369,138,-61.93,-52.4,0.79,1.57,50,0,3.929134559,wt-at,-78.39240506,30
5293,2449,138,-61.93,-52.4,1.57,2.36,50,0,3.6736387930000003,wt-at,-39.44585987,31
5294,2529,138,-61.93,-52.4,2.36,3.14,50,0,2.3760875280000002,wt-at,-26.24152542,32
5295,2609,138,-52.4,-42.88,-3.14,-2.36,50,0,2.40144637,wt-at,16.68789809,33
5296,2689,138,-52.4,-42.88,-2.36,-1.57,50,23,19.84826294,wt-at,22.20338983,34
5297,2769,138,-52.4,-42.88,-1.57,-0.79,50,1499,14.21876708,wt-at,33.37579618,35
5298,2849,138,-52.4,-42.88,-0.79,0.0,50,436,10.47716952,wt-at,66.32911392,36
5299,2929,138,-52.4,-42.88,0.0,0.79,50,418,8.518209366,wt-at,#DIV/0!,37
5300,3009,138,-52.4,-42.88,0.79,1.57,50,323,25.36927526,wt-at,-66.32911392,38
5301,3089,138,-52.4,-42.88,1.57,2.36,50,0,3.97646999,wt-at,-33.37579618,39
5302,3169,138,-52.4,-42.88,2.36,3.14,50,0,3.0689547010000005,wt-at,-22.20338983,40
5303,3249,138,-42.88,-33.35,-3.14,-2.36,50,91,3.923354625,wt-at,13.65605096,41
5304,3329,138,-42.88,-33.35,-2.36,-1.57,50,10679,15.57622806,wt-at,18.16949153,42
5305,3409,138,-42.88,-33.35,-1.57,-0.79,50,12546,10.43466686,wt-at,27.31210191,43
