,Unnamed: 0,sample_index,min_alpha,max_alpha,min_theta,max_theta,num,pts,r,stype,unique_key,landmark_index
0,0,1,-90.51,-80.99,-3.14,-2.36,50,0,0.0,mt-at,28.82484076,1
1,80,1,-90.51,-80.99,-2.36,-1.57,50,0,0.0,mt-at,38.35169492,2
2,160,1,-90.51,-80.99,-1.57,-0.79,50,0,0.0,mt-at,57.64968153,3
3,240,1,-90.51,-80.99,-0.79,0.0,50,0,7.063969395,mt-at,114.5696203,4
4,320,1,-90.51,-80.99,0.0,0.79,50,0,7.188516933,mt-at,#DIV/0!,5
5,400,1,-90.51,-80.99,0.79,1.57,50,0,8.238536689,mt-at,-114.5696203,6
6,480,1,-90.51,-80.99,1.57,2.36,50,0,0.0,mt-at,-57.64968153,7
7,560,1,-90.51,-80.99,2.36,3.14,50,0,0.0,mt-at,-38.35169492,8
8,640,1,-80.99,-71.46,-3.14,-2.36,50,0,1.804991465,mt-at,25.79299363,9
9,720,1,-80.99,-71.46,-2.36,-1.57,50,0,2.9775515980000002,mt-at,34.31779661,10
10,800,1,-80.99,-71.46,-1.57,-0.79,50,0,4.616573777,mt-at,51.58598726,11
11,880,1,-80.99,-71.46,-0.79,0.0,50,0,3.069329443,mt-at,102.5189873,12
12,960,1,-80.99,-71.46,0.0,0.79,50,0,3.193147737,mt-at,#DIV/0!,13
13,1040,1,-80.99,-71.46,0.79,1.57,50,0,5.593540193,mt-at,-102.5189873,14
14,1120,1,-80.99,-71.46,1.57,2.36,50,0,2.525775453,mt-at,-51.58598726,15
15,1200,1,-80.99,-71.46,2.36,3.14,50,0,1.224732521,mt-at,-34.31779661,16
16,1280,1,-71.46,-61.93,-3.14,-2.36,50,0,1.373868771,mt-at,22.75796178,17
17,1360,1,-71.46,-61.93,-2.36,-1.57,50,0,2.770861299,mt-at,30.27966102,18
18,1440,1,-71.46,-61.93,-1.57,-0.79,50,0,4.408687318,mt-at,45.51592357,19
19,1520,1,-71.46,-61.93,-0.79,0.0,50,0,2.717241398,mt-at,90.4556962,20
20,1600,1,-71.46,-61.93,0.0,0.79,50,0,2.392335002,mt-at,#DIV/0!,21
21,1680,1,-71.46,-61.93,0.79,1.57,50,0,4.52396853,mt-at,-90.4556962,22
22,1760,1,-71.46,-61.93,1.57,2.36,50,0,4.367453533,mt-at,-45.51592357,23
23,1840,1,-71.46,-61.93,2.36,3.14,50,0,1.930789773,mt-at,-30.27966102,24
24,1920,1,-61.93,-52.4,-3.14,-2.36,50,0,1.767464736,mt-at,19.72292994,25
25,2000,1,-61.93,-52.4,-2.36,-1.57,50,0,3.51160845,mt-at,26.24152542,26
26,2080,1,-61.93,-52.4,-1.57,-0.79,50,0,4.278358247,mt-at,39.44585987,27
27,2160,1,-61.93,-52.4,-0.79,0.0,50,0,2.702015873,mt-at,78.39240506,28
28,2240,1,-61.93,-52.4,0.0,0.79,50,0,2.687110014,mt-at,#DIV/0!,29
29,2320,1,-61.93,-52.4,0.79,1.57,50,0,3.929134559,mt-at,-78.39240506,30
30,2400,1,-61.93,-52.4,1.57,2.36,50,0,3.6736387930000003,mt-at,-39.44585987,31
31,2480,1,-61.93,-52.4,2.36,3.14,50,0,2.3760875280000002,mt-at,-26.24152542,32
32,2560,1,-52.4,-42.88,-3.14,-2.36,50,311,1.99797819,mt-at,16.68789809,33
33,2640,1,-52.4,-42.88,-2.36,-1.57,50,238,1.506338653,mt-at,22.20338983,34
34,2720,1,-52.4,-42.88,-1.57,-0.79,50,109,1.94904937,mt-at,33.37579618,35
35,2800,1,-52.4,-42.88,-0.79,0.0,50,53,1.4465854480000002,mt-at,66.32911392,36
36,2880,1,-52.4,-42.88,0.0,0.79,50,4,1.4696770590000001,mt-at,#DIV/0!,37
37,2960,1,-52.4,-42.88,0.79,1.57,50,0,4.382651617,mt-at,-66.32911392,38
38,3040,1,-52.4,-42.88,1.57,2.36,50,3,0.261113455,mt-at,-33.37579618,39
39,3120,1,-52.4,-42.88,2.36,3.14,50,6,0.375056444,mt-at,-22.20338983,40
40,3200,1,-42.88,-33.35,-3.14,-2.36,50,100,2.9834849489999997,mt-at,13.65605096,41
41,3280,1,-42.88,-33.35,-2.36,-1.57,50,0,3.4683696680000002,mt-at,18.16949153,42
42,3360,1,-42.88,-33.35,-1.57,-0.79,50,197,7.755235484,mt-at,27.31210191,43
43,3440,1,-42.88,-33.35,-0.79,0.0,50,0,3.127616512,mt-at,54.27848101,44
44,3520,1,-42.88,-33.35,0.0,0.79,50,0,3.059629234,mt-at,#DIV/0!,45
45,3600,1,-42.88,-33.35,0.79,1.57,50,91,3.113202202,mt-at,-54.27848101,46
46,3680,1,-42.88,-33.35,1.57,2.36,50,244,2.227558424,mt-at,-27.31210191,47
47,3760,1,-42.88,-33.35,2.36,3.14,50,138,2.4314828619999997,mt-at,-18.16949153,48
48,3840,1,-33.35,-23.82,-3.14,-2.36,50,4,4.2988653260000005,mt-at,10.62101911,49
49,3920,1,-33.35,-23.82,-2.36,-1.57,50,9,7.225858741000001,mt-at,14.13135593,50
50,4000,1,-33.35,-23.82,-1.57,-0.79,50,18,3.95739324,mt-at,21.24203822,51
51,4080,1,-33.35,-23.82,-0.79,0.0,50,0,3.965519671,mt-at,42.21518987,52
52,4160,1,-33.35,-23.82,0.0,0.79,50,0,4.416385091,mt-at,#DIV/0!,53
53,4240,1,-33.35,-23.82,0.79,1.57,50,0,4.558090913,mt-at,-42.21518987,54
54,4320,1,-33.35,-23.82,1.57,2.36,50,84,4.502457777,mt-at,-21.24203822,55
55,4400,1,-33.35,-23.82,2.36,3.14,50,64,5.251853667,mt-at,-14.13135593,56
56,4480,1,-23.82,-14.29,-3.14,-2.36,50,2,3.849932328,mt-at,7.585987261,57
57,4560,1,-23.82,-14.29,-2.36,-1.57,50,1,5.811333455,mt-at,10.09322034,58
58,4640,1,-23.82,-14.29,-1.57,-0.79,50,59,3.836054555,mt-at,15.17197452,59
59,4720,1,-23.82,-14.29,-0.79,0.0,50,468,9.478221849,mt-at,30.15189873,60
60,4800,1,-23.82,-14.29,0.0,0.79,50,0,6.536380554,mt-at,#DIV/0!,61
61,4880,1,-23.82,-14.29,0.79,1.57,50,1,8.489254145,mt-at,-30.15189873,62
62,4960,1,-23.82,-14.29,1.57,2.36,50,0,4.080206207,mt-at,-15.17197452,63
63,5040,1,-23.82,-14.29,2.36,3.14,50,0,3.86859298,mt-at,-10.09322034,64
64,5120,1,-14.29,-4.76,-3.14,-2.36,50,0,4.290122378,mt-at,4.550955414,65
65,5200,1,-14.29,-4.76,-2.36,-1.57,50,0,4.022985053999999,mt-at,6.055084746,66
66,5280,1,-14.29,-4.76,-1.57,-0.79,50,0,4.761527748,mt-at,9.101910828,67
67,5360,1,-14.29,-4.76,-0.79,0.0,50,19,12.88559065,mt-at,18.08860759,68
68,5440,1,-14.29,-4.76,0.0,0.79,50,1,2.318040627,mt-at,#DIV/0!,69
69,5520,1,-14.29,-4.76,0.79,1.57,50,49,9.531598356,mt-at,-18.08860759,70
70,5600,1,-14.29,-4.76,1.57,2.36,50,0,4.203330647,mt-at,-9.101910828,71
71,5680,1,-14.29,-4.76,2.36,3.14,50,0,4.343117167,mt-at,-6.055084746,72
72,5760,1,-4.76,4.76,-3.14,-2.36,50,0,4.729350834,mt-at,1.515923567,73
73,5840,1,-4.76,4.76,-2.36,-1.57,50,0,4.741652416,mt-at,2.016949153,74
74,5920,1,-4.76,4.76,-1.57,-0.79,50,0,5.681750706,mt-at,3.031847134,75
75,6000,1,-4.76,4.76,-0.79,0.0,50,0,8.096351484,mt-at,6.025316456,76
76,6080,1,-4.76,4.76,0.0,0.79,50,0,7.738082254,mt-at,#DIV/0!,77
77,6160,1,-4.76,4.76,0.79,1.57,50,1,13.20512129,mt-at,-6.025316456,78
78,6240,1,-4.76,4.76,1.57,2.36,50,6,12.61214468,mt-at,-3.031847134,79
79,6320,1,-4.76,4.76,2.36,3.14,50,0,4.493573156,mt-at,-2.016949153,80
80,6429,1,4.76,14.29,-2.36,-1.57,50,1,1.302859204,mt-at,4.76/-2.36,82
81,6509,1,4.76,14.29,-1.57,-0.79,50,9,3.358519732,mt-at,4.76/-1.57,83
82,6589,1,4.76,14.29,-0.79,0.0,50,0,6.301485102999999,mt-at,4.76/-0.79,84
83,6669,1,14.29,23.82,-3.14,-2.36,50,473,2.556801186,mt-at,14.29/-3.14,85
84,6749,1,14.29,23.82,-2.36,-1.57,50,0,4.570483916000001,mt-at,14.29/-2.36,86
85,6829,1,14.29,23.82,-1.57,-0.79,50,0,5.690838306,mt-at,14.29/-1.57,87
86,6909,1,14.29,23.82,-0.79,0.0,50,1,6.581340253,mt-at,14.29/-0.79,88
87,6989,1,14.29,23.82,0.0,0.79,50,0,5.965428752999999,mt-at,14.29/0.0,89
88,7069,1,14.29,23.82,0.79,1.57,50,6,4.214903124,mt-at,14.29/0.79,90
89,7149,1,14.29,23.82,1.57,2.36,50,434,2.447861202,mt-at,14.29/1.57,91
90,7229,1,14.29,23.82,2.36,3.14,50,805,2.219703257,mt-at,14.29/2.36,92
91,7309,1,23.82,33.35,-3.14,-2.36,50,832,2.135724361,mt-at,23.82/-3.14,93
92,7389,1,23.82,33.35,-2.36,-1.57,50,277,1.263067857,mt-at,23.82/-2.36,94
93,7469,1,23.82,33.35,-1.57,-0.79,50,195,1.307843521,mt-at,23.82/-1.57,95
94,7549,1,23.82,33.35,-0.79,0.0,50,136,0.905514507,mt-at,23.82/-0.79,96
95,7629,1,23.82,33.35,0.0,0.79,50,344,1.286580201,mt-at,23.82/0.0,97
96,7709,1,23.82,33.35,0.79,1.57,50,658,1.4762583880000002,mt-at,23.82/0.79,98
97,7789,1,23.82,33.35,1.57,2.36,50,796,1.8627640019999998,mt-at,23.82/1.57,99
98,7869,1,23.82,33.35,2.36,3.14,50,1697,2.079913725,mt-at,23.82/2.36,100
99,7949,1,33.35,42.88,-3.14,-2.36,50,0,2.78698279,mt-at,33.35/-3.14,101
100,8029,1,33.35,42.88,-2.36,-1.57,50,17,1.084741111,mt-at,33.35/-2.36,102
101,8109,1,33.35,42.88,-1.57,-0.79,50,144,1.146098466,mt-at,33.35/-1.57,103
102,8189,1,33.35,42.88,-0.79,0.0,50,637,2.139709542,mt-at,33.35/-0.79,104
103,8269,1,33.35,42.88,0.0,0.79,50,631,2.442256383,mt-at,33.35/0.0,105
104,8349,1,33.35,42.88,0.79,1.57,50,55,1.6944642769999998,mt-at,33.35/0.79,106
105,8429,1,33.35,42.88,1.57,2.36,50,1,0.665255103,mt-at,33.35/1.57,107
106,8509,1,33.35,42.88,2.36,3.14,50,1,0.5675039620000001,mt-at,33.35/2.36,108
107,1,2,-90.51,-80.99,-3.14,-2.36,50,0,0.0,mt-at,28.82484076,1
108,81,2,-90.51,-80.99,-2.36,-1.57,50,0,0.0,mt-at,38.35169492,2
109,161,2,-90.51,-80.99,-1.57,-0.79,50,0,0.0,mt-at,57.64968153,3
110,241,2,-90.51,-80.99,-0.79,0.0,50,0,7.063969395,mt-at,114.5696203,4
111,321,2,-90.51,-80.99,0.0,0.79,50,0,7.188516933,mt-at,#DIV/0!,5
112,401,2,-90.51,-80.99,0.79,1.57,50,0,8.238536689,mt-at,-114.5696203,6
113,481,2,-90.51,-80.99,1.57,2.36,50,0,0.0,mt-at,-57.64968153,7
114,561,2,-90.51,-80.99,2.36,3.14,50,0,0.0,mt-at,-38.35169492,8
115,641,2,-80.99,-71.46,-3.14,-2.36,50,0,1.804991465,mt-at,25.79299363,9
116,721,2,-80.99,-71.46,-2.36,-1.57,50,0,2.9775515980000002,mt-at,34.31779661,10
117,801,2,-80.99,-71.46,-1.57,-0.79,50,0,4.616573777,mt-at,51.58598726,11
118,881,2,-80.99,-71.46,-0.79,0.0,50,0,3.069329443,mt-at,102.5189873,12
119,961,2,-80.99,-71.46,0.0,0.79,50,0,3.193147737,mt-at,#DIV/0!,13
120,1041,2,-80.99,-71.46,0.79,1.57,50,0,5.593540193,mt-at,-102.5189873,14
121,1121,2,-80.99,-71.46,1.57,2.36,50,0,2.525775453,mt-at,-51.58598726,15
122,1201,2,-80.99,-71.46,2.36,3.14,50,0,1.224732521,mt-at,-34.31779661,16
123,1281,2,-71.46,-61.93,-3.14,-2.36,50,0,1.373868771,mt-at,22.75796178,17
124,1361,2,-71.46,-61.93,-2.36,-1.57,50,0,2.770861299,mt-at,30.27966102,18
125,1441,2,-71.46,-61.93,-1.57,-0.79,50,0,4.408687318,mt-at,45.51592357,19
126,1521,2,-71.46,-61.93,-0.79,0.0,50,0,2.717241398,mt-at,90.4556962,20
127,1601,2,-71.46,-61.93,0.0,0.79,50,0,2.392335002,mt-at,#DIV/0!,21
128,1681,2,-71.46,-61.93,0.79,1.57,50,0,4.52396853,mt-at,-90.4556962,22
129,1761,2,-71.46,-61.93,1.57,2.36,50,0,4.367453533,mt-at,-45.51592357,23
130,1841,2,-71.46,-61.93,2.36,3.14,50,0,1.930789773,mt-at,-30.27966102,24
131,1921,2,-61.93,-52.4,-3.14,-2.36,50,32,1.61343386,mt-at,19.72292994,25
132,2001,2,-61.93,-52.4,-2.36,-1.57,50,0,3.51160845,mt-at,26.24152542,26
133,2081,2,-61.93,-52.4,-1.57,-0.79,50,0,4.278358247,mt-at,39.44585987,27
134,2161,2,-61.93,-52.4,-0.79,0.0,50,24,1.330000437,mt-at,78.39240506,28
135,2241,2,-61.93,-52.4,0.0,0.79,50,93,1.398566451,mt-at,#DIV/0!,29
136,2321,2,-61.93,-52.4,0.79,1.57,50,86,2.227113492,mt-at,-78.39240506,30
137,2401,2,-61.93,-52.4,1.57,2.36,50,789,2.6510954890000002,mt-at,-39.44585987,31
138,2481,2,-61.93,-52.4,2.36,3.14,50,359,2.219377835,mt-at,-26.24152542,32
139,2561,2,-52.4,-42.88,-3.14,-2.36,50,318,2.258916314,mt-at,16.68789809,33
140,2641,2,-52.4,-42.88,-2.36,-1.57,50,186,1.84103739,mt-at,22.20338983,34
141,2721,2,-52.4,-42.88,-1.57,-0.79,50,1104,3.367731713,mt-at,33.37579618,35
142,2801,2,-52.4,-42.88,-0.79,0.0,50,1415,2.900341725,mt-at,66.32911392,36
143,2881,2,-52.4,-42.88,0.0,0.79,50,402,1.943805112,mt-at,#DIV/0!,37
144,2961,2,-52.4,-42.88,0.79,1.57,50,431,2.955036751,mt-at,-66.32911392,38
145,3041,2,-52.4,-42.88,1.57,2.36,50,1103,2.288736605,mt-at,-33.37579618,39
146,3121,2,-52.4,-42.88,2.36,3.14,50,989,2.034545627,mt-at,-22.20338983,40
147,3201,2,-42.88,-33.35,-3.14,-2.36,50,401,4.636958172,mt-at,13.65605096,41
148,3281,2,-42.88,-33.35,-2.36,-1.57,50,2,4.470822943,mt-at,18.16949153,42
149,3361,2,-42.88,-33.35,-1.57,-0.79,50,928,4.085075654,mt-at,27.31210191,43
150,3441,2,-42.88,-33.35,-0.79,0.0,50,694,6.093145171000001,mt-at,54.27848101,44
151,3521,2,-42.88,-33.35,0.0,0.79,50,328,4.433220339,mt-at,#DIV/0!,45
152,3601,2,-42.88,-33.35,0.79,1.57,50,5,2.9953142930000003,mt-at,-54.27848101,46
153,3681,2,-42.88,-33.35,1.57,2.36,50,335,3.871614292,mt-at,-27.31210191,47
154,3761,2,-42.88,-33.35,2.36,3.14,50,870,3.777851679,mt-at,-18.16949153,48
155,3841,2,-33.35,-23.82,-3.14,-2.36,50,515,2.684442834,mt-at,10.62101911,49
156,3921,2,-33.35,-23.82,-2.36,-1.57,50,593,1.909375419,mt-at,14.13135593,50
157,4001,2,-33.35,-23.82,-1.57,-0.79,50,362,1.463384298,mt-at,21.24203822,51
158,4081,2,-33.35,-23.82,-0.79,0.0,50,481,1.68136979,mt-at,42.21518987,52
159,4161,2,-33.35,-23.82,0.0,0.79,50,1269,3.07574457,mt-at,#DIV/0!,53
160,4241,2,-33.35,-23.82,0.79,1.57,50,386,1.6129447769999998,mt-at,-42.21518987,54
161,4321,2,-33.35,-23.82,1.57,2.36,50,67,0.58506271,mt-at,-21.24203822,55
162,4401,2,-33.35,-23.82,2.36,3.14,50,530,4.718855051999999,mt-at,-14.13135593,56
163,4481,2,-23.82,-14.29,-3.14,-2.36,50,237,1.321193522,mt-at,7.585987261,57
164,4561,2,-23.82,-14.29,-2.36,-1.57,50,989,3.87342462,mt-at,10.09322034,58
165,4641,2,-23.82,-14.29,-1.57,-0.79,50,277,1.835648898,mt-at,15.17197452,59
166,4721,2,-23.82,-14.29,-0.79,0.0,50,117,1.222471699,mt-at,30.15189873,60
167,4801,2,-23.82,-14.29,0.0,0.79,50,280,10.41245522,mt-at,#DIV/0!,61
168,4881,2,-23.82,-14.29,0.79,1.57,50,216,1.634199404,mt-at,-30.15189873,62
169,4961,2,-23.82,-14.29,1.57,2.36,50,108,0.951753602,mt-at,-15.17197452,63
170,5041,2,-23.82,-14.29,2.36,3.14,50,319,10.54830625,mt-at,-10.09322034,64
171,5121,2,-14.29,-4.76,-3.14,-2.36,50,0,4.290122378,mt-at,4.550955414,65
172,5201,2,-14.29,-4.76,-2.36,-1.57,50,29,5.231950629,mt-at,6.055084746,66
173,5281,2,-14.29,-4.76,-1.57,-0.79,50,26,3.8995805619999997,mt-at,9.101910828,67
174,5361,2,-14.29,-4.76,-0.79,0.0,50,0,7.394487422999999,mt-at,18.08860759,68
175,5441,2,-14.29,-4.76,0.0,0.79,50,0,7.78726192,mt-at,#DIV/0!,69
176,5521,2,-14.29,-4.76,0.79,1.57,50,14,11.05239046,mt-at,-18.08860759,70
177,5601,2,-14.29,-4.76,1.57,2.36,50,1,16.80592373,mt-at,-9.101910828,71
178,5681,2,-14.29,-4.76,2.36,3.14,50,3,19.53192844,mt-at,-6.055084746,72
179,5761,2,-4.76,4.76,-3.14,-2.36,50,1,4.729350834,mt-at,1.515923567,73
180,5841,2,-4.76,4.76,-2.36,-1.57,50,0,4.741652416,mt-at,2.016949153,74
181,5921,2,-4.76,4.76,-1.57,-0.79,50,0,5.681750706,mt-at,3.031847134,75
182,6001,2,-4.76,4.76,-0.79,0.0,50,0,8.096351484,mt-at,6.025316456,76
183,6081,2,-4.76,4.76,0.0,0.79,50,0,7.738082254,mt-at,#DIV/0!,77
184,6161,2,-4.76,4.76,0.79,1.57,50,0,7.07326447,mt-at,-6.025316456,78
185,6241,2,-4.76,4.76,1.57,2.36,50,0,4.871525618,mt-at,-3.031847134,79
186,6321,2,-4.76,4.76,2.36,3.14,50,0,4.493573156,mt-at,-2.016949153,80
187,6430,2,4.76,14.29,-2.36,-1.57,50,0,4.675540724,mt-at,4.76/-2.36,82
188,6510,2,4.76,14.29,-1.57,-0.79,50,0,5.2870497169999995,mt-at,4.76/-1.57,83
189,6590,2,4.76,14.29,-0.79,0.0,50,5,16.04431918,mt-at,4.76/-0.79,84
190,6670,2,14.29,23.82,-3.14,-2.36,50,205,6.760464025,mt-at,14.29/-3.14,85
191,6750,2,14.29,23.82,-2.36,-1.57,50,3,6.905150921000001,mt-at,14.29/-2.36,86
192,6830,2,14.29,23.82,-1.57,-0.79,50,0,5.690838306,mt-at,14.29/-1.57,87
193,6910,2,14.29,23.82,-0.79,0.0,50,15,15.89949711,mt-at,14.29/-0.79,88
194,6990,2,14.29,23.82,0.0,0.79,50,0,5.965428752999999,mt-at,14.29/0.0,89
195,7070,2,14.29,23.82,0.79,1.57,50,0,5.925561977999999,mt-at,14.29/0.79,90
196,7150,2,14.29,23.82,1.57,2.36,50,481,8.973791355,mt-at,14.29/1.57,91
197,7230,2,14.29,23.82,2.36,3.14,50,112,7.7372149089999995,mt-at,14.29/2.36,92
198,7310,2,23.82,33.35,-3.14,-2.36,50,8,0.9652119779999999,mt-at,23.82/-3.14,93
199,7390,2,23.82,33.35,-2.36,-1.57,50,20,2.612510177,mt-at,23.82/-2.36,94
200,7470,2,23.82,33.35,-1.57,-0.79,50,0,5.2002698810000005,mt-at,23.82/-1.57,95
201,7550,2,23.82,33.35,-0.79,0.0,50,0,4.7022146010000005,mt-at,23.82/-0.79,96
202,7630,2,23.82,33.35,0.0,0.79,50,0,4.025753606,mt-at,23.82/0.0,97
203,7710,2,23.82,33.35,0.79,1.57,50,0,5.220400184,mt-at,23.82/0.79,98
204,7790,2,23.82,33.35,1.57,2.36,50,6,1.607801745,mt-at,23.82/1.57,99
205,7870,2,23.82,33.35,2.36,3.14,50,5,1.720948505,mt-at,23.82/2.36,100
206,7950,2,33.35,42.88,-3.14,-2.36,50,17,2.509316143,mt-at,33.35/-3.14,101
207,8030,2,33.35,42.88,-2.36,-1.57,50,30,3.117967339,mt-at,33.35/-2.36,102
208,8110,2,33.35,42.88,-1.57,-0.79,50,247,2.96750151,mt-at,33.35/-1.57,103
209,8190,2,33.35,42.88,-0.79,0.0,50,440,2.719987614,mt-at,33.35/-0.79,104
210,8270,2,33.35,42.88,0.0,0.79,50,393,2.9993191360000004,mt-at,33.35/0.0,105
211,8350,2,33.35,42.88,0.79,1.57,50,1,3.418621266,mt-at,33.35/0.79,106
212,8430,2,33.35,42.88,1.57,2.36,50,1,1.695862688,mt-at,33.35/1.57,107
213,8510,2,33.35,42.88,2.36,3.14,50,14,1.853694384,mt-at,33.35/2.36,108
214,2,3,-90.51,-80.99,-3.14,-2.36,50,0,0.0,mt-at,28.82484076,1
215,82,3,-90.51,-80.99,-2.36,-1.57,50,0,0.0,mt-at,38.35169492,2
216,162,3,-90.51,-80.99,-1.57,-0.79,50,0,0.0,mt-at,57.64968153,3
217,242,3,-90.51,-80.99,-0.79,0.0,50,0,7.063969395,mt-at,114.5696203,4
218,322,3,-90.51,-80.99,0.0,0.79,50,0,7.188516933,mt-at,#DIV/0!,5
219,402,3,-90.51,-80.99,0.79,1.57,50,0,8.238536689,mt-at,-114.5696203,6
220,482,3,-90.51,-80.99,1.57,2.36,50,0,0.0,mt-at,-57.64968153,7
221,562,3,-90.51,-80.99,2.36,3.14,50,0,0.0,mt-at,-38.35169492,8
222,642,3,-80.99,-71.46,-3.14,-2.36,50,0,1.804991465,mt-at,25.79299363,9
223,722,3,-80.99,-71.46,-2.36,-1.57,50,0,2.9775515980000002,mt-at,34.31779661,10
224,802,3,-80.99,-71.46,-1.57,-0.79,50,0,4.616573777,mt-at,51.58598726,11
225,882,3,-80.99,-71.46,-0.79,0.0,50,0,3.069329443,mt-at,102.5189873,12
226,962,3,-80.99,-71.46,0.0,0.79,50,0,3.193147737,mt-at,#DIV/0!,13
227,1042,3,-80.99,-71.46,0.79,1.57,50,0,5.593540193,mt-at,-102.5189873,14
228,1122,3,-80.99,-71.46,1.57,2.36,50,0,2.525775453,mt-at,-51.58598726,15
229,1202,3,-80.99,-71.46,2.36,3.14,50,0,1.224732521,mt-at,-34.31779661,16
230,1282,3,-71.46,-61.93,-3.14,-2.36,50,0,1.373868771,mt-at,22.75796178,17
231,1362,3,-71.46,-61.93,-2.36,-1.57,50,0,2.770861299,mt-at,30.27966102,18
232,1442,3,-71.46,-61.93,-1.57,-0.79,50,0,4.408687318,mt-at,45.51592357,19
233,1522,3,-71.46,-61.93,-0.79,0.0,50,0,2.717241398,mt-at,90.4556962,20
234,1602,3,-71.46,-61.93,0.0,0.79,50,0,2.392335002,mt-at,#DIV/0!,21
235,1682,3,-71.46,-61.93,0.79,1.57,50,0,4.52396853,mt-at,-90.4556962,22
236,1762,3,-71.46,-61.93,1.57,2.36,50,0,4.367453533,mt-at,-45.51592357,23
237,1842,3,-71.46,-61.93,2.36,3.14,50,0,1.930789773,mt-at,-30.27966102,24
238,1922,3,-61.93,-52.4,-3.14,-2.36,50,0,1.767464736,mt-at,19.72292994,25
239,2002,3,-61.93,-52.4,-2.36,-1.57,50,0,3.51160845,mt-at,26.24152542,26
240,2082,3,-61.93,-52.4,-1.57,-0.79,50,0,4.278358247,mt-at,39.44585987,27
241,2162,3,-61.93,-52.4,-0.79,0.0,50,0,2.702015873,mt-at,78.39240506,28
242,2242,3,-61.93,-52.4,0.0,0.79,50,0,2.687110014,mt-at,#DIV/0!,29
243,2322,3,-61.93,-52.4,0.79,1.57,50,0,3.929134559,mt-at,-78.39240506,30
244,2402,3,-61.93,-52.4,1.57,2.36,50,0,3.6736387930000003,mt-at,-39.44585987,31
245,2482,3,-61.93,-52.4,2.36,3.14,50,0,2.3760875280000002,mt-at,-26.24152542,32
246,2562,3,-52.4,-42.88,-3.14,-2.36,50,0,2.40144637,mt-at,16.68789809,33
247,2642,3,-52.4,-42.88,-2.36,-1.57,50,94,2.588145732,mt-at,22.20338983,34
248,2722,3,-52.4,-42.88,-1.57,-0.79,50,93,3.5515039919999998,mt-at,33.37579618,35
249,2802,3,-52.4,-42.88,-0.79,0.0,50,86,2.529521325,mt-at,66.32911392,36
250,2882,3,-52.4,-42.88,0.0,0.79,50,103,2.4049138780000003,mt-at,#DIV/0!,37
251,2962,3,-52.4,-42.88,0.79,1.57,50,16,15.09013728,mt-at,-66.32911392,38
252,3042,3,-52.4,-42.88,1.57,2.36,50,0,3.97646999,mt-at,-33.37579618,39
253,3122,3,-52.4,-42.88,2.36,3.14,50,0,3.0689547010000005,mt-at,-22.20338983,40
254,3202,3,-42.88,-33.35,-3.14,-2.36,50,88,3.110506315,mt-at,13.65605096,41
255,3282,3,-42.88,-33.35,-2.36,-1.57,50,844,4.873039686,mt-at,18.16949153,42
256,3362,3,-42.88,-33.35,-1.57,-0.79,50,485,2.6145014619999998,mt-at,27.31210191,43
257,3442,3,-42.88,-33.35,-0.79,0.0,50,147,2.021891451,mt-at,54.27848101,44
258,3522,3,-42.88,-33.35,0.0,0.79,50,299,1.603763492,mt-at,#DIV/0!,45
259,3602,3,-42.88,-33.35,0.79,1.57,50,210,1.587549277,mt-at,-54.27848101,46
260,3682,3,-42.88,-33.35,1.57,2.36,50,7,0.8880446940000001,mt-at,-27.31210191,47
261,3762,3,-42.88,-33.35,2.36,3.14,50,22,0.493714541,mt-at,-18.16949153,48
262,3842,3,-33.35,-23.82,-3.14,-2.36,50,583,5.3582872969999995,mt-at,10.62101911,49
263,3922,3,-33.35,-23.82,-2.36,-1.57,50,200,2.696258785,mt-at,14.13135593,50
264,4002,3,-33.35,-23.82,-1.57,-0.79,50,91,1.5988327530000002,mt-at,21.24203822,51
265,4082,3,-33.35,-23.82,-0.79,0.0,50,491,1.988420751,mt-at,42.21518987,52
266,4162,3,-33.35,-23.82,0.0,0.79,50,352,2.165011903,mt-at,#DIV/0!,53
267,4242,3,-33.35,-23.82,0.79,1.57,50,113,0.8013850020000001,mt-at,-42.21518987,54
268,4322,3,-33.35,-23.82,1.57,2.36,50,174,1.377139145,mt-at,-21.24203822,55
269,4402,3,-33.35,-23.82,2.36,3.14,50,14,0.801141549,mt-at,-14.13135593,56
270,4482,3,-23.82,-14.29,-3.14,-2.36,50,72,2.984960913,mt-at,7.585987261,57
271,4562,3,-23.82,-14.29,-2.36,-1.57,50,15,1.3895875340000001,mt-at,10.09322034,58
272,4642,3,-23.82,-14.29,-1.57,-0.79,50,0,4.955978254,mt-at,15.17197452,59
273,4722,3,-23.82,-14.29,-0.79,0.0,50,345,1.539261451,mt-at,30.15189873,60
274,4802,3,-23.82,-14.29,0.0,0.79,50,124,0.863547913,mt-at,#DIV/0!,61
275,4882,3,-23.82,-14.29,0.79,1.57,50,194,0.9553036020000001,mt-at,-30.15189873,62
276,4962,3,-23.82,-14.29,1.57,2.36,50,253,1.66898445,mt-at,-15.17197452,63
277,5042,3,-23.82,-14.29,2.36,3.14,50,0,3.86859298,mt-at,-10.09322034,64
278,5122,3,-14.29,-4.76,-3.14,-2.36,50,3,0.336227699,mt-at,4.550955414,65
279,5202,3,-14.29,-4.76,-2.36,-1.57,50,4,0.288384468,mt-at,6.055084746,66
