landmark_index,sample_index,min_alpha,max_alpha,min_theta,max_theta,num,pts,r,stype
74,101,-90.51,-80.99,-1.57,-0.79,50,0,NA,wt-at
75,101,-90.51,-80.99,-2.36,-1.57,50,0,NA,wt-at
76,101,-90.51,-80.99,-3.14,-2.36,50,0,NA,wt-at
77,101,-90.51,-80.99,0,0.79,50,0,NA,wt-at
78,101,-90.51,-80.99,0.79,1.57,50,0,NA,wt-at
79,101,-90.51,-80.99,1.57,2.36,50,0,NA,wt-at
80,101,-90.51,-80.99,2.36,3.14,50,0,NA,wt-at
81,101,14.29,23.82,-0.79,0,50,650,4.035491312,wt-at
82,101,14.29,23.82,-1.57,-0.79,50,1740,3.588142631,wt-at
83,101,14.29,23.82,-2.36,-1.57,50,2305,6.983382164,wt-at
84,101,14.29,23.82,-3.14,-2.36,50,4106,5.647171368,wt-at
85,101,14.29,23.82,0,0.79,50,3062,11.35600899,wt-at
86,101,14.29,23.82,0.79,1.57,50,1517,3.44490015,wt-at
87,101,14.29,23.82,1.57,2.36,50,3370,3.785478192,wt-at
88,101,14.29,23.82,2.36,3.14,50,10131,4.771455389,wt-at
89,101,23.82,33.35,-0.79,0,50,1182,8.111645463,wt-at
90,101,23.82,33.35,-1.57,-0.79,50,1093,9.739162886,wt-at
91,101,23.82,33.35,-2.36,-1.57,50,2035,5.134815315,wt-at
92,101,23.82,33.35,-3.14,-2.36,50,4341,4.262043594,wt-at
93,101,23.82,33.35,0,0.79,50,2976,10.53533109,wt-at
94,101,23.82,33.35,0.79,1.57,50,3891,5.220400184,wt-at
95,101,23.82,33.35,1.57,2.36,50,5652,5.030874665,wt-at
96,101,23.82,33.35,2.36,3.14,50,12894,5.399830893,wt-at
97,101,33.35,42.88,-0.79,0,50,515,2.951161388,wt-at
98,101,33.35,42.88,-1.57,-0.79,50,1704,3.089780174,wt-at
99,101,33.35,42.88,-2.36,-1.57,50,2269,5.844741489,wt-at
100,101,33.35,42.88,-3.14,-2.36,50,5906,5.637011017,wt-at
101,101,33.35,42.88,0,0.79,50,5506,13.26822914,wt-at
102,101,33.35,42.88,0.79,1.57,50,7528,4.898591116,wt-at
103,101,33.35,42.88,1.57,2.36,50,4061,3.788275439,wt-at
104,101,33.35,42.88,2.36,3.14,50,12635,4.949306339,wt-at
105,101,4.76,14.29,-0.79,0,50,1056,5.196207823,wt-at
106,101,4.76,14.29,-1.57,-0.79,50,1751,4.715104088,wt-at
107,101,4.76,14.29,-2.36,-1.57,50,2165,5.23337993,wt-at
108,101,4.76,14.29,-3.14,-2.36,50,6274,4.130116572,wt-at
109,101,4.76,14.29,0,0.79,50,1824,6.965861163,wt-at
110,101,4.76,14.29,0.79,1.57,50,721,1.602594702,wt-at
111,101,4.76,14.29,1.57,2.36,50,1465,1.920229855,wt-at
112,101,4.76,14.29,2.36,3.14,50,7057,4.05836165,wt-at
113,101,42.88,52.4,-0.79,0,50,1221,2.391512296,wt-at
114,101,42.88,52.4,-1.57,-0.79,50,2503,6.464865576,wt-at
115,101,42.88,52.4,-2.36,-1.57,50,7803,6.637364781,wt-at
116,101,42.88,52.4,-3.14,-2.36,50,10596,5.227803656,wt-at
117,101,42.88,52.4,0,0.79,50,3763,10.97491973,wt-at
118,101,42.88,52.4,0.79,1.57,50,15256,10.30585276,wt-at
119,101,42.88,52.4,1.57,2.36,50,2742,2.951707763,wt-at
120,101,42.88,52.4,2.36,3.14,50,4040,3.679753313,wt-at
121,101,52.4,61.93,-0.79,0,50,1067,1.937249502,wt-at
122,101,52.4,61.93,-1.57,-0.79,50,6429,6.878483838,wt-at
123,101,52.4,61.93,-2.36,-1.57,50,8292,5.132173016,wt-at
124,101,52.4,61.93,-3.14,-2.36,50,2421,3.65898461,wt-at
125,101,52.4,61.93,0,0.79,50,2607,2.440156226,wt-at
126,101,52.4,61.93,0.79,1.57,50,7317,6.029693516,wt-at
127,101,52.4,61.93,1.57,2.36,50,545,1.589176507,wt-at
128,101,52.4,61.93,2.36,3.14,50,909,1.688471037,wt-at
129,101,61.93,71.46,-0.79,0,50,1515,3.699803043,wt-at
130,101,61.93,71.46,-1.57,-0.79,50,8515,8.157525535,wt-at
131,101,61.93,71.46,-2.36,-1.57,50,251,7.050695741,wt-at
132,101,61.93,71.46,-3.14,-2.36,50,1,0.350388794,wt-at
133,101,61.93,71.46,0,0.79,50,507,7.285104257,wt-at
134,101,61.93,71.46,0.79,1.57,50,244,1.653509752,wt-at
135,101,61.93,71.46,1.57,2.36,50,10,0.981196367,wt-at
136,101,61.93,71.46,2.36,3.14,50,2,0.531853414,wt-at
137,101,71.46,80.99,-0.79,0,50,0,NA,wt-at
138,101,71.46,80.99,-1.57,-0.79,50,12,11.5438796,wt-at
139,101,71.46,80.99,-2.36,-1.57,50,0,NA,wt-at
140,101,71.46,80.99,-3.14,-2.36,50,0,NA,wt-at
141,101,71.46,80.99,0,0.79,50,2,7.691294614,wt-at
142,101,71.46,80.99,0.79,1.57,50,0,NA,wt-at
143,101,71.46,80.99,1.57,2.36,50,0,NA,wt-at
144,101,71.46,80.99,2.36,3.14,50,0,NA,wt-at
145,101,80.99,90.51,-0.79,0,50,0,NA,wt-at
146,101,80.99,90.51,-1.57,-0.79,50,0,NA,wt-at
147,101,80.99,90.51,-2.36,-1.57,50,0,NA,wt-at
148,101,80.99,90.51,-3.14,-2.36,50,0,NA,wt-at
149,101,80.99,90.51,0,0.79,50,0,NA,wt-at
150,101,80.99,90.51,0.79,1.57,50,0,NA,wt-at
151,101,80.99,90.51,1.57,2.36,50,0,NA,wt-at
152,101,80.99,90.51,2.36,3.14,50,0,NA,wt-at
1,102,-14.29,-4.76,-0.79,0,50,796,3.450529069,wt-at
2,102,-14.29,-4.76,-1.57,-0.79,50,2184,5.456750205,wt-at
3,102,-14.29,-4.76,-2.36,-1.57,50,1128,1.969883164,wt-at
4,102,-14.29,-4.76,-3.14,-2.36,50,1569,1.947309326,wt-at
5,102,-14.29,-4.76,0,0.79,50,106,2.69666126,wt-at
6,102,-14.29,-4.76,0.79,1.57,50,2563,4.377783399,wt-at
7,102,-14.29,-4.76,1.57,2.36,50,7909,3.660662244,wt-at
8,102,-14.29,-4.76,2.36,3.14,50,2057,2.188161739,wt-at
9,102,-23.82,-14.29,-0.79,0,50,1010,5.055211395,wt-at
10,102,-23.82,-14.29,-1.57,-0.79,50,4819,6.223988849,wt-at
11,102,-23.82,-14.29,-2.36,-1.57,50,4470,3.038380048,wt-at
12,102,-23.82,-14.29,-3.14,-2.36,50,1012,1.358990418,wt-at
13,102,-23.82,-14.29,0,0.79,50,882,4.412426066,wt-at
14,102,-23.82,-14.29,0.79,1.57,50,3511,4.494251986,wt-at
15,102,-23.82,-14.29,1.57,2.36,50,5274,2.960847459,wt-at
16,102,-23.82,-14.29,2.36,3.14,50,1480,1.490250402,wt-at
17,102,-33.35,-23.82,-0.79,0,50,654,4.156266887,wt-at
18,102,-33.35,-23.82,-1.57,-0.79,50,6793,6.857275676,wt-at
19,102,-33.35,-23.82,-2.36,-1.57,50,5775,3.550941568,wt-at
20,102,-33.35,-23.82,-3.14,-2.36,50,1565,1.476927356,wt-at
21,102,-33.35,-23.82,0,0.79,50,1141,3.036477314,wt-at
22,102,-33.35,-23.82,0.79,1.57,50,4046,5.52598601,wt-at
23,102,-33.35,-23.82,1.57,2.36,50,2708,2.738989243,wt-at
24,102,-33.35,-23.82,2.36,3.14,50,2303,2.060906592,wt-at
25,102,-4.76,4.76,-0.79,0,50,380,2.801556536,wt-at
26,102,-4.76,4.76,-1.57,-0.79,50,1513,5.001342937,wt-at
27,102,-4.76,4.76,-2.36,-1.57,50,2163,2.014540862,wt-at
28,102,-4.76,4.76,-3.14,-2.36,50,938,1.372294303,wt-at
29,102,-4.76,4.76,0,0.79,50,177,2.094391917,wt-at
30,102,-4.76,4.76,0.79,1.57,50,1412,2.971358045,wt-at
31,102,-4.76,4.76,1.57,2.36,50,7937,3.891095899,wt-at
32,102,-4.76,4.76,2.36,3.14,50,1039,2.000874047,wt-at
33,102,-42.88,-33.35,-0.79,0,50,1173,1.455159466,wt-at
34,102,-42.88,-33.35,-1.57,-0.79,50,6463,4.523184957,wt-at
35,102,-42.88,-33.35,-2.36,-1.57,50,4271,4.064984373,wt-at
36,102,-42.88,-33.35,-3.14,-2.36,50,1191,1.989140754,wt-at
37,102,-42.88,-33.35,0,0.79,50,1681,2.018930438,wt-at
38,102,-42.88,-33.35,0.79,1.57,50,2534,3.084321198,wt-at
39,102,-42.88,-33.35,1.57,2.36,50,1953,2.976656984,wt-at
40,102,-42.88,-33.35,2.36,3.14,50,1947,2.569512677,wt-at
41,102,-52.4,-42.88,-0.79,0,50,1075,1.816395823,wt-at
42,102,-52.4,-42.88,-1.57,-0.79,50,5104,3.603342192,wt-at
43,102,-52.4,-42.88,-2.36,-1.57,50,4007,3.557548674,wt-at
44,102,-52.4,-42.88,-3.14,-2.36,50,1002,2.444458313,wt-at
45,102,-52.4,-42.88,0,0.79,50,613,1.491525911,wt-at
46,102,-52.4,-42.88,0.79,1.57,50,2906,2.747242543,wt-at
47,102,-52.4,-42.88,1.57,2.36,50,2549,1.872524358,wt-at
48,102,-52.4,-42.88,2.36,3.14,50,1160,1.754811629,wt-at
49,102,-61.93,-52.4,-0.79,0,50,782,1.309356048,wt-at
50,102,-61.93,-52.4,-1.57,-0.79,50,2565,2.46368232,wt-at
51,102,-61.93,-52.4,-2.36,-1.57,50,5381,3.740361517,wt-at
52,102,-61.93,-52.4,-3.14,-2.36,50,1717,2.834637601,wt-at
53,102,-61.93,-52.4,0,0.79,50,1411,2.353518017,wt-at
54,102,-61.93,-52.4,0.79,1.57,50,4039,3.100558675,wt-at
55,102,-61.93,-52.4,1.57,2.36,50,3324,2.916078238,wt-at
56,102,-61.93,-52.4,2.36,3.14,50,1853,2.686056486,wt-at
57,102,-71.46,-61.93,-0.79,0,50,251,0.818937682,wt-at
58,102,-71.46,-61.93,-1.57,-0.79,50,240,0.715381835,wt-at
59,102,-71.46,-61.93,-2.36,-1.57,50,1493,2.02630643,wt-at
60,102,-71.46,-61.93,-3.14,-2.36,50,971,2.428490759,wt-at
61,102,-71.46,-61.93,0,0.79,50,1066,2.337869973,wt-at
62,102,-71.46,-61.93,0.79,1.57,50,6311,4.420550643,wt-at
63,102,-71.46,-61.93,1.57,2.36,50,4453,4.367453533,wt-at
64,102,-71.46,-61.93,2.36,3.14,50,893,2.706024056,wt-at
65,102,-80.99,-71.46,-0.79,0,50,29,3.069329443,wt-at
66,102,-80.99,-71.46,-1.57,-0.79,50,1,4.594254617,wt-at
67,102,-80.99,-71.46,-2.36,-1.57,50,0,NA,wt-at
68,102,-80.99,-71.46,-3.14,-2.36,50,0,NA,wt-at
69,102,-80.99,-71.46,0,0.79,50,187,4.257682045,wt-at
70,102,-80.99,-71.46,0.79,1.57,50,423,6.528570275,wt-at
71,102,-80.99,-71.46,1.57,2.36,50,0,NA,wt-at
72,102,-80.99,-71.46,2.36,3.14,50,0,NA,wt-at
73,102,-90.51,-80.99,-0.79,0,50,0,NA,wt-at
74,102,-90.51,-80.99,-1.57,-0.79,50,0,NA,wt-at
75,102,-90.51,-80.99,-2.36,-1.57,50,0,NA,wt-at
76,102,-90.51,-80.99,-3.14,-2.36,50,0,NA,wt-at
77,102,-90.51,-80.99,0,0.79,50,0,NA,wt-at
78,102,-90.51,-80.99,0.79,1.57,50,0,NA,wt-at
79,102,-90.51,-80.99,1.57,2.36,50,0,NA,wt-at
80,102,-90.51,-80.99,2.36,3.14,50,0,NA,wt-at
81,102,14.29,23.82,-0.79,0,50,196,3.971263896,wt-at
82,102,14.29,23.82,-1.57,-0.79,50,2710,7.494146825,wt-at
83,102,14.29,23.82,-2.36,-1.57,50,3552,5.179422177,wt-at
84,102,14.29,23.82,-3.14,-2.36,50,1727,1.644795718,wt-at
85,102,14.29,23.82,0,0.79,50,74,5.775230104,wt-at
86,102,14.29,23.82,0.79,1.57,50,3643,5.502395145,wt-at
87,102,14.29,23.82,1.57,2.36,50,6635,3.218473649,wt-at
88,102,14.29,23.82,2.36,3.14,50,1677,1.665117001,wt-at
89,102,23.82,33.35,-0.79,0,50,819,3.436684843,wt-at
90,102,23.82,33.35,-1.57,-0.79,50,3274,4.426797048,wt-at
91,102,23.82,33.35,-2.36,-1.57,50,4103,2.75535913,wt-at
92,102,23.82,33.35,-3.14,-2.36,50,1917,1.592531629,wt-at
93,102,23.82,33.35,0,0.79,50,398,2.273740446,wt-at
94,102,23.82,33.35,0.79,1.57,50,2862,2.915135238,wt-at
95,102,23.82,33.35,1.57,2.36,50,4587,2.766895631,wt-at
96,102,23.82,33.35,2.36,3.14,50,1795,1.620529729,wt-at
97,102,33.35,42.88,-0.79,0,50,830,3.002929134,wt-at
98,102,33.35,42.88,-1.57,-0.79,50,3387,6.133732883,wt-at
99,102,33.35,42.88,-2.36,-1.57,50,5312,3.298254311,wt-at
100,102,33.35,42.88,-3.14,-2.36,50,2721,2.187965214,wt-at
101,102,33.35,42.88,0,0.79,50,353,4.299354972,wt-at
102,102,33.35,42.88,0.79,1.57,50,1842,5.73822764,wt-at
103,102,33.35,42.88,1.57,2.36,50,5202,3.058713501,wt-at
104,102,33.35,42.88,2.36,3.14,50,3475,2.314792616,wt-at
105,102,4.76,14.29,-0.79,0,50,336,0.762226648,wt-at
106,102,4.76,14.29,-1.57,-0.79,50,945,2.075846335,wt-at
107,102,4.76,14.29,-2.36,-1.57,50,775,1.390058816,wt-at
108,102,4.76,14.29,-3.14,-2.36,50,472,0.89440048,wt-at
109,102,4.76,14.29,0,0.79,50,337,0.732156792,wt-at
110,102,4.76,14.29,0.79,1.57,50,2054,2.829130193,wt-at
111,102,4.76,14.29,1.57,2.36,50,7920,3.662335025,wt-at
112,102,4.76,14.29,2.36,3.14,50,736,1.152089881,wt-at
113,102,42.88,52.4,-0.79,0,50,1650,2.922175639,wt-at
114,102,42.88,52.4,-1.57,-0.79,50,3695,3.798123953,wt-at
115,102,42.88,52.4,-2.36,-1.57,50,6184,4.147619952,wt-at
116,102,42.88,52.4,-3.14,-2.36,50,5537,3.848866796,wt-at
117,102,42.88,52.4,0,0.79,50,1389,2.521728751,wt-at
118,102,42.88,52.4,0.79,1.57,50,2547,3.93887977,wt-at
119,102,42.88,52.4,1.57,2.36,50,1026,2.550314864,wt-at
120,102,42.88,52.4,2.36,3.14,50,1412,2.580161088,wt-at
121,102,52.4,61.93,-0.79,0,50,3207,2.998731622,wt-at
122,102,52.4,61.93,-1.57,-0.79,50,2730,3.239649803,wt-at
123,102,52.4,61.93,-2.36,-1.57,50,4291,3.88810006,wt-at
124,102,52.4,61.93,-3.14,-2.36,50,4650,3.560363482,wt-at
125,102,52.4,61.93,0,0.79,50,4056,3.558601139,wt-at
126,102,52.4,61.93,0.79,1.57,50,3294,4.982111539,wt-at
127,102,52.4,61.93,1.57,2.36,50,1716,2.797778468,wt-at
128,102,52.4,61.93,2.36,3.14,50,1985,2.474208393,wt-at
129,102,61.93,71.46,-0.79,0,50,1695,3.125924241,wt-at
130,102,61.93,71.46,-1.57,-0.79,50,983,3.630992194,wt-at
131,102,61.93,71.46,-2.36,-1.57,50,447,2.623232564,wt-at
132,102,61.93,71.46,-3.14,-2.36,50,250,1.112374098,wt-at
133,102,61.93,71.46,0,0.79,50,2532,3.643583309,wt-at
134,102,61.93,71.46,0.79,1.57,50,4819,4.098405698,wt-at
135,102,61.93,71.46,1.57,2.36,50,1249,3.668133557,wt-at
136,102,61.93,71.46,2.36,3.14,50,323,1.963266872,wt-at
137,102,71.46,80.99,-0.79,0,50,0,NA,wt-at
138,102,71.46,80.99,-1.57,-0.79,50,0,NA,wt-at
139,102,71.46,80.99,-2.36,-1.57,50,0,NA,wt-at
140,102,71.46,80.99,-3.14,-2.36,50,0,NA,wt-at
141,102,71.46,80.99,0,0.79,50,0,NA,wt-at
142,102,71.46,80.99,0.79,1.57,50,0,NA,wt-at
143,102,71.46,80.99,1.57,2.36,50,0,NA,wt-at
144,102,71.46,80.99,2.36,3.14,50,0,NA,wt-at
145,102,80.99,90.51,-0.79,0,50,0,NA,wt-at
146,102,80.99,90.51,-1.57,-0.79,50,0,NA,wt-at
147,102,80.99,90.51,-2.36,-1.57,50,0,NA,wt-at
148,102,80.99,90.51,-3.14,-2.36,50,0,NA,wt-at
149,102,80.99,90.51,0,0.79,50,0,NA,wt-at
150,102,80.99,90.51,0.79,1.57,50,0,NA,wt-at
151,102,80.99,90.51,1.57,2.36,50,0,NA,wt-at
152,102,80.99,90.51,2.36,3.14,50,0,NA,wt-at
1,103,-14.29,-4.76,-0.79,0,50,0,6.528051832,wt-at
2,103,-14.29,-4.76,-1.57,-0.79,50,200,3.880957788,wt-at
3,103,-14.29,-4.76,-2.36,-1.57,50,1609,3.963329231,wt-at
4,103,-14.29,-4.76,-3.14,-2.36,50,4429,3.58504839,wt-at
5,103,-14.29,-4.76,0,0.79,50,4,12.25760701,wt-at
6,103,-14.29,-4.76,0.79,1.57,50,1,11.78680903,wt-at
7,103,-14.29,-4.76,1.57,2.36,50,141,6.266478911,wt-at
8,103,-14.29,-4.76,2.36,3.14,50,3752,4.195115411,wt-at
9,103,-23.82,-14.29,-0.79,0,50,347,7.204814155,wt-at
10,103,-23.82,-14.29,-1.57,-0.79,50,81,7.187675352,wt-at
11,103,-23.82,-14.29,-2.36,-1.57,50,1721,4.251548573,wt-at
12,103,-23.82,-14.29,-3.14,-2.36,50,6116,4.262386112,wt-at
13,103,-23.82,-14.29,0,0.79,50,11,6.422147571,wt-at
14,103,-23.82,-14.29,0.79,1.57,50,14,2.433566566,wt-at
15,103,-23.82,-14.29,1.57,2.36,50,602,4.135671036,wt-at
16,103,-23.82,-14.29,2.36,3.14,50,3129,5.259629837,wt-at
17,103,-33.35,-23.82,-0.79,0,50,309,3.10174459,wt-at
18,103,-33.35,-23.82,-1.57,-0.79,50,400,8.438170038,wt-at
19,103,-33.35,-23.82,-2.36,-1.57,50,1440,4.643126423,wt-at
20,103,-33.35,-23.82,-3.14,-2.36,50,9584,4.687770676,wt-at
21,103,-33.35,-23.82,0,0.79,50,412,3.809977432,wt-at
22,103,-33.35,-23.82,0.79,1.57,50,225,1.967256177,wt-at
23,103,-33.35,-23.82,1.57,2.36,50,457,3.242316067,wt-at
24,103,-33.35,-23.82,2.36,3.14,50,3424,4.927769102,wt-at
25,103,-4.76,4.76,-0.79,0,50,38,5.906610381,wt-at
26,103,-4.76,4.76,-1.57,-0.79,50,499,3.136277026,wt-at
27,103,-4.76,4.76,-2.36,-1.57,50,1741,2.935552188,wt-at
28,103,-4.76,4.76,-3.14,-2.36,50,3952,3.041851087,wt-at
29,103,-4.76,4.76,0,0.79,50,13,7.546589947,wt-at
30,103,-4.76,4.76,0.79,1.57,50,3,0.147105423,wt-at
31,103,-4.76,4.76,1.57,2.36,50,166,6.112364102,wt-at
32,103,-4.76,4.76,2.36,3.14,50,5221,4.15127864,wt-at
33,103,-42.88,-33.35,-0.79,0,50,1158,6.954226841,wt-at
34,103,-42.88,-33.35,-1.57,-0.79,50,4529,5.645160678,wt-at
35,103,-42.88,-33.35,-2.36,-1.57,50,4226,4.015574528,wt-at
36,103,-42.88,-33.35,-3.14,-2.36,50,7808,3.876873159,wt-at
37,103,-42.88,-33.35,0,0.79,50,198,1.18076284,wt-at
38,103,-42.88,-33.35,0.79,1.57,50,210,0.971621168,wt-at
39,103,-42.88,-33.35,1.57,2.36,50,900,2.847952308,wt-at
40,103,-42.88,-33.35,2.36,3.14,50,3205,4.292037791,wt-at
41,103,-52.4,-42.88,-0.79,0,50,961,8.403484941,wt-at
42,103,-52.4,-42.88,-1.57,-0.79,50,8806,5.513275037,wt-at
43,103,-52.4,-42.88,-2.36,-1.57,50,3986,3.049909676,wt-at
44,103,-52.4,-42.88,-3.14,-2.36,50,5114,3.33392279,wt-at
45,103,-52.4,-42.88,0,0.79,50,322,4.793967915,wt-at
46,103,-52.4,-42.88,0.79,1.57,50,679,4.942421251,wt-at
47,103,-52.4,-42.88,1.57,2.36,50,1723,3.718467729,wt-at
48,103,-52.4,-42.88,2.36,3.14,50,4942,5.402537735,wt-at
49,103,-61.93,-52.4,-0.79,0,50,3602,3.321509457,wt-at
50,103,-61.93,-52.4,-1.57,-0.79,50,8909,5.453216709,wt-at
51,103,-61.93,-52.4,-2.36,-1.57,50,1457,1.782057812,wt-at
52,103,-61.93,-52.4,-3.14,-2.36,50,1839,2.032415932,wt-at
53,103,-61.93,-52.4,0,0.79,50,943,2.187589268,wt-at
54,103,-61.93,-52.4,0.79,1.57,50,544,1.606126367,wt-at
55,103,-61.93,-52.4,1.57,2.36,50,3589,4.289510063,wt-at
56,103,-61.93,-52.4,2.36,3.14,50,6944,4.027578332,wt-at
57,103,-71.46,-61.93,-0.79,0,50,6946,4.987289389,wt-at
58,103,-71.46,-61.93,-1.57,-0.79,50,1940,4.829528999,wt-at
59,103,-71.46,-61.93,-2.36,-1.57,50,54,1.377082528,wt-at
60,103,-71.46,-61.93,-3.14,-2.36,50,164,1.27133592,wt-at
61,103,-71.46,-61.93,0,0.79,50,3226,3.734957849,wt-at
62,103,-71.46,-61.93,0.79,1.57,50,4403,3.238271764,wt-at
63,103,-71.46,-61.93,1.57,2.36,50,8394,5.608987999,wt-at
64,103,-71.46,-61.93,2.36,3.14,50,1129,4.108925268,wt-at
65,103,-80.99,-71.46,-0.79,0,50,1944,6.286547762,wt-at
66,103,-80.99,-71.46,-1.57,-0.79,50,63,5.807032385,wt-at
67,103,-80.99,-71.46,-2.36,-1.57,50,0,NA,wt-at
68,103,-80.99,-71.46,-3.14,-2.36,50,1,2.088584342,wt-at
69,103,-80.99,-71.46,0,0.79,50,4172,5.492405206,wt-at
70,103,-80.99,-71.46,0.79,1.57,50,9058,7.031311061,wt-at
71,103,-80.99,-71.46,1.57,2.36,50,4591,8.009932271,wt-at
72,103,-80.99,-71.46,2.36,3.14,50,40,2.015569252,wt-at
73,103,-90.51,-80.99,-0.79,0,50,0,NA,wt-at
74,103,-90.51,-80.99,-1.57,-0.79,50,0,NA,wt-at
75,103,-90.51,-80.99,-2.36,-1.57,50,0,NA,wt-at
76,103,-90.51,-80.99,-3.14,-2.36,50,0,NA,wt-at
77,103,-90.51,-80.99,0,0.79,50,508,6.820667128,wt-at
78,103,-90.51,-80.99,0.79,1.57,50,1073,8.238536689,wt-at
79,103,-90.51,-80.99,1.57,2.36,50,0,NA,wt-at
80,103,-90.51,-80.99,2.36,3.14,50,0,NA,wt-at
81,103,14.29,23.82,-0.79,0,50,3176,6.512188379,wt-at
82,103,14.29,23.82,-1.57,-0.79,50,2948,2.43005449,wt-at
83,103,14.29,23.82,-2.36,-1.57,50,1350,1.45944437,wt-at
84,103,14.29,23.82,-3.14,-2.36,50,1584,1.5379951,wt-at
85,103,14.29,23.82,0,0.79,50,1312,2.389489854,wt-at
86,103,14.29,23.82,0.79,1.57,50,3124,3.098817301,wt-at
87,103,14.29,23.82,1.57,2.36,50,3085,2.515758122,wt-at
88,103,14.29,23.82,2.36,3.14,50,1673,1.722309193,wt-at
89,103,23.82,33.35,-0.79,0,50,13469,6.173924208,wt-at
90,103,23.82,33.35,-1.57,-0.79,50,2317,2.562173411,wt-at
91,103,23.82,33.35,-2.36,-1.57,50,462,0.888245388,wt-at
92,103,23.82,33.35,-3.14,-2.36,50,825,1.168933713,wt-at
93,103,23.82,33.35,0,0.79,50,3402,2.532105978,wt-at
94,103,23.82,33.35,0.79,1.57,50,1626,2.944581798,wt-at
95,103,23.82,33.35,1.57,2.36,50,1251,1.523362165,wt-at
96,103,23.82,33.35,2.36,3.14,50,1179,1.550360909,wt-at
97,103,33.35,42.88,-0.79,0,50,13556,5.458011406,wt-at
98,103,33.35,42.88,-1.57,-0.79,50,1394,2.838210233,wt-at
99,103,33.35,42.88,-2.36,-1.57,50,415,1.589555691,wt-at
100,103,33.35,42.88,-3.14,-2.36,50,1144,1.375118474,wt-at
101,103,33.35,42.88,0,0.79,50,1268,1.750953698,wt-at
102,103,33.35,42.88,0.79,1.57,50,1203,3.285048169,wt-at
103,103,33.35,42.88,1.57,2.36,50,2365,2.957248896,wt-at
104,103,33.35,42.88,2.36,3.14,50,1540,1.64646777,wt-at
105,103,4.76,14.29,-0.79,0,50,224,1.654531051,wt-at
106,103,4.76,14.29,-1.57,-0.79,50,2387,2.286417179,wt-at
107,103,4.76,14.29,-2.36,-1.57,50,1512,1.699535282,wt-at
108,103,4.76,14.29,-3.14,-2.36,50,1392,1.574309726,wt-at
109,103,4.76,14.29,0,0.79,50,276,9.117060113,wt-at
110,103,4.76,14.29,0.79,1.57,50,533,1.976738791,wt-at
111,103,4.76,14.29,1.57,2.36,50,3755,2.94960562,wt-at
112,103,4.76,14.29,2.36,3.14,50,3656,2.571864059,wt-at
113,103,42.88,52.4,-0.79,0,50,10972,4.693277868,wt-at
114,103,42.88,52.4,-1.57,-0.79,50,1406,2.535013624,wt-at
115,103,42.88,52.4,-2.36,-1.57,50,558,1.329597008,wt-at
116,103,42.88,52.4,-3.14,-2.36,50,1069,1.747238572,wt-at
117,103,42.88,52.4,0,0.79,50,1691,2.694214311,wt-at
118,103,42.88,52.4,0.79,1.57,50,886,1.578924379,wt-at
119,103,42.88,52.4,1.57,2.36,50,2816,2.420792001,wt-at
120,103,42.88,52.4,2.36,3.14,50,4753,3.831779301,wt-at
121,103,52.4,61.93,-0.79,0,50,7875,3.35142973,wt-at
122,103,52.4,61.93,-1.57,-0.79,50,3515,3.009124849,wt-at
123,103,52.4,61.93,-2.36,-1.57,50,380,1.270979868,wt-at
124,103,52.4,61.93,-3.14,-2.36,50,1733,2.587898951,wt-at
125,103,52.4,61.93,0,0.79,50,2849,2.36851712,wt-at
126,103,52.4,61.93,0.79,1.57,50,900,3.756083364,wt-at
127,103,52.4,61.93,1.57,2.36,50,3356,4.296621846,wt-at
128,103,52.4,61.93,2.36,3.14,50,3936,2.589962601,wt-at
129,103,61.93,71.46,-0.79,0,50,2691,2.142830582,wt-at
130,103,61.93,71.46,-1.57,-0.79,50,4777,3.386678054,wt-at
131,103,61.93,71.46,-2.36,-1.57,50,764,1.199625538,wt-at
132,103,61.93,71.46,-3.14,-2.36,50,986,1.561086373,wt-at
133,103,61.93,71.46,0,0.79,50,1847,1.615405072,wt-at
134,103,61.93,71.46,0.79,1.57,50,924,1.19073259,wt-at
135,103,61.93,71.46,1.57,2.36,50,3959,3.255489616,wt-at
136,103,61.93,71.46,2.36,3.14,50,8015,4.517041654,wt-at
137,103,71.46,80.99,-0.79,0,50,555,1.38429908,wt-at
138,103,71.46,80.99,-1.57,-0.79,50,1820,2.349532346,wt-at
139,103,71.46,80.99,-2.36,-1.57,50,458,1.051304099,wt-at
140,103,71.46,80.99,-3.14,-2.36,50,575,1.333791173,wt-at
141,103,71.46,80.99,0,0.79,50,469,1.136004549,wt-at
142,103,71.46,80.99,0.79,1.57,50,694,1.303012343,wt-at
143,103,71.46,80.99,1.57,2.36,50,5533,3.182825005,wt-at
144,103,71.46,80.99,2.36,3.14,50,9797,6.43204749,wt-at
145,103,80.99,90.51,-0.79,0,50,27,3.375709777,wt-at
146,103,80.99,90.51,-1.57,-0.79,50,19,1.537826251,wt-at
147,103,80.99,90.51,-2.36,-1.57,50,0,NA,wt-at
148,103,80.99,90.51,-3.14,-2.36,50,0,NA,wt-at
149,103,80.99,90.51,0,0.79,50,61,2.869247896,wt-at
150,103,80.99,90.51,0.79,1.57,50,0,NA,wt-at
151,103,80.99,90.51,1.57,2.36,50,153,2.397352259,wt-at
152,103,80.99,90.51,2.36,3.14,50,31,1.283740744,wt-at
1,104,-14.29,-4.76,-0.79,0,50,1457,7.400724324,wt-at
