"","Index","min_alpha","max_alpha","min_theta","max_theta","num","pts","r","stype"
"235","101","14.29","23.82","-2.36","-1.57","50","1286","4.398350568","wt-zrf"
"236","101","14.29","23.82","-3.14","-2.36","50","5998","6.473105264","wt-zrf"
"237","101","14.29","23.82","0.0","0.79","50","1457","9.91202438","wt-zrf"
"238","101","14.29","23.82","0.79","1.57","50","228","1.741877558","wt-zrf"
"239","101","14.29","23.82","1.57","2.36","50","228","1.755921922","wt-zrf"
"240","101","14.29","23.82","2.36","3.14","50","919","2.663221856","wt-zrf"
"241","101","23.82","33.35","-0.79","0.0","50","288","11.5035262","wt-zrf"
"242","101","23.82","33.35","-1.57","-0.79","50","375","3.223944129","wt-zrf"
"243","101","23.82","33.35","-2.36","-1.57","50","1603","4.668861988","wt-zrf"
"244","101","23.82","33.35","-3.14","-2.36","50","8010","9.414984055","wt-zrf"
"245","101","23.82","33.35","0.0","0.79","50","1594","8.857349478","wt-zrf"
"246","101","23.82","33.35","0.79","1.57","50","1360","2.368153061","wt-zrf"
"247","101","23.82","33.35","1.57","2.36","50","277","1.451847006","wt-zrf"
"248","101","23.82","33.35","2.36","3.14","50","1578","3.099879522","wt-zrf"
"249","101","33.35","42.88","-0.79","0.0","50","504","11.62748929","wt-zrf"
"250","101","33.35","42.88","-1.57","-0.79","50","395","10.17642936","wt-zrf"
"251","101","33.35","42.88","-2.36","-1.57","50","1735","7.339118345","wt-zrf"
"252","101","33.35","42.88","-3.14","-2.36","50","6632","5.978977579","wt-zrf"
"253","101","33.35","42.88","0.0","0.79","50","1796","5.798445742","wt-zrf"
"254","101","33.35","42.88","0.79","1.57","50","1556","3.782140556","wt-zrf"
"255","101","33.35","42.88","1.57","2.36","50","610","2.066817536","wt-zrf"
"256","101","33.35","42.88","2.36","3.14","50","2183","3.287648225","wt-zrf"
"257","101","4.76","14.29","-0.79","0.0","50","412","7.690667111","wt-zrf"
"258","101","4.76","14.29","-1.57","-0.79","50","438","4.342460424","wt-zrf"
"259","101","4.76","14.29","-2.36","-1.57","50","1491","5.274106819","wt-zrf"
"260","101","4.76","14.29","-3.14","-2.36","50","1754","9.573613807","wt-zrf"
"261","101","4.76","14.29","0.0","0.79","50","859","11.29656423","wt-zrf"
"262","101","4.76","14.29","0.79","1.57","50","55","6.656848796","wt-zrf"
