landmark_index,sample_index,min_alpha,max_alpha,min_theta,max_theta,num,pts,r,stype
132,21,61.93,71.46,-3.14,-2.36,50,0,NA,mt-zrf
133,21,61.93,71.46,0,0.79,50,0,NA,mt-zrf
134,21,61.93,71.46,0.79,1.57,50,422,4.326519883,mt-zrf
135,21,61.93,71.46,1.57,2.36,50,35,2.001796376,mt-zrf
136,21,61.93,71.46,2.36,3.14,50,10,1.722353629,mt-zrf
137,21,71.46,80.99,-0.79,0,50,0,NA,mt-zrf
138,21,71.46,80.99,-1.57,-0.79,50,0,NA,mt-zrf
139,21,71.46,80.99,-2.36,-1.57,50,0,NA,mt-zrf
140,21,71.46,80.99,-3.14,-2.36,50,0,NA,mt-zrf
141,21,71.46,80.99,0,0.79,50,0,NA,mt-zrf
142,21,71.46,80.99,0.79,1.57,50,0,NA,mt-zrf
143,21,71.46,80.99,1.57,2.36,50,0,NA,mt-zrf
144,21,71.46,80.99,2.36,3.14,50,0,NA,mt-zrf
145,21,80.99,90.51,-0.79,0,50,0,NA,mt-zrf
146,21,80.99,90.51,-1.57,-0.79,50,0,NA,mt-zrf
147,21,80.99,90.51,-2.36,-1.57,50,0,NA,mt-zrf
148,21,80.99,90.51,-3.14,-2.36,50,0,NA,mt-zrf
149,21,80.99,90.51,0,0.79,50,0,NA,mt-zrf
150,21,80.99,90.51,0.79,1.57,50,0,NA,mt-zrf
151,21,80.99,90.51,1.57,2.36,50,0,NA,mt-zrf
152,21,80.99,90.51,2.36,3.14,50,0,NA,mt-zrf
1,24,-14.29,-4.76,-0.79,0,50,107,8.441206188,mt-zrf
2,24,-14.29,-4.76,-1.57,-0.79,50,349,4.443378662,mt-zrf
3,24,-14.29,-4.76,-2.36,-1.57,50,27,5.060213402,mt-zrf
4,24,-14.29,-4.76,-3.14,-2.36,50,3,1.144484343,mt-zrf
5,24,-14.29,-4.76,0,0.79,50,105,3.080153579,mt-zrf
6,24,-14.29,-4.76,0.79,1.57,50,590,9.280782686,mt-zrf
7,24,-14.29,-4.76,1.57,2.36,50,715,17.17612902,mt-zrf
8,24,-14.29,-4.76,2.36,3.14,50,33,2.023632384,mt-zrf
9,24,-23.82,-14.29,-0.79,0,50,19,5.034546185,mt-zrf
10,24,-23.82,-14.29,-1.57,-0.79,50,335,4.748031992,mt-zrf
11,24,-23.82,-14.29,-2.36,-1.57,50,317,2.778958993,mt-zrf
12,24,-23.82,-14.29,-3.14,-2.36,50,71,2.349044584,mt-zrf
13,24,-23.82,-14.29,0,0.79,50,114,10.43224387,mt-zrf
14,24,-23.82,-14.29,0.79,1.57,50,1018,4.147054659,mt-zrf
15,24,-23.82,-14.29,1.57,2.36,50,1070,5.340936926,mt-zrf
16,24,-23.82,-14.29,2.36,3.14,50,138,2.522023294,mt-zrf
17,24,-33.35,-23.82,-0.79,0,50,139,11.8404505,mt-zrf
18,24,-33.35,-23.82,-1.57,-0.79,50,721,8.829914482,mt-zrf
19,24,-33.35,-23.82,-2.36,-1.57,50,808,5.212907545,mt-zrf
20,24,-33.35,-23.82,-3.14,-2.36,50,150,3.485939803,mt-zrf
21,24,-33.35,-23.82,0,0.79,50,84,2.972757353,mt-zrf
22,24,-33.35,-23.82,0.79,1.57,50,451,9.700918934,mt-zrf
23,24,-33.35,-23.82,1.57,2.36,50,1132,23.6521877,mt-zrf
24,24,-33.35,-23.82,2.36,3.14,50,384,4.72908946,mt-zrf
25,24,-4.76,4.76,-0.79,0,50,84,8.279597839,mt-zrf
26,24,-4.76,4.76,-1.57,-0.79,50,245,5.344781769,mt-zrf
27,24,-4.76,4.76,-2.36,-1.57,50,0,NA,mt-zrf
28,24,-4.76,4.76,-3.14,-2.36,50,0,NA,mt-zrf
29,24,-4.76,4.76,0,0.79,50,46,8.915853068,mt-zrf
30,24,-4.76,4.76,0.79,1.57,50,140,17.74383651,mt-zrf
31,24,-4.76,4.76,1.57,2.36,50,1612,17.28000071,mt-zrf
32,24,-4.76,4.76,2.36,3.14,50,0,NA,mt-zrf
33,24,-42.88,-33.35,-0.79,0,50,91,1.313459706,mt-zrf
34,24,-42.88,-33.35,-1.57,-0.79,50,1830,15.10358978,mt-zrf
35,24,-42.88,-33.35,-2.36,-1.57,50,1837,4.463775005,mt-zrf
36,24,-42.88,-33.35,-3.14,-2.36,50,1006,2.363748407,mt-zrf
37,24,-42.88,-33.35,0,0.79,50,279,1.354183813,mt-zrf
38,24,-42.88,-33.35,0.79,1.57,50,1749,3.226500202,mt-zrf
39,24,-42.88,-33.35,1.57,2.36,50,4047,5.234870514,mt-zrf
40,24,-42.88,-33.35,2.36,3.14,50,1273,3.0342706,mt-zrf
41,24,-52.4,-42.88,-0.79,0,50,54,0.731212442,mt-zrf
42,24,-52.4,-42.88,-1.57,-0.79,50,7163,12.60845632,mt-zrf
43,24,-52.4,-42.88,-2.36,-1.57,50,4160,6.615841869,mt-zrf
44,24,-52.4,-42.88,-3.14,-2.36,50,34,1.295976603,mt-zrf
45,24,-52.4,-42.88,0,0.79,50,56,0.771092156,mt-zrf
46,24,-52.4,-42.88,0.79,1.57,50,117,0.935876059,mt-zrf
47,24,-52.4,-42.88,1.57,2.36,50,296,3.464100186,mt-zrf
48,24,-52.4,-42.88,2.36,3.14,50,96,0.991781804,mt-zrf
49,24,-61.93,-52.4,-0.79,0,50,0,NA,mt-zrf
50,24,-61.93,-52.4,-1.57,-0.79,50,35,21.3165252,mt-zrf
51,24,-61.93,-52.4,-2.36,-1.57,50,0,NA,mt-zrf
52,24,-61.93,-52.4,-3.14,-2.36,50,0,NA,mt-zrf
53,24,-61.93,-52.4,0,0.79,50,0,NA,mt-zrf
54,24,-61.93,-52.4,0.79,1.57,50,0,NA,mt-zrf
55,24,-61.93,-52.4,1.57,2.36,50,0,NA,mt-zrf
56,24,-61.93,-52.4,2.36,3.14,50,0,NA,mt-zrf
57,24,-71.46,-61.93,-0.79,0,50,0,NA,mt-zrf
58,24,-71.46,-61.93,-1.57,-0.79,50,0,NA,mt-zrf
59,24,-71.46,-61.93,-2.36,-1.57,50,0,NA,mt-zrf
60,24,-71.46,-61.93,-3.14,-2.36,50,0,NA,mt-zrf
61,24,-71.46,-61.93,0,0.79,50,0,NA,mt-zrf
62,24,-71.46,-61.93,0.79,1.57,50,0,NA,mt-zrf
63,24,-71.46,-61.93,1.57,2.36,50,0,NA,mt-zrf
64,24,-71.46,-61.93,2.36,3.14,50,0,NA,mt-zrf
65,24,-80.99,-71.46,-0.79,0,50,0,NA,mt-zrf
66,24,-80.99,-71.46,-1.57,-0.79,50,0,NA,mt-zrf
67,24,-80.99,-71.46,-2.36,-1.57,50,0,NA,mt-zrf
68,24,-80.99,-71.46,-3.14,-2.36,50,0,NA,mt-zrf
69,24,-80.99,-71.46,0,0.79,50,0,NA,mt-zrf
70,24,-80.99,-71.46,0.79,1.57,50,0,NA,mt-zrf
71,24,-80.99,-71.46,1.57,2.36,50,0,NA,mt-zrf
72,24,-80.99,-71.46,2.36,3.14,50,0,NA,mt-zrf
73,24,-90.51,-80.99,-0.79,0,50,0,NA,mt-zrf
74,24,-90.51,-80.99,-1.57,-0.79,50,0,NA,mt-zrf
75,24,-90.51,-80.99,-2.36,-1.57,50,0,NA,mt-zrf
76,24,-90.51,-80.99,-3.14,-2.36,50,0,NA,mt-zrf
77,24,-90.51,-80.99,0,0.79,50,0,NA,mt-zrf
78,24,-90.51,-80.99,0.79,1.57,50,0,NA,mt-zrf
79,24,-90.51,-80.99,1.57,2.36,50,0,NA,mt-zrf
80,24,-90.51,-80.99,2.36,3.14,50,0,NA,mt-zrf
81,24,14.29,23.82,-0.79,0,50,156,7.251469776,mt-zrf
82,24,14.29,23.82,-1.57,-0.79,50,16,8.859961497,mt-zrf
83,24,14.29,23.82,-2.36,-1.57,50,0,NA,mt-zrf
84,24,14.29,23.82,-3.14,-2.36,50,86,2.321752672,mt-zrf
85,24,14.29,23.82,0,0.79,50,219,7.38373216,mt-zrf
86,24,14.29,23.82,0.79,1.57,50,1633,12.86562822,mt-zrf
87,24,14.29,23.82,1.57,2.36,50,3224,10.43375484,mt-zrf
88,24,14.29,23.82,2.36,3.14,50,357,2.328132284,mt-zrf
89,24,23.82,33.35,-0.79,0,50,953,3.412990663,mt-zrf
90,24,23.82,33.35,-1.57,-0.79,50,907,5.042100244,mt-zrf
91,24,23.82,33.35,-2.36,-1.57,50,1963,4.787112598,mt-zrf
92,24,23.82,33.35,-3.14,-2.36,50,1796,2.630848834,mt-zrf
93,24,23.82,33.35,0,0.79,50,1477,4.815312052,mt-zrf
94,24,23.82,33.35,0.79,1.57,50,2869,5.511158401,mt-zrf
95,24,23.82,33.35,1.57,2.36,50,4180,4.403168991,mt-zrf
96,24,23.82,33.35,2.36,3.14,50,1838,3.224017109,mt-zrf
97,24,33.35,42.88,-0.79,0,50,1595,2.974396633,mt-zrf
98,24,33.35,42.88,-1.57,-0.79,50,6557,5.733602502,mt-zrf
99,24,33.35,42.88,-2.36,-1.57,50,9354,7.165231999,mt-zrf
100,24,33.35,42.88,-3.14,-2.36,50,361,2.619173552,mt-zrf
101,24,33.35,42.88,0,0.79,50,1529,3.156800497,mt-zrf
102,24,33.35,42.88,0.79,1.57,50,4998,4.346282238,mt-zrf
103,24,33.35,42.88,1.57,2.36,50,3425,5.092221137,mt-zrf
104,24,33.35,42.88,2.36,3.14,50,960,2.34786217,mt-zrf
105,24,4.76,14.29,-0.79,0,50,144,7.905659199,mt-zrf
106,24,4.76,14.29,-1.57,-0.79,50,28,5.926122385,mt-zrf
107,24,4.76,14.29,-2.36,-1.57,50,0,NA,mt-zrf
108,24,4.76,14.29,-3.14,-2.36,50,3,1.582422805,mt-zrf
109,24,4.76,14.29,0,0.79,50,423,9.750334045,mt-zrf
110,24,4.76,14.29,0.79,1.57,50,1942,13.05637871,mt-zrf
111,24,4.76,14.29,1.57,2.36,50,3428,13.27850747,mt-zrf
112,24,4.76,14.29,2.36,3.14,50,44,1.241400227,mt-zrf
113,24,42.88,52.4,-0.79,0,50,103,2.386588081,mt-zrf
114,24,42.88,52.4,-1.57,-0.79,50,4032,8.117124027,mt-zrf
115,24,42.88,52.4,-2.36,-1.57,50,1254,9.505835795,mt-zrf
116,24,42.88,52.4,-3.14,-2.36,50,14,3.015548398,mt-zrf
117,24,42.88,52.4,0,0.79,50,52,1.595201561,mt-zrf
118,24,42.88,52.4,0.79,1.57,50,309,2.145423304,mt-zrf
119,24,42.88,52.4,1.57,2.36,50,429,2.226883494,mt-zrf
120,24,42.88,52.4,2.36,3.14,50,132,2.384121043,mt-zrf
121,24,52.4,61.93,-0.79,0,50,0,NA,mt-zrf
122,24,52.4,61.93,-1.57,-0.79,50,0,NA,mt-zrf
123,24,52.4,61.93,-2.36,-1.57,50,0,NA,mt-zrf
124,24,52.4,61.93,-3.14,-2.36,50,0,NA,mt-zrf
125,24,52.4,61.93,0,0.79,50,0,NA,mt-zrf
126,24,52.4,61.93,0.79,1.57,50,0,NA,mt-zrf
127,24,52.4,61.93,1.57,2.36,50,0,NA,mt-zrf
128,24,52.4,61.93,2.36,3.14,50,0,NA,mt-zrf
129,24,61.93,71.46,-0.79,0,50,0,NA,mt-zrf
130,24,61.93,71.46,-1.57,-0.79,50,0,NA,mt-zrf
131,24,61.93,71.46,-2.36,-1.57,50,0,NA,mt-zrf
132,24,61.93,71.46,-3.14,-2.36,50,0,NA,mt-zrf
133,24,61.93,71.46,0,0.79,50,0,NA,mt-zrf
134,24,61.93,71.46,0.79,1.57,50,0,NA,mt-zrf
135,24,61.93,71.46,1.57,2.36,50,0,NA,mt-zrf
136,24,61.93,71.46,2.36,3.14,50,0,NA,mt-zrf
137,24,71.46,80.99,-0.79,0,50,0,NA,mt-zrf
138,24,71.46,80.99,-1.57,-0.79,50,0,NA,mt-zrf
139,24,71.46,80.99,-2.36,-1.57,50,0,NA,mt-zrf
140,24,71.46,80.99,-3.14,-2.36,50,0,NA,mt-zrf
141,24,71.46,80.99,0,0.79,50,0,NA,mt-zrf
142,24,71.46,80.99,0.79,1.57,50,0,NA,mt-zrf
143,24,71.46,80.99,1.57,2.36,50,0,NA,mt-zrf
144,24,71.46,80.99,2.36,3.14,50,0,NA,mt-zrf
145,24,80.99,90.51,-0.79,0,50,0,NA,mt-zrf
146,24,80.99,90.51,-1.57,-0.79,50,0,NA,mt-zrf
147,24,80.99,90.51,-2.36,-1.57,50,0,NA,mt-zrf
148,24,80.99,90.51,-3.14,-2.36,50,0,NA,mt-zrf
149,24,80.99,90.51,0,0.79,50,0,NA,mt-zrf
150,24,80.99,90.51,0.79,1.57,50,0,NA,mt-zrf
151,24,80.99,90.51,1.57,2.36,50,0,NA,mt-zrf
152,24,80.99,90.51,2.36,3.14,50,0,NA,mt-zrf
1,101,-14.29,-4.76,-0.79,0,50,663,14.68459525,wt-zrf
2,101,-14.29,-4.76,-1.57,-0.79,50,456,8.17566957,wt-zrf
3,101,-14.29,-4.76,-2.36,-1.57,50,820,9.043584504,wt-zrf
4,101,-14.29,-4.76,-3.14,-2.36,50,2327,14.74120014,wt-zrf
5,101,-14.29,-4.76,0,0.79,50,70,18.79067568,wt-zrf
6,101,-14.29,-4.76,0.79,1.57,50,0,NA,wt-zrf
7,101,-14.29,-4.76,1.57,2.36,50,0,NA,wt-zrf
8,101,-14.29,-4.76,2.36,3.14,50,18,9.61172643,wt-zrf
9,101,-23.82,-14.29,-0.79,0,50,437,9.98204158,wt-zrf
10,101,-23.82,-14.29,-1.57,-0.79,50,1093,8.971020438,wt-zrf
11,101,-23.82,-14.29,-2.36,-1.57,50,881,8.86571694,wt-zrf
12,101,-23.82,-14.29,-3.14,-2.36,50,1936,13.80937072,wt-zrf
13,101,-23.82,-14.29,0,0.79,50,391,5.592823662,wt-zrf
14,101,-23.82,-14.29,0.79,1.57,50,41,5.829859081,wt-zrf
15,101,-23.82,-14.29,1.57,2.36,50,7,3.624730039,wt-zrf
16,101,-23.82,-14.29,2.36,3.14,50,62,10.63010178,wt-zrf
17,101,-33.35,-23.82,-0.79,0,50,466,7.864500386,wt-zrf
18,101,-33.35,-23.82,-1.57,-0.79,50,572,6.548260667,wt-zrf
19,101,-33.35,-23.82,-2.36,-1.57,50,2090,5.8088414,wt-zrf
20,101,-33.35,-23.82,-3.14,-2.36,50,5063,14.45795117,wt-zrf
21,101,-33.35,-23.82,0,0.79,50,467,9.714192437,wt-zrf
22,101,-33.35,-23.82,0.79,1.57,50,29,9.811301599,wt-zrf
23,101,-33.35,-23.82,1.57,2.36,50,76,6.880036877,wt-zrf
24,101,-33.35,-23.82,2.36,3.14,50,355,11.80327825,wt-zrf
25,101,-4.76,4.76,-0.79,0,50,387,9.444666807,wt-zrf
26,101,-4.76,4.76,-1.57,-0.79,50,450,6.870341235,wt-zrf
27,101,-4.76,4.76,-2.36,-1.57,50,437,6.127701265,wt-zrf
28,101,-4.76,4.76,-3.14,-2.36,50,1517,15.11623185,wt-zrf
29,101,-4.76,4.76,0,0.79,50,160,17.06655153,wt-zrf
30,101,-4.76,4.76,0.79,1.57,50,1,8.591838258,wt-zrf
31,101,-4.76,4.76,1.57,2.36,50,1,2.57298765,wt-zrf
32,101,-4.76,4.76,2.36,3.14,50,3,7.451647625,wt-zrf
33,101,-42.88,-33.35,-0.79,0,50,1134,9.018573896,wt-zrf
34,101,-42.88,-33.35,-1.57,-0.79,50,375,6.253312748,wt-zrf
35,101,-42.88,-33.35,-2.36,-1.57,50,2275,5.049002303,wt-zrf
36,101,-42.88,-33.35,-3.14,-2.36,50,7390,11.14968136,wt-zrf
37,101,-42.88,-33.35,0,0.79,50,5011,10.26664245,wt-zrf
38,101,-42.88,-33.35,0.79,1.57,50,347,9.734145911,wt-zrf
39,101,-42.88,-33.35,1.57,2.36,50,168,4.398643953,wt-zrf
40,101,-42.88,-33.35,2.36,3.14,50,616,12.70685516,wt-zrf
41,101,-52.4,-42.88,-0.79,0,50,2647,4.891687095,wt-zrf
42,101,-52.4,-42.88,-1.57,-0.79,50,679,4.232333851,wt-zrf
43,101,-52.4,-42.88,-2.36,-1.57,50,3717,5.685714494,wt-zrf
44,101,-52.4,-42.88,-3.14,-2.36,50,7128,6.467605859,wt-zrf
45,101,-52.4,-42.88,0,0.79,50,7881,9.006369111,wt-zrf
46,101,-52.4,-42.88,0.79,1.57,50,8523,11.63516521,wt-zrf
47,101,-52.4,-42.88,1.57,2.36,50,576,8.307208558,wt-zrf
48,101,-52.4,-42.88,2.36,3.14,50,1136,4.392910924,wt-zrf
49,101,-61.93,-52.4,-0.79,0,50,2389,3.21663131,wt-zrf
50,101,-61.93,-52.4,-1.57,-0.79,50,941,4.019637461,wt-zrf
51,101,-61.93,-52.4,-2.36,-1.57,50,4277,5.082608883,wt-zrf
52,101,-61.93,-52.4,-3.14,-2.36,50,2157,2.570537844,wt-zrf
53,101,-61.93,-52.4,0,0.79,50,5090,5.16801725,wt-zrf
54,101,-61.93,-52.4,0.79,1.57,50,11233,8.394687989,wt-zrf
55,101,-61.93,-52.4,1.57,2.36,50,595,1.39831051,wt-zrf
56,101,-61.93,-52.4,2.36,3.14,50,382,1.401697121,wt-zrf
57,101,-71.46,-61.93,-0.79,0,50,92,1.77974662,wt-zrf
58,101,-71.46,-61.93,-1.57,-0.79,50,307,9.186239342,wt-zrf
59,101,-71.46,-61.93,-2.36,-1.57,50,184,3.233243568,wt-zrf
60,101,-71.46,-61.93,-3.14,-2.36,50,26,0.943140033,wt-zrf
61,101,-71.46,-61.93,0,0.79,50,845,3.617043128,wt-zrf
62,101,-71.46,-61.93,0.79,1.57,50,1935,5.65831298,wt-zrf
63,101,-71.46,-61.93,1.57,2.36,50,2,0.776680062,wt-zrf
64,101,-71.46,-61.93,2.36,3.14,50,6,0.887642845,wt-zrf
65,101,-80.99,-71.46,-0.79,0,50,0,NA,wt-zrf
66,101,-80.99,-71.46,-1.57,-0.79,50,3,8.309288783,wt-zrf
67,101,-80.99,-71.46,-2.36,-1.57,50,0,NA,wt-zrf
68,101,-80.99,-71.46,-3.14,-2.36,50,0,NA,wt-zrf
69,101,-80.99,-71.46,0,0.79,50,0,NA,wt-zrf
70,101,-80.99,-71.46,0.79,1.57,50,0,NA,wt-zrf
71,101,-80.99,-71.46,1.57,2.36,50,0,NA,wt-zrf
72,101,-80.99,-71.46,2.36,3.14,50,0,NA,wt-zrf
73,101,-90.51,-80.99,-0.79,0,50,0,NA,wt-zrf
74,101,-90.51,-80.99,-1.57,-0.79,50,0,NA,wt-zrf
75,101,-90.51,-80.99,-2.36,-1.57,50,0,NA,wt-zrf
76,101,-90.51,-80.99,-3.14,-2.36,50,0,NA,wt-zrf
77,101,-90.51,-80.99,0,0.79,50,0,NA,wt-zrf
78,101,-90.51,-80.99,0.79,1.57,50,0,NA,wt-zrf
79,101,-90.51,-80.99,1.57,2.36,50,0,NA,wt-zrf
80,101,-90.51,-80.99,2.36,3.14,50,0,NA,wt-zrf
81,101,14.29,23.82,-0.79,0,50,546,5.997366601,wt-zrf
82,101,14.29,23.82,-1.57,-0.79,50,815,2.268224995,wt-zrf
83,101,14.29,23.82,-2.36,-1.57,50,1286,4.398350568,wt-zrf
84,101,14.29,23.82,-3.14,-2.36,50,5998,6.473105264,wt-zrf
85,101,14.29,23.82,0,0.79,50,1457,9.91202438,wt-zrf
86,101,14.29,23.82,0.79,1.57,50,228,1.741877558,wt-zrf
87,101,14.29,23.82,1.57,2.36,50,228,1.755921922,wt-zrf
88,101,14.29,23.82,2.36,3.14,50,919,2.663221856,wt-zrf
89,101,23.82,33.35,-0.79,0,50,288,11.5035262,wt-zrf
90,101,23.82,33.35,-1.57,-0.79,50,375,3.223944129,wt-zrf
91,101,23.82,33.35,-2.36,-1.57,50,1603,4.668861988,wt-zrf
92,101,23.82,33.35,-3.14,-2.36,50,8010,9.414984055,wt-zrf
93,101,23.82,33.35,0,0.79,50,1594,8.857349478,wt-zrf
94,101,23.82,33.35,0.79,1.57,50,1360,2.368153061,wt-zrf
95,101,23.82,33.35,1.57,2.36,50,277,1.451847006,wt-zrf
96,101,23.82,33.35,2.36,3.14,50,1578,3.099879522,wt-zrf
97,101,33.35,42.88,-0.79,0,50,504,11.62748929,wt-zrf
98,101,33.35,42.88,-1.57,-0.79,50,395,10.17642936,wt-zrf
99,101,33.35,42.88,-2.36,-1.57,50,1735,7.339118345,wt-zrf
100,101,33.35,42.88,-3.14,-2.36,50,6632,5.978977579,wt-zrf
101,101,33.35,42.88,0,0.79,50,1796,5.798445742,wt-zrf
102,101,33.35,42.88,0.79,1.57,50,1556,3.782140556,wt-zrf
103,101,33.35,42.88,1.57,2.36,50,610,2.066817536,wt-zrf
104,101,33.35,42.88,2.36,3.14,50,2183,3.287648225,wt-zrf
105,101,4.76,14.29,-0.79,0,50,412,7.690667111,wt-zrf
106,101,4.76,14.29,-1.57,-0.79,50,438,4.342460424,wt-zrf
107,101,4.76,14.29,-2.36,-1.57,50,1491,5.274106819,wt-zrf
108,101,4.76,14.29,-3.14,-2.36,50,1754,9.573613807,wt-zrf
109,101,4.76,14.29,0,0.79,50,859,11.29656423,wt-zrf
110,101,4.76,14.29,0.79,1.57,50,55,6.656848796,wt-zrf
111,101,4.76,14.29,1.57,2.36,50,12,3.333077902,wt-zrf
112,101,4.76,14.29,2.36,3.14,50,195,3.960994836,wt-zrf
113,101,42.88,52.4,-0.79,0,50,1016,2.979048728,wt-zrf
114,101,42.88,52.4,-1.57,-0.79,50,1228,5.1217089,wt-zrf
115,101,42.88,52.4,-2.36,-1.57,50,3632,5.818214294,wt-zrf
116,101,42.88,52.4,-3.14,-2.36,50,5286,5.620782963,wt-zrf
117,101,42.88,52.4,0,0.79,50,3732,5.42741504,wt-zrf
118,101,42.88,52.4,0.79,1.57,50,4357,10.55430756,wt-zrf
119,101,42.88,52.4,1.57,2.36,50,425,3.61443267,wt-zrf
120,101,42.88,52.4,2.36,3.14,50,1462,2.721984755,wt-zrf
121,101,52.4,61.93,-0.79,0,50,2217,4.275639732,wt-zrf
122,101,52.4,61.93,-1.57,-0.79,50,4306,4.530277864,wt-zrf
123,101,52.4,61.93,-2.36,-1.57,50,4001,6.863092637,wt-zrf
124,101,52.4,61.93,-3.14,-2.36,50,243,2.499527165,wt-zrf
125,101,52.4,61.93,0,0.79,50,2471,5.009302834,wt-zrf
126,101,52.4,61.93,0.79,1.57,50,7628,10.0714942,wt-zrf
127,101,52.4,61.93,1.57,2.36,50,165,6.622329274,wt-zrf
128,101,52.4,61.93,2.36,3.14,50,250,6.915047514,wt-zrf
129,101,61.93,71.46,-0.79,0,50,745,4.126996202,wt-zrf
130,101,61.93,71.46,-1.57,-0.79,50,570,7.232666572,wt-zrf
131,101,61.93,71.46,-2.36,-1.57,50,97,4.721868784,wt-zrf
132,101,61.93,71.46,-3.14,-2.36,50,0,NA,wt-zrf
133,101,61.93,71.46,0,0.79,50,2696,6.007487683,wt-zrf
134,101,61.93,71.46,0.79,1.57,50,3490,9.607644298,wt-zrf
135,101,61.93,71.46,1.57,2.36,50,10,3.900285856,wt-zrf
136,101,61.93,71.46,2.36,3.14,50,0,NA,wt-zrf
137,101,71.46,80.99,-0.79,0,50,134,9.282076442,wt-zrf
138,101,71.46,80.99,-1.57,-0.79,50,5,12.41487539,wt-zrf
139,101,71.46,80.99,-2.36,-1.57,50,0,NA,wt-zrf
140,101,71.46,80.99,-3.14,-2.36,50,0,NA,wt-zrf
141,101,71.46,80.99,0,0.79,50,9,6.45872129,wt-zrf
142,101,71.46,80.99,0.79,1.57,50,0,NA,wt-zrf
143,101,71.46,80.99,1.57,2.36,50,0,NA,wt-zrf
144,101,71.46,80.99,2.36,3.14,50,0,NA,wt-zrf
145,101,80.99,90.51,-0.79,0,50,0,NA,wt-zrf
146,101,80.99,90.51,-1.57,-0.79,50,0,NA,wt-zrf
147,101,80.99,90.51,-2.36,-1.57,50,0,NA,wt-zrf
148,101,80.99,90.51,-3.14,-2.36,50,0,NA,wt-zrf
149,101,80.99,90.51,0,0.79,50,0,NA,wt-zrf
150,101,80.99,90.51,0.79,1.57,50,0,NA,wt-zrf
151,101,80.99,90.51,1.57,2.36,50,0,NA,wt-zrf
152,101,80.99,90.51,2.36,3.14,50,0,NA,wt-zrf
1,102,-14.29,-4.76,-0.79,0,50,54,15.0421558,wt-zrf
2,102,-14.29,-4.76,-1.57,-0.79,50,54,15.9361353,wt-zrf
3,102,-14.29,-4.76,-2.36,-1.57,50,220,13.38843774,wt-zrf
4,102,-14.29,-4.76,-3.14,-2.36,50,887,12.87632164,wt-zrf
5,102,-14.29,-4.76,0,0.79,50,207,18.17010182,wt-zrf
6,102,-14.29,-4.76,0.79,1.57,50,522,20.87115134,wt-zrf
7,102,-14.29,-4.76,1.57,2.36,50,374,27.6233387,wt-zrf
8,102,-14.29,-4.76,2.36,3.14,50,268,16.37014133,wt-zrf
9,102,-23.82,-14.29,-0.79,0,50,624,21.94160347,wt-zrf
10,102,-23.82,-14.29,-1.57,-0.79,50,137,13.36767861,wt-zrf
11,102,-23.82,-14.29,-2.36,-1.57,50,908,14.20786097,wt-zrf
12,102,-23.82,-14.29,-3.14,-2.36,50,429,11.61561913,wt-zrf
13,102,-23.82,-14.29,0,0.79,50,172,11.97351739,wt-zrf
14,102,-23.82,-14.29,0.79,1.57,50,271,18.91618401,wt-zrf
15,102,-23.82,-14.29,1.57,2.36,50,320,15.13845806,wt-zrf
16,102,-23.82,-14.29,2.36,3.14,50,402,16.74345933,wt-zrf
17,102,-33.35,-23.82,-0.79,0,50,374,18.64685083,wt-zrf
18,102,-33.35,-23.82,-1.57,-0.79,50,102,9.300240334,wt-zrf
19,102,-33.35,-23.82,-2.36,-1.57,50,1228,14.38518282,wt-zrf
20,102,-33.35,-23.82,-3.14,-2.36,50,1698,9.408815476,wt-zrf
21,102,-33.35,-23.82,0,0.79,50,434,18.21597528,wt-zrf
22,102,-33.35,-23.82,0.79,1.57,50,480,30.60807632,wt-zrf
23,102,-33.35,-23.82,1.57,2.36,50,400,20.15329655,wt-zrf
24,102,-33.35,-23.82,2.36,3.14,50,625,12.59143156,wt-zrf
25,102,-4.76,4.76,-0.79,0,50,112,17.77251719,wt-zrf
26,102,-4.76,4.76,-1.57,-0.79,50,95,16.39692975,wt-zrf
27,102,-4.76,4.76,-2.36,-1.57,50,138,12.13808628,wt-zrf
28,102,-4.76,4.76,-3.14,-2.36,50,357,13.00784531,wt-zrf
29,102,-4.76,4.76,0,0.79,50,729,16.59727116,wt-zrf
30,102,-4.76,4.76,0.79,1.57,50,200,21.43605761,wt-zrf
31,102,-4.76,4.76,1.57,2.36,50,347,22.9226645,wt-zrf
32,102,-4.76,4.76,2.36,3.14,50,268,19.77795111,wt-zrf
33,102,-42.88,-33.35,-0.79,0,50,211,20.49004398,wt-zrf
34,102,-42.88,-33.35,-1.57,-0.79,50,564,14.22981798,wt-zrf
35,102,-42.88,-33.35,-2.36,-1.57,50,2484,8.327573645,wt-zrf
36,102,-42.88,-33.35,-3.14,-2.36,50,1289,6.44971486,wt-zrf
37,102,-42.88,-33.35,0,0.79,50,961,16.40994561,wt-zrf
38,102,-42.88,-33.35,0.79,1.57,50,371,23.4466377,wt-zrf
39,102,-42.88,-33.35,1.57,2.36,50,374,10.76761909,wt-zrf
40,102,-42.88,-33.35,2.36,3.14,50,435,10.96508282,wt-zrf
41,102,-52.4,-42.88,-0.79,0,50,280,19.6340047,wt-zrf
42,102,-52.4,-42.88,-1.57,-0.79,50,1665,7.503679592,wt-zrf
43,102,-52.4,-42.88,-2.36,-1.57,50,1598,4.759395027,wt-zrf
44,102,-52.4,-42.88,-3.14,-2.36,50,811,6.3671826,wt-zrf
45,102,-52.4,-42.88,0,0.79,50,197,6.430121016,wt-zrf
