landmark_index, pred, ww, wm, mm, mw
1, 0, 43, 0, 0, 11
2, 0, 43, 0, 0, 11
3, 0, 43, 0, 0, 11
4, 0, 43, 0, 0, 11
5, 0, 43, 0, 0, 11
6, 0, 43, 0, 0, 11
7, 0, 43, 0, 0, 11
8, 0, 43, 0, 0, 11
9, 0, 43, 0, 0, 11
10, 0, 43, 0, 0, 11
11, 0, 43, 0, 0, 11
12, 0, 43, 0, 0, 11
13, 0, 43, 0, 0, 11
14, 0, 43, 0, 0, 11
15, 0, 43, 0, 0, 11
16, 0, 43, 0, 0, 11
17, 0, 43, 0, 0, 11
18, 0, 43, 0, 1, 10
19, 0, 43, 0, 0, 11
20, 0, 43, 0, 0, 11
21, 0, 43, 0, 0, 11
22, 0, 43, 0, 0, 11
23, 0, 43, 0, 0, 11
24, 0, 43, 0, 0, 11
25, 0, 43, 0, 0, 11
26, 0, 43, 0, 0, 11
27, 0, 43, 0, 1, 10
28, 0, 43, 0, 0, 11
29, 0, 43, 0, 0, 11
30, 0, 43, 0, 0, 11
31, 0, 43, 0, 0, 11
32, 0, 43, 0, 0, 11
33, 0, 42, 1, 3, 8
34, 0, 43, 0, 0, 11
35, 0, 43, 0, 0, 11
36, 0, 39, 4, 5, 6
37, 0, 42, 1, 3, 8
38, 0, 43, 0, 0, 11
39, 0, 43, 0, 0, 11
40, 0, 43, 0, 0, 11
41, 0, 43, 0, 0, 11
42, 0, 41, 2, 7, 4
43, 0, 43, 0, 0, 11
44, 0, 41, 2, 0, 11
45, 0, 42, 1, 2, 9
46, 0, 43, 0, 2, 9
47, 0, 42, 1, 7, 4
48, 1, 39, 4, 9, 2
49, 1, 43, 0, 9, 2
50, 1, 42, 1, 9, 2
51, 0, 40, 3, 8, 3
52, 1, 38, 5, 9, 2
53, 1, 41, 2, 5, 6
54, 0, 43, 0, 4, 7
55, 1, 40, 3, 7, 4
56, 1, 41, 2, 5, 6
57, 1, 42, 1, 10, 1
58, 0, 42, 1, 10, 1
59, 0, 42, 1, 7, 4
60, 1, 40, 3, 6, 5
61, 0, 40, 3, 5, 6
62, 1, 40, 3, 8, 3
63, 1, 42, 1, 8, 3
64, 1, 42, 1, 10, 1
65, 1, 43, 0, 10, 1
66, 1, 43, 0, 5, 6
67, 1, 43, 0, 5, 6
68, 0, 43, 0, 7, 4
69, 0, 42, 1, 7, 4
70, 0, 42, 1, 6, 5
71, 1, 40, 3, 7, 4
72, 1, 40, 3, 9, 2
73, 0, 42, 1, 8, 3
74, 1, 43, 0, 4, 7
75, 0, 42, 1, 3, 8
76, 0, 42, 1, 6, 5
77, 1, 42, 1, 6, 5
78, 0, 43, 0, 6, 5
79, 0, 41, 2, 6, 5
80, 1, 43, 0, 7, 4
81, 1, 42, 1, 10, 1
82, 1, 41, 2, 8, 3
83, 0, 40, 3, 6, 5
84, 0, 41, 2, 6, 5
85, 1, 43, 0, 6, 5
86, 1, 41, 2, 8, 3
87, 0, 43, 0, 7, 4
88, 1, 40, 3, 6, 5
89, 0, 43, 0, 3, 8
90, 1, 43, 0, 3, 8
91, 0, 41, 2, 6, 5
92, 0, 41, 2, 4, 7
93, 0, 41, 2, 4, 7
94, 0, 42, 1, 5, 6
95, 0, 42, 1, 5, 6
96, 0, 39, 4, 8, 3
97, 0, 43, 0, 0, 11
98, 0, 43, 0, 0, 11
99, 0, 42, 1, 0, 11
100, 0, 43, 0, 0, 11
101, 0, 43, 0, 0, 11
102, 1, 42, 1, 5, 6
103, 0, 41, 2, 5, 6
104, 0, 43, 0, 0, 11
105, 1, 38, 5, 9, 2
106, 0, 41, 2, 3, 8
107, 0, 42, 1, 4, 7
108, 0, 37, 6, 9, 2
109, 0, 42, 1, 1, 10
110, 1, 41, 2, 7, 4
111, 1, 42, 1, 8, 3
112, 1, 41, 2, 7, 4
113, 0, 42, 1, 6, 5
114, 1, 37, 6, 7, 4
115, 0, 43, 0, 2, 9
116, 0, 43, 0, 5, 6
117, 1, 40, 3, 6, 5
118, 1, 41, 2, 8, 3
119, 1, 41, 2, 3, 8
120, 1, 42, 1, 2, 9
121, 0, 43, 0, 0, 11
122, 0, 43, 0, 0, 11
123, 0, 43, 0, 0, 11
124, 0, 43, 0, 0, 11
125, 0, 43, 0, 0, 11
126, 0, 43, 0, 1, 10
127, 0, 43, 0, 0, 11
128, 0, 43, 0, 0, 11
129, 0, 43, 0, 1, 10
130, 0, 43, 0, 0, 11
131, 0, 43, 0, 0, 11
132, 0, 43, 0, 0, 11
133, 0, 43, 0, 0, 11
134, 0, 43, 0, 1, 10
135, 0, 43, 0, 0, 11
136, 0, 43, 0, 0, 11
137, 0, 43, 0, 0, 11
138, 0, 43, 0, 0, 11
139, 0, 43, 0, 0, 11
140, 0, 43, 0, 0, 11
141, 0, 43, 0, 0, 11
142, 0, 43, 0, 1, 10
143, 0, 43, 0, 0, 11
144, 0, 43, 0, 0, 11
145, 0, 43, 0, 0, 11
146, 0, 43, 0, 0, 11
147, 0, 43, 0, 0, 11
148, 0, 43, 0, 0, 11
149, 0, 43, 0, 0, 11
150, 0, 43, 0, 0, 11
151, 0, 43, 0, 0, 11
152, 0, 43, 0, 0, 11
