sample_index, landmark_index, pred, ww, wm, mm, mw
102, 1, 1, 0, 35, 43, 0
102, 2, 1, 0, 35, 43, 0
102, 3, 1, 0, 35, 43, 0
102, 4, 1, 0, 35, 43, 0
102, 5, 1, 0, 35, 43, 0
102, 6, 1, 0, 35, 43, 0
102, 7, 1, 0, 35, 43, 0
102, 8, 1, 0, 35, 43, 0
102, 9, 1, 0, 35, 43, 0
102, 10, 1, 0, 35, 43, 0
102, 11, 1, 35, 0, 43, 0
102, 12, 1, 35, 0, 43, 0
102, 13, 1, 35, 0, 43, 0
102, 14, 1, 35, 0, 43, 0
102, 15, 1, 35, 0, 43, 0
102, 16, 1, 35, 0, 43, 0
102, 17, 1, 35, 0, 42, 1
102, 18, 1, 33, 2, 43, 0
102, 19, 1, 34, 1, 37, 6
102, 20, 1, 33, 2, 33, 10
102, 21, 1, 34, 1, 36, 7
102, 22, 1, 34, 1, 37, 6
102, 23, 1, 32, 3, 42, 1
102, 24, 1, 35, 0, 42, 1
102, 25, 1, 33, 2, 37, 6
102, 26, 1, 29, 6, 36, 7
102, 27, 1, 23, 12, 31, 12
102, 28, 0, 25, 10, 25, 18
102, 29, 0, 23, 12, 25, 18
102, 30, 1, 28, 7, 25, 18
102, 31, 0, 27, 8, 23, 20
102, 32, 1, 4, 31, 31, 12
102, 33, 1, 25, 10, 34, 9
102, 34, 1, 24, 11, 26, 17
102, 35, 1, 11, 24, 38, 5
102, 36, 1, 32, 3, 5, 38
102, 37, 0, 14, 21, 29, 14
102, 38, 1, 7, 28, 40, 3
102, 39, 1, 15, 20, 36, 7
102, 40, 1, 29, 6, 25, 18
102, 41, 1, 25, 10, 33, 10
102, 42, 1, 15, 20, 34, 9
102, 43, 1, 27, 8, 23, 20
102, 44, 1, 19, 16, 32, 11
102, 45, 1, 24, 11, 28, 15
102, 46, 1, 22, 13, 31, 12
102, 47, 1, 28, 7, 28, 15
102, 48, 1, 24, 11, 28, 15
102, 49, 1, 26, 9, 35, 8
102, 50, 1, 23, 12, 33, 10
102, 51, 1, 18, 17, 36, 7
102, 52, 1, 15, 20, 38, 5
102, 53, 1, 26, 9, 33, 10
102, 54, 1, 26, 9, 31, 12
102, 55, 1, 24, 11, 34, 9
102, 56, 1, 18, 17, 37, 6
102, 57, 1, 24, 11, 30, 13
102, 58, 0, 23, 12, 35, 8
102, 59, 1, 16, 19, 36, 7
102, 60, 1, 14, 21, 39, 4
102, 61, 1, 24, 11, 29, 14
102, 62, 1, 27, 8, 32, 11
102, 63, 1, 28, 7, 34, 9
102, 64, 1, 20, 15, 35, 8
102, 65, 0, 21, 14, 35, 8
102, 66, 1, 12, 23, 40, 3
102, 67, 1, 13, 22, 40, 3
102, 68, 1, 13, 22, 40, 3
102, 69, 1, 21, 14, 34, 9
102, 70, 1, 22, 13, 31, 12
102, 71, 1, 21, 14, 32, 11
102, 72, 1, 22, 13, 36, 7
102, 73, 0, 18, 17, 32, 11
102, 74, 1, 14, 21, 38, 5
102, 75, 1, 11, 24, 39, 4
102, 76, 1, 11, 24, 42, 1
102, 77, 1, 13, 22, 36, 7
102, 78, 1, 18, 17, 30, 13
102, 79, 1, 25, 10, 33, 10
102, 80, 1, 12, 23, 40, 3
102, 81, 0, 20, 15, 34, 9
102, 82, 1, 19, 16, 36, 7
102, 83, 1, 21, 14, 32, 11
102, 84, 1, 11, 24, 41, 2
102, 85, 0, 21, 14, 32, 11
102, 86, 1, 20, 15, 35, 8
102, 87, 1, 25, 10, 32, 11
102, 88, 1, 21, 14, 34, 9
102, 89, 0, 21, 14, 30, 13
102, 90, 1, 20, 15, 32, 11
102, 91, 1, 19, 16, 39, 4
102, 92, 1, 15, 20, 36, 7
102, 93, 1, 18, 17, 32, 11
102, 94, 1, 20, 15, 29, 14
102, 95, 1, 24, 11, 32, 11
102, 96, 1, 17, 18, 37, 6
102, 97, 1, 23, 12, 28, 15
102, 98, 1, 28, 7, 28, 15
102, 99, 1, 13, 22, 40, 3
102, 100, 1, 24, 11, 30, 13
102, 101, 1, 21, 14, 32, 11
102, 102, 1, 25, 10, 29, 14
102, 103, 1, 28, 7, 29, 14
102, 104, 1, 16, 19, 37, 6
102, 105, 1, 26, 9, 28, 15
102, 106, 1, 25, 10, 27, 16
102, 107, 1, 24, 11, 28, 15
102, 108, 1, 24, 11, 30, 13
102, 109, 1, 21, 14, 34, 9
102, 110, 1, 18, 17, 39, 4
102, 111, 1, 22, 13, 31, 12
102, 112, 1, 25, 10, 24, 19
102, 113, 1, 25, 10, 36, 7
102, 114, 1, 20, 15, 37, 6
102, 115, 1, 18, 17, 23, 20
102, 116, 1, 16, 19, 28, 15
102, 117, 1, 21, 14, 26, 17
102, 118, 1, 10, 25, 40, 3
102, 119, 1, 24, 11, 19, 24
102, 120, 0, 19, 16, 25, 18
102, 121, 1, 8, 27, 29, 14
102, 122, 1, 4, 31, 38, 5
102, 123, 1, 25, 10, 27, 16
102, 124, 1, 32, 3, 34, 9
102, 125, 1, 0, 35, 43, 0
102, 126, 1, 3, 32, 41, 2
102, 127, 1, 28, 7, 32, 11
102, 128, 0, 30, 5, 31, 12
102, 129, 1, 33, 2, 42, 1
102, 130, 1, 31, 4, 42, 1
102, 131, 1, 34, 1, 40, 3
102, 132, 1, 34, 1, 38, 5
102, 133, 1, 34, 1, 37, 6
102, 134, 1, 1, 34, 43, 0
102, 135, 1, 35, 0, 36, 7
102, 136, 1, 34, 1, 38, 5
102, 137, 1, 35, 0, 43, 0
102, 138, 1, 35, 0, 43, 0
102, 139, 1, 34, 1, 43, 0
102, 140, 1, 34, 1, 43, 0
102, 141, 1, 34, 1, 43, 0
102, 142, 1, 35, 0, 43, 0
102, 143, 1, 35, 0, 43, 0
102, 144, 1, 35, 0, 43, 0
