sample_index, landmark_index, pred, ww, wm, mm, mw
101, 1, 1, 0, 35, 43, 0
101, 2, 1, 0, 35, 43, 0
101, 3, 1, 0, 35, 43, 0
101, 4, 1, 0, 35, 43, 0
101, 5, 1, 0, 35, 43, 0
101, 6, 1, 0, 35, 43, 0
101, 7, 1, 0, 35, 43, 0
101, 8, 1, 0, 35, 43, 0
101, 9, 1, 0, 35, 43, 0
101, 10, 1, 0, 35, 43, 0
101, 11, 1, 35, 0, 43, 0
101, 12, 1, 35, 0, 43, 0
101, 13, 1, 35, 0, 43, 0
101, 14, 1, 35, 0, 43, 0
101, 15, 1, 35, 0, 43, 0
101, 16, 1, 35, 0, 43, 0
101, 17, 1, 35, 0, 42, 1
101, 18, 1, 33, 2, 43, 0
101, 19, 1, 34, 1, 37, 6
101, 20, 0, 33, 2, 33, 10
101, 21, 1, 34, 1, 36, 7
101, 22, 1, 34, 1, 37, 6
101, 23, 1, 32, 3, 42, 1
101, 24, 0, 35, 0, 42, 1
101, 25, 1, 33, 2, 37, 6
101, 26, 1, 29, 6, 36, 7
101, 27, 1, 23, 12, 31, 12
101, 28, 1, 25, 10, 25, 18
101, 29, 1, 23, 12, 25, 18
101, 30, 1, 28, 7, 25, 18
101, 31, 1, 27, 8, 23, 20
101, 32, 0, 4, 31, 31, 12
101, 33, 1, 25, 10, 34, 9
101, 34, 1, 24, 11, 26, 17
101, 35, 1, 11, 24, 38, 5
101, 36, 0, 32, 3, 5, 38
101, 37, 1, 14, 21, 29, 14
101, 38, 0, 7, 28, 40, 3
101, 39, 1, 15, 20, 36, 7
101, 40, 0, 29, 6, 25, 18
101, 41, 1, 25, 10, 33, 10
101, 42, 1, 15, 20, 34, 9
101, 43, 1, 27, 8, 23, 20
101, 44, 1, 19, 16, 32, 11
101, 45, 0, 24, 11, 28, 15
101, 46, 1, 22, 13, 31, 12
101, 47, 0, 28, 7, 28, 15
101, 48, 1, 24, 11, 28, 15
101, 49, 1, 26, 9, 35, 8
101, 50, 0, 23, 12, 33, 10
101, 51, 1, 18, 17, 36, 7
101, 52, 1, 15, 20, 38, 5
101, 53, 1, 26, 9, 33, 10
101, 54, 1, 26, 9, 31, 12
101, 55, 0, 24, 11, 34, 9
101, 56, 1, 18, 17, 37, 6
101, 57, 0, 24, 11, 30, 13
101, 58, 0, 23, 12, 35, 8
101, 59, 0, 16, 19, 36, 7
101, 60, 1, 14, 21, 39, 4
101, 61, 0, 24, 11, 29, 14
101, 62, 0, 27, 8, 32, 11
101, 63, 0, 28, 7, 34, 9
101, 64, 1, 20, 15, 35, 8
101, 65, 0, 21, 14, 35, 8
101, 66, 0, 12, 23, 40, 3
101, 67, 1, 13, 22, 40, 3
101, 68, 0, 13, 22, 40, 3
101, 69, 1, 21, 14, 34, 9
101, 70, 1, 22, 13, 31, 12
101, 71, 1, 21, 14, 32, 11
101, 72, 1, 22, 13, 36, 7
101, 73, 0, 18, 17, 32, 11
101, 74, 0, 14, 21, 38, 5
101, 75, 0, 11, 24, 39, 4
101, 76, 1, 11, 24, 42, 1
101, 77, 1, 13, 22, 36, 7
