sample_index, landmark_index, pred, ww, wm, mm, mw
328, 1, 1, 0, 35, 43, 0
328, 2, 1, 0, 35, 43, 0
328, 3, 1, 0, 35, 43, 0
328, 4, 1, 0, 35, 43, 0
328, 5, 1, 0, 35, 43, 0
328, 6, 1, 0, 35, 43, 0
328, 7, 1, 0, 35, 43, 0
328, 8, 1, 0, 35, 43, 0
328, 9, 1, 0, 35, 43, 0
328, 10, 1, 0, 35, 43, 0
328, 11, 0, 35, 0, 43, 0
328, 12, 0, 35, 0, 43, 0
328, 13, 0, 35, 0, 43, 0
328, 14, 0, 35, 0, 43, 0
328, 15, 0, 35, 0, 43, 0
328, 16, 0, 35, 0, 43, 0
328, 17, 0, 35, 0, 42, 1
328, 18, 0, 33, 2, 43, 0
328, 19, 0, 34, 1, 37, 6
328, 20, 0, 33, 2, 33, 10
328, 21, 0, 34, 1, 36, 7
328, 22, 0, 34, 1, 37, 6
328, 23, 0, 32, 3, 42, 1
328, 24, 0, 35, 0, 42, 1
328, 25, 0, 33, 2, 37, 6
328, 26, 0, 29, 6, 36, 7
328, 27, 0, 23, 12, 31, 12
328, 28, 0, 25, 10, 25, 18
328, 29, 0, 23, 12, 25, 18
328, 30, 0, 28, 7, 25, 18
328, 31, 0, 27, 8, 23, 20
328, 32, 1, 4, 31, 31, 12
328, 33, 0, 25, 10, 34, 9
328, 34, 0, 24, 11, 26, 17
328, 35, 0, 11, 24, 38, 5
328, 36, 0, 32, 3, 5, 38
328, 37, 1, 14, 21, 29, 14
328, 38, 1, 7, 28, 40, 3
328, 39, 0, 15, 20, 36, 7
328, 40, 0, 29, 6, 25, 18
328, 41, 0, 25, 10, 33, 10
328, 42, 0, 15, 20, 34, 9
328, 43, 0, 27, 8, 23, 20
328, 44, 1, 19, 16, 32, 11
328, 45, 0, 24, 11, 28, 15
328, 46, 0, 22, 13, 31, 12
328, 47, 0, 28, 7, 28, 15
328, 48, 0, 24, 11, 28, 15
328, 49, 0, 26, 9, 35, 8
328, 50, 0, 23, 12, 33, 10
328, 51, 1, 18, 17, 36, 7
328, 52, 1, 15, 20, 38, 5
328, 53, 0, 26, 9, 33, 10
328, 54, 0, 26, 9, 31, 12
328, 55, 0, 24, 11, 34, 9
328, 56, 0, 18, 17, 37, 6
328, 57, 0, 24, 11, 30, 13
328, 58, 1, 23, 12, 35, 8
328, 59, 1, 16, 19, 36, 7
328, 60, 1, 14, 21, 39, 4
328, 61, 1, 24, 11, 29, 14
328, 62, 1, 27, 8, 32, 11
328, 63, 1, 28, 7, 34, 9
328, 64, 0, 20, 15, 35, 8
328, 65, 1, 21, 14, 35, 8
328, 66, 1, 12, 23, 40, 3
328, 67, 1, 13, 22, 40, 3
328, 68, 1, 13, 22, 40, 3
328, 69, 1, 21, 14, 34, 9
328, 70, 1, 22, 13, 31, 12
328, 71, 1, 21, 14, 32, 11
328, 72, 1, 22, 13, 36, 7
328, 73, 1, 18, 17, 32, 11
328, 74, 1, 14, 21, 38, 5
328, 75, 1, 11, 24, 39, 4
328, 76, 1, 11, 24, 42, 1
328, 77, 1, 13, 22, 36, 7
328, 78, 1, 18, 17, 30, 13
328, 79, 1, 25, 10, 33, 10
328, 80, 1, 12, 23, 40, 3
328, 81, 1, 20, 15, 34, 9
328, 82, 1, 19, 16, 36, 7
328, 83, 1, 21, 14, 32, 11
328, 84, 1, 11, 24, 41, 2
328, 85, 1, 21, 14, 32, 11
328, 86, 1, 20, 15, 35, 8
328, 87, 1, 25, 10, 32, 11
328, 88, 1, 21, 14, 34, 9
328, 89, 1, 21, 14, 30, 13
328, 90, 1, 20, 15, 32, 11
328, 91, 1, 19, 16, 39, 4
328, 92, 1, 15, 20, 36, 7
328, 93, 1, 18, 17, 32, 11
328, 94, 0, 20, 15, 29, 14
328, 95, 0, 24, 11, 32, 11
328, 96, 1, 17, 18, 37, 6
328, 97, 0, 23, 12, 28, 15
328, 98, 0, 28, 7, 28, 15
328, 99, 1, 13, 22, 40, 3
328, 100, 0, 24, 11, 30, 13
328, 101, 0, 21, 14, 32, 11
328, 102, 0, 25, 10, 29, 14
328, 103, 0, 28, 7, 29, 14
328, 104, 1, 16, 19, 37, 6
328, 105, 0, 26, 9, 28, 15
328, 106, 0, 25, 10, 27, 16
328, 107, 0, 24, 11, 28, 15
328, 108, 0, 24, 11, 30, 13
328, 109, 0, 21, 14, 34, 9
328, 110, 0, 18, 17, 39, 4
328, 111, 0, 22, 13, 31, 12
328, 112, 0, 25, 10, 24, 19
328, 113, 0, 25, 10, 36, 7
328, 114, 0, 20, 15, 37, 6
328, 115, 1, 18, 17, 23, 20
328, 116, 1, 16, 19, 28, 15
328, 117, 1, 21, 14, 26, 17
328, 118, 1, 10, 25, 40, 3
328, 119, 0, 24, 11, 19, 24
328, 120, 0, 19, 16, 25, 18
328, 121, 1, 8, 27, 29, 14
328, 122, 1, 4, 31, 38, 5
328, 123, 0, 25, 10, 27, 16
328, 124, 0, 32, 3, 34, 9
328, 125, 1, 0, 35, 43, 0
328, 126, 1, 3, 32, 41, 2
328, 127, 0, 28, 7, 32, 11
328, 128, 0, 30, 5, 31, 12
328, 129, 0, 33, 2, 42, 1
328, 130, 0, 31, 4, 42, 1
328, 131, 0, 34, 1, 40, 3
328, 132, 0, 34, 1, 38, 5
328, 133, 0, 34, 1, 37, 6
328, 134, 1, 1, 34, 43, 0
328, 135, 0, 35, 0, 36, 7
328, 136, 0, 34, 1, 38, 5
328, 137, 0, 35, 0, 43, 0
328, 138, 0, 35, 0, 43, 0
328, 139, 0, 34, 1, 43, 0
328, 140, 0, 34, 1, 43, 0
328, 141, 0, 34, 1, 43, 0
328, 142, 0, 35, 0, 43, 0
328, 143, 0, 35, 0, 43, 0
328, 144, 0, 35, 0, 43, 0
328, 145, 1, 0, 35, 43, 0
328, 146, 1, 0, 35, 43, 0
328, 147, 0, 35, 0, 43, 0
328, 148, 0, 35, 0, 43, 0
328, 149, 0, 35, 0, 43, 0
328, 150, 0, 35, 0, 43, 0
328, 151, 0, 35, 0, 43, 0
328, 152, 0, 35, 0, 43, 0
