sample_index, landmark_index, pred, ww, wm, mm, mw
338, 1, 1, 0, 35, 43, 0
338, 2, 1, 0, 35, 43, 0
338, 3, 1, 0, 35, 43, 0
338, 4, 1, 0, 35, 43, 0
338, 5, 1, 0, 35, 43, 0
338, 6, 1, 0, 35, 43, 0
338, 7, 1, 0, 35, 43, 0
338, 8, 1, 0, 35, 43, 0
338, 9, 1, 0, 35, 43, 0
338, 10, 1, 0, 35, 43, 0
338, 11, 0, 35, 0, 43, 0
338, 12, 0, 35, 0, 43, 0
338, 13, 0, 35, 0, 43, 0
338, 14, 0, 35, 0, 43, 0
338, 15, 0, 35, 0, 43, 0
338, 16, 0, 35, 0, 43, 0
338, 17, 0, 35, 0, 42, 1
338, 18, 0, 33, 2, 43, 0
338, 19, 0, 34, 1, 37, 6
338, 20, 0, 33, 2, 33, 10
338, 21, 0, 34, 1, 36, 7
338, 22, 0, 34, 1, 37, 6
338, 23, 0, 32, 3, 42, 1
338, 24, 0, 35, 0, 42, 1
338, 25, 0, 33, 2, 37, 6
338, 26, 0, 29, 6, 36, 7
338, 27, 0, 23, 12, 31, 12
338, 28, 1, 25, 10, 25, 18
338, 29, 1, 23, 12, 25, 18
338, 30, 0, 28, 7, 25, 18
338, 31, 0, 27, 8, 23, 20
338, 32, 1, 4, 31, 31, 12
338, 33, 0, 25, 10, 34, 9
338, 34, 0, 24, 11, 26, 17
338, 35, 1, 11, 24, 38, 5
338, 36, 0, 32, 3, 5, 38
338, 37, 1, 14, 21, 29, 14
338, 38, 1, 7, 28, 40, 3
338, 39, 1, 15, 20, 36, 7
338, 40, 1, 29, 6, 25, 18
338, 41, 0, 25, 10, 33, 10
338, 42, 0, 15, 20, 34, 9
338, 43, 0, 27, 8, 23, 20
338, 44, 0, 19, 16, 32, 11
338, 45, 0, 24, 11, 28, 15
338, 46, 0, 22, 13, 31, 12
338, 47, 0, 28, 7, 28, 15
338, 48, 0, 24, 11, 28, 15
338, 49, 0, 26, 9, 35, 8
338, 50, 0, 23, 12, 33, 10
338, 51, 0, 18, 17, 36, 7
338, 52, 1, 15, 20, 38, 5
338, 53, 1, 26, 9, 33, 10
338, 54, 0, 26, 9, 31, 12
338, 55, 0, 24, 11, 34, 9
338, 56, 0, 18, 17, 37, 6
338, 57, 1, 24, 11, 30, 13
338, 58, 0, 23, 12, 35, 8
338, 59, 1, 16, 19, 36, 7
338, 60, 1, 14, 21, 39, 4
338, 61, 0, 24, 11, 29, 14
338, 62, 0, 27, 8, 32, 11
338, 63, 0, 28, 7, 34, 9
338, 64, 0, 20, 15, 35, 8
338, 65, 1, 21, 14, 35, 8
338, 66, 1, 12, 23, 40, 3
338, 67, 1, 13, 22, 40, 3
338, 68, 1, 13, 22, 40, 3
338, 69, 0, 21, 14, 34, 9
338, 70, 1, 22, 13, 31, 12
338, 71, 1, 21, 14, 32, 11
338, 72, 0, 22, 13, 36, 7
338, 73, 1, 18, 17, 32, 11
338, 74, 0, 14, 21, 38, 5
338, 75, 1, 11, 24, 39, 4
338, 76, 1, 11, 24, 42, 1
338, 77, 1, 13, 22, 36, 7
338, 78, 1, 18, 17, 30, 13
338, 79, 0, 25, 10, 33, 10
338, 80, 0, 12, 23, 40, 3
338, 81, 1, 20, 15, 34, 9
338, 82, 0, 19, 16, 36, 7
338, 83, 1, 21, 14, 32, 11
338, 84, 1, 11, 24, 41, 2
338, 85, 0, 21, 14, 32, 11
338, 86, 1, 20, 15, 35, 8
338, 87, 0, 25, 10, 32, 11
338, 88, 0, 21, 14, 34, 9
338, 89, 0, 21, 14, 30, 13
338, 90, 1, 20, 15, 32, 11
338, 91, 0, 19, 16, 39, 4
338, 92, 1, 15, 20, 36, 7
338, 93, 1, 18, 17, 32, 11
338, 94, 0, 20, 15, 29, 14
338, 95, 0, 24, 11, 32, 11
338, 96, 0, 17, 18, 37, 6
338, 97, 1, 23, 12, 28, 15
338, 98, 0, 28, 7, 28, 15
338, 99, 0, 13, 22, 40, 3
338, 100, 1, 24, 11, 30, 13
338, 101, 1, 21, 14, 32, 11
338, 102, 0, 25, 10, 29, 14
338, 103, 1, 28, 7, 29, 14
338, 104, 1, 16, 19, 37, 6
338, 105, 1, 26, 9, 28, 15
338, 106, 0, 25, 10, 27, 16
338, 107, 0, 24, 11, 28, 15
338, 108, 1, 24, 11, 30, 13
338, 109, 1, 21, 14, 34, 9
338, 110, 1, 18, 17, 39, 4
338, 111, 1, 22, 13, 31, 12
338, 112, 1, 25, 10, 24, 19
338, 113, 1, 25, 10, 36, 7
338, 114, 1, 20, 15, 37, 6
338, 115, 0, 18, 17, 23, 20
338, 116, 1, 16, 19, 28, 15
338, 117, 0, 21, 14, 26, 17
338, 118, 1, 10, 25, 40, 3
