sample_index, landmark_index, pred, ww, wm, mm, mw
332, 1, 1, 0, 35, 43, 0
332, 2, 1, 0, 35, 43, 0
332, 3, 1, 0, 35, 43, 0
332, 4, 1, 0, 35, 43, 0
332, 5, 1, 0, 35, 43, 0
332, 6, 1, 0, 35, 43, 0
332, 7, 1, 0, 35, 43, 0
332, 8, 1, 0, 35, 43, 0
332, 9, 1, 0, 35, 43, 0
332, 10, 1, 0, 35, 43, 0
332, 11, 0, 35, 0, 43, 0
332, 12, 0, 35, 0, 43, 0
332, 13, 0, 35, 0, 43, 0
332, 14, 0, 35, 0, 43, 0
332, 15, 0, 35, 0, 43, 0
332, 16, 0, 35, 0, 43, 0
332, 17, 0, 35, 0, 42, 1
332, 18, 0, 33, 2, 43, 0
332, 19, 0, 34, 1, 37, 6
332, 20, 0, 33, 2, 33, 10
332, 21, 0, 34, 1, 36, 7
332, 22, 0, 34, 1, 37, 6
332, 23, 0, 32, 3, 42, 1
332, 24, 0, 35, 0, 42, 1
332, 25, 0, 33, 2, 37, 6
332, 26, 0, 29, 6, 36, 7
332, 27, 0, 23, 12, 31, 12
332, 28, 0, 25, 10, 25, 18
332, 29, 0, 23, 12, 25, 18
332, 30, 0, 28, 7, 25, 18
332, 31, 0, 27, 8, 23, 20
332, 32, 1, 4, 31, 31, 12
332, 33, 0, 25, 10, 34, 9
332, 34, 0, 24, 11, 26, 17
332, 35, 0, 11, 24, 38, 5
332, 36, 0, 32, 3, 5, 38
332, 37, 1, 14, 21, 29, 14
332, 38, 1, 7, 28, 40, 3
332, 39, 0, 15, 20, 36, 7
332, 40, 0, 29, 6, 25, 18
332, 41, 0, 25, 10, 33, 10
332, 42, 0, 15, 20, 34, 9
332, 43, 0, 27, 8, 23, 20
332, 44, 0, 19, 16, 32, 11
332, 45, 0, 24, 11, 28, 15
332, 46, 0, 22, 13, 31, 12
332, 47, 0, 28, 7, 28, 15
332, 48, 0, 24, 11, 28, 15
332, 49, 0, 26, 9, 35, 8
332, 50, 0, 23, 12, 33, 10
332, 51, 0, 18, 17, 36, 7
332, 52, 1, 15, 20, 38, 5
332, 53, 0, 26, 9, 33, 10
332, 54, 0, 26, 9, 31, 12
332, 55, 0, 24, 11, 34, 9
332, 56, 0, 18, 17, 37, 6
332, 57, 1, 24, 11, 30, 13
332, 58, 0, 23, 12, 35, 8
332, 59, 0, 16, 19, 36, 7
332, 60, 1, 14, 21, 39, 4
332, 61, 1, 24, 11, 29, 14
332, 62, 0, 27, 8, 32, 11
332, 63, 0, 28, 7, 34, 9
332, 64, 0, 20, 15, 35, 8
332, 65, 1, 21, 14, 35, 8
332, 66, 0, 12, 23, 40, 3
332, 67, 1, 13, 22, 40, 3
332, 68, 1, 13, 22, 40, 3
332, 69, 1, 21, 14, 34, 9
332, 70, 0, 22, 13, 31, 12
332, 71, 0, 21, 14, 32, 11
332, 72, 1, 22, 13, 36, 7
332, 73, 1, 18, 17, 32, 11
332, 74, 1, 14, 21, 38, 5
332, 75, 1, 11, 24, 39, 4
332, 76, 1, 11, 24, 42, 1
