sample_index, landmark_index, pred, ww, wm, mm, mw
105, 1, 1, 0, 35, 43, 0
105, 2, 1, 0, 35, 43, 0
105, 3, 1, 0, 35, 43, 0
105, 4, 1, 0, 35, 43, 0
105, 5, 1, 0, 35, 43, 0
105, 6, 1, 0, 35, 43, 0
105, 7, 1, 0, 35, 43, 0
105, 8, 1, 0, 35, 43, 0
105, 9, 1, 0, 35, 43, 0
105, 10, 1, 0, 35, 43, 0
105, 11, 1, 35, 0, 43, 0
105, 12, 1, 35, 0, 43, 0
105, 13, 1, 35, 0, 43, 0
105, 14, 1, 35, 0, 43, 0
105, 15, 1, 35, 0, 43, 0
105, 16, 1, 35, 0, 43, 0
105, 17, 1, 35, 0, 42, 1
105, 18, 1, 33, 2, 43, 0
105, 19, 1, 34, 1, 37, 6
105, 20, 1, 33, 2, 33, 10
105, 21, 0, 34, 1, 36, 7
105, 22, 0, 34, 1, 37, 6
105, 23, 1, 32, 3, 42, 1
105, 24, 1, 35, 0, 42, 1
105, 25, 1, 33, 2, 37, 6
105, 26, 1, 29, 6, 36, 7
105, 27, 1, 23, 12, 31, 12
105, 28, 1, 25, 10, 25, 18
105, 29, 0, 23, 12, 25, 18
105, 30, 1, 28, 7, 25, 18
105, 31, 1, 27, 8, 23, 20
105, 32, 1, 4, 31, 31, 12
105, 33, 1, 25, 10, 34, 9
105, 34, 0, 24, 11, 26, 17
105, 35, 1, 11, 24, 38, 5
105, 36, 1, 32, 3, 5, 38
105, 37, 1, 14, 21, 29, 14
105, 38, 1, 7, 28, 40, 3
105, 39, 1, 15, 20, 36, 7
105, 40, 1, 29, 6, 25, 18
105, 41, 1, 25, 10, 33, 10
105, 42, 1, 15, 20, 34, 9
105, 43, 0, 27, 8, 23, 20
105, 44, 1, 19, 16, 32, 11
105, 45, 1, 24, 11, 28, 15
105, 46, 1, 22, 13, 31, 12
105, 47, 1, 28, 7, 28, 15
105, 48, 1, 24, 11, 28, 15
105, 49, 1, 26, 9, 35, 8
105, 50, 1, 23, 12, 33, 10
105, 51, 1, 18, 17, 36, 7
105, 52, 1, 15, 20, 38, 5
105, 53, 1, 26, 9, 33, 10
105, 54, 1, 26, 9, 31, 12
105, 55, 1, 24, 11, 34, 9
105, 56, 1, 18, 17, 37, 6
105, 57, 1, 24, 11, 30, 13
105, 58, 1, 23, 12, 35, 8
105, 59, 1, 16, 19, 36, 7
105, 60, 1, 14, 21, 39, 4
105, 61, 1, 24, 11, 29, 14
105, 62, 1, 27, 8, 32, 11
105, 63, 1, 28, 7, 34, 9
105, 64, 1, 20, 15, 35, 8
105, 65, 1, 21, 14, 35, 8
105, 66, 1, 12, 23, 40, 3
105, 67, 1, 13, 22, 40, 3
105, 68, 1, 13, 22, 40, 3
105, 69, 1, 21, 14, 34, 9
105, 70, 1, 22, 13, 31, 12
105, 71, 1, 21, 14, 32, 11
105, 72, 1, 22, 13, 36, 7
105, 73, 1, 18, 17, 32, 11
105, 74, 1, 14, 21, 38, 5
105, 75, 1, 11, 24, 39, 4
105, 76, 1, 11, 24, 42, 1
105, 77, 1, 13, 22, 36, 7
105, 78, 1, 18, 17, 30, 13
105, 79, 1, 25, 10, 33, 10
105, 80, 1, 12, 23, 40, 3
105, 81, 1, 20, 15, 34, 9
105, 82, 1, 19, 16, 36, 7
105, 83, 1, 21, 14, 32, 11
105, 84, 1, 11, 24, 41, 2
105, 85, 1, 21, 14, 32, 11
105, 86, 1, 20, 15, 35, 8
105, 87, 1, 25, 10, 32, 11
105, 88, 1, 21, 14, 34, 9
105, 89, 1, 21, 14, 30, 13
105, 90, 1, 20, 15, 32, 11
105, 91, 1, 19, 16, 39, 4
105, 92, 1, 15, 20, 36, 7
105, 93, 1, 18, 17, 32, 11
105, 94, 1, 20, 15, 29, 14
105, 95, 0, 24, 11, 32, 11
105, 96, 1, 17, 18, 37, 6
105, 97, 1, 23, 12, 28, 15
105, 98, 1, 28, 7, 28, 15
105, 99, 1, 13, 22, 40, 3
105, 100, 0, 24, 11, 30, 13
105, 101, 1, 21, 14, 32, 11
105, 102, 1, 25, 10, 29, 14
105, 103, 1, 28, 7, 29, 14
105, 104, 1, 16, 19, 37, 6
105, 105, 1, 26, 9, 28, 15
105, 106, 1, 25, 10, 27, 16
105, 107, 1, 24, 11, 28, 15
105, 108, 0, 24, 11, 30, 13
