sample_index, landmark_index, pred, ww, wm, mm, mw
112_1, 1, 1, 0, 35, 43, 0
112_1, 2, 1, 0, 35, 43, 0
112_1, 3, 1, 0, 35, 43, 0
112_1, 4, 1, 35, 0, 43, 0
112_1, 5, 1, 35, 0, 43, 0
112_1, 6, 1, 35, 0, 43, 0
112_1, 7, 1, 0, 35, 43, 0
112_1, 8, 1, 0, 35, 43, 0
112_1, 9, 1, 35, 0, 43, 0
112_1, 10, 1, 35, 0, 43, 0
112_1, 11, 1, 34, 1, 41, 2
112_1, 12, 1, 35, 0, 43, 0
112_1, 13, 1, 34, 1, 43, 0
112_1, 14, 1, 34, 1, 38, 5
112_1, 15, 1, 34, 1, 43, 0
112_1, 16, 1, 0, 35, 43, 0
112_1, 17, 1, 34, 1, 38, 5
112_1, 18, 1, 34, 1, 40, 3
112_1, 19, 1, 31, 4, 28, 15
112_1, 20, 1, 32, 3, 25, 18
112_1, 21, 1, 32, 3, 39, 4
112_1, 22, 1, 31, 4, 43, 0
112_1, 23, 1, 33, 2, 43, 0
112_1, 24, 1, 34, 1, 42, 1
112_1, 25, 1, 29, 6, 32, 11
112_1, 26, 1, 29, 6, 35, 8
112_1, 27, 1, 26, 9, 38, 5
112_1, 28, 1, 26, 9, 38, 5
112_1, 29, 1, 26, 9, 37, 6
112_1, 30, 1, 24, 11, 35, 8
112_1, 31, 1, 26, 9, 42, 1
112_1, 32, 1, 31, 4, 30, 13
112_1, 33, 1, 26, 9, 36, 7
112_1, 34, 1, 26, 9, 39, 4
112_1, 35, 1, 26, 9, 40, 3
112_1, 36, 1, 20, 15, 38, 5
112_1, 37, 1, 27, 8, 36, 7
112_1, 38, 1, 19, 16, 42, 1
112_1, 39, 1, 20, 15, 38, 5
112_1, 40, 1, 24, 11, 40, 3
112_1, 41, 1, 28, 7, 35, 8
112_1, 42, 1, 24, 11, 39, 4
112_1, 43, 1, 29, 6, 23, 20
112_1, 44, 1, 10, 25, 40, 3
112_1, 45, 1, 21, 14, 35, 8
112_1, 46, 0, 26, 9, 33, 10
112_1, 47, 1, 24, 11, 36, 7
112_1, 48, 1, 28, 7, 35, 8
112_1, 49, 1, 23, 12, 38, 5
112_1, 50, 1, 24, 11, 36, 7
112_1, 51, 1, 25, 10, 35, 8
112_1, 52, 1, 20, 15, 36, 7
112_1, 53, 1, 26, 9, 39, 4
112_1, 54, 1, 27, 8, 26, 17
112_1, 55, 1, 17, 18, 39, 4
112_1, 56, 0, 28, 7, 36, 7
112_1, 57, 1, 21, 14, 38, 5
112_1, 58, 1, 28, 7, 34, 9
112_1, 59, 1, 20, 15, 37, 6
112_1, 60, 1, 20, 15, 40, 3
112_1, 61, 0, 24, 11, 35, 8
112_1, 62, 1, 26, 9, 36, 7
112_1, 63, 1, 22, 13, 32, 11
112_1, 64, 1, 25, 10, 32, 11
112_1, 65, 1, 26, 9, 40, 3
112_1, 66, 1, 26, 9, 33, 10
112_1, 67, 1, 17, 18, 36, 7
112_1, 68, 1, 14, 21, 36, 7
112_1, 69, 1, 23, 12, 39, 4
112_1, 70, 1, 20, 15, 37, 6
112_1, 71, 1, 25, 10, 33, 10
112_1, 72, 1, 19, 16, 36, 7
112_1, 73, 1, 22, 13, 37, 6
112_1, 74, 1, 15, 20, 42, 1
112_1, 75, 1, 14, 21, 42, 1
112_1, 76, 1, 14, 21, 34, 9
112_1, 77, 1, 26, 9, 33, 10
112_1, 78, 1, 23, 12, 35, 8
112_1, 79, 1, 20, 15, 37, 6
112_1, 80, 0, 23, 12, 38, 5
112_1, 81, 1, 20, 15, 39, 4
112_1, 82, 1, 18, 17, 38, 5
112_1, 83, 1, 16, 19, 39, 4
112_1, 84, 1, 21, 14, 35, 8
112_1, 85, 1, 29, 6, 26, 17
112_1, 86, 1, 20, 15, 36, 7
112_1, 87, 1, 25, 10, 35, 8
112_1, 88, 1, 28, 7, 34, 9
112_1, 89, 1, 20, 15, 40, 3
112_1, 90, 1, 22, 13, 35, 8
112_1, 91, 1, 24, 11, 34, 9
112_1, 92, 1, 21, 14, 35, 8
112_1, 93, 1, 21, 14, 36, 7
112_1, 94, 1, 26, 9, 35, 8
112_1, 95, 0, 25, 10, 36, 7
112_1, 96, 1, 22, 13, 39, 4
112_1, 97, 1, 25, 10, 37, 6
112_1, 98, 1, 17, 18, 42, 1
112_1, 99, 1, 23, 12, 36, 7
112_1, 100, 1, 21, 14, 40, 3
112_1, 101, 1, 22, 13, 38, 5
112_1, 102, 1, 27, 8, 35, 8
112_1, 103, 1, 21, 14, 36, 7
112_1, 104, 1, 31, 4, 34, 9
112_1, 105, 1, 32, 3, 38, 5
112_1, 106, 1, 26, 9, 36, 7
112_1, 107, 1, 18, 17, 39, 4
112_1, 108, 1, 17, 18, 41, 2
112_1, 109, 1, 27, 8, 36, 7
112_1, 110, 1, 17, 18, 42, 1
112_1, 111, 1, 25, 10, 37, 6
112_1, 112, 1, 28, 7, 38, 5
112_1, 113, 1, 31, 4, 34, 9
112_1, 114, 1, 29, 6, 36, 7
112_1, 115, 1, 29, 6, 39, 4
112_1, 116, 1, 28, 7, 37, 6
112_1, 117, 1, 25, 10, 39, 4
112_1, 118, 1, 21, 14, 39, 4
112_1, 119, 1, 28, 7, 27, 16
112_1, 120, 1, 32, 3, 30, 13
112_1, 121, 1, 32, 3, 37, 6
112_1, 122, 0, 33, 2, 33, 10
112_1, 123, 1, 30, 5, 36, 7
112_1, 124, 1, 30, 5, 39, 4
112_1, 125, 1, 28, 7, 35, 8
112_1, 126, 1, 27, 8, 34, 9
112_1, 127, 1, 25, 10, 40, 3
112_1, 128, 0, 34, 1, 23, 20
112_1, 129, 1, 34, 1, 43, 0
112_1, 130, 1, 34, 1, 40, 3
112_1, 131, 1, 33, 2, 27, 16
112_1, 132, 0, 33, 2, 33, 10
112_1, 133, 1, 32, 3, 41, 2
112_1, 134, 1, 33, 2, 22, 21
112_1, 135, 1, 34, 1, 37, 6
112_1, 136, 1, 34, 1, 43, 0
112_1, 137, 1, 35, 0, 42, 1
112_1, 138, 1, 35, 0, 43, 0
112_1, 139, 1, 35, 0, 43, 0
112_1, 140, 1, 35, 0, 42, 1
112_1, 141, 1, 35, 0, 43, 0
112_1, 142, 1, 35, 0, 43, 0
112_1, 143, 1, 35, 0, 43, 0
112_1, 144, 1, 35, 0, 42, 1
112_1, 145, 1, 0, 35, 43, 0
112_1, 146, 1, 0, 35, 43, 0
112_1, 147, 1, 35, 0, 43, 0
112_1, 148, 1, 35, 0, 43, 0
112_1, 149, 1, 35, 0, 43, 0
112_1, 150, 1, 35, 0, 43, 0
112_1, 151, 1, 35, 0, 43, 0
112_1, 152, 1, 35, 0, 43, 0
