,landmark_index,pred,ww,wm,mm,mw,sample_id,w_support,m_support,w_precision,w_recall,m_precision,m_recall,w_f1,m_f1,precision,recall,f1
0,1,0,42,0,0,35,124,42,35,0.5454545454545454,1.0,0.0,0.0,0.7058823529411764,0.0,0.29752066115702475,0.5454545454545454,0.3850267379679144
1,2,0,42,0,0,35,124,42,35,0.5454545454545454,1.0,0.0,0.0,0.7058823529411764,0.0,0.29752066115702475,0.5454545454545454,0.3850267379679144
2,3,0,42,0,0,35,124,42,35,0.5454545454545454,1.0,0.0,0.0,0.7058823529411764,0.0,0.29752066115702475,0.5454545454545454,0.3850267379679144
3,4,0,42,0,35,0,124,42,35,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4,5,0,42,0,35,0,124,42,35,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5,6,0,42,0,35,0,124,42,35,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6,7,0,42,0,0,35,124,42,35,0.5454545454545454,1.0,0.0,0.0,0.7058823529411764,0.0,0.29752066115702475,0.5454545454545454,0.3850267379679144
7,8,0,42,0,0,35,124,42,35,0.5454545454545454,1.0,0.0,0.0,0.7058823529411764,0.0,0.29752066115702475,0.5454545454545454,0.3850267379679144
8,9,0,42,0,35,0,124,42,35,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9,10,0,42,0,35,0,124,42,35,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10,11,0,40,2,34,1,124,42,35,0.975609756097561,0.9523809523809523,0.9444444444444444,0.9714285714285714,0.963855421686747,0.9577464788732395,0.9614437053461445,0.961038961038961,0.9610786294987891
11,12,0,42,0,35,0,124,42,35,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12,13,0,42,0,34,1,124,42,35,0.9767441860465116,1.0,1.0,0.9714285714285714,0.988235294117647,0.9855072463768115,0.9873150105708245,0.987012987012987,0.9869952724172673
13,14,0,37,5,34,1,124,42,35,0.9736842105263158,0.8809523809523809,0.8717948717948718,0.9714285714285714,0.925,0.9189189189189189,0.9273708747392959,0.922077922077922,0.9222358722358721
14,15,0,42,0,34,1,124,42,35,0.9767441860465116,1.0,1.0,0.9714285714285714,0.988235294117647,0.9855072463768115,0.9873150105708245,0.987012987012987,0.9869952724172673
15,16,0,42,0,0,35,124,42,35,0.5454545454545454,1.0,0.0,0.0,0.7058823529411764,0.0,0.29752066115702475,0.5454545454545454,0.3850267379679144
16,17,0,37,5,34,1,124,42,35,0.9736842105263158,0.8809523809523809,0.8717948717948718,0.9714285714285714,0.925,0.9189189189189189,0.9273708747392959,0.922077922077922,0.9222358722358721
17,18,0,39,3,34,1,124,42,35,0.975,0.9285714285714286,0.918918918918919,0.9714285714285714,0.951219512195122,0.9444444444444445,0.9495085995085993,0.948051948051948,0.948139935944814
18,19,0,27,15,31,4,124,42,35,0.8709677419354839,0.6428571428571429,0.6739130434782609,0.8857142857142857,0.7397260273972603,0.7654320987654321,0.7813974244549279,0.7532467532467533,0.7514106052918839
19,20,0,24,18,32,3,124,42,35,0.8888888888888888,0.5714285714285714,0.64,0.9142857142857143,0.6956521739130435,0.7529411764705883,0.7757575757575758,0.7272727272727273,0.7216926296210183
20,21,0,38,4,32,3,124,42,35,0.926829268292683,0.9047619047619048,0.8888888888888888,0.9142857142857143,0.9156626506024096,0.9014084507042254,0.9095836412909584,0.9090909090909091,0.9091834688305076
21,22,0,42,0,31,4,124,42,35,0.9130434782608695,1.0,1.0,0.8857142857142857,0.9545454545454545,0.9393939393939393,0.9525691699604742,0.948051948051948,0.9476584022038568
22,23,0,42,0,33,2,124,42,35,0.9545454545454546,1.0,1.0,0.9428571428571428,0.9767441860465117,0.9705882352941176,0.975206611570248,0.974025974025974,0.9739460266136052
23,24,0,41,1,34,1,124,42,35,0.9761904761904762,0.9761904761904762,0.9714285714285714,0.9714285714285714,0.9761904761904762,0.9714285714285714,0.974025974025974,0.974025974025974,0.974025974025974
24,25,0,31,11,29,6,124,42,35,0.8378378378378378,0.7380952380952381,0.725,0.8285714285714286,0.7848101265822786,0.7733333333333333,0.7865479115479115,0.7792207792207793,0.7795934023782126
25,26,0,34,8,29,6,124,42,35,0.85,0.8095238095238095,0.7837837837837838,0.8285714285714286,0.8292682926829269,0.8055555555555555,0.8199017199017198,0.8181818181818182,0.818489775806849
26,27,0,36,6,27,8,124,42,35,0.8181818181818182,0.8571428571428571,0.8181818181818182,0.7714285714285715,0.8372093023255814,0.7941176470588236,0.8181818181818182,0.8181818181818182,0.817622186295237
27,28,0,37,5,26,9,124,42,35,0.8043478260869565,0.8809523809523809,0.8387096774193549,0.7428571428571429,0.8409090909090908,0.787878787878788,0.8199668494198649,0.8181818181818182,0.8168044077134986
28,29,0,36,6,26,9,124,42,35,0.8,0.8571428571428571,0.8125,0.7428571428571429,0.8275862068965518,0.7761194029850748,0.8056818181818182,0.8051948051948052,0.8041922051186076
29,30,0,33,9,26,9,124,42,35,0.7857142857142857,0.7857142857142857,0.7428571428571429,0.7428571428571429,0.7857142857142857,0.7428571428571429,0.7662337662337663,0.7662337662337663,0.7662337662337663
30,31,0,41,1,26,9,124,42,35,0.82,0.9761904761904762,0.9629629629629629,0.7428571428571429,0.8913043478260869,0.8387096774193549,0.8849831649831649,0.8701298701298701,0.8673976794593905
31,32,0,29,13,31,4,124,42,35,0.8787878787878788,0.6904761904761905,0.7045454545454546,0.8857142857142857,0.7733333333333333,0.7848101265822784,0.7995867768595041,0.7792207792207793,0.7785500575373991
32,33,0,35,7,26,9,124,42,35,0.7954545454545454,0.8333333333333334,0.7878787878787878,0.7428571428571429,0.8139534883720929,0.7647058823529412,0.7920110192837465,0.7922077922077922,0.7915682129088422
33,34,0,38,4,26,9,124,42,35,0.8085106382978723,0.9047619047619048,0.8666666666666667,0.7428571428571429,0.853932584269663,0.8,0.8349451966473245,0.8311688311688312,0.8294177732379979
34,35,0,39,3,26,9,124,42,35,0.8125,0.9285714285714286,0.896551724137931,0.7428571428571429,0.8666666666666666,0.8125,0.8507053291536051,0.8441558441558441,0.8420454545454547
35,36,0,36,6,23,12,124,42,35,0.75,0.8571428571428571,0.7931034482758621,0.6571428571428571,0.7999999999999999,0.71875,0.7695924764890283,0.7662337662337663,0.7630681818181817
36,37,0,35,7,27,8,124,42,35,0.813953488372093,0.8333333333333334,0.7941176470588235,0.7714285714285715,0.8235294117647058,0.782608695652174,0.8049371968660615,0.8051948051948052,0.8049290862590095
37,38,1,35,7,20,15,124,42,35,0.7,0.8333333333333334,0.7407407407407407,0.5714285714285714,0.7608695652173915,0.6451612903225806,0.7185185185185184,0.7142857142857143,0.7082748948106592
38,39,0,37,5,20,15,124,42,35,0.7115384615384616,0.8809523809523809,0.8,0.5714285714285714,0.7872340425531914,0.6666666666666666,0.7517482517482518,0.7402597402597403,0.7324306898774983
39,40,0,39,3,24,11,124,42,35,0.78,0.9285714285714286,0.8888888888888888,0.6857142857142857,0.8478260869565217,0.7741935483870968,0.8294949494949494,0.8181818181818182,0.8143567512431468
40,41,0,34,8,28,7,124,42,35,0.8292682926829268,0.8095238095238095,0.7777777777777778,0.8,0.8192771084337348,0.7887323943661971,0.8058635131805864,0.8051948051948052,0.805393147493945
41,42,0,36,6,25,10,124,42,35,0.782608695652174,0.8571428571428571,0.8064516129032258,0.7142857142857143,0.8181818181818182,0.7575757575757576,0.7934463853117429,0.7922077922077922,0.790633608815427
42,43,0,42,0,15,20,124,42,35,0.6774193548387096,1.0,1.0,0.42857142857142855,0.8076923076923077,0.6,0.8240469208211144,0.7402597402597403,0.7132867132867133
43,44,0,39,3,10,25,124,42,35,0.609375,0.9285714285714286,0.7692307692307693,0.2857142857142857,0.7358490566037736,0.41666666666666663,0.6820367132867132,0.6363636363636364,0.5907661520869069
44,45,0,32,10,25,10,124,42,35,0.7619047619047619,0.7619047619047619,0.7142857142857143,0.7142857142857143,0.7619047619047619,0.7142857142857143,0.7402597402597403,0.7402597402597403,0.7402597402597403
45,46,0,34,8,26,9,124,42,35,0.7906976744186046,0.8095238095238095,0.7647058823529411,0.7428571428571429,0.8,0.7536231884057971,0.7788832234796667,0.7792207792207793,0.7789196310935441
46,47,0,36,6,24,11,124,42,35,0.7659574468085106,0.8571428571428571,0.8,0.6857142857142857,0.8089887640449439,0.7384615384615385,0.781431334622824,0.7792207792207793,0.776930934234305
47,48,0,33,9,29,6,124,42,35,0.8461538461538461,0.7857142857142857,0.7631578947368421,0.8285714285714286,0.8148148148148148,0.7945205479452055,0.8084284136915716,0.8051948051948052,0.8055901480559015
48,49,0,37,5,24,11,124,42,35,0.7708333333333334,0.8809523809523809,0.8275862068965517,0.6857142857142857,0.8222222222222222,0.75,0.7966300940438872,0.7922077922077922,0.7893939393939393
49,50,0,36,6,24,11,124,42,35,0.7659574468085106,0.8571428571428571,0.8,0.6857142857142857,0.8089887640449439,0.7384615384615385,0.781431334622824,0.7792207792207793,0.776930934234305
50,51,0,33,9,25,10,124,42,35,0.7674418604651163,0.7857142857142857,0.7352941176470589,0.7142857142857143,0.7764705882352941,0.7246376811594202,0.7528292500932721,0.7532467532467533,0.7529101759280786
51,52,1,33,9,25,10,124,42,35,0.7674418604651163,0.7857142857142857,0.7352941176470589,0.7142857142857143,0.7764705882352941,0.7246376811594202,0.7528292500932721,0.7532467532467533,0.7529101759280786
52,53,0,36,6,26,9,124,42,35,0.8,0.8571428571428571,0.8125,0.7428571428571429,0.8275862068965518,0.7761194029850748,0.8056818181818182,0.8051948051948052,0.8041922051186076
53,54,0,30,12,23,12,124,42,35,0.7142857142857143,0.7142857142857143,0.6571428571428571,0.6571428571428571,0.7142857142857143,0.6571428571428571,0.6883116883116883,0.6883116883116883,0.6883116883116883
54,55,0,39,3,18,17,124,42,35,0.6964285714285714,0.9285714285714286,0.8571428571428571,0.5142857142857142,0.7959183673469388,0.6428571428571428,0.7694805194805194,0.7402597402597403,0.7263450834879407
55,56,0,35,7,28,7,124,42,35,0.8333333333333334,0.8333333333333334,0.8,0.8,0.8333333333333334,0.8000000000000002,0.8181818181818182,0.8181818181818182,0.8181818181818182
56,57,0,40,2,20,15,124,42,35,0.7272727272727273,0.9523809523809523,0.9090909090909091,0.5714285714285714,0.8247422680412371,0.7017543859649122,0.8099173553719008,0.7792207792207793,0.7688386852792711
57,58,0,36,6,26,9,124,42,35,0.8,0.8571428571428571,0.8125,0.7428571428571429,0.8275862068965518,0.7761194029850748,0.8056818181818182,0.8051948051948052,0.8041922051186076
58,59,0,39,3,19,16,124,42,35,0.7090909090909091,0.9285714285714286,0.8636363636363636,0.5428571428571428,0.8041237113402062,0.6666666666666666,0.7793388429752066,0.7532467532467533,0.7416432364885973
59,60,0,37,5,21,14,124,42,35,0.7254901960784313,0.8809523809523809,0.8076923076923077,0.6,0.7956989247311828,0.6885245901639345,0.7628547922665571,0.7532467532467533,0.7469833181097062
60,61,0,34,8,27,8,124,42,35,0.8095238095238095,0.8095238095238095,0.7714285714285715,0.7714285714285715,0.8095238095238095,0.7714285714285715,0.7922077922077922,0.7922077922077922,0.7922077922077922
61,62,0,35,7,26,9,124,42,35,0.7954545454545454,0.8333333333333334,0.7878787878787878,0.7428571428571429,0.8139534883720929,0.7647058823529412,0.7920110192837465,0.7922077922077922,0.7915682129088422
62,63,0,28,14,27,8,124,42,35,0.7777777777777778,0.6666666666666666,0.6585365853658537,0.7714285714285715,0.717948717948718,0.7105263157894737,0.7235772357723578,0.7142857142857143,0.7145748987854251
63,64,0,31,11,25,10,124,42,35,0.7560975609756098,0.7380952380952381,0.6944444444444444,0.7142857142857143,0.746987951807229,0.7042253521126761,0.7280734170978073,0.7272727272727273,0.7275504064915231
64,65,0,37,5,27,8,124,42,35,0.8222222222222222,0.8809523809523809,0.84375,0.7714285714285715,0.8505747126436781,0.8059701492537314,0.8320075757575758,0.8311688311688312,0.8302999111027933
65,66,0,36,6,24,11,124,42,35,0.7659574468085106,0.8571428571428571,0.8,0.6857142857142857,0.8089887640449439,0.7384615384615385,0.781431334622824,0.7792207792207793,0.776930934234305
66,67,0,30,12,23,12,124,42,35,0.7142857142857143,0.7142857142857143,0.6571428571428571,0.6571428571428571,0.7142857142857143,0.6571428571428571,0.6883116883116883,0.6883116883116883,0.6883116883116883
67,68,0,35,7,14,21,124,42,35,0.625,0.8333333333333334,0.6666666666666666,0.4,0.7142857142857143,0.5,0.6439393939393939,0.6363636363636364,0.6168831168831169
68,69,0,38,4,23,12,124,42,35,0.76,0.9047619047619048,0.8518518518518519,0.6571428571428571,0.8260869565217391,0.7419354838709677,0.8017508417508418,0.7922077922077922,0.787836287135025
69,70,0,31,11,23,12,124,42,35,0.7209302325581395,0.7380952380952381,0.6764705882352942,0.6571428571428571,0.7294117647058824,0.6666666666666666,0.7007213033204825,0.7012987012987013,0.700891265597148
70,71,0,31,11,25,10,124,42,35,0.7560975609756098,0.7380952380952381,0.6944444444444444,0.7142857142857143,0.746987951807229,0.7042253521126761,0.7280734170978073,0.7272727272727273,0.7275504064915231
71,72,0,34,8,23,12,124,42,35,0.7391304347826086,0.8095238095238095,0.7419354838709677,0.6571428571428571,0.7727272727272727,0.6969696969696969,0.7404054570954991,0.7402597402597403,0.7382920110192837
72,73,0,36,6,20,15,124,42,35,0.7058823529411765,0.8571428571428571,0.7692307692307693,0.5714285714285714,0.7741935483870968,0.6557377049180327,0.7346770876182641,0.7272727272727273,0.7203499831738859
73,74,0,38,4,22,13,124,42,35,0.7450980392156863,0.9047619047619048,0.8461538461538461,0.6285714285714286,0.8172043010752689,0.721311475409836,0.7910324969148499,0.7792207792207793,0.7736166530455267
74,75,0,36,6,14,21,124,42,35,0.631578947368421,0.8571428571428571,0.7,0.4,0.7272727272727273,0.509090909090909,0.6626794258373205,0.6493506493506493,0.6280991735537189
75,76,0,32,10,14,21,124,42,35,0.6037735849056604,0.7619047619047619,0.5833333333333334,0.4,0.6736842105263159,0.4745762711864407,0.5944825614636935,0.5974025974025974,0.5831806017354635
76,77,0,32,10,26,9,124,42,35,0.7804878048780488,0.7619047619047619,0.7222222222222222,0.7428571428571429,0.7710843373493976,0.732394366197183,0.7540034491254004,0.7532467532467533,0.7534979868256638
77,78,0,30,12,23,12,124,42,35,0.7142857142857143,0.7142857142857143,0.6571428571428571,0.6571428571428571,0.7142857142857143,0.6571428571428571,0.6883116883116883,0.6883116883116883,0.6883116883116883
78,79,0,36,6,20,15,124,42,35,0.7058823529411765,0.8571428571428571,0.7692307692307693,0.5714285714285714,0.7741935483870968,0.6557377049180327,0.7346770876182641,0.7272727272727273,0.7203499831738859
79,80,0,37,5,23,12,124,42,35,0.7551020408163265,0.8809523809523809,0.8214285714285714,0.6571428571428571,0.8131868131868131,0.73015873015873,0.7852504638218923,0.7792207792207793,0.7754467754467753
80,81,0,38,4,20,15,124,42,35,0.7169811320754716,0.9047619047619048,0.8333333333333334,0.5714285714285714,0.8,0.6779661016949152,0.7698684962835907,0.7532467532467533,0.7445300462249616
81,82,0,37,5,18,17,124,42,35,0.6851851851851852,0.8809523809523809,0.782608695652174,0.5142857142857142,0.7708333333333335,0.6206896551724138,0.7294685990338164,0.7142857142857143,0.7025862068965518
82,83,0,38,4,17,18,124,42,35,0.6785714285714286,0.9047619047619048,0.8095238095238095,0.4857142857142857,0.7755102040816326,0.6071428571428571,0.738095238095238,0.7142857142857143,0.6989795918367346
83,84,0,36,6,16,19,124,42,35,0.6545454545454545,0.8571428571428571,0.7272727272727273,0.45714285714285713,0.7422680412371134,0.5614035087719298,0.6876033057851241,0.6753246753246753,0.6600568901165754
84,85,1,27,15,29,6,124,42,35,0.8181818181818182,0.6428571428571429,0.6590909090909091,0.8285714285714286,0.7200000000000001,0.7341772151898734,0.7458677685950413,0.7272727272727274,0.7264441887226698
85,86,0,36,6,20,15,124,42,35,0.7058823529411765,0.8571428571428571,0.7692307692307693,0.5714285714285714,0.7741935483870968,0.6557377049180327,0.7346770876182641,0.7272727272727273,0.7203499831738859
86,87,0,34,8,24,11,124,42,35,0.7555555555555555,0.8095238095238095,0.75,0.6857142857142857,0.7816091954022989,0.7164179104477612,0.753030303030303,0.7532467532467533,0.7519767931502362
