,landmark_index,pred,ww,wm,mm,mw,sample_id,w_support,m_support,w_precision,w_recall,m_precision,m_recall,w_f1,m_f1,precision,recall,f1
0,1,0,43,0,0,34,333,43,34,0.5584415584415584,1.0,0.0,0.0,0.7166666666666666,0.0,0.31185697419463654,0.5584415584415584,0.4002164502164502
1,2,0,43,0,0,34,333,43,34,0.5584415584415584,1.0,0.0,0.0,0.7166666666666666,0.0,0.31185697419463654,0.5584415584415584,0.4002164502164502
2,3,0,43,0,0,34,333,43,34,0.5584415584415584,1.0,0.0,0.0,0.7166666666666666,0.0,0.31185697419463654,0.5584415584415584,0.4002164502164502
3,4,1,43,0,34,0,333,43,34,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4,5,1,43,0,34,0,333,43,34,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5,6,1,43,0,34,0,333,43,34,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6,7,0,43,0,0,34,333,43,34,0.5584415584415584,1.0,0.0,0.0,0.7166666666666666,0.0,0.31185697419463654,0.5584415584415584,0.4002164502164502
7,8,0,43,0,0,34,333,43,34,0.5584415584415584,1.0,0.0,0.0,0.7166666666666666,0.0,0.31185697419463654,0.5584415584415584,0.4002164502164502
8,9,1,43,0,34,0,333,43,34,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9,10,1,43,0,34,0,333,43,34,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10,11,1,41,2,33,1,333,43,34,0.9761904761904762,0.9534883720930233,0.9428571428571428,0.9705882352941176,0.9647058823529412,0.9565217391304348,0.9614718614718615,0.961038961038961,0.9610921048261202
11,12,0,43,0,34,0,333,43,34,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12,13,0,43,0,34,0,333,43,34,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13,14,0,43,0,34,0,333,43,34,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
14,15,0,43,0,34,0,333,43,34,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
15,16,0,43,0,0,34,333,43,34,0.5584415584415584,1.0,0.0,0.0,0.7166666666666666,0.0,0.31185697419463654,0.5584415584415584,0.4002164502164502
16,17,0,43,0,34,0,333,43,34,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17,18,0,43,0,34,0,333,43,34,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18,19,0,42,1,31,3,333,43,34,0.9333333333333333,0.9767441860465116,0.96875,0.9117647058823529,0.9545454545454545,0.9393939393939394,0.9489718614718614,0.948051948051948,0.9478551751279024
