,sample_index,landmark_index,pred,ww,wm,mm,mw,sample_id,w_support,m_support,w_precision,w_recall,m_precision,m_recall,w_f1,m_f1,precision,recall,f1
108,328,109,1,27,8,36,7,328,35,43,0.7941176470588235,0.7714285714285715,0.8181818181818182,0.8372093023255814,0.782608695652174,0.8275862068965518,0.8073837926779104,0.8076923076923077,0.8074039903125362
109,328,110,1,17,18,42,1,328,35,43,0.9444444444444444,0.4857142857142857,0.7,0.9767441860465116,0.6415094339622641,0.8155339805825242,0.8096866096866097,0.7564102564102564,0.7374460429965101
110,328,111,0,25,10,37,6,328,35,43,0.8064516129032258,0.7142857142857143,0.7872340425531915,0.8604651162790697,0.7575757575757576,0.8222222222222222,0.7958573113000017,0.7948717948717948,0.7932141932141932
111,328,112,0,28,7,38,5,328,35,43,0.8484848484848485,0.8,0.8444444444444444,0.8837209302325582,0.823529411764706,0.8636363636363636,0.8462574462574463,0.8461538461538461,0.845639654463184
112,328,113,0,31,4,34,9,328,35,43,0.775,0.8857142857142857,0.8947368421052632,0.7906976744186046,0.8266666666666667,0.8395061728395061,0.8410087719298246,0.8333333333333334,0.8337448559670781
113,328,114,1,29,6,36,7,328,35,43,0.8055555555555556,0.8285714285714286,0.8571428571428571,0.8372093023255814,0.8169014084507044,0.8470588235294119,0.8339947089947091,0.8333333333333334,0.8335266500966585
114,328,115,0,29,6,39,4,328,35,43,0.8787878787878788,0.8285714285714286,0.8666666666666667,0.9069767441860465,0.8529411764705883,0.8863636363636364,0.8721056721056721,0.8717948717948718,0.8713663787193199
115,328,116,0,28,7,37,6,328,35,43,0.8235294117647058,0.8,0.8409090909090909,0.8604651162790697,0.8115942028985507,0.8505747126436781,0.8331105169340464,0.8333333333333334,0.8330834582708645
116,328,117,0,25,10,39,4,328,35,43,0.8620689655172413,0.7142857142857143,0.7959183673469388,0.9069767441860465,0.7812500000000001,0.8478260869565216,0.8256013280643821,0.8205128205128205,0.8179522017837235
117,328,118,1,21,14,39,4,328,35,43,0.84,0.6,0.7358490566037735,0.9069767441860465,0.7000000000000001,0.8124999999999999,0.7825834542815675,0.7692307692307693,0.7620192307692307
118,328,119,0,28,7,27,16,328,35,43,0.6363636363636364,0.8,0.7941176470588235,0.627906976744186,0.7088607594936709,0.7012987012987012,0.7233305909776498,0.7051282051282052,0.7046919325400338
119,328,120,0,32,3,30,13,328,35,43,0.7111111111111111,0.9142857142857143,0.9090909090909091,0.6976744186046512,0.8,0.7894736842105263,0.8202538202538202,0.7948717948717948,0.7941970310391363
120,328,121,0,32,3,37,6,328,35,43,0.8421052631578947,0.9142857142857143,0.925,0.8604651162790697,0.8767123287671234,0.891566265060241,0.8878036437246962,0.8846153846153846,0.884901037236406
121,328,122,0,33,2,33,10,328,35,43,0.7674418604651163,0.9428571428571428,0.9428571428571428,0.7674418604651163,0.8461538461538461,0.8461538461538461,0.864145157168413,0.8461538461538461,0.8461538461538461
122,328,123,0,30,5,36,7,328,35,43,0.8108108108108109,0.8571428571428571,0.8780487804878049,0.8372093023255814,0.8333333333333334,0.8571428571428572,0.8478778966583845,0.8461538461538461,0.8464590964590966
123,328,124,0,30,5,39,4,328,35,43,0.8823529411764706,0.8571428571428571,0.8863636363636364,0.9069767441860465,0.8695652173913043,0.896551724137931,0.8845639654463184,0.8846153846153846,0.8844423941875217
124,328,125,0,28,7,35,8,328,35,43,0.7777777777777778,0.8,0.8333333333333334,0.813953488372093,0.7887323943661971,0.8235294117647058,0.8084045584045584,0.8076923076923077,0.8079153654961442
125,328,126,0,27,8,34,9,328,35,43,0.75,0.7714285714285715,0.8095238095238095,0.7906976744186046,0.7605633802816902,0.8,0.7828144078144078,0.782051282051282,0.7823040808956302
126,328,127,0,25,10,40,3,328,35,43,0.8928571428571429,0.7142857142857143,0.8,0.9302325581395349,0.7936507936507937,0.8602150537634408,0.8416666666666668,0.8333333333333334,0.8303464755077659
127,328,128,0,34,1,23,20,328,35,43,0.6296296296296297,0.9714285714285714,0.9583333333333334,0.5348837209302325,0.7640449438202247,0.6865671641791045,0.810838081671415,0.7307692307692307,0.7213328345308891
128,328,129,0,34,1,43,0,328,35,43,1.0,0.9714285714285714,0.9772727272727273,1.0,0.9855072463768115,0.9885057471264368,0.9874708624708626,0.9871794871794872,0.9871602660208356
129,328,130,0,34,1,40,3,328,35,43,0.918918918918919,0.9714285714285714,0.975609756097561,0.9302325581395349,0.9444444444444445,0.9523809523809524,0.9501715599276574,0.9487179487179487,0.9488196988196987
130,328,131,0,33,2,27,16,328,35,43,0.673469387755102,0.9428571428571428,0.9310344827586207,0.627906976744186,0.7857142857142857,0.7499999999999999,0.8154604016672982,0.7692307692307693,0.766025641025641
131,328,132,0,33,2,33,10,328,35,43,0.7674418604651163,0.9428571428571428,0.9428571428571428,0.7674418604651163,0.8461538461538461,0.8461538461538461,0.864145157168413,0.8461538461538461,0.8461538461538461
132,328,133,0,32,3,41,2,328,35,43,0.9411764705882353,0.9142857142857143,0.9318181818181818,0.9534883720930233,0.9275362318840579,0.942528735632184,0.9360174139585903,0.9358974358974359,0.9358013301041785
133,328,134,0,33,2,22,21,328,35,43,0.6111111111111112,0.9428571428571428,0.9166666666666666,0.5116279069767442,0.7415730337078652,0.6567164179104478,0.7795584045584045,0.7051282051282052,0.6947931044862121
134,328,135,0,34,1,37,6,328,35,43,0.85,0.9714285714285714,0.9736842105263158,0.8604651162790697,0.9066666666666667,0.9135802469135803,0.9181848852901486,0.9102564102564102,0.9104779993668884
135,328,136,0,34,1,43,0,328,35,43,1.0,0.9714285714285714,0.9772727272727273,1.0,0.9855072463768115,0.9885057471264368,0.9874708624708626,0.9871794871794872,0.9871602660208356
136,328,137,0,35,0,42,1,328,35,43,0.9722222222222222,1.0,1.0,0.9767441860465116,0.9859154929577464,0.988235294117647,0.9875356125356125,0.9871794871794872,0.987194357699743
137,328,138,0,35,0,43,0,328,35,43,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
138,328,139,0,35,0,43,0,328,35,43,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
139,328,140,0,35,0,42,1,328,35,43,0.9722222222222222,1.0,1.0,0.9767441860465116,0.9859154929577464,0.988235294117647,0.9875356125356125,0.9871794871794872,0.987194357699743
140,328,141,0,35,0,43,0,328,35,43,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
141,328,142,0,35,0,43,0,328,35,43,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
142,328,143,0,35,0,43,0,328,35,43,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
