,sample_index,landmark_index,pred,ww,wm,mm,mw,sample_id,w_support,m_support,w_precision,w_recall,m_precision,m_recall,w_f1,m_f1,precision,recall,f1
0,143,1,1,0,35,43,0,143,35,43,0.0,0.0,0.5512820512820513,1.0,0.0,0.7107438016528926,0.30391190006574625,0.5512820512820513,0.39182030091121006
1,143,2,1,0,35,43,0,143,35,43,0.0,0.0,0.5512820512820513,1.0,0.0,0.7107438016528926,0.30391190006574625,0.5512820512820513,0.39182030091121006
2,143,3,1,0,35,43,0,143,35,43,0.0,0.0,0.5512820512820513,1.0,0.0,0.7107438016528926,0.30391190006574625,0.5512820512820513,0.39182030091121006
3,143,4,1,35,0,43,0,143,35,43,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4,143,5,1,35,0,43,0,143,35,43,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5,143,6,1,35,0,43,0,143,35,43,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6,143,7,1,0,35,43,0,143,35,43,0.0,0.0,0.5512820512820513,1.0,0.0,0.7107438016528926,0.30391190006574625,0.5512820512820513,0.39182030091121006
7,143,8,1,0,35,43,0,143,35,43,0.0,0.0,0.5512820512820513,1.0,0.0,0.7107438016528926,0.30391190006574625,0.5512820512820513,0.39182030091121006
8,143,9,1,35,0,43,0,143,35,43,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9,143,10,1,35,0,43,0,143,35,43,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10,143,11,1,34,1,41,2,143,35,43,0.9444444444444444,0.9714285714285714,0.9761904761904762,0.9534883720930233,0.9577464788732395,0.9647058823529412,0.9619454619454618,0.9615384615384616,0.9615830730992289
11,143,12,1,35,0,43,0,143,35,43,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12,143,13,1,34,1,43,0,143,35,43,1.0,0.9714285714285714,0.9772727272727273,1.0,0.9855072463768115,0.9885057471264368,0.9874708624708626,0.9871794871794872,0.9871602660208356
13,143,14,1,34,1,38,5,143,35,43,0.8717948717948718,0.9714285714285714,0.9743589743589743,0.8837209302325582,0.9189189189189189,0.9268292682926831,0.9283366206443129,0.9230769230769231,0.9232797525480453
14,143,15,1,34,1,43,0,143,35,43,1.0,0.9714285714285714,0.9772727272727273,1.0,0.9855072463768115,0.9885057471264368,0.9874708624708626,0.9871794871794872,0.9871602660208356
15,143,16,1,0,35,43,0,143,35,43,0.0,0.0,0.5512820512820513,1.0,0.0,0.7107438016528926,0.30391190006574625,0.5512820512820513,0.39182030091121006
16,143,17,1,34,1,38,5,143,35,43,0.8717948717948718,0.9714285714285714,0.9743589743589743,0.8837209302325582,0.9189189189189189,0.9268292682926831,0.9283366206443129,0.9230769230769231,0.9232797525480453
17,143,18,1,34,1,40,3,143,35,43,0.918918918918919,0.9714285714285714,0.975609756097561,0.9302325581395349,0.9444444444444445,0.9523809523809524,0.9501715599276574,0.9487179487179487,0.9488196988196987
18,143,19,1,31,4,28,15,143,35,43,0.6739130434782609,0.8857142857142857,0.875,0.6511627906976745,0.7654320987654321,0.7466666666666667,0.7847686733556298,0.7564102564102564,0.7550870528648307
19,143,20,0,32,3,25,18,143,35,43,0.64,0.9142857142857143,0.8928571428571429,0.5813953488372093,0.7529411764705883,0.7042253521126761,0.7793956043956044,0.7307692307692307,0.7260850168886623
20,143,21,1,32,3,39,4,143,35,43,0.8888888888888888,0.9142857142857143,0.9285714285714286,0.9069767441860465,0.9014084507042254,0.9176470588235294,0.9107651607651608,0.9102564102564102,0.9103605038982006
21,143,22,1,31,4,43,0,143,35,43,1.0,0.8857142857142857,0.9148936170212766,1.0,0.9393939393939393,0.9555555555555556,0.9530823786142935,0.9487179487179487,0.9483035483035482
22,143,23,1,33,2,43,0,143,35,43,1.0,0.9428571428571428,0.9555555555555556,1.0,0.9705882352941176,0.9772727272727273,0.9754985754985755,0.9743589743589743,0.974273275743864
23,143,24,1,34,1,42,1,143,35,43,0.9714285714285714,0.9714285714285714,0.9767441860465116,0.9767441860465116,0.9714285714285714,0.9767441860465116,0.9743589743589743,0.9743589743589743,0.9743589743589743
24,143,25,1,29,6,32,11,143,35,43,0.725,0.8285714285714286,0.8421052631578947,0.7441860465116279,0.7733333333333333,0.7901234567901234,0.7895580296896086,0.782051282051282,0.7825894270338714
25,143,26,1,29,6,35,8,143,35,43,0.7837837837837838,0.8285714285714286,0.8536585365853658,0.813953488372093,0.8055555555555555,0.8333333333333333,0.8223044808410662,0.8205128205128205,0.8208689458689458
26,143,27,1,26,9,38,5,143,35,43,0.8387096774193549,0.7428571428571429,0.8085106382978723,0.8837209302325582,0.787878787878788,0.8444444444444444,0.822061489185717,0.8205128205128205,0.8190624190624191
27,143,28,1,26,9,38,5,143,35,43,0.8387096774193549,0.7428571428571429,0.8085106382978723,0.8837209302325582,0.787878787878788,0.8444444444444444,0.822061489185717,0.8205128205128205,0.8190624190624191
28,143,29,1,26,9,37,6,143,35,43,0.8125,0.7428571428571429,0.8043478260869565,0.8604651162790697,0.7761194029850748,0.8314606741573034,0.8080058528428093,0.8076923076923077,0.8066280524774572
29,143,30,0,24,11,35,8,143,35,43,0.75,0.6857142857142857,0.7608695652173914,0.813953488372093,0.7164179104477612,0.7865168539325844,0.7559921962095876,0.7564102564102564,0.7550621998047791
30,143,31,1,26,9,42,1,143,35,43,0.9629629629629629,0.7428571428571429,0.8235294117647058,0.9767441860465116,0.8387096774193549,0.8936170212765957,0.8860957488408467,0.8717948717948718,0.8689791105714235
31,143,32,0,31,4,30,13,143,35,43,0.7045454545454546,0.8857142857142857,0.8823529411764706,0.6976744186046512,0.7848101265822784,0.7792207792207793,0.8025675305087069,0.782051282051282,0.7817288197035032
32,143,33,1,26,9,36,7,143,35,43,0.7878787878787878,0.7428571428571429,0.8,0.8372093023255814,0.7647058823529412,0.8181818181818183,0.7945609945609945,0.7948717948717948,0.7941862059509119
33,143,34,1,26,9,39,4,143,35,43,0.8666666666666667,0.7428571428571429,0.8125,0.9069767441860465,0.8,0.8571428571428572,0.8368055555555557,0.8333333333333334,0.8315018315018315
34,143,35,1,26,9,40,3,143,35,43,0.896551724137931,0.7428571428571429,0.8163265306122449,0.9302325581395349,0.8125,0.8695652173913043,0.8523250148865913,0.8461538461538461,0.8439590301003346
35,143,36,1,20,15,38,5,143,35,43,0.8,0.5714285714285714,0.7169811320754716,0.8837209302325582,0.6666666666666666,0.7916666666666666,0.7542331881954524,0.7435897435897436,0.7355769230769231
36,143,37,1,27,8,36,7,143,35,43,0.7941176470588235,0.7714285714285715,0.8181818181818182,0.8372093023255814,0.782608695652174,0.8275862068965518,0.8073837926779104,0.8076923076923077,0.8074039903125362
37,143,38,1,19,16,42,1,143,35,43,0.95,0.5428571428571428,0.7241379310344828,0.9767441860465116,0.6909090909090908,0.8316831683168318,0.8254862953138815,0.782051282051282,0.7685153130697685
38,143,39,1,20,15,38,5,143,35,43,0.8,0.5714285714285714,0.7169811320754716,0.8837209302325582,0.6666666666666666,0.7916666666666666,0.7542331881954524,0.7435897435897436,0.7355769230769231
39,143,40,1,24,11,40,3,143,35,43,0.8888888888888888,0.6857142857142857,0.7843137254901961,0.9302325581395349,0.7741935483870968,0.851063829787234,0.8312384782973018,0.8205128205128205,0.816570754799993
40,143,41,1,28,7,35,8,143,35,43,0.7777777777777778,0.8,0.8333333333333334,0.813953488372093,0.7887323943661971,0.8235294117647058,0.8084045584045584,0.8076923076923077,0.8079153654961442
41,143,42,1,24,11,39,4,143,35,43,0.8571428571428571,0.6857142857142857,0.78,0.9069767441860465,0.7619047619047619,0.8387096774193548,0.8146153846153846,0.8076923076923077,0.8042459332781913
42,143,43,0,29,6,23,20,143,35,43,0.5918367346938775,0.8285714285714286,0.7931034482758621,0.5348837209302325,0.6904761904761905,0.6388888888888888,0.7027914614121511,0.6666666666666666,0.662037037037037
43,143,44,1,10,25,40,3,143,35,43,0.7692307692307693,0.2857142857142857,0.6153846153846154,0.9302325581395349,0.41666666666666663,0.7407407407407407,0.6844181459566075,0.6410256410256411,0.5953228869895536
44,143,45,1,21,14,35,8,143,35,43,0.7241379310344828,0.6,0.7142857142857143,0.813953488372093,0.65625,0.7608695652173914,0.7187065807755463,0.717948717948718,0.7139248885172799
45,143,46,1,26,9,33,10,143,35,43,0.7222222222222222,0.7428571428571429,0.7857142857142857,0.7674418604651163,0.732394366197183,0.7764705882352941,0.7572242572242572,0.7564102564102564,0.7566927962951161
46,143,47,0,24,11,36,7,143,35,43,0.7741935483870968,0.6857142857142857,0.7659574468085106,0.8372093023255814,0.7272727272727272,0.8,0.7696531334142864,0.7692307692307693,0.7673659673659673
47,143,48,1,28,7,35,8,143,35,43,0.7777777777777778,0.8,0.8333333333333334,0.813953488372093,0.7887323943661971,0.8235294117647058,0.8084045584045584,0.8076923076923077,0.8079153654961442
48,143,49,1,23,12,38,5,143,35,43,0.8214285714285714,0.6571428571428571,0.76,0.8837209302325582,0.73015873015873,0.8172043010752689,0.7875641025641026,0.782051282051282,0.7781453910486168
49,143,50,0,24,11,36,7,143,35,43,0.7741935483870968,0.6857142857142857,0.7659574468085106,0.8372093023255814,0.7272727272727272,0.8,0.7696531334142864,0.7692307692307693,0.7673659673659673
50,143,51,0,25,10,35,8,143,35,43,0.7575757575757576,0.7142857142857143,0.7777777777777778,0.813953488372093,0.7352941176470589,0.7954545454545455,0.7687127687127687,0.7692307692307693,0.768459481694776
51,143,52,1,20,15,36,7,143,35,43,0.7407407407407407,0.5714285714285714,0.7058823529411765,0.8372093023255814,0.6451612903225806,0.7659574468085107,0.7215239372102118,0.717948717948718,0.7117540432571319
52,143,53,1,26,9,39,4,143,35,43,0.8666666666666667,0.7428571428571429,0.8125,0.9069767441860465,0.8,0.8571428571428572,0.8368055555555557,0.8333333333333334,0.8315018315018315
53,143,54,1,27,8,26,17,143,35,43,0.6136363636363636,0.7714285714285715,0.7647058823529411,0.6046511627906976,0.6835443037974683,0.6753246753246753,0.6969182778006308,0.6794871794871795,0.6790129701522106
54,143,55,1,17,18,39,4,143,35,43,0.8095238095238095,0.4857142857142857,0.6842105263157895,0.9069767441860465,0.6071428571428571,0.78,0.7404408457040036,0.717948717948718,0.7024358974358974
